Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,jpx_6594.T_2021-09-15_2023-09-15_Close_percent,asx_NXT.AX_2021-09-15_2023-09-15_Close_percent,jpx_6273.T_2021-09-15_2023-09-15_Close_percent,asx_SVW.AX_2021-09-15_2023-09-15_Close_percent,ssx_600019.SS_2021-09-15_2023-09-15_Close_percent,asx_URW.AX_2021-09-15_2023-09-15_Close_percent,asx_STO.AX_2021-09-15_2023-09-15_Close_percent,jpx_6902.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,1455.0,1465.0,1448.0,1448.0,1373.2999267578125,1159455,-1159455.0,1159455,-1.0,0.0,0.0,0.0,236622.9864482178,1453.6666666666667,50.0,1000.0,1448.0,1448.0,1448.0,0.0,0.0,0.0,0.0,1453.6666666666667,1470.6666666666667,1436.6666666666667,2.338913093327218,0.3333333333333311,0.0,0.0,1448.0,1465.0,1456.5,1.1740331491712708,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,1448.0,0.0,0.0,0.0,19.931966130203943,1.0,-246.3747368421052,205.03458473786367,205.03458473786367,0.0,1456.5,1456.5,1456.5,1456.5,0.0,0.0,0.0,0.0,0.0,1204.5852631578948,1208.2936842105264,4.0,4.0,0.0,1423.0,1465.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,20.503458473786385,0.0,0.0,0.0,1369.50634765625,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,1420.0,1465.0,1436.0,1444.0,1369.50634765625,2238839,-2163072.4827586208,-1079384,-0.6365171708976977,-8955356.0,-7771.885338784969,-7771.885338784969,231543.73632569285,1450.1529993186775,0.0,1000.0,1446.0,1450.0,1442.0,0.5532503457814661,0.25,0.0,0.0,1451.0,1474.0,1428.0,3.1702274293590627,0.3478260869565217,0.0,0.0,1436.0,1465.0,1450.5,2.005532503457814,0.2758620689655172,0.0,0.0,-0.3190883190882232,-0.0638176638176446,-0.2552706552705786,1446.0,1446.0,1447.3846153846157,1447.7037037037037,0.058144558533389,0.0991877763216636,-0.0410432177882746,-0.0005395372928176,2.109839816933638,-244.3747368421052,203.37017232800488,204.2023785329343,-0.8322062049294345,1450.5,1450.5,1450.5,1450.5,0.0,0.0,0.0,0.0,-66.66666666666666,1204.5852631578948,1208.2936842105264,4.0,8.0,-4.0,1423.0,1465.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,17.39130434782609,27.58620689655172,13.79310344827586,-72.41379310344827,0.0,0.0,-0.022040996253024,-0.0044081992506048,-0.0176327970024192,6.9472370155613845,1.389447403112277,5.557789612449108,1447.196092717905,-0.2762430939226568,-0.2766253492890058,-0.2762430939226568,0.2762382075209615,1400.803955078125,3,-1.039268734542972,-0.6245092379802202,0.0,0.655493094786479,0.7360390386603939,-0.5319145356937298,0.1813230690095366,1.8416189280647608,-2.236415440910605,0.266871144927606
2021-09-17,1453.0,1485.0,1434.0,1477.0,1400.803955078125,3717875,388410.3603786342,2638491,0.0545813850652836,9851105.57142857,12345.762028040212,2286.938344627621,78780.64927457493,1458.0840341668857,62.68821208682886,1000.0,1456.3333333333333,1485.742326666817,1426.9243399998495,4.038772259118849,0.8513664414200912,0.0,0.0,1455.7777777777776,1488.111111111111,1423.4444444444443,4.442069912990389,0.8281786941580762,0.0,0.0,1434.0,1485.0,1459.5,3.501945525291829,0.8431372549019608,0.0,0.0,2.0670286767156085,0.362351604289006,1.7046770724266025,1456.3333333333333,1456.3333333333333,1451.940828402367,1449.8737997256517,0.1922098305978431,0.1747362096344028,0.0174736209634402,0.0030349136465903,3.454465496565591,-254.70807017543848,211.9696364456093,206.791464503826,5.178171941783319,1459.5,1459.5,1459.5,1459.5,0.0,0.0,0.0,0.0,100.0000000000024,1204.5852631578948,1208.2936842105264,12.0,8.0,4.0,1423.0,1465.0,0.0,1.0,89.88326848249028,0.0,0.0,0.0,-83.20610687022901,52.57731958762887,84.31372549019608,37.29997746224927,-15.68627450980392,0.0,0.0,0.1425661100370761,0.0249866626069313,0.1175794474301447,19.01407571264437,4.914373065018696,14.099702647625676,1455.5500868530996,2.285318559556781,2.2595963078608783,2.00276243093922,-2.2853203620003057,1373.2999267578125,4,-0.172351340789632,-0.853370822601434,0.5769839444433273,-1.832844528646831,-1.4318557818413922,0.1442991784479801,5.0862784509143495,0.5628467804992425,1.0937510357490936,0.0637188359807083
2021-09-22,1410.0,1466.0,1383.0,1394.0,1394.0,1436839,-779468.2208197464,1265974,-0.0686008845359774,-7561539.380674717,-5776.56926071745,-38558.131411500966,-54740.08639438313,1445.1605495124077,36.97274440234055,981.0693860053726,1434.0,1495.220911460056,1372.779088539944,8.538481375182142,0.1733142398075999,0.0,0.0,1439.888888888889,1498.888888888889,1380.888888888889,8.19507678061579,0.1111111111111109,0.0,0.0,1356.0,1495.0,1425.5,9.693165969316595,0.2733812949640288,0.0,0.0,-6.795190641061026,-1.4763569677297204,-5.318833673331306,1434.0,1434.0,1434.9200011850482,1441.7151918261093,0.4391525579276894,0.5424825715577339,-0.1033300136300445,-0.0122318688265066,8.384581167573371,-232.3747368421052,193.38369786885127,204.00588540121484,-10.622187532363569,1425.5,1425.5,1425.5,1425.5,0.0,0.0,0.0,0.0,-100.65645514223246,1204.5852631578948,1208.2936842105264,12.0,20.0,-8.0,1423.0,1495.0,0.0,1.0,25.754786405654457,0.0,0.0,0.0,-68.23178829994528,33.24396782841823,27.33812949640288,31.42647172584513,-72.66187050359713,-2.7333333333333485,0.0,-0.4713268390030685,-0.1024635198761789,-0.3688633191268896,11.532979837925437,8.997403342136357,2.53557649578908,1446.098734992751,0.071787508973431,0.0717617540663795,-3.7292817679558055,-0.0717875089734434,1384.0,2,-0.3780493865914565,1.2422304606256347,2.8849750785527,0.0740757694950815,0.6077835597668724,-0.4388171225716206,-0.0956934591944502,0.1923029309897401,-1.9385967141119664,1.7183493879378062
2021-09-27,1396.0,1396.0,1369.0,1370.0,1370.0,1822154,-2596501.650449376,-989026,-0.1906757908835642,-9729740.198046733,-11113.22094619884,-74674.85234880341,-21537.25820402883,1434.4014044617345,30.525203543997225,974.0315855318764,1419.75,1492.5287743782485,1346.9712256217515,10.252336591406728,0.1582107872452104,0.0,0.0,1425.7083333333333,1478.3333333333333,1373.0833333333333,7.3822953502644895,-0.0292953285827387,0.0,1.0,1356.0,1495.0,1425.5,9.79045606620884,0.1007194244604316,0.0,0.0,-14.140767949130804,-5.429636062404484,-8.71113188672632,1419.75,1419.75,1418.3036694875198,1432.4444374366506,0.4735022758781455,0.6891279276626547,-0.2156256517845092,-0.0477543369990406,11.063932104221111,-218.1247368421052,181.5247594486064,199.12492996119204,-17.600170512585635,1425.5,1425.5,1425.5,1425.5,0.0,0.0,0.0,0.0,-117.51937984496124,1204.5852631578948,1208.2936842105264,12.0,32.0,-20.0,1423.0,1490.0,0.0,0.0,20.543951389645983,0.0,0.0,0.0,-67.47190353995853,32.31640109299684,10.071942446043163,19.184652278177456,-89.92805755395683,-16.08750000000009,0.0,-0.9871774136269892,-0.3782596603483198,-0.6089177532786695,6.390117620753235,7.746519545004897,-1.3564019242516627,1439.4700904961442,-1.0115606936416222,-1.0167117355443622,-5.386740331491713,1.0115606936416128,1378.0,0,-1.2206033591736087,-0.7843181149374772,0.7933514358939675,3.608245757518702,2.580650160076118,-1.7408297267715795,3.7460858691548538,-0.3752341690955774,-1.9667155441057675,1.1611658383305894
2021-09-28,1373.0,1387.0,1352.0,1378.0,1378.0,1001727,-2109948.5361636616,12701,-0.1443282989457868,-7194946.455468629,-45421.55697111089,-71018.19042659186,-12582.69291169149,1430.148386084105,28.342127822875938,979.7193612138144,1415.111111111111,1488.574295810475,1341.6479264117472,10.382673716932707,0.2474169458962181,0.0,0.0,1419.7777777777778,1470.4444444444443,1369.111111111111,7.1372671779621175,0.0877192982456143,0.0,0.0,1352.0,1495.0,1423.5,10.105213567839195,0.1818181818181818,0.0,0.0,-16.30841119406864,-7.605391088737315,-8.703020105331325,1415.111111111111,1415.111111111111,1412.103104950978,1428.4115161450468,0.4754810259942274,0.7166871441370717,-0.2412061181428442,-0.0682812754655079,12.191114971054612,-213.4858479532163,177.66424733129472,196.7404096689812,-19.076162337686497,1423.5,1423.5,1423.5,1423.5,0.0,0.0,0.0,0.0,-108.46740050804428,1204.5852631578948,1208.2936842105264,12.0,32.0,-20.0,1423.0,1482.74,0.0,0.0,26.077587637064127,0.0,0.0,0.0,-65.71587097933134,35.7996389575337,18.181818181818183,16.132548506649226,-81.81818181818181,-23.711111111110995,0.0,-1.1417165858534437,-0.5309510454493447,-0.610765540404099,3.2716538487579707,6.851546405755512,-3.579892556997541,1435.8624356255518,0.5839416058394109,0.5822432751433126,-4.83425414364641,-0.5839416058394136,1365.0,1,-0.1604178477833642,1.3229590312053006,1.5993916685559952,4.8128350427587065,2.8079413622674707,0.2851786200030517,0.2162154999087135,-3.738323171353983,-5.637974291965918,-0.0645578984603076
2021-09-29,1388.0,1400.0,1347.0,1365.0,1365.0,1160193,-2482085.913522152,-1147492,-0.157300287739428,-8321741.104687396,18272.82184946815,-61096.96684036296,-5095.716251205067,1425.7749129597175,26.17654105089757,979.7193612138144,1410.1,1486.0023056303298,1334.19769436967,10.765520974445772,0.2029075755639606,0.0,0.0,1414.8666666666666,1465.7666666666669,1363.9666666666667,7.195024266126369,0.0101506221349047,0.0,0.0,1347.0,1495.0,1421.0,10.495709524147223,0.1216216216216216,52.8,0.0,-18.85789338091081,-9.855891547172014,-9.002001833738795,1410.1,1410.1,1404.8564734200584,1423.7143668009692,0.5049234968517895,0.7192899942364366,-0.214366497384647,-0.0900577713692235,13.31900349058188,-208.4747368421052,173.49396957103707,193.23589687266715,-19.741927301630085,1421.0,1421.0,1421.0,1421.0,0.0,0.0,0.0,0.0,-97.65797613786977,1204.5852631578948,1208.2936842105264,12.0,40.0,-28.0,1423.0,1472.2808,0.0,0.0,23.244605288863312,0.0,0.0,0.0,-65.03924194802664,32.35472474161569,12.16216216216216,13.471974263341172,-87.83783783783784,-29.25,0.0,-1.3245559517168997,-0.6896720267028558,-0.6348839250140439,1.636699211924913,5.808576966989392,-4.171877755064479,1432.1031885979771,-0.943396226415094,-0.9478743954543845,-5.732044198895025,0.9433962264150892,1372.0,2,1.7120505953568994,-0.1577279889833107,2.909227061053514,2.72873315848284,3.352492438501756,1.477603610483925,6.717227848673133,2.8828886261368325,1.2640306457038122,1.6534315840327736
2021-09-30,1381.0,1390.0,1363.0,1372.0,1372.0,1404942,-2950399.913522152,257450,-0.1716923365371331,-5727978.946874912,5765.362555891987,-54410.73390073747,-3740.3862119013056,1421.623675204613,32.44683420585707,979.7193612138144,1406.6363636363635,1482.2491221907133,1331.0236050820142,10.750860778101783,0.2709621742508736,0.0,0.0,1407.0,1458.9,1355.1,7.377398720682315,0.1628131021194611,0.0,0.0,1347.0,1495.0,1421.0,10.521553674142051,0.1689189189189189,50.22,0.0,-20.08204160842638,-11.901121559422888,-8.180920049003493,1406.6363636363635,1406.6363636363635,1399.801631355434,1419.8836729638604,0.5415693558175031,0.7412262611880112,-0.199656905370508,-0.1106438056404823,14.344600797171804,-205.01110047846896,166.6033943970984,189.15069932478863,-22.54730492769025,1421.0,1421.0,1421.0,1421.0,0.0,0.0,0.0,0.0,-77.31546779501647,1204.5852631578948,1208.2936842105264,12.0,40.0,-28.0,1423.0,1459.75272,0.0,0.0,27.7933643749584,0.0,0.0,0.0,-63.10588190584633,31.23360984747124,16.89189189189189,15.745290745290744,-83.10810810810811,-35.14545454545441,0.0,-1.4143441459895931,-0.8346064505602033,-0.5797376954293898,1.7592032135114302,4.9987022162938,-3.2394990027823702,1425.6557849836413,0.512820512820511,0.5115100666770012,-5.2486187845303895,-0.512820512820511,1351.0,3,-2.264426629296736,0.0787397997889201,0.7590963103789505,0.7425755234133788,0.7787043435371288,-0.0967611510470476,-1.0452990682705234,0.9276384997446456,-1.991452147317915,2.766748394081432
2021-10-08,1345.0,1352.0,1334.0,1345.0,1345.0,2008578,-1583007.346855485,62207,-0.057937384758684,-1531409.0030123168,-3136.5473484226154,-46087.65201239284,300.22390336170065,1375.594288250379,36.55611030420579,969.7222248748978,1388.0,1468.466288154803,1307.533711845197,11.594566016542204,0.2328073595412055,0.0,0.0,1362.3,1393.4,1331.2,4.565807825001839,0.2218649517684878,0.0,0.0,1324.0,1495.0,1409.5,12.319884726224783,0.1228070175438596,39.77020702,7.097693216263015,-25.79771461547398,-20.96633299669347,-4.831381618780508,1365.5,1388.0,1369.284028401717,1395.081743017191,0.8089171974522293,1.179936305732484,-0.3710191082802547,-0.2106054280102605,19.791402488913768,6.0,118.96522853397818,150.73870723516808,-31.7734787011899,1362.0,1409.5,1385.75,1409.5,0.0,0.0,4.758592132505177,25.838509316770185,-92.18791946308691,1204.5852631578948,1208.2936842105264,12.0,64.0,-52.0,1423.0,1391.9846331660074,0.0,0.0,31.881064607438447,0.4045399720910664,0.2771917532312382,0.0,-51.73206685313867,41.23000955469757,12.280701754385966,10.639619883040938,-87.71929824561404,-38.09411764705874,-3.4458004307250536,-1.8491901814785687,-1.4912272226704977,-0.3579629588080715,3.934704231772362,5.294881452387169,-1.3601772206148066,1388.6390754965018,0.900225056264059,0.8961971857230466,-7.113259668508287,-0.9002250562640626,1372.0,4,-0.8967001728913573,-3.794465403813121,-1.8646955358780275,-0.2568470221520442,-0.3673536287776073,-2.3719133501628136,0.9195497443049874,-2.06611366694068,-1.513066812943876,-1.5008405050236036
2021-10-11,1330.0,1381.0,1335.0,1372.0,1372.0,3156338,338241.8705358191,3218545,0.0110975146559062,10861810.2831323,21860.7766341881,-40984.14880737995,81443.15440086788,1369.636665104128,47.94845330071422,969.7222248748978,1387.111111111111,1465.6530712736435,1308.569150948579,11.324537671624348,0.4038023046544764,0.0,0.0,1360.7333333333331,1393.7333333333331,1327.7333333333331,4.850325804713145,0.6707070707070705,0.0,0.0,1324.0,1495.0,1409.5,12.327779557834027,0.2807017543859649,40.393186318,7.090824465374415,-23.670114089108665,-21.50708921517652,-2.163024873932152,1363.6666666666667,1387.111111111111,1369.7018701860682,1393.3719842751768,0.8564516129032258,1.1225806451612903,-0.2661290322580645,-0.2187982307166193,20.742095973442,-3.111111111111086,111.0741061021492,143.3398026541519,-32.26569655200271,1362.0,1409.5,1385.75,1409.5,0.0,0.0,9.096483790435466,23.91546096815163,-53.5911602209943,1204.5852631578948,1208.2936842105264,12.0,64.0,-52.0,1423.0,1382.4667845227664,0.0,0.0,42.78197042243709,1.0,0.4947363376620379,0.3410484093043151,-46.22059547248335,47.41511114298863,28.07017543859649,15.2046783625731,-71.9298245614035,-36.961111111111,-1.5781922525107603,-1.698764892378808,-1.53273475661216,-0.166030135766648,11.648600379172986,6.5656252377443325,5.082975141428654,1388.5512461069245,2.007434944237918,1.98755162498907,-5.2486187845303895,-2.0074349442379145,1370.0,0,0.4169293607366171,0.1523222435647966,-1.404855516405945,0.5123861607279423,-0.8911486835600613,-0.5097401499751584,2.668204818375344,-1.01213994571971,-1.4905143351958683,-3.053117625676649
