Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,asx_PME.AX_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_SQ2.AX_2021-09-15_2023-09-15_Close_percent,asx_TLS.AX_2021-09-15_2023-09-15_Close_percent,asx_AMC.AX_2021-09-15_2023-09-15_Close_percent,ssx_300760.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601888.SS_2021-09-15_2023-09-15_Close_percent,jpx_6981.T_2021-09-15_2023-09-15_Close_percent,asx_LNW.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,1061.0,1089.0,1057.0,1062.0,858.4365844726562,720374,-495257.125,720374,-0.6875,0.0,0.0,0.0,40231.97741799722,1069.3333333333333,50.0,1000.0,1062.0,1062.0,1062.0,0.0,0.0,0.0,0.0,1069.3333333333333,1101.3333333333333,1037.3333333333333,5.985037406483791,0.3854166666666678,0.0,0.0,1057.0,1089.0,1073.0,3.013182674199624,0.15625,0.0,0.0,0.0,0.0,0.0,1062.0,1062.0,1062.0,1062.0,0.0,0.0,0.0,4.352521176485076,1.0,-57.11400000000003,56.836297848711226,56.836297848711226,0.0,1073.0,1073.0,1073.0,1073.0,0.0,0.0,0.0,0.0,0.0,1013.2405,1022.087,4.0,4.0,0.0,1002.0,1089.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,15.625,15.625,-84.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0,5.683629784871114,0.0,0.0,0.0,856.8198852539062,2,-0.005460956647689912,-0.06493036093769913,-0.014493428583670608,0.061631427095129754,-0.009977829200844928,0.003686934833841726,0.03661752734690669,0.1348238415955345,0.02184475082227281,-0.383450506896145
2021-09-16,1061.0,1083.0,1060.0,1060.0,856.8198852539062,1119027,-1614284.125,-398653,-0.8776140303283515,-2238054.0,-3083.035529973808,-3083.035529973808,38835.99574624152,1068.3193918382487,0.0,1000.0,1061.0,1063.0,1059.0,0.3770028275212064,0.25,0.0,0.0,1068.5,1096.0,1041.0,5.147402901263454,0.3454545454545454,0.0,0.0,1057.0,1089.0,1073.0,3.016022620169651,0.09375,0.0,0.0,-0.1595441595443389,-0.0319088319088678,-0.1276353276354712,1061.0,1061.0,1061.6923076923076,1061.851851851852,0.242732042496779,0.270739585861792,-0.0280075433650129,-0.0003678201506591,1.95448798988622,-56.11400000000003,55.84116009179154,56.33872897025138,-0.4975688784598375,1073.0,1073.0,1073.0,1073.0,0.0,0.0,0.0,0.0,-66.66666666666667,1013.2405,1022.087,4.0,8.0,-4.0,1002.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,9.375,12.5,-90.625,0.0,0.0,-0.0150250865284169,-0.0030050173056833,-0.0120200692227335,4.240727506445921,0.8481455012891843,3.392582005156737,1061.2112409209574,-0.1883239171374784,-0.1885014695771403,-0.1883239171374784,0.1883306522569938,834.9953002929688,3,-0.6245092379802202,0.7417412435704307,-1.039268734542972,0.061631427095129754,-0.5089021217918059,0.4149672220072773,-1.6773212058238585,-2.7194959581425024,0.3419717813246308,-0.383450506896145
2021-09-17,1080.0,1080.0,1033.0,1033.0,834.9953002929688,3022339,-4636623.125,-3420992,-0.9536962332415966,-13575925.285714284,-23326.30456080539,-13204.6700453896,-79091.50208399957,1056.1021202971228,0.0,1000.0,1051.6666666666667,1078.11577923317,1025.2175541001636,5.029942167956219,0.1471211156946825,0.0,0.0,1061.888888888889,1095.888888888889,1027.888888888889,6.4036831641728575,0.07516339869281,0.0,0.0,1033.0,1089.0,1061.0,5.324881141045958,0.0,0.0,0.0,-2.4365711317279874,-0.5128412918726918,-1.923729839855296,1051.6666666666667,1051.6666666666667,1057.2781065088757,1059.7146776406037,0.2984803457181047,0.5126075502550059,-0.2141272045369012,-0.0059311217452394,3.0024520168659854,-46.780666666666775,46.553207693874434,53.0768885447924,-6.52368085091797,1061.0,1061.0,1061.0,1061.0,0.0,0.0,0.0,0.0,-100.0,1013.2405,1022.087,4.0,12.0,-8.0,1002.0,1089.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,8.333333333333334,-100.0,0.0,0.0,-0.2299270910499115,-0.048389432054529,-0.1815376589953825,22.672445584428274,5.2130055179170025,17.45944006651127,1053.3199676037984,-2.54716981132076,-2.580171798647424,-2.730696798493404,2.547161350541032,809.9373168945312,4,-0.853370822601434,-1.511555909933989,-0.172351340789632,0.061631427095129754,0.7594881314718691,1.964272187589856,-8.67936941486954,-3.3725567754884054,0.2451051603074745,-0.383450506896145
2021-09-20,1020.0,1050.0,1002.0,1002.0,809.9373168945312,454059,-5090682.125,-3875051,-0.957651356832717,-13647340.102040818,-322425.0592984612,-116278.13312974678,-90610.27214104368,1052.847555811146,0.0,969.9903194578897,1039.25,1087.9814067106624,990.5185932893374,9.378187483408707,0.1178029476845617,0.0,0.0,1050.9166666666667,1088.4166666666667,1013.4166666666666,7.136626754420754,-0.1522222222222214,0.0,1.0,1002.0,1089.0,1045.5,8.37142169834015,0.0,0.0,0.0,-6.665733903305181,-1.74341981415919,-4.922314089145991,1039.25,1039.25,1048.773782430587,1055.4395163338922,0.3117052752407057,0.776789336710965,-0.4650840614702592,-0.0204267994090597,4.10999771892744,-34.36400000000003,34.19691387878827,48.35689487829137,-14.159980999503098,1045.5,1045.5,1045.5,1045.5,0.0,0.0,0.0,0.0,-124.80252764612996,1013.2405,1022.087,4.0,16.0,-12.0,1002.0,1087.88,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,3.125,-100.0,0.0,0.0,-0.6315600089012066,-0.1650235474238645,-0.466536461477342,15.741270244116524,7.318658463156908,8.422611780959615,1042.4505064573837,-3.0009680542110395,-3.046918747482863,-5.649717514124298,3.000972986272572,826.9120483398438,0,1.4615318616593242,1.2380864689588265,3.5966014881625483,0.061631427095129754,1.0204070546632096,0.6071654331849459,-8.67936941486954,-3.3725567754884054,0.2451051603074745,-0.383450506896145
2021-09-21,1006.0,1028.0,1005.0,1023.0,826.9120483398438,578785,-4763542.777173913,-3296266,-0.8081219602899735,-9961365.08746356,-37751.49666974783,-96646.47401474704,-1495.940986371883,1049.4913586777286,10.886069545410436,969.9903194578897,1036.0,1081.4840631430395,990.5159368569604,8.78070717047095,0.3570928023831419,0.0,0.0,1044.4666666666667,1079.0666666666668,1009.8666666666666,6.625390949128768,0.1897880539499044,0.0,0.0,1002.0,1089.0,1045.5,8.397683397683398,0.2413793103448276,0.0,0.0,-8.228004064474817,-3.040336664222316,-5.187667400252502,1036.0,1036.0,1044.8085851335736,1053.0365891980484,0.3901557992933357,0.885522151205099,-0.4953663519117633,-0.0363879994651385,5.130545067797046,-31.11400000000004,30.96271616879928,44.87805913639295,-13.915342967593666,1045.5,1045.5,1045.5,1045.5,0.0,0.0,0.0,0.0,-82.27040816326546,1013.2405,1022.087,4.0,16.0,-12.0,1002.0,1084.4448000000002,0.0,0.0,28.12463394635118,0.0,0.0,0.0,-86.54172756325796,11.931818181818182,24.13793103448276,8.045977011494253,-75.86206896551724,0.0,0.0,-0.7813597503521643,-0.2882907880095245,-0.4930689623426398,10.843403259317045,8.023607422388936,2.819795836928108,1037.8895557873914,2.095808383233533,2.0741484306816105,-3.672316384180796,-2.095808044799952,865.71142578125,1,-0.5464376820530532,-0.1863430531144416,1.013294724046219,0.061631427095129754,-1.2886567651800505,0.2443459761477555,-8.67936941486954,-3.3725567754884054,1.5724657410740264,-0.383450506896145
2021-09-22,1017.0,1073.0,1017.0,1071.0,865.71142578125,289998,-4494258.920031056,-3006268,-0.7266875788907086,-6549755.217825908,550348.6230939524,32752.54540699285,25737.16883242313,1049.6871408609345,15.645222575785738,1015.5030617198432,1041.8333333333333,1090.8696010905308,992.7970655761358,9.413457256220925,0.7973989253330326,0.0,0.0,1046.0,1084.1666666666667,1007.8333333333334,7.297641810070112,0.8275109170305668,0.0,0.0,1002.0,1089.0,1045.5,8.350663893776996,0.7931034482758621,0.0,0.0,-5.52917864585288,-3.5381050605484283,-1.991073585304452,1041.8333333333333,1041.8333333333333,1048.8380335745624,1054.3672122204152,0.5525950850714854,0.7496990644600406,-0.1971039793885552,-0.0437514205420943,6.250834814081387,-36.94733333333329,36.76768641749747,43.52633034991037,-6.758643932412902,1045.5,1045.5,1045.5,1045.5,0.0,0.0,0.0,0.0,27.71084337349432,1013.2405,1022.087,24.0,16.0,8.0,1002.0,1081.147008,0.0,0.0,57.52796664767615,0.0,0.0,0.0,-57.45714198494566,32.327586206896555,79.3103448275862,34.48275862068966,-20.6896551724138,-4.9833333333333485,0.0,-0.5244073015329129,-0.3355140907142022,-0.1888932108187107,4.08473108831411,7.235832155573972,-3.1511010672598614,1046.0647555252283,4.692082111436946,4.585330449612268,0.8474576271186418,-4.692080314865663,867.328125,2,1.2422304606256347,2.062900018149336,-0.3780493865914565,0.061631427095129754,-0.5089021217918059,0.6123771114106802,-4.669424368438442,4.561124559381312,0.8387512341260219,-0.383450506896145
2021-09-23,1061.0,1078.0,1061.0,1073.0,867.328125,833341,-4151118.50826635,-2172927,-0.5915024300304165,-5375978.472422208,49979.54018823026,35623.71120386575,15163.136625129036,1052.1783478768102,27.02507240132321,1015.5030617198432,1046.2857142857142,1096.652531998675,995.9188965727534,9.627736864847773,0.765197275977707,0.0,0.0,1049.5238095238096,1084.6666666666667,1014.3809523809524,6.696914700544479,0.8340108401084004,0.0,0.0,1002.0,1089.0,1045.5,8.315128345166576,0.8160919540229885,0.0,0.0,-3.192159544130845,-3.468915957264912,0.2767564131340667,1046.2857142857142,1046.2857142857142,1052.5552591784758,1055.7474187226069,0.7239782939351873,0.747225303373473,-0.0232470094382857,-0.0445819597112672,7.2475728858250275,-41.39971428571425,41.19841881140181,43.19377155869487,-1.9953527472930617,1045.5,1045.5,1045.5,1045.5,0.0,0.0,0.0,0.0,78.01204819277096,1013.2405,1022.087,28.000000000000004,16.0,12.000000000000004,1002.0,1081.147008,1.0,0.0,58.29355116653169,0.0,0.0,0.0,-41.49624070049964,34.939759036144586,81.60919540229885,61.68582375478928,-18.39080459770115,-8.442857142857065,0.0,-0.3023601561814069,-0.3288833038076432,0.0265231476262362,3.591942109381029,6.507054146335384,-2.915112036954355,1052.5593740880292,0.1867413632119507,0.1865672182949751,1.0357815442561202,-0.1867480514411568,880.26123046875,3,-1.8081678995771284,-1.7437860607414422,-2.607500895103413,0.061631427095129754,-0.7595008159276091,0.6161502746646192,3.097768423982046,1.4782417363839642,0.8387512341260219,-0.383450506896145
2021-09-27,1099.0,1099.0,1073.0,1089.0,880.26123046875,1495700,-3805956.9698048113,-677227,-0.4470431647965633,-1189238.6906476072,28682.222370796284,34632.069941998685,23859.267832886493,1058.2959249742053,41.42435706960378,1015.5030617198432,1051.625,1106.5607579359746,996.6892420640252,10.447784701956431,0.8401700586670622,0.0,0.0,1054.2083333333333,1088.2083333333337,1020.2083333333331,6.450337931307085,1.0116421568627427,1.0,0.0,1002.0,1099.0,1050.5,9.223820278140971,0.8969072164948454,0.0,0.0,-0.0484305095151285,-2.784818867714956,2.7363883581998274,1051.625,1051.625,1058.1621423817874,1058.2105728913025,0.7826017840875046,0.7031187903911174,0.0794829936963872,-0.0379599940590951,8.207159172122449,-46.73900000000003,46.51174362066944,43.60851806644168,2.9032255542277525,1050.5,1050.5,1050.5,1050.5,0.0,0.0,0.0,0.0,112.3483226266955,1013.2405,1022.087,32.0,16.0,16.0,1003.52,1081.147008,0.0,0.0,63.89982232240097,0.0,0.0,0.0,-27.777423945413062,40.27299449521672,89.69072164948453,83.53675395978986,-10.309278350515465,-6.900000000000091,0.0,-0.0045766419988418,-0.2640219714458829,0.2594453294470411,9.05969594990123,7.017582507048553,2.042113442852676,1061.560279200447,1.491146318732528,1.4801380302261968,2.542372881355925,-1.4911433281089614,871.36962890625,0,-0.7843181149374772,0.0689680707160818,-1.2206033591736087,0.061631427095129754,-0.7595008159276091,-0.3715214692413013,-0.9599949218991384,-3.935219897551448,1.2871300414930005,-0.383450506896145
2021-09-28,1095.0,1095.0,1070.0,1078.0,871.36962890625,701090,-4058349.369804811,-1378317,-0.4404205936533033,-2121060.306269377,-12480.565975837624,28742.990452269147,15221.358317565211,1060.023336339034,37.935093085394456,1005.2454550358044,1054.5555555555557,1108.93783298824,1000.1732781228716,10.313781411740768,0.715552249291733,0.0,0.0,1057.1851851851852,1090.1851851851852,1024.1851851851852,6.2429932735426,0.8153759820426482,0.0,0.0,1002.0,1099.0,1050.5,9.198187756822252,0.7835051546391752,0.0,0.0,1.5376640960614625,-1.9203222749596724,3.4579863710211347,1054.5555555555557,1054.5555555555557,1061.214120476897,1059.6764563808356,0.7895170314159619,0.7355572343047989,0.0539597971111629,-0.0285729889786819,9.138711643517938,-49.66955555555569,49.42805010275354,44.255132737143,5.172917365610537,1050.5,1050.5,1050.5,1050.5,0.0,0.0,0.0,0.0,79.61205117622774,1013.2405,1022.087,32.0,16.0,16.0,1007.3392,1081.147008,0.0,0.0,58.11589044975027,0.0,0.0,0.0,-20.49509160628445,41.7463556851312,78.35051546391753,83.21681083856697,-21.649484536082475,1.400000000000091,0.0,0.1451069415388467,-0.182196188848937,0.3273031303877838,6.205992394480793,6.855264484535002,-0.6492720900542093,1065.3426803767557,-1.0101010101010055,-1.0152371464018373,1.5065913370998052,1.0101094146524048,861.6698608398438,1,1.3229590312053006,6.728775457247068,-0.1604178477833642,0.061631427095129754,1.256284744027596,-0.4935347985160234,-0.3697823943242468,1.0673080169590463,1.0030077348129112,-0.383450506896145
2021-09-29,1074.0,1080.0,1062.0,1066.0,861.6698608398438,435034,-4300034.925360367,-1813351,-0.4456111569930659,-2563824.2625166094,-47582.48780555083,20262.381756955816,-11924.396206967636,1060.443053584721,36.0701612047604,994.0553386532168,1055.7,1107.7465176548826,1003.6534823451176,9.860096174080244,0.5989499438588635,0.0,0.0,1058.4,1089.9,1026.9,5.952380952380952,0.6206349206349192,0.0,0.0,1002.0,1099.0,1050.5,9.188216349341667,0.6597938144329897,31.8,0.0,1.805542615005379,-1.1751492969666624,2.980691911972041,1055.7,1055.7,1061.9504096342976,1060.1448670192922,0.7781386275579956,0.7889461084963011,-0.0108074809383055,-0.0198895114937178,10.018211699481803,-50.81400000000008,50.56692998011718,43.558536307299214,7.008393672817967,1050.5,1050.5,1050.5,1050.5,0.0,0.0,0.0,0.0,38.524782710828696,1013.2405,1022.087,32.0,16.0,16.0,1011.005632,1081.147008,0.0,0.0,52.52986340437052,0.0,0.0,0.0,-17.179361006868874,45.92193271438555,65.97938144329896,78.00687285223368,-34.02061855670103,11.049999999999956,0.0,0.1703109330785943,-0.1116947644634307,0.2820056975420251,1.3709271629903208,5.758397020226067,-4.387469857235746,1065.4846463570393,-1.1131725417439675,-1.1194146743152444,0.3766478342749568,1.1131634319848305,881.0696411132812,2,-0.1577279889833107,2.756202742925865,1.7120505953568994,0.061631427095129754,0.7633531826876521,0.5524927006873668,1.4473626840173637,1.063074744323444,1.8552458947348072,-0.383450506896145
