Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_300124.SZ_2021-09-15_2023-09-15_Close_percent,asx_DXS.AX_2021-09-15_2023-09-15_Close_percent,ssx_002475.SZ_2021-09-15_2023-09-15_Close_percent,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent,asx_SCG.AX_2021-09-15_2023-09-15_Close_percent,jpx_2502.T_2021-09-15_2023-09-15_Close_percent,jpx_6902.T_2021-09-15_2023-09-15_Close_percent,ssx_601088.SS_2021-09-15_2023-09-15_Close_percent,asx_AMC.AX_2021-09-15_2023-09-15_Close_percent,asx_FMG.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,6401.0,6600.0,6400.0,6500.0,6478.796875,7724,0.0,7724,0.0,0.0,0.0,0.0,-3670.780324661947,6500.0,50.0,1000.0,6500.0,6500.0,6500.0,0.0,0.0,0.0,0.0,6500.0,6700.0,6300.0,6.153846153846154,0.5,0.0,0.0,6400.0,6600.0,6500.0,3.076923076923077,0.5,0.0,0.0,0.0,0.0,0.0,6500.0,6500.0,6500.0,6500.0,0.0,0.0,0.0,-55.87690049772435,1.0,8894.03,-577.758390752779,-577.758390752779,0.0,6500.0,6500.0,6500.0,6500.0,0.0,0.0,0.0,0.0,0.0,15190.5895,14795.28,4.0,4.0,0.0,6766.0,6600.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,-57.77583907527788,0.0,0.0,0.0,6844.60009765625,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,6501.0,7473.0,6426.0,6867.0,6844.60009765625,30496,-4805.959885386819,38220,-0.1257446333172898,11192032.0,1543240097.0619097,1543240097.0619097,-2740.754733251387,6836.716692830979,100.0,1000.0,6683.5,7050.5,6316.5,10.982269768833696,0.75,0.0,0.0,6711.0,7334.5,6087.5,18.58143346744152,0.6251002405773858,0.0,0.0,6400.0,7473.0,6936.5,16.054462482232363,0.4352283317800559,0.0,0.0,29.2763532763538,5.855270655270761,23.42108262108304,6683.5,6683.5,6556.461538461539,6527.185185185185,0.106861547072362,0.0173288995252479,0.0895326475471141,0.0110276442307692,2.579442449119206,8710.53,-565.838185322492,-571.7982880376355,5.960102715143535,6936.5,6936.5,6936.5,6936.5,0.0,0.0,0.0,0.0,66.66666666666667,15190.5895,14795.28,8.0,4.0,4.0,6766.0,6600.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,35.364875701684035,43.52283317800559,46.76141658900279,-56.47716682199441,0.0,0.0,0.4485295337230913,0.0897059067446182,0.358823626978473,19.303002304434845,3.860600460886969,15.442401843547875,6652.815590014794,5.646153846153856,5.49251527369492,5.646153846153856,-5.646159768764932,6933.3095703125,3,0.3670240836338081,0.0914983637039341,-2.0359318107597204,-0.9687029527514426,-1.7006702406320215,-1.230480816023274,0.266871144927606,-1.2680271948335644,0.4149672220072773,3.1986534529700634
2021-09-17,6867.0,6990.0,6766.0,6956.0,6933.3095703125,104785,68169.30797175603,143005,0.4766917798101887,10925436.714285716,-15284630.43374529,763977733.3140821,3079.920830818519,6886.017635747002,22.588204629534047,1000.0,6774.333333333333,7169.046168470756,6379.62049819591,11.653186098629822,0.7301251067797402,0.0,0.0,6775.333333333333,7265.666666666667,6285.0,14.474072616353444,0.6842284160435076,0.0,0.0,6400.0,7473.0,6936.5,15.839196968951436,0.5181733457595527,0.0,0.0,58.97974854100266,16.48016623241714,42.49958230858552,6774.333333333333,6774.333333333333,6617.92899408284,6558.949245541838,0.1594734745051889,0.0858253702132385,0.0736481042919504,0.03161835819187,3.913152005176392,8619.696666666667,-559.9376295009602,-567.8447351920771,7.9071056911169535,6936.5,6936.5,6936.5,6936.5,0.0,0.0,0.0,0.0,46.731234866828174,15190.5895,14795.28,12.0,4.0,8.0,6766.0,6600.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,42.895989123045545,51.81733457595527,48.44672258465362,-48.182665424044735,0.0,0.0,0.8992255669776924,0.2516098387912331,0.6476157281864593,55.50821632214509,14.190123633138594,41.31809268900649,6777.977712903176,1.2960535896315628,1.2877266853497105,7.015384615384623,-1.2960504834552182,6560.52978515625,4,-0.6600067087228325,0.1831446795832079,1.6138574253145634,3.665448789519303,0.0,-0.6349812016607359,0.0637188359807083,6.649388987187919,1.964272187589856,11.478257884147894
2021-09-22,6625.0,6989.0,6562.0,6920.0,6897.42724609375,4709,67361.43573963946,154974,0.3637108718920524,6603067.513952524,1741006583.1386707,576459735.9158701,355.86548127253855,6832.059665093643,20.016415483589896,988.3676370067376,6741.666666666667,7098.46477328845,6384.868560044884,10.584863484453376,0.7499079031301756,0.0,0.0,6736.444444444444,7125.444444444444,6347.444444444444,11.54911921884278,0.7359325906883749,0.0,0.0,6400.0,7473.0,6936.5,15.9159456118665,0.4846225535880708,0.0,0.0,69.67650594149654,36.82316447443714,32.8533414670594,6741.666666666667,6741.666666666667,6661.364356451643,6591.687850510147,0.2043972107258682,0.155345441078676,0.0490517696471922,0.0753991333649738,7.327391124671889,8652.363333333335,-562.0596642551258,-565.5052640536624,3.445599798536591,6936.5,6936.5,6936.5,6936.5,0.0,0.0,0.0,0.0,39.61645218269005,15190.5895,14795.28,12.0,4.0,8.0,6500.0,6851.0,1.0,0.0,67.80094037218207,0.0,0.0,0.0,94.43793427391664,45.67445674456744,48.46225535880709,28.797763280521902,-51.53774464119292,46.76666666666733,0.0,1.0570358840050975,0.5603974285664133,0.4966384554386842,30.785767212582886,25.98358712677048,4.802180085812406,6761.327110951452,4.452830188679235,4.356539775729296,6.461538461538452,-4.452835942362398,6865.53125,2,3.644403691990462,-0.6451517256988524,1.8789038720264413,-2.4105968826433326,-0.6825953128001316,2.278942204589015,1.7183493879378062,-9.990746506697036,0.6123771114106802,-4.203384106516253
2021-09-27,6807.0,6830.0,6602.0,6830.0,6807.720703125,2729,77868.84816901799,139614,0.3882455060629319,4779128.663312058,-71015023.81824845,370983225.57786936,-81.38863299161481,6827.656020129699,18.43752768839932,980.045145289782,6771.0,7097.565460512897,6444.434539487103,9.646003855055282,0.5903341092890471,0.0,0.0,6743.958333333333,7130.583333333333,6357.333333333333,11.465818170584784,0.6112727664619036,0.0,0.0,6400.0,7473.0,6936.5,15.846994535519126,0.4007455731593662,0.0,0.0,87.14737143455477,54.21141633703051,32.93595509752426,6771.0,6771.0,6716.811166453543,6629.663795018988,0.2568458335788375,0.2209953004266379,0.0358505331521996,0.1133174907651718,9.633964876081537,8623.03,-560.1541636595487,-564.2359292159734,4.081765556424784,6936.5,6936.5,6936.5,6936.5,0.0,0.0,0.0,0.0,5.785099168842261,15190.5895,14795.28,12.0,4.0,8.0,6500.0,6989.0,0.0,0.0,61.54917217532332,0.0,0.0,0.0,91.52504362451153,56.42599405688412,40.07455731593662,44.67225846536192,-59.92544268406338,-27.237500000000185,0.0,1.3145066496438402,0.8213718668812984,0.4931347827625418,15.315993637080696,23.65748582270453,-8.341492185623835,6814.125650437209,-0.8420441347270602,-0.845609354273158,5.076923076923068,0.8420404010978757,6514.6796875,0,-0.536971381086417,-0.0927615916675534,-3.483157522539855,0.0,-1.3793039563513505,0.5317086232236647,1.1611658383305894,-0.1369866951556844,-0.3715214692413013,-2.6727522362141087
2021-09-28,6799.0,6895.0,6536.0,6536.0,6514.6796875,14962,62906.84816901799,124652,0.2918732051938402,3467991.9971246216,-1199705.921668226,324460359.1404272,-667.0244796050763,6815.7164823132025,17.14341716381135,980.045145289782,6744.888888888889,7086.375110435488,6403.4026673422895,10.12577752345609,0.1941474125327429,0.0,0.0,6734.148148148149,7117.703703703704,6350.592592592593,11.391360781423591,0.2416956353804551,0.0,0.0,6400.0,7473.0,6936.5,15.908342119135476,0.1267474370922647,0.0,0.0,66.26832779353663,56.622798628331736,9.645529165204891,6744.888888888889,6744.888888888889,6688.994063922229,6622.725736128692,0.273026981158076,0.2382942099422759,0.0347327712158,0.12085521804514,10.72009396553699,8649.141111111112,-561.8503479018237,-563.9708646255125,2.120516723688752,6936.5,6936.5,6936.5,6936.5,0.0,0.0,0.0,0.0,-45.99189697583581,15190.5895,14795.28,12.0,4.0,8.0,6500.0,6990.0,0.0,0.0,46.17914275579132,0.0,0.0,0.0,88.37094291702189,53.09044521700123,12.674743709226467,32.74308791550171,-87.32525629077354,-25.777777777777374,0.0,1.0006201439390077,0.8572215222928403,0.1433986216461673,13.075250821942522,21.54103882255213,-8.46578800060961,6715.599529480715,-4.304538799414348,-4.399931602499763,0.5538461538461492,4.304539337086538,6808.71728515625,1,2.3348019176321912,1.1121273682100394,2.7958740981047328,2.253472022673833,-0.340132238768021,-0.8479222868361092,-0.0645578984603076,-4.012762329801859,-0.4935347985160234,5.587298893184737
2021-09-29,6596.0,6909.0,6459.0,6831.0,6808.71728515625,37571,87453.23483568465,162223,0.3455297525303721,4555913.854678247,-37728567.24601421,284217145.09748924,1051.7084238034736,6803.437725949135,29.68118889167046,980.045145289782,6753.5,7081.556397590414,6425.443602409586,9.715152071974952,0.6181199339034998,0.0,0.0,6734.033333333333,7124.233333333333,6343.833333333334,11.588894223867795,0.6242525200751754,0.0,0.0,6400.0,7473.0,6936.5,15.888058043977196,0.4016775396085741,406.5,0.0,72.68767163269877,59.835773229205145,12.85189840349362,6753.5,6753.5,6710.841131011117,6638.153459378418,0.2924792927615846,0.2638612710289967,0.0286180217325878,0.1294693848367812,11.841110243373857,8640.53,-561.2909679921372,-562.1411509854411,0.8501829933038607,6949.5,6936.5,6943.0,6936.5,0.0,0.0,0.0,0.0,-0.6720867208668933,15190.5895,14795.28,12.0,4.0,8.0,6500.0,6979.38,0.0,0.0,57.61614708304885,0.0,0.0,0.0,85.88481728620845,55.90120179205978,40.16775396085741,30.97235166200684,-59.83224603914259,-1.199999999999818,0.0,1.0949983617809445,0.9047768901904611,0.1902214715904833,21.011921868142693,21.435215431670247,-0.4232935635275545,6755.974552395609,4.51346389228886,4.414571819201107,5.092307692307685,-4.513462085026731,7096.77490234375,2,1.8593736614515703,-0.1874357730972065,0.2792675590645359,1.3018574658669309,0.3389792610185651,0.4752381621140813,1.6534315840327736,2.8057787120439883,0.5524927006873668,0.4707493594965513
2021-09-30,6800.0,7463.0,6504.0,7120.0,7096.77490234375,66864,106487.51220794742,229087,0.3328119570323676,6665597.01829564,429559254.60636514,298751356.04837686,4524.577410056609,6850.574413291537,45.11218081792036,980.045145289782,6786.818181818182,7163.967120984195,6409.669242652169,11.114160688034683,0.9417111962698084,0.0,0.0,6786.9333333333325,7253.033333333333,6320.833333333334,13.735216690896218,0.8572909962096835,0.0,0.0,6400.0,7473.0,6936.5,15.810059607527965,0.6710158434296365,461.75,0.0,99.9428535963416,67.85718930263243,32.08566429370916,6786.818181818182,6786.818181818182,6773.788649317099,6673.845795720757,0.3448393150108951,0.2748582829824512,0.0699810320284439,0.146785397036822,13.198200099824092,8607.211818181819,-551.6800273200088,-560.5680223184986,8.88799499848983,6961.0,6936.5,6948.75,6936.5,0.0,0.0,0.0,0.0,150.4722595804545,15190.5895,14795.28,44.0,4.0,40.0,6459.0,6979.38,1.0,0.0,65.37813034330713,0.0,0.0,0.0,83.98682398933306,61.786622880018186,67.10158434296365,39.98136067101584,-32.898415657036345,16.836363636363785,0.0,1.497530159603396,1.0233275440730485,0.4742026155303478,34.437734021575416,24.03571914965128,10.402014871924134,6776.819874949455,4.230712926365099,4.143664967417138,9.53846153846154,-4.230717844835425,7375.861328125,3,-0.302495356495541,-1.0290082232180993,0.0,-3.35257545411902,-1.7006702406320215,0.4407717748773194,2.766748394081432,-2.210183329379859,-1.728377105119236,-1.0810798414113665
2021-10-08,7697.0,7700.0,7429.0,7550.0,7525.3720703125,13292,112337.46036074532,188293,0.2171439347756032,3505644.805562322,87669274.75173037,-1688456773.9532852,11.156493144642273,7307.994219987748,83.32039002736838,978.212193278143,7093.64705882353,8004.413753602351,6182.880364044709,25.678376362013992,0.7505322953686263,0.0,0.0,7297.633333333334,7877.133333333333,6718.133333333334,15.881861242685972,0.7177451826287028,0.0,0.0,6400.0,8599.0,7499.5,30.999568793949845,0.5229649840836744,532.35435475,3.396366452537757,289.3524121463852,212.84029201746,76.5121201289252,7255.166666666667,7093.64705882353,7324.7782225012115,7035.425810354826,1.0675730795377294,0.8808973487423521,0.1866757307953772,0.4481710076426839,20.735734103665017,-173.64705882352973,-459.14333344137776,-523.2092462061606,64.06591276478287,7529.0,7499.5,7514.25,7499.5,0.0,0.0,33.214171746456614,5.887407949715352,82.0015885317263,15190.5895,14795.28,52.0,4.0,48.0,7071.48245632,6979.38,0.0,0.0,64.3275869257507,0.565049855980322,0.4432457682395898,0.0,73.42390886261335,56.85213412846197,50.98130841121496,53.32792140300172,-49.018691588785046,650.6352941176465,13.962264150943396,4.112791747736331,3.07310102331558,1.0396907244207512,19.7630018408795,27.11734539483636,-7.354343553956856,7167.468909638117,0.1724824200610264,0.1723338399600038,16.153846153846164,-0.1724814231651095,7410.7470703125,4,-1.8412737114633584,-0.4807650666735696,-5.516679809078298,-3.0021851331934784,-1.006709013326642,1.0545161880681349,-1.5008405050236036,5.560455481797021,0.1240645096815171,-2.444283078227912
2021-10-11,7449.0,7550.0,7399.0,7435.0,7410.7470703125,11928,106096.98353955329,176365,0.2004594705897252,2808878.4047677047,-113933601.60965796,-1676066262.111205,-158.75840493740813,7338.838401392436,83.68288328667825,963.3122724533764,7112.611111111111,8011.425920584339,6213.796301637884,25.273835316797395,0.679341108697259,0.0,0.0,7368.366666666667,7940.166666666666,6796.566666666668,15.520400269621016,0.5582662935758423,0.0,0.0,6400.0,8599.0,7499.5,30.91691596303904,0.4706684856753069,494.218919275,3.530987235388034,276.71152056279607,225.6145377265272,51.09698283626887,7298.083333333333,7112.611111111111,7341.735419039487,7065.023898476691,1.1060011217049917,0.8934380257992148,0.2125630959057768,0.4787051655975569,21.65255062368841,-224.6111111111113,-438.1818745382364,-509.4683047213176,71.28643018308122,7529.0,7499.5,7514.25,7499.5,0.0,0.0,32.50916864137412,6.184150057172897,61.23598371611353,15190.5895,14795.28,52.0,4.0,48.0,7224.234210688,6979.38,0.0,0.0,60.54894056377923,0.4474021081823728,0.4484274860332009,0.4373007568603262,70.83786790027679,55.70869848095606,45.60747663551402,48.98753894080997,-54.39252336448598,590.1277777777777,7.442196531791907,3.9166395547856334,3.241808729609591,0.6748308251760422,13.121870329571578,24.318250381783404,-11.196380052211826,7181.193821463216,-1.5231788079470232,-1.5348983348815182,14.384615384615396,1.5231805009641164,7759.60546875,0,0.233795150618036,0.1913715436086533,0.2919477142989848,-0.9008932704604576,1.3289152504271584,-1.1199386064273398,-3.053117625676649,-4.7663584884984544,0.931681563724652,-5.263157894736835
