Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_6594.T_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,jpx_6857.T_2021-09-15_2023-09-15_Close_percent,jpx_6902.T_2021-09-15_2023-09-15_Close_percent,asx_AIA.AX_2021-09-15_2023-09-15_Close_percent,jpx_6273.T_2021-09-15_2023-09-15_Close_percent,asx_RHC.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,31950.0,31740.0,30637.0,31600.0,30163.716796875,1199652,895116.5874886672,1199652,0.7461468721668177,0.0,0.0,0.0,-105705.2447355648,31325.666666666668,50.0,1000.0,31600.0,31600.0,31600.0,0.0,0.0,0.0,0.0,31325.666666666668,32428.666666666668,30222.666666666668,7.042148610830309,0.6243578120278024,0.0,0.0,30637.0,31740.0,31188.5,3.490506329113924,0.8730734360834089,0.0,0.0,0.0,0.0,0.0,31600.0,31600.0,31600.0,31600.0,0.0,0.0,0.0,-7.676225966722168,1.0,3098.184000000001,-89.28951440225232,-89.28951440225232,0.0,31188.5,31188.5,31188.5,31188.5,0.0,0.0,0.0,0.0,0.0,34368.04841503906,33885.1468046875,4.0,4.0,0.0,30884.0,31740.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,87.30734360834089,87.30734360834089,-12.692656391659112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31600.0,-8.92895144022523,0.0,0.0,0.0,30019.578125,2,0.11203144186721595,-0.014493428583670608,0.04214988287247215,0.010498191346270686,-0.1452433221557323,-0.12622224904535842,-0.06509638582194176,-0.011921431148418586,0.006034345710908229,0.023927142759990985
2021-09-16,30310.0,31843.0,30894.0,31449.0,30019.578125,3306985,1456154.0848543153,-2107333,0.3231132405060171,-499354735.0,5165430.14256188,5165430.14256188,-122918.70956333636,31376.78829498212,100.0,1000.0,31524.5,31675.5,31373.5,0.957985059239639,0.25,0.0,0.0,31360.5,32386.5,30334.5,6.5432630219543695,0.5431286549707602,0.0,0.0,30637.0,31843.0,31240.0,3.8255959650430618,0.6733001658374793,0.0,0.0,-12.045584045583382,-2.409116809116677,-9.636467236466704,31524.5,31524.5,31576.76923076923,31588.81481481481,0.2407097224373395,0.1688560739485815,0.071853648488758,-0.0009332970727848,1.977535465519128,3173.684000000001,-91.46542078398112,-90.37746759311672,-1.087953190864397,31240.0,31240.0,31240.0,31240.0,0.0,0.0,0.0,0.0,66.66666666666667,34368.04841503906,33885.1468046875,4.0,8.0,-4.0,30884.0,31740.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,27.046783625730995,67.33001658374793,77.3186800960444,-32.66998341625207,0.0,0.0,-0.0381324342688986,-0.0076264868537797,-0.0305059474151189,12.399501702686727,2.4799003405373456,9.919601362149384,31533.337289976287,-0.4778481012658209,-0.4789934454320743,-0.4778481012658209,0.4778544794252042,30313.578125,3,0.0,-1.039268734542972,-0.7067034305538016,0.0423130350401379,-0.408160558980839,3.2314385834036727,0.266871144927606,0.1394732046781968,0.7360390386603939,-1.8048329692207403
2021-09-17,32000.0,32208.0,31450.0,31757.0,30313.578125,2151100,1047501.842110252,43767,0.1573360200485919,-333369944.2857143,16227000.139463527,10696215.141012704,5264.721362198432,31515.142543379727,100.0,1009.7936341378104,31602.0,31853.496852200315,31350.503147799685,1.5916514916797329,0.8081549503381937,0.0,0.0,31508.666666666668,32445.33333333333,30572.0,5.945454160759998,0.6325622775800716,0.0,0.0,30637.0,32208.0,31422.5,4.971204354154801,0.7129217059197963,0.0,0.0,3.224064739737514,-1.2824804993458387,4.506545239083353,31602.0,31602.0,31604.49704142012,31601.272976680382,0.4368035410207058,0.214761741001847,0.2220418000188588,-0.0005462311165507,2.912696081597041,3096.184000000001,-89.23187449810057,-89.99560322811134,0.7637287300107687,31422.5,31422.5,31422.5,31422.5,0.0,0.0,0.0,0.0,99.99999999999936,34368.04841503906,33885.1468046875,12.0,8.0,4.0,30884.0,31740.0,0.0,1.0,68.71713147410358,0.0,0.0,0.0,-95.567707583825,30.700818214158662,71.29217059197963,75.30984359468948,-28.70782940802037,0.0,0.0,0.0102023255269389,-0.004060724377636,0.0142630499045749,14.539867366531857,4.891893745736248,9.647973620795607,31620.73324296636,0.9793634137810424,0.974598734062404,0.4968354430379795,-0.979360865018819,30067.306640625,4,0.5769839444433273,-0.172351340789632,1.578937871536354,1.5453081178421115,0.4065013806732196,-2.436816778120744,0.0637188359807083,-1.256985398127071,-1.4318557818413922,-0.9801076169573832
2021-09-20,30555.0,31728.5,30884.0,31499.0,30067.306640625,701244,1367607.89539622,-657477,0.18584202016505,-311591516.81632656,-62954175.00898404,-13853914.90898621,15370.044733737568,31501.359423720936,88.67452602927143,1001.5898756717224,31576.25,31811.61089309824,31340.889106901763,1.4907463242040286,0.3358903236151542,0.0,0.0,31474.125,32387.75,30560.5,5.805562505709054,0.5136133533999179,0.0,0.0,30637.0,32208.0,31422.5,4.975258303313408,0.5486950986632718,0.0,0.0,-5.430473274496762,-2.112079054376024,-3.318394220120739,31576.25,31576.25,31588.266727355487,31593.697200629984,0.4213222638818797,0.3858670581844766,0.0354552056974031,-0.0008848297076562,3.834901907168412,3121.934000000001,-89.97398826405441,-89.9901994870971,0.0162112230426885,31422.5,31422.5,31422.5,31422.5,0.0,0.0,0.0,0.0,-41.75796499181463,34368.04841503906,33885.1468046875,12.0,8.0,4.0,30884.0,31843.0,0.0,0.0,42.42071089652876,0.0,0.0,0.0,-92.23772209439625,40.11943539630836,54.86950986632718,64.49723234735158,-45.13049013367282,0.0,0.0,-0.0171884703458779,-0.0066862735712843,-0.0105021967745935,8.601336914732558,5.63378237953551,2.9675545351970483,31571.3595264922,-0.812419309128698,-0.8157374183243249,-0.3196202531645542,0.8124131152036398,30390.8984375,0,0.5769839444433273,3.5966014881625483,1.578937871536354,2.9025960568031763,0.4065013806732196,-2.436816778120744,0.0637188359807083,-1.1034472235317878,-1.4318557818413922,0.428200602036128
2021-09-21,31100.0,32359.0,31403.0,31838.0,30390.8984375,817536,1294063.8619234166,160059,0.1582659048985548,-227486342.41399425,67209395.06027868,6411912.583330013,3101.482229540856,31537.88497881596,90.01390915480162,1001.5898756717224,31628.6,31925.524502188688,31331.67549781131,1.8775696817986829,0.8526148877180441,0.0,0.0,31552.63333333333,32474.73333333333,30630.533333333333,5.844837039486394,0.6547373748328105,0.0,0.0,30637.0,32359.0,31498.0,5.444439526251557,0.6974448315911731,0.0,0.0,14.893526552234109,1.289042066946003,13.604484485288104,31628.6,31628.6,31626.68723083926,31611.793704287025,0.5624370244258364,0.3801566268992695,0.1822803975265668,0.000402025481007,4.768501245453951,3069.5840000000026,-88.4652637728822,-89.68521234425413,1.2199485713719298,31498.0,31498.0,31498.0,31498.0,0.0,0.0,0.0,0.0,92.40623038292628,34368.04841503906,33885.1468046875,20.0,8.0,12.0,30884.0,31843.0,1.0,0.0,62.64716822597548,0.0,0.0,0.0,-85.2145339027251,41.22844827586207,69.74448315911731,65.30205453914137,-30.25551684088269,0.0,0.0,0.0471138293877146,0.0040737470205154,0.0430400823671992,4.214547473781964,5.349935398384801,-1.1353879246028369,31674.71196406868,1.076224642052126,1.070474563701751,0.753164556962016,-1.0762247538254144,30591.353515625,1,3.1918855581289165,1.013294724046219,1.578937871536354,-1.3286106441003795,2.551019535155106,2.202643483390304,1.3132716240420024,-0.1364287719771226,2.5334052771321325,-0.5303896827661845
2021-09-22,32100.0,32390.0,32037.0,32048.0,30591.353515625,567785,761664.8959177509,727844,0.0871041388915605,-177954743.49770933,20671997.322930336,9263929.531250078,12543.57225951977,31578.17193013233,90.77826403757372,1008.1962540212124,31698.5,32112.251535747404,31284.7484642526,2.610543311181311,0.9223549277813078,0.0,0.0,31653.58333333333,32480.83333333333,30826.33333333333,5.226896375607818,0.7383902488163602,0.0,0.0,30637.0,32390.0,31513.5,5.530230137072732,0.804905875641757,0.0,0.0,47.39929819366444,10.51109329228969,36.88820490137475,31698.5,31698.5,31691.50457994092,31644.10528174725,0.645445550677138,0.393917487016244,0.251528063660894,0.0040197180399407,5.614528978586132,2999.684000000001,-86.45074912277833,-89.14613514067482,2.6953860178964817,31513.5,31513.5,31513.5,31513.5,0.0,0.0,0.0,0.0,116.13459879206214,34368.04841503906,33885.1468046875,24.0,8.0,16.0,30884.0,31843.0,0.0,0.0,69.73877053355622,0.0,0.0,0.0,-77.29962357982892,40.88983050847458,80.4905875641757,68.3681935298734,-19.509412435824306,88.52500000000146,0.0,0.149788713479616,0.0332167403123355,0.1165719731672805,-1.027025223108079,4.074543274086225,-5.101568497194304,31835.639309744733,0.6595891701740131,0.6574233990518152,1.417721518987336,-0.6595891810742103,30240.078125,2,2.8849750785527,-0.3780493865914565,3.030308834685428,-0.0874086647238954,1.5706756869614082,0.9008956070163094,1.7183493879378062,-0.9536742965807576,0.6077835597668724,0.5418415571685813
2021-09-23,32227.0,32281.0,31491.0,31680.0,30240.078125,831675,327930.5921202825,-103831,0.034245131553708,-196254980.14089373,-31108906.72438152,2535123.488644812,-5804.8892237371065,31598.94313290435,81.7139355346749,1008.1962540212124,31695.85714285714,32079.135376105045,31312.57890960924,2.418475269625437,0.4793137967648623,0.0,0.0,31676.97619047619,32498.90476190476,30855.047619047626,5.189438325718002,0.5018394600388167,0.0,0.0,30637.0,32390.0,31513.5,5.53069125753253,0.5949800342270394,0.0,0.0,42.97049479941779,17.00297359371531,25.96752120570248,31695.85714285714,31695.85714285714,31689.73464456539,31646.76414976597,0.6157032114775266,0.4596661545220992,0.1560370569554273,0.0067607499377405,6.4774864831786125,3002.32685714286,-86.52691613897886,-88.7719609975754,2.2450448585965432,31513.5,31513.5,31513.5,31513.5,0.0,0.0,0.0,0.0,34.86161800486582,34368.04841503906,33885.1468046875,24.0,8.0,16.0,30944.24,31843.0,0.0,0.0,51.34308402374148,0.0,0.0,0.0,-71.91592791304356,38.64928117686392,59.49800342270394,69.91102471533232,-40.50199657729606,155.6142857142877,0.0,0.1357816381986578,0.0537297198896,0.0820519183090578,-3.698327775795117,2.519969064109957,-6.218296839905074,31767.77408745312,-1.1482775836245684,-1.154921197723624,0.2531645569620266,1.1482832573772157,29686.439453125,3,2.8849750785527,-2.607500895103413,0.5514672511058194,-1.310044940957468,1.5706756869614082,0.9008956070163094,1.7183493879378062,-1.3495328411464271,0.6077835597668724,-0.0430058710262102
2021-09-27,31442.0,31844.0,30896.0,31100.0,29686.439453125,1080241,-287396.55977845174,-1184072,-0.0269698461291287,-257724237.2636232,-45283228.46475925,-4296069.647555769,-29327.077113811607,31566.611263489543,72.47330122515282,1008.1962540212124,31621.375,32154.171337731408,31088.578662268592,3.3698492727239606,0.0107182960191121,0.0,0.0,31627.354166666668,32465.041666666664,30789.666666666668,5.297234132110049,0.1852321619537911,0.0,0.0,30637.0,32390.0,31513.5,5.543718449940903,0.2641186537364517,0.0,0.0,-7.256863925984362,12.151006089775375,-19.40787001575974,31621.375,31621.375,31599.00623770917,31606.26310163516,0.5923736856029378,0.5556632036782486,0.0367104819246891,0.0051987361794603,7.384076810602326,3076.809000000001,-88.67348792663041,-88.75965186370728,0.0861639370768614,31513.5,31513.5,31513.5,31513.5,0.0,0.0,0.0,0.0,-81.40119614304928,34368.04841503906,33885.1468046875,24.0,32.0,-8.0,30944.24,32390.0,0.0,1.0,35.46478685739251,0.0,0.0,0.0,-69.00210582334793,40.23299720374912,26.41186537364518,55.4668187868416,-73.58813462635482,101.00624999999854,0.0,-0.0229602085594513,0.0383917341997897,-0.0613519427592411,-4.158914737403231,1.1841923038073192,-5.34310704121055,31520.757123157484,-1.830808080808077,-1.8477747761037835,-1.5822784810126556,1.830810983974601,29702.669921875,0,0.7933514358939675,-1.2206033591736087,-1.149428104206763,-0.4957975533104246,-1.5706866612680417,-0.8086142067151769,1.1611658383305894,0.5333328247070312,2.580650160076118,-0.028858327228761
2021-09-28,30730.0,31435.0,30845.0,31117.0,29702.669921875,971939,-363174.854693706,-212133,-0.0312323659453261,-218546065.7973913,-13961781.552134443,-5504283.635628103,-19245.854536279192,31530.312161477235,65.80900545609586,1008.747358082896,31565.33333333333,32159.329966320423,30971.33670034624,3.76360120588256,0.1226129001112744,0.0,0.0,31572.35185185185,32382.51851851852,30762.185185185182,5.13212744155547,0.2189764337470561,0.0,0.0,30637.0,32390.0,31513.5,5.553560868463293,0.2738163148887621,0.0,0.0,-45.16995849516388,0.6868131727875255,-45.856771667951406,31565.33333333333,31565.33333333333,31524.85143190776,31570.02139040293,0.6104588352332808,0.619716164556759,-0.0092573293234782,0.0009167577556821,8.260202807193673,3132.850666666669,-90.2886060742161,-88.92953566487492,-1.3590704093411858,31513.5,31513.5,31513.5,31513.5,0.0,0.0,0.0,0.0,-97.21116081169632,34368.04841503906,33885.1468046875,24.0,32.0,-8.0,30944.24,32360.12,0.0,0.0,36.088673114445385,0.0,0.0,0.0,-66.69709844340443,39.22482951374452,27.381631488876213,37.76383342840845,-72.61836851112379,122.23888888888904,0.0,-0.1430786439343219,0.0020976585729673,-0.1451763025072893,-5.23170098846851,-0.0989863546478464,-5.132714633820664,31375.941339634945,0.0546623794212219,0.0546474449848233,-1.528481012658223,-0.0546730057527753,30212.3984375,1,1.5993916685559952,-0.1604178477833642,1.515158416493108,1.4586034205133274,-0.7216392480127922,3.5650504796830944,-0.0645578984603076,-0.2680962576976213,2.8079413622674707,1.3135009748472155
2021-09-29,31015.0,32033.0,31015.0,31651.0,30212.3984375,957719,-124215.49712985528,745586,-0.009869435955817,-114264921.25490683,40816982.851963885,-357476.24811788235,16966.736537735855,31533.053183293185,68.68592288133257,1026.058509196958,31573.9,32139.7540094406,31008.045990559403,3.5843149527970763,0.5681271129246035,0.0,0.0,31571.75,32402.7,30740.8,5.263883060014099,0.5476863830555389,0.0,0.0,30637.0,32390.0,31513.5,5.552054069975518,0.57843696520251,853.8,0.0,-31.76090200668113,-5.802729863106206,-25.958172143574927,31573.9,31573.9,31544.25890392196,31576.01980592864,0.6597406582914817,0.6013734644469851,0.0583671938444965,-0.0017050175893894,9.19717167882487,3124.284,-90.04171515143273,-89.01311352589498,-1.028601625537746,31617.5,31513.5,31565.5,31513.5,0.0,0.0,0.0,0.0,-1.327289063138423,34368.04841503906,33885.1468046875,24.0,32.0,-8.0,30944.24,32299.5152,0.0,0.0,51.83877081021534,0.0,0.0,0.0,-59.84477930248025,42.74017366875217,57.843696520251,37.21239779425746,-42.156303479749,56.025000000001455,0.0,-0.1005855145831831,-0.0184389760582627,-0.0821465385249204,-6.149718995693179,-1.3091328828569129,-4.840586112836266,31460.922784105947,1.7161037375068355,1.701545003263938,0.1613924050632986,-1.7161033569228152,30794.671875,2,2.909227061053514,1.7120505953568994,3.269217598310931,-0.5659601374119347,1.7616510945433248,5.199629140463372,1.6534315840327736,1.2032105930266963,3.352492438501756,0.5411727507568429
