Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_AIA.AX_2021-09-15_2023-09-15_Close_percent,asx_BSL.AX_2021-09-15_2023-09-15_Close_percent,jpx_1605.T_2021-09-15_2023-09-15_Close_percent,jpx_4911.T_2021-09-15_2023-09-15_Close_percent,jpx_5108.T_2021-09-15_2023-09-15_Close_percent,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent,jpx_8591.T_2021-09-15_2023-09-15_Close_percent,asx_WDS.AX_2021-09-15_2023-09-15_Close_percent,ssx_601166.SS_2021-09-15_2023-09-15_Close_percent,jpx_8830.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,484.0,480.0,469.0,472.0,404.19818115234375,845953,-384524.0909090909,845953,-0.4545454545454545,0.0,0.0,0.0,-355072.064775663,473.6666666666667,50.0,1000.0,472.0,472.0,472.0,0.0,0.0,0.0,0.0,473.6666666666667,484.6666666666667,462.6666666666667,4.644616467276565,0.4242424242424233,0.0,0.0,469.0,480.0,474.5,2.330508474576271,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,472.0,472.0,472.0,472.0,0.0,0.0,0.0,-41.621253215152,1.0,359.89,-432.6172931517388,-432.6172931517388,0.0,474.5,474.5,474.5,474.5,0.0,0.0,0.0,0.0,0.0,825.851,813.645,4.0,4.0,0.0,434.0,480.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.27272727272728,27.27272727272728,-72.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,-43.26172931517388,0.0,0.0,0.0,406.7672424316406,2,-0.011921431148418586,-0.009116768739475907,-0.253058485638212,0.08027088719967665,-0.04066328954599514,-0.07370376615061412,-0.0888584266558086,-0.17190256833946804,-0.005296150689520109,-0.011927701987545869
2021-09-16,475.0,485.0,471.0,475.0,406.7672424316406,778538,-718183.2337662338,1624491,-0.4420973915929567,2335614.0,6293.848212932445,6293.848212932445,-361025.5622478302,475.264168078904,100.0,1006.35593220339,473.5,476.5,470.5,1.2671594508975714,0.75,0.0,0.0,475.33333333333337,487.83333333333337,462.83333333333337,5.259467040673211,0.4866666666666651,0.0,0.0,469.0,485.0,477.0,3.37909186906019,0.375,0.0,0.0,0.2393162393162242,0.0478632478632448,0.1914529914529794,473.5,473.5,472.46153846153845,472.22222222222223,0.0424527050332988,0.0238796465812306,0.0185730584520682,0.0012413930084745,2.043165467625899,358.39,-430.8141701426872,-431.7157316472129,0.9015615045257732,477.0,477.0,477.0,477.0,0.0,0.0,0.0,0.0,66.66666666666553,825.851,813.645,8.0,4.0,4.0,434.0,480.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,15.999999999999998,37.5,32.38636363636364,-62.5,0.0,0.0,0.050678733031671,0.0101357466063342,0.0405429864253368,-0.6394881157173165,-0.1278976231434632,-0.5115904925738531,473.2944566656228,0.6355932203389925,0.6335818449086261,0.6355932203389925,-0.6355944680336307,393.92193603515625,3,0.1394732046781968,-0.7142902455951656,-1.9379837610587745,1.4058433017282963,-0.7965112270574366,-0.9687029527514426,0.138031671398835,-2.484153967719493,1.3262539934940634,1.6145354028339938
2021-09-17,471.0,481.0,460.0,460.0,393.92193603515625,1318357,-2036540.2337662333,306134,-0.6920303847722458,-823095.8571428568,-11946.688188404203,-2826.419987735879,-36683.99157002677,471.5619300305917,37.62404536789917,1006.35593220339,469.0,481.9614813968157,456.0385186031843,5.527284177746573,0.152817462585293,0.0,0.0,472.5555555555556,487.8888888888889,457.22222222222223,6.489536797554671,0.0905797101449272,0.0,0.0,460.0,485.0,472.5,5.330490405117271,0.0,0.0,0.0,-0.7724937297587076,-0.1162081476611456,-0.6562855820975619,469.0,469.0,470.5443786982248,471.3168724279835,0.0653446932569303,0.0854507527206011,-0.0201060594636708,-0.0029482717954871,3.20603641310554,362.89,-436.2235391698421,-433.218334154756,-3.005205015086176,472.5,472.5,472.5,472.5,0.0,0.0,0.0,0.0,-100.00000000000102,825.851,813.645,8.0,12.0,-4.0,434.0,480.0,0.0,1.0,15.66265060240964,0.0,0.0,0.0,89.47368421052632,8.695652173913045,0.0,21.590909090909093,-100.0,0.0,0.0,-0.1639011406019086,-0.0246716308353143,-0.1392295097665942,3.826507690860177,0.6629834396572647,3.163524251202912,467.30079384140856,-3.157894736842104,-3.2088314551500297,-2.5423728813559365,3.157900896762385,376.794921875,4,-1.256985398127071,4.046719933027376,-0.2534898403646508,1.038147029978603,-0.1316946416490481,3.665448789519303,0.2303646959118026,-0.332707712188494,-0.4301120691335995,-1.0000066379250967
2021-09-20,455.0,459.0,434.0,440.0,376.794921875,1527378,-2830776.793766234,-1221244,-0.6332513823162932,-5069447.87755102,-39283.00656419039,-14978.61551322072,-108040.06544622428,462.2585168326314,22.294684423792177,1006.35593220339,461.75,489.25908940695786,434.2409105930421,11.91514430187671,0.1046761185323206,0.0,0.0,465.5,483.25,447.75,7.626208378088077,-0.2183098591549295,0.0,1.0,434.0,485.0,459.5,11.0449377368706,0.1176470588235294,0.0,0.0,-3.15186058610226,-0.7233386353493685,-2.4285219507528906,461.75,461.75,465.8452435138825,468.9971040999848,0.0636957701290429,0.1910873103871287,-0.1273915402580858,-0.018866909535561,4.475826604893415,370.14,-444.938633713592,-436.148409044465,-8.790224669126985,459.5,459.5,459.5,459.5,0.0,0.0,0.0,0.0,-133.33333333333334,825.851,813.645,8.0,16.0,-8.0,434.0,485.0,0.0,0.0,7.08397373201062,0.0,0.0,0.0,70.00070586574434,13.88888888888889,11.764705882352942,16.42156862745098,-88.23529411764706,0.0,0.0,-0.6720426541120644,-0.1541458354906643,-0.5178968186214,8.686377100219909,2.2676621717697936,6.418714928450116,455.0318471788042,-4.347826086956519,-4.44517625708345,-6.779661016949157,4.347819350336394,387.0711364746094,0,-1.1034472235317878,5.000003938692544,-0.2534898403646508,1.038147029978603,-0.1316946416490481,4.162406178238996,0.2303646959118026,2.5106598871397523,-0.4301120691335995,-1.0000066379250967
2021-09-21,440.0,469.0,444.0,452.0,387.0711364746094,1038135,-3204505.393766234,-183109,-0.5817529740273438,-2565581.0379008744,24081.64641400204,-5213.55003141503,-38094.96640316206,460.8905381594756,39.46181656648861,1033.8020030816642,459.8,485.6116252878427,433.9883747121573,11.227327223942003,0.3489052914526497,0.0,0.0,463.4,482.6,444.2,8.28657747086751,0.2031250000000001,0.0,0.0,434.0,485.0,459.5,11.091779034362766,0.3529411764705882,0.0,0.0,-4.022853301629482,-1.3832415686053912,-2.6396117330240907,459.8,459.8,463.7152060502083,467.73805935183776,0.1368985846452781,0.2119720020313983,-0.0750734173861202,-0.0369632926033837,5.784476499175125,372.09,-447.2826936253592,-438.3752659606438,-8.907427664715385,459.5,459.5,459.5,459.5,0.0,0.0,0.0,0.0,-50.97087378640758,825.851,813.645,8.0,16.0,-8.0,434.0,482.96,0.0,0.0,31.372004223261285,0.0,0.0,0.0,58.17246364486777,21.782178217821784,35.294117647058826,15.686274509803924,-64.70588235294117,0.0,0.0,-0.8600654193511859,-0.2953297522627687,-0.5647356670884172,8.254937427621185,3.465117222940072,4.789820204681113,453.85163723034304,2.7272727272727337,2.690745291992513,-4.23728813559322,-2.72726992934858,393.92193603515625,1,-0.1364287719771226,1.4187493752219638,0.37927334115993,3.4631002297741134,0.3569979851596372,-0.5862040836891254,2.1703939464712505,-1.6520829571172015,-0.4301120691335995,1.2947494417934848
2021-09-22,451.0,479.0,450.0,460.0,393.92193603515625,3034400,-4146215.738593821,2851291,-0.4853484416330762,1268816.2532278216,7645.663063538097,-2641.707412424405,82018.96741753821,461.6398217937581,63.467531043695786,1033.8020030816642,459.8333333333333,483.39648724409454,436.2701794225721,10.24856277379974,0.5035365950436408,0.0,0.0,463.3333333333333,484.1666666666667,442.5,8.992805755395688,0.4199999999999998,0.0,0.0,434.0,485.0,459.5,11.090974990938747,0.5098039215686274,0.0,0.0,-4.021233881582361,-1.9108400312007847,-2.110393850381576,459.8333333333333,459.8333333333333,463.1436358886378,467.16486977022015,0.2012907510012658,0.2386436738674801,-0.0373529228662142,-0.052369370351568,7.133185106292424,372.0566666666667,-447.242624225158,-439.8531590047296,-7.3894652204284625,459.5,459.5,459.5,459.5,0.0,0.0,0.0,0.0,-2.409638554216729,825.851,813.645,8.0,16.0,-8.0,434.0,481.0016,0.0,0.0,42.216280833451165,0.0,0.0,0.0,51.17005864955999,24.615384615384617,50.98039215686274,32.6797385620915,-49.01960784313726,-1.8833333333333253,0.0,-0.860774031138139,-0.4084186080378428,-0.4523554231002962,21.38506125796726,7.049106029945509,14.33595522802175,456.0795172379461,1.7699115044247815,1.7544309650909362,-2.5423728813559365,-1.7699071087921965,417.8998107910156,2,-0.9536742965807576,-0.928478917399488,-0.38071730038547,-0.5498796591226807,1.2068730477546836,-2.4105968826433326,1.4869069244148818,-2.437865717143936,2.997855529874087,-1.4660466542673731
2021-09-23,466.0,493.0,462.0,488.0,417.8998107910156,3335580,-1886629.2869809167,6186871,-0.1588293589972637,14429876.78848099,12081.856828497594,-187.78003893740515,256741.4990380916,467.0763910268839,74.85450012979658,1033.8020030816642,463.8571428571428,493.2593501878581,434.4549355264276,12.677268328611452,0.9105619838554796,0.0,0.0,465.8571428571428,488.1428571428572,443.57142857142856,9.567617295308196,0.9967948717948713,0.0,0.0,434.0,493.0,463.5,12.719433323067449,0.9152542372881356,0.0,0.0,-1.7405208444334337,-1.876776193847315,0.1362553494138816,463.8571428571428,463.8571428571428,466.9676919057704,468.7082127502039,0.2719027365068267,0.2563654372778652,0.0155372992289615,-0.0536196322170371,8.496246434922993,368.0328571428572,-442.4056752008765,-440.2178041756077,-2.187871025268805,463.5,463.5,463.5,463.5,0.0,0.0,0.0,0.0,100.27027027027032,825.851,813.645,28.000000000000004,16.0,12.000000000000004,434.0,481.0016,1.0,0.0,63.78550213931271,0.0,0.0,0.0,49.91208906206848,36.809815950920246,91.52542372881356,59.2666445109117,-8.474576271186441,-3.75714285714281,0.0,-0.3713442173800861,-0.4010037299062915,0.0296595125262054,29.977038438144746,11.634692511585357,18.342345926559386,466.4208039356248,6.08695652173914,5.908891637000657,3.3898305084745672,-6.086961035274626,419.6125183105469,3,-1.3495328411464271,0.2759830995076271,-0.38071730038547,-0.5498796591226807,1.2068730477546836,0.7242738047048363,1.4869069244148818,-1.679897931781241,-0.5518642961335729,-1.4660466542673731
2021-09-27,490.0,494.0,473.0,490.0,419.6125183105469,1539219,-933779.42983806,7726090,-0.0695938329948261,12808242.675840847,8185.969637848805,1008.4699148891964,209343.57893799004,469.2090072015081,78.04324356250741,1038.0388965369168,467.125,499.6124975952288,434.6375024047712,13.909552087868912,0.852058510092194,0.0,0.0,468.3333333333333,490.4583333333333,446.2083333333333,9.448398576512457,0.9896421845574392,0.0,0.0,434.0,494.0,464.0,12.844527696012843,0.9333333333333332,0.0,0.0,0.2257417441526286,-1.4562726062473264,1.682014350399955,467.125,467.125,470.5111239202673,470.2853821761147,0.3209613913303103,0.283640299315158,0.0373210920151523,-0.0443825575100258,9.75739874206886,364.765,-438.4774429311568,-440.0002590200513,1.522816088894558,464.0,464.0,464.0,464.0,0.0,0.0,0.0,0.0,105.05050505050522,825.851,813.645,32.0,16.0,16.0,435.18,481.0016,0.0,0.0,64.79632176591528,0.0,0.0,0.0,49.31699740615771,43.36830862025635,93.33333333333331,78.61304973966988,-6.666666666666667,-3.237500000000012,0.0,0.0480010123019498,-0.3112027814646433,0.3592037937665931,26.723101899206675,14.65237438910962,12.070727510097054,473.7925401083697,0.4098360655737654,0.4089985251524375,3.813559322033888,-0.4098368736490698,406.7672424316406,0,0.5333328247070312,0.8784156316324214,-4.767719271114103,1.1722690467180428,-0.5233616386195052,0.0,-2.877366575362373,-3.202521910815108,-1.004462887566547,-1.5928305983911455
2021-09-28,470.0,490.0,473.0,475.0,406.7672424316406,460721,-1286095.4886615896,7265369,-0.0926696532993955,9991234.436435014,-7379.737411578808,-40.05600091930421,-7795.429491468719,469.5451071594049,75.22512570019285,1006.2621956225214,468.0,499.0268700752536,436.9731299247464,13.259346186005793,0.6128054486808043,0.0,0.0,469.55555555555554,491.1111111111111,448.0,9.18125887363937,0.6262886597938148,0.0,0.0,434.0,494.0,464.0,12.82051282051282,0.6833333333333333,0.0,0.0,0.5671071141941297,-1.0515966621590351,1.6187037763531649,468.0,468.0,471.2017202402262,470.6346131260321,0.3418401490350702,0.3129013004395087,0.0289388485955615,-0.0346336464668524,10.914749743295731,363.89,-437.4256211758766,-439.7141881484764,2.288566972599768,464.0,464.0,464.0,464.0,0.0,0.0,0.0,0.0,59.999999999999936,825.851,813.645,32.0,16.0,16.0,437.5328,481.0016,0.0,0.0,52.87582618466797,0.0,0.0,0.0,44.29109766108365,41.19499903081993,68.33333333333333,84.39736346516007,-31.666666666666668,2.3666666666666742,0.0,0.1204983863017026,-0.2248625479113741,0.3453609342130767,18.38486394344749,15.398872299977196,2.985991643470296,474.19040814685775,-3.0612244897959218,-3.109058707003065,0.6355932203389925,3.0612232281878,408.47991943359375,1,-0.2680962576976213,2.2854521844210893,-4.200703305354551,1.9855611341994857,-0.8367325440958808,2.253472022673833,-0.6648256414249261,-5.026239422813504,-1.988953498183136,-1.6168566762959955
2021-09-29,477.0,487.0,471.0,477.0,408.47991943359375,344838,-1372304.9886615896,7610207,-0.0964841107398165,8662440.374087157,-11599.649690579345,-1324.45529977042,-12651.754607948444,469.7581767637136,73.24952673795251,1010.499089077774,468.9,498.8259085075123,438.9740914924877,12.76430305289499,0.6353342371872633,0.0,0.0,470.4333333333333,491.4333333333333,449.4333333333333,8.927938779848368,0.6563492063492076,0.0,0.0,434.0,494.0,464.0,12.795905310300704,0.7166666666666667,21.7,0.0,0.9876400153468694,-0.6437493266578542,1.6313893420047236,468.9,468.9,472.0937632801914,471.1061232648445,0.3568352405561708,0.3374993408216,0.0193358997345707,-0.0240620802696907,11.995435040731538,362.99,-436.3437473704456,-440.1282386172216,3.7844912467759286,464.0,464.0,464.0,464.0,0.0,0.0,0.0,0.0,50.254452926208806,825.851,813.645,32.0,16.0,16.0,439.791488,481.0016,0.0,0.0,54.088622043356615,0.0,0.0,0.0,41.01946671904012,43.85502927826479,71.66666666666667,77.77777777777777,-28.33333333333333,6.0,0.0,0.2096427888693864,-0.137961480555222,0.3476042694246085,10.39346186803149,14.397790213588056,-4.004328345556566,475.1170256348967,0.4210526315789442,0.4201686853700259,1.0593220338983134,-0.421045950434646,411.0489807128906,2,1.2032105930266963,3.866333358477249,0.6718892508703078,1.4469916127327735,0.1659578851843406,1.3018574658669309,0.5332685891703619,2.205596783591247,-0.2708616942583717,2.0116322407705525
