Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,jpx_5401.T_2021-09-15_2023-09-15_Close_percent,ssx_601088.SS_2021-09-15_2023-09-15_Close_percent,jpx_9983.T_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601985.SS_2021-09-15_2023-09-15_Close_percent,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,ssx_300059.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601688.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,13431.0,13807.0,13181.0,13623.0,12658.1357421875,3169728,1306373.5207667733,3169728,0.4121405750798722,0.0,0.0,0.0,548754.6485123483,13537.0,50.0,1000.0,13623.0,13623.0,13623.0,0.0,0.0,0.0,0.0,13537.0,14163.0,12911.0,9.248725714707838,0.5686900958466453,0.0,0.0,13181.0,13807.0,13494.0,4.595169933201204,0.7060702875399361,0.0,0.0,0.0,0.0,0.0,13623.0,13623.0,13623.0,13623.0,0.0,0.0,0.0,15.693982407741863,1.0,-2003.776,172.45351324666774,172.45351324666774,0.0,13494.0,13494.0,13494.0,13494.0,0.0,0.0,0.0,0.0,0.0,11699.51625,11853.894,4.0,4.0,0.0,13089.0,13807.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,70.6070287539936,70.6070287539936,-29.39297124600639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13623.0,17.24535132466678,0.0,0.0,-0.0,12597.7392578125,2,0.0616285760916735,0.0228364508472385,0.1261801901241848,0.131572152667317,0.0499999996098464,0.0144934285836706,0.0485917170905964,-0.0232737694680932,-0.0964841142945684,0.0088513995209374
2021-09-16,13673.0,13883.0,13426.0,13558.0,12597.7392578125,2711503,161252.99779084325,458225,0.0274182391051878,-176247695.0,2705086.4409886324,2705086.4409886324,533693.2199101353,13576.342373957654,100.0,995.2286574176026,13590.5,13655.5,13525.5,0.9565505316213532,0.25,0.0,0.0,13579.666666666668,14121.166666666668,13038.166666666668,7.975158938609194,0.4799938442597711,0.0,0.0,13181.0,13883.0,13532.0,5.165372870755307,0.5370370370370371,0.0,0.0,-5.185185185184309,-1.037037037036862,-4.148148148147447,13590.5,13590.5,13613.0,13618.185185185184,0.2654289058884382,0.1440575685804771,0.121371337307961,-0.0009319028481244,1.9563335701828048,-1971.276,169.6564245598501,171.05496890325892,-1.3985443434088154,13532.0,13532.0,13532.0,13532.0,0.0,0.0,0.0,0.0,66.66666666666525,11699.51625,11853.894,4.0,8.0,-4.0,13089.0,13807.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,12.18836565096953,53.7037037037037,62.15536622884865,-46.2962962962963,0.0,0.0,-0.0380754492223025,-0.0076150898444605,-0.030460359377842,-1.1656907761358342,-0.2331381552271668,-0.9325526209086672,13604.474716185015,-0.477134258239742,-0.4782761775150135,-0.477134258239742,-0.4771356983770403,12678.578125,3,-1.386792449302476,0.9416850174973206,-0.7585559671714179,1.2680271948335644,0.9481212817743055,1.039268734542972,-1.1940206172504162,-0.761694781764561,-3.4834365148155086,-2.2664349645370976
2021-09-17,13500.0,13894.0,13427.0,13645.0,12678.578125,9252369,-452929.955099949,9710594,-0.0299287648081057,-36075723.85714287,30284.1358791462,1367685.2884338894,46433.79157192823,13624.635807364628,100.0,995.2286574176026,13608.666666666666,13682.537424676104,13534.795908657228,1.0856428453843805,0.7459250068118425,0.0,0.0,13604.88888888889,14121.555555555557,13088.222222222224,7.595308875894277,0.5388172043010737,0.0,0.0,13181.0,13894.0,13537.5,5.239308283936707,0.6507713884992987,0.0,0.0,-2.24839084098312,-1.2793077978261136,-0.9690830431570066,13608.666666666666,13608.666666666666,13617.923076923076,13620.17146776406,0.3759910739076335,0.2689782297954609,0.1070128441121726,-0.0011989400294856,2.887899999889912,-1989.442666666666,171.2199254155584,171.10995440735874,0.1099710081996647,13537.5,13537.5,13537.5,13537.5,0.0,0.0,0.0,0.0,74.30441898526878,11699.51625,11853.894,12.0,8.0,4.0,13089.0,13807.0,0.0,1.0,59.04023267086768,0.0,0.0,0.0,-97.06922688226376,22.580645161290324,65.07713884992988,63.12929043587573,-34.922861150070126,0.0,0.0,-0.0165078012879982,-0.009393632133168,-0.0071141691548301,12.73390255887318,2.360269987592903,10.37363257128028,13616.484590623662,0.6416875645375519,0.6396375151528133,0.1614915950965301,0.6416934462059771,12404.470703125,4,1.819012051160556,-0.6099710339211271,-5.9620083156586645,-6.649388987187919,-0.3521993292701495,0.172351340789632,4.229608093999502,-0.1096437851641667,1.819251572692849,1.583703118577958
2021-09-20,13600.0,13567.0,13089.0,13350.0,12404.470703125,2481205,-224534.5157694051,7229389,-0.0127469203189819,-135487116.87755102,-6405556.97735576,-1223395.466829327,5728.54021348017,13583.8849307538,83.15023420552495,973.7121712367164,13544.0,13776.967808935056,13311.032191064944,3.44016256549106,0.0836334623079143,0.0,0.0,13537.5,14044.5,13030.5,7.490304709141274,0.3150887573964497,0.0,0.0,13089.0,13894.0,13491.5,5.943591258121677,0.3242236024844721,0.0,0.0,-23.45462443636825,-5.714371125534541,-17.740253310833708,13544.0,13544.0,13576.704142011837,13600.158766448203,0.3571646687256801,0.4476827374408906,-0.0905180687152105,-0.0052362407033765,3.808163322841145,-1924.776,165.6544361310187,169.74607483827373,-4.091638707255015,13491.5,13491.5,13491.5,13491.5,0.0,0.0,0.0,0.0,-133.00438596491168,11699.51625,11853.894,12.0,16.0,-4.0,13089.0,13883.0,0.0,0.0,18.707687945273463,0.0,0.0,0.0,-94.99110631726904,29.01234567901235,32.422360248447205,50.4010676006936,-67.5776397515528,0.0,0.0,-0.172458460516146,-0.0420065978097636,-0.1304518627063824,8.507264096960764,3.589668809466476,4.917595287494288,13530.14054406628,-2.16196408941004,-2.1856769314043234,-2.0039638846069185,-2.161972889803053,12595.8818359375,0,1.819012051160556,-2.021664175683341,-5.9620083156586645,-6.649388987187919,-0.3521993292701495,-3.5966014881625483,4.229608093999502,-0.1096437851641667,1.819251572692849,1.583703118577958
2021-09-21,13350.0,13695.0,13350.0,13556.0,12595.8818359375,1414802,50224.13350595723,8644191,0.0026392627817251,-74496212.7521866,4742889.817797826,268175.8543274612,-31811.35943670632,13580.151332867776,84.64724460248742,988.7372429426912,13546.4,13754.993767883894,13337.806232116103,3.079693023739068,0.5230112339821769,0.0,0.0,13536.733333333334,14011.333333333334,13062.133333333337,7.012031460076525,0.5202977946340767,0.0,0.0,13089.0,13894.0,13491.5,5.942538238941712,0.5801242236024845,0.0,0.0,-23.368857316670983,-9.24526836376183,-14.123588952909152,13546.4,13546.4,13573.518889394629,13596.8877467113,0.4774749450255883,0.4632703146151193,0.0142046304104689,-0.008662574334977,4.685984505195058,-1927.176,165.8609903725068,168.96905794512037,-3.108067572613578,13491.5,13491.5,13491.5,13491.5,0.0,0.0,0.0,0.0,-2.499728290403904,11699.51625,11853.894,12.0,16.0,-4.0,13089.0,13894.0,0.0,0.0,46.29679551337049,0.0,0.0,0.0,-87.33051442538041,33.333333333333336,58.01242236024845,51.837307152875184,-41.98757763975155,0.0,0.0,-0.1718691641204675,-0.0679791110719044,-0.1038900530485631,2.5523863857443096,3.3822123247220426,-0.8298259389777329,13539.499856027402,1.5430711610486814,1.531286889854755,-0.4918153123394275,1.5430818242351876,13147.8095703125,1,-4.984233520425661,0.0368443594731644,-4.482126704458437,-6.649388987187919,-2.3039750966869263,-1.013294724046219,4.229608093999502,-0.1096437851641667,1.819251572692849,1.583703118577958
2021-09-22,13699.0,14212.0,13630.0,14150.0,13147.8095703125,1488858,1221868.4015471942,10133049,0.0595496983593652,62486339.35526863,15577509.742366295,3330042.6319352286,87070.53206989345,13610.422835090249,86.00092952279853,988.7372429426912,13647.0,14135.535225614967,13158.464774385033,7.159598821938406,1.0148042286682857,1.0,0.0,13613.5,14106.0,13121.0,7.235464795974584,1.0446700507614213,1.0,0.0,13089.0,14212.0,13650.5,8.228914779805086,0.9447907390917186,0.0,0.0,24.34926629354049,-2.526361432301366,26.87562772584186,13647.0,13647.0,13662.208291026223,13637.859024732685,0.5950167667071626,0.4120994453364222,0.1829173213707404,-0.0029983592827778,5.607026136416954,-2027.776,174.51905566154846,169.89405756452504,4.624998097023422,13650.5,13650.5,13650.5,13650.5,0.0,0.0,0.0,0.0,176.6781741465285,11699.51625,11853.894,24.0,16.0,8.0,13089.0,13894.0,1.0,0.0,73.85283172309329,0.0,0.0,0.0,-66.9642084865277,45.41358223366592,94.47907390917186,61.637952172622505,-5.520926090828139,20.549999999999272,0.0,0.1785417069452202,-0.0186749474684795,0.1972166544136997,-2.371751563417676,2.2314195470940987,-4.603171110511775,13758.126609035497,4.381823546768948,4.28853703444414,3.86845775526683,4.381810988415964,12971.267578125,2,1.8960339341526264,-0.2210005030335224,-1.2399613414915225,9.990746506697036,1.7821234271331292,0.3780493865914565,10.000002171249804,-0.8781592698958605,-1.0086446717891704,-1.057903681287215
2021-09-23,14088.0,14116.0,13776.0,13960.0,12971.267578125,1284257,1327630.7427236647,8848792,0.0608928895540503,18701315.16165883,661861.2941179218,2885345.7422990105,47994.69013926787,13630.46439331444,79.94123886661593,975.4609124720824,13691.714285714286,14194.264029419284,13189.164542009288,7.340932380240367,0.7669245359750898,0.0,0.0,13661.666666666668,14132.380952380952,13190.952380952382,6.8910228480803015,0.8168942842690945,0.0,0.0,13089.0,14212.0,13650.5,8.202040858913628,0.7756010685663401,0.0,0.0,46.30108090218346,7.239127034595598,39.06195386758786,13691.714285714286,13691.714285714286,13708.022400099117,13661.721319196931,0.6472625395218824,0.4679961989190081,0.1792663406028742,0.0057952345937529,6.488874244606374,-2072.490285714286,178.36735789879648,171.1045290408495,7.262828857946971,13650.5,13650.5,13650.5,13650.5,0.0,0.0,0.0,0.0,107.95090715047937,11699.51625,11853.894,24.0,16.0,8.0,13111.46,13894.0,0.0,0.0,62.75980692166487,0.0,0.0,0.0,-54.67565417081759,45.8201666187877,77.56010685663402,76.68386770868477,-22.439893143365985,28.95714285714348,0.0,0.3389110333931562,0.0528422487038476,0.2860687846893086,-7.11271010272908,0.362593617129463,-7.475303719858543,13814.98729447045,-1.342756183745586,-1.3518526755021298,2.473757615796824,-1.3427483204968809,12618.1806640625,3,1.8960339341526264,1.07051391699693,-1.2399613414915225,-1.471826132619583,1.7821234271331292,2.607500895103413,3.689058611900293,-0.0,-0.0582264132535925,1.350594503859213
2021-09-27,14439.0,14290.0,13537.0,13580.0,12618.1806640625,653006,749204.4452469051,8195786,0.0333636230919302,-19419198.432863858,-3747668.474715393,1937772.2827255244,-35019.67523970557,13635.462291803677,77.20462570932098,948.9082515308652,13677.75,14153.614213825753,13201.885786174247,6.958223594169377,0.3972921296033899,0.0,0.0,13679.25,14185.25,13173.25,7.398066414459857,0.4019268774703557,0.0,0.0,13089.0,14290.0,13689.5,8.780683957522253,0.4088259783513738,0.0,0.0,32.65875809240606,12.323053246157691,20.33570484624837,13677.75,13677.75,13688.326646237712,13655.667888145306,0.6518540399076845,0.5070934418445433,0.1447605980631412,0.0108459162164423,7.471552775898985,-2058.526,177.16553188061437,171.86215439582014,5.303377484794225,13689.5,13689.5,13689.5,13689.5,0.0,0.0,0.0,0.0,46.06088956457359,11699.51625,11853.894,24.0,16.0,8.0,13133.4708,13894.0,0.0,0.0,47.41895467933679,0.0,0.0,0.0,-48.63606294905491,42.52241646391214,40.88259783513738,70.97392620031442,-59.11740216486262,46.20000000000073,0.0,0.2391589950774771,0.0901055979785735,0.1490533970989035,-13.061129019411313,-2.322150910178692,-10.73897810923262,13763.295787738572,-2.7220630372492782,-2.759797520367613,-0.3156426631432119,-2.722069465731721,12429.5595703125,0,-0.0452568127599448,1.313393900417566,0.6881716387347296,0.1369866951556844,2.308689916615577,1.2206033591736087,-2.890941459519852,-0.0,-3.99299823538496,-3.2112594607841203
2021-09-28,13509.0,13672.0,13257.0,13377.0,12429.5595703125,1165467,257742.45729509785,7030319,0.0109114910272362,-50443570.228169024,-15988011.67257417,-302950.7116869374,-35197.16433846336,13625.587952387676,72.870768204973,948.9082515308652,13644.333333333334,14131.179875434183,13157.486791232484,7.136245211944173,0.2254439436092829,0.0,0.0,13652.14814814815,14148.037037037038,13156.25925925926,7.264628005903287,0.2225707670475747,0.0,0.0,13089.0,14290.0,13689.5,8.802188942906701,0.2398001665278934,0.0,0.0,5.404416767452858,10.939325950416723,-5.534909182963867,13644.333333333334,13644.333333333334,13640.430239124218,13635.025822356763,0.6300339925316901,0.639533610614841,-0.0094996180831509,0.0102398616069788,8.420700047849406,-2025.1093333333336,174.28955094878395,172.13186512392724,2.157685824856713,13689.5,13689.5,13689.5,13689.5,0.0,0.0,0.0,0.0,-81.6040146833329,11699.51625,11853.894,24.0,16.0,8.0,13179.731968,13894.0,0.0,0.0,41.57275294739007,0.0,0.0,0.0,-45.752425371428544,42.26185471092227,23.98001665278934,47.47424044818692,-76.01998334721065,97.44444444444524,0.0,0.0396362781989856,0.0800117340226559,-0.0403754558236703,-16.545592328478453,-5.166839193838644,-11.378753134639808,13676.252828851104,-1.494845360824737,-1.506130781710091,-1.80576965426118,-1.4948358941095703,12695.302734375,1,2.385263791788816,-0.5401428439743938,-0.0471359681643974,4.012762329801859,-0.2662324813611576,0.1604178477833642,4.194861674395568,0.1108593400830955,4.128717417171458,3.1431864865917163
2021-09-29,13800.0,13754.0,13333.0,13663.0,12695.302734375,1441829,1076262.9584827465,8472148,0.0429422626129531,15671667.51871226,2306722.9192920933,-12986.974911489524,13404.34661466943,13623.157123005854,74.65056828334781,948.9082515308652,13646.2,14108.198961037791,13184.201038962208,6.7711005413637855,0.5181818590698356,0.0,0.0,13645.266666666666,14133.666666666666,13156.866666666663,7.158526277732458,0.5181545181545193,0.0,0.0,13089.0,14290.0,13689.5,8.800984889566326,0.4779350541215653,507.0,0.0,6.80452636451264,10.112366033235908,-3.3078396687232683,13646.2,13646.2,13643.902510028183,13637.097983663672,0.6649802405871369,0.6500521127372215,0.0149281278499153,0.0099517843677375,9.351143249333102,-2026.9760000000008,174.4502042477191,172.3537196795996,2.0964845681195072,13689.5,13689.5,13689.5,13689.5,0.0,0.0,0.0,0.0,-25.03570754844067,11699.51625,11853.894,24.0,16.0,8.0,13224.14268928,13894.0,0.0,0.0,50.77979127213717,0.0,0.0,0.0,-39.85182499143988,45.86432797971259,47.79350541215653,37.552039966694416,-52.206494587843466,112.90000000000146,0.0,0.0498971729371161,0.073988821805548,-0.0240916488684318,-18.470411496309925,-7.827553654332901,-10.642857841977024,13673.48335869543,2.137998056365409,2.1154635042902825,0.2936210819936891,2.1379934064374737,12687.869140625,2,-1.1390599141827806,-0.4706836319418244,0.6096075836304209,-2.8057787120439883,0.5211603162182143,-1.7120505953568994,-5.454543449920422,-0.1107365782432339,-1.8075828196042352,-3.1602681174788074
