Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,asx_SQ2.AX_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_AKE.AX_2021-09-15_2023-09-15_Close_percent,asx_TWE.AX_2021-09-15_2023-09-15_Close_percent,jpx_4911.T_2021-09-15_2023-09-15_Close_percent,jpx_9101.T_2021-09-15_2023-09-15_Close_percent,asx_SVW.AX_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent
2022-01-20,432.0,432.0,424.0,427.0,362.1744689941406,19995627,-132693197.51255144,-62924797,-0.1664849761874215,-21611718.37764925,-180.03936560729002,-84.93820411370021,-235484.3099024756,437.11715242630254,17.909119474163916,808.3013641988202,438.4,453.9871742147216,422.8128257852784,7.110937141752549,0.1343147307215876,0.0,0.0,435.8666666666667,445.7666666666667,425.9666666666667,4.542673600489449,0.0521885521885506,0.0,0.0,424.0,459.0,441.5,7.983576642335767,0.0857142857142857,10.78218330864643,4.0962897256489255,-5.122555078862888,-4.864893626725428,-0.2576614521374596,437.8333333333333,436.46153846153845,435.189863642978,440.31241872184086,0.91875,1.0875,-0.1687499999999999,-0.1602039517306203,23.554404579766302,10.600000000000025,-30.491617572159413,-39.177201541437206,8.685583969277793,436.0,440.0,438.0,483.0,6.736997107116212,13.621881473321414,12.844560593756912,17.312877752532525,-134.6309813463094,461.75,483.5,60.0,4.0,56.0,435.69848458229023,449.1233950852301,0.0,0.0,42.4132004627094,0.0,0.0423166489322523,0.1323526485280826,-8.967397099867396,44.37057754828839,8.571428571428571,9.523809523809524,-91.42857142857144,-4.991176470588243,-3.1746031746031744,-1.1633910062616168,-1.0966339500264588,-0.066757056235158,-1.872785478279183,-16.94524755286666,15.072462074587476,446.9966603674093,-0.6976744186046546,-0.7001195458983034,-7.77537796976242,0.6976756056109537,350.2998962402344,3,0.2330958536049081,0.0,0.982321988918642,0.5522451994127664,-2.590191693823442,0.5181197391009107,-1.7637913140907386,2.173910588647658,-1.2104326915112011,-2.1249116615200165
2022-01-21,427.0,429.0,413.0,413.0,350.2998962402344,48130160,-180823357.51255143,-111054957,-0.3284680659523409,-114784650.03798509,-232.70232220295964,-194.9672849799906,-1717542.40720549,431.1906422618465,8.497931953482208,808.3013641988202,437.55,456.3911783071039,418.7088216928961,8.612125840294329,-0.1514985315632735,0.0,1.0,433.2666666666667,442.8666666666666,423.6666666666667,4.431450992460363,-0.5555555555555585,0.0,1.0,413.0,459.0,436.0,10.513084218946403,0.0,11.303964977781783,4.809483522087572,-6.513238127161912,-5.194562526812725,-1.318675600349187,434.8333333333333,435.96153846153845,431.7760384671352,438.2892765942971,0.8333333333333334,1.154320987654321,-0.3209876543209876,-0.1672887252779975,23.621311661384137,18.44999999999999,-32.307782310874025,-36.64421494804987,4.336432637175847,430.5,436.0,433.25,479.0,3.368498553558106,14.869957832000114,11.638479674248368,22.142730143688063,-215.40147985749488,460.25,483.5,56.00000000000001,100.0,-43.99999999999999,435.69848458229023,446.6110555767071,0.0,0.0,36.72019838561935,0.0,0.0,0.047752262968234,-11.452497711498529,35.91218072092389,0.0,3.968253968253968,-100.0,-7.220588235294144,-8.017817371937639,-1.4860592022174657,-1.1745190004646602,-0.3115402017528053,19.9074776937478,-9.57470250354377,29.48218019729157,442.3104605826706,-3.278688524590168,-3.333642026759165,-10.799136069114468,3.278688524590166,340.1216735839844,4,3.816197546650656,2.338223840027979,2.97619239092775,3.76091331511158,6.672675932700329,0.9548755390816837,-0.8666104570764475,2.105264372964072,2.391894599285976,0.7237134902005522
2022-01-24,413.0,415.0,398.0,401.0,340.1216735839844,21846220,-194959146.9243161,-132901177,-0.3732622340101395,-135837505.74684438,-1128.3416536133025,-309.7357240373047,-2212795.030365578,427.15493145956,7.873082602291035,784.8156102753678,435.65,460.2936604423954,411.0063395576045,11.313513344379873,-0.2030205614339301,0.0,1.0,429.4,439.6,419.2,4.750815090824415,-0.892156862745096,0.0,1.0,398.0,459.0,428.5,14.002065878572248,0.0491803278688524,11.873568480003607,5.739051891945268,-8.485844639337358,-5.852818949317653,-2.6330256900197053,430.25,435.11538461538464,427.0412633183452,435.5271079576825,0.7345679012345679,1.2654320987654322,-0.5308641975308642,-0.1843649225006708,23.714487170677167,4.350000000000023,-38.48724624004999,-35.241141427963434,-3.246104812086557,419.5,428.5,424.0,464.5,1.684249276779053,17.107426364917934,10.509343304611937,28.55486642216116,-283.25159756278765,456.5,483.5,52.0,100.0,-48.0,435.69848458229023,442.5777289075023,0.0,0.0,32.67206532161191,0.0,0.0,0.0141055496440841,-14.91126280591649,34.80379188712522,4.918032786885246,4.49648711943794,-95.08196721311477,-12.07647058823528,-12.06140350877193,-1.948407914063038,-1.329296783184336,-0.6191111308787021,20.52384898280089,-3.5549922062748376,24.07884118907573,431.7295992211856,-2.9055690072639195,-2.9486165654463825,-13.390928725701944,2.9055739854601086,340.9698791503906,0,0.2429265816582813,3.6231884057970944,1.431486640806952,0.3462059970414088,4.15459216741327,3.33040666944622,0.5053964982053571,-3.464761050840025,-1.979251555983368,2.405689872939704
2022-01-25,402.0,411.0,401.0,402.0,340.9698791503906,44159117,-230286440.52431613,-88742060,-0.442633373345537,-110123702.4972952,-11.322690170639056,-219.31925022917056,-524634.5112944032,422.22917222802187,7.873082602291035,784.8156102753678,434.3,462.89440504714327,405.7055949528568,13.168042849248565,-0.0647958044020742,0.0,1.0,426.0666666666667,435.7666666666667,416.3666666666667,4.553278047253959,-0.7405498281786932,0.0,1.0,398.0,459.0,428.5,14.045590605572183,0.0655737704918032,11.686211632003246,6.547281772320826,-9.85485720996661,-6.653226601447445,-3.201630608519165,427.0833333333333,433.6923076923077,423.188761269369,433.0436184793356,0.7610062893081762,1.2578616352201255,-0.4968553459119496,-0.2066916552407116,23.73835290310015,10.699999999999989,-42.14123930739594,-34.88212893377992,-7.259110373616025,419.5,428.5,424.0,464.5,0.8421246383895264,19.18507571691305,9.900846590739592,26.901524069616283,-221.0865729756032,455.75,483.0,48.0,96.0,-48.0,435.69848458229023,436.336846860452,0.0,0.0,33.33165352800138,0.0318568306717206,0.0106189435572402,0.0035396478524134,-17.558734978901118,27.968477283545774,6.557377049180328,3.8251366120218577,-93.44262295081968,-16.508823529411757,-8.636363636363637,-2.275719301573514,-1.5185812868621715,-0.7571380147113427,29.247032538862555,3.005412742752641,26.24161979610992,425.8299923431893,0.2493765586034868,0.2490661312451791,-13.174946004319654,-0.2493829803518252,344.36260986328125,1,4.870119732326302,4.21052631578948,3.319508683629735,2.294977069552118,7.661292570934805,0.9972770800047924,0.5248894071320933,5.889154326877275,2.8188415402830884,5.340805260812218
2022-01-27,414.0,405.0,400.0,405.0,343.514404296875,26878311,-190880761.3243161,-94741424,-0.2728968808625798,-74520545.69189036,-37.20471870423704,-296.06976765145697,141547.97996470847,417.5482279098448,14.610006556796648,792.6247208253715,430.8,463.7034952550652,397.8965047449348,15.275531687588298,0.1079443870628252,0.0,0.0,419.9666666666667,428.9666666666667,410.9666666666667,4.286054448765775,-0.3314814814814831,0.0,1.0,398.0,459.0,428.5,14.159702878365833,0.1147540983606557,10.51583142192263,7.2969243171536435,-10.958569809255266,-8.129147150324535,-2.8294226589307314,421.5,431.84615384615387,418.1529000804358,429.1114698896911,0.7164179104477612,1.373134328358209,-0.6567164179104478,-0.2517279516522833,23.717079470079927,4.199999999999989,-50.57292280876291,-37.05474099163891,-13.518181817124002,419.5,428.5,424.0,464.5,0.2105311595973816,23.041076767957115,9.240452048854824,26.360608619487824,-149.76101964949584,455.75,483.0,40.0,88.0,-48.0,435.69848458229023,426.35393193799024,0.0,0.0,35.64263156339085,0.1808580068105903,0.1390766888521439,0.0761621063304438,-20.432003588369707,29.12866066745233,14.0,11.45016016581873,-86.0,-25.12058823529412,-6.466512702078522,-2.553781611121305,-1.8722564225352327,-0.6815251885860716,25.738892368765715,11.2723067026804,14.466585666085315,419.790604022124,-0.246305418719217,-0.2466092495193805,-12.526997840172784,0.2463117487531576,343.514404296875,3,3.924908929096219,5.3500811757996445,2.3605077313110456,3.135435261997273,3.1659385009155727,2.197802905828283,4.039884414726416,2.909080686240386,0.0951047475616917,8.99923566385361
2022-01-28,414.0,411.0,401.0,405.0,343.514404296875,23600514,-195600864.12431616,-71140910,-0.2663742164142124,-63874753.45019174,148.3018547816374,-213.85090988611816,-66202.73645320197,416.1014473918675,24.27569480089568,792.6247208253715,429.05,463.49691568196056,394.60308431803946,16.057296670299753,0.1509121422938495,0.0,0.0,416.9666666666667,426.2666666666667,407.6666666666666,4.4607882324726384,-0.1433691756272375,0.0,1.0,398.0,459.0,428.5,14.21745717282368,0.1147540983606557,10.464248279730366,7.542154088558129,-11.196058091909263,-8.74252933864148,-2.4535287532677845,419.0,430.7692307692308,416.129376991138,427.3254350830473,0.7218045112781954,1.2706766917293233,-0.5488721804511278,-0.2721936196406218,23.74445119401429,2.9499999999999886,-55.35461342753112,-39.36610540954054,-15.988508017990585,417.0,428.5,422.75,463.5,0.1052655797986908,23.749884649415133,12.449752493714598,24.693944585152423,-115.55981778949888,455.25,483.0,36.0,84.0,-48.0,435.69848458229023,422.3843814666716,0.0,0.0,35.64263156339085,0.2035922315061309,0.196321822463614,0.1380630659659017,-21.57390318663638,30.56310243395604,14.0,13.93103448275862,-86.0,-27.01764705882352,-6.896551724137931,-2.6200308179019114,-2.021811301608569,-0.5982195162933426,23.83066542855456,13.78397844785523,10.046686980699324,415.6885645449711,0.0,0.0,-12.526997840172784,0.0,346.9071350097656,4,-4.795735215415533,0.9686137440866248,-3.956040017430226,-3.94883323644369,-1.9165736018860144,1.123600581309688,-0.7703332856198983,-3.6204679771241786,-2.998561520838507,-2.1952244450939418
2022-01-31,414.0,412.0,405.0,409.0,346.9071350097656,12382918,-193831875.83860183,-58757992,-0.2739726078444622,-47673835.52873579,141.32371707540983,-165.28747659395808,122300.42469135804,415.3337917259121,29.183921612469263,800.4531131298196,426.8,460.29985074593776,393.3001492540623,15.698149365481608,0.2343271745448228,0.0,0.0,414.2666666666667,423.2666666666667,405.2666666666667,4.345027357579658,0.2074074074074051,0.0,0.0,398.0,459.0,428.5,14.29240862230553,0.180327868852459,10.11782345175733,7.628772684680968,-10.935445685533864,-9.181112608019957,-1.7543330775139072,417.0833333333333,429.96153846153845,415.0325497617322,425.9679954472661,0.768,1.28,-0.512,-0.2883675909348143,23.757010578907185,11.199999999999989,-58.27734452291787,-42.48749212467154,-15.789852398246332,416.5,428.5,422.5,462.5,0.0526327898993454,24.237097136125005,12.533277719906604,23.570518533458166,-88.35341365461868,454.75,483.0,32.0,80.0,-48.0,435.69848458229023,418.9705680613376,0.0,0.0,38.70892118509082,0.4137450090291591,0.2660650824486268,0.2004878645881282,-21.78964225289151,33.229277303163244,25.58139534883721,17.86046511627907,-74.4186046511628,-25.617647058823536,-5.324074074074074,-2.567198898135916,-2.130888820914038,-0.4363100772218775,18.0481943793716,14.636821634158505,3.411372745213092,414.5068337144206,0.9876543209876631,0.9828088936263412,-11.66306695464363,-0.9876531145280724,346.0589904785156,0,0.5932260725813876,-8.132912870752932,-1.0570864806181817,1.7549533073020314,0.0,-0.3787927820639112,-2.4355561911874872,-7.22891967401965,-0.1848477908613262,-4.504698044720243
2022-02-01,415.0,412.0,405.0,408.0,346.0589904785156,17739215,-196366049.4100304,-76497207,-0.2468277696918085,-43397461.16748782,0.0,-139.93218629292852,78928.26087717709,414.16851286792223,28.29807168298504,800.4531131298196,425.15,458.93919945781647,391.3608005421835,15.895189677909675,0.2462206818274789,0.0,0.0,411.8,420.8,402.8,4.3710539096648855,0.2888888888888882,0.0,0.0,398.0,459.0,428.5,14.347877219804776,0.1639344262295081,9.806041106581596,7.748175294856328,-10.6864137923846,-9.482172844892885,-1.204240947491714,414.5833333333333,428.7692307692308,413.950619029158,424.6370328215426,0.7723577235772358,1.227642276422764,-0.4552845528455284,-0.3009003021039791,23.68426219813794,9.850000000000025,-61.38272505017296,-46.09018064283677,-15.292544407336187,415.0,428.5,421.75,458.5,0.0263163949496727,24.689508730927027,11.947907587174576,22.46965107716789,-78.82476705740946,451.75,483.0,28.000000000000004,76.0,-48.0,435.69848458229023,416.0346885327504,0.0,0.0,38.21867389527934,0.3801451726347412,0.3324941377233437,0.2649603475451949,-22.09609548468688,38.560518971982624,23.25581395348837,20.945736434108525,-76.74418604651163,-24.220588235294144,-6.849315068493151,-2.5165995818541,-2.208030973102051,-0.3085686087520489,15.268868018299836,14.76323091098677,0.5056371073130652,413.3572109578641,-0.244498777506108,-0.2447981638640683,-11.879049676025922,0.2444874854551812,341.8180236816406,1,-1.5345235210213417,-6.065295250613389,-2.5104577466931346,-2.723011098882907,-1.7699098239743023,-1.9811268065854928,-1.683441790548514,-3.820222999650028,-2.3985325286876247,-1.1175453103786452
2022-02-02,405.0,411.0,403.0,403.0,341.8180236816406,19454729,-215820778.4100304,-95951936,-0.2995344895667262,-51094058.85784671,-61.68166105012309,-105.78169894775228,-281787.96038280835,413.38616421276777,26.50563053620033,800.4531131298196,422.85,456.0901865217408,389.6098134782593,15.7219754152729,0.2014156345510104,0.0,0.0,409.2,418.5,399.9,4.545454545454551,0.1666666666666676,0.0,0.0,398.0,459.0,428.5,14.42591935674589,0.081967213114754,9.625436995923438,7.913064329919459,-10.768381240288988,-9.739414523972108,-1.028966716316882,411.9166666666667,427.7692307692308,412.26590840928753,423.0342896495765,0.7723577235772358,1.2113821138211385,-0.4390243902439025,-0.3121425941712484,23.661087451974023,11.149999999999975,-63.98635868622912,-49.81181854440008,-14.17454014182904,413.5,428.5,421.0,457.0,0.0131581974748363,25.30837522897204,11.298435009605424,22.607197524114405,-80.67751281479845,450.75,483.0,24.0,72.0,-48.0,435.69848458229023,413.5098321381653,0.0,0.0,35.77870947684595,0.2129185362588673,0.3356029059742559,0.3113873753820755,-22.9935341267408,38.65742232208972,11.627906976744184,20.15503875968992,-88.37209302325581,-23.029411764705856,-7.35632183908046,-2.5455102585677047,-2.2755268301951816,-0.2699834283725231,13.59113440206495,14.528811609202409,-0.9376772071374564,411.4793332915808,-1.225490196078427,-1.2330612457478909,-12.958963282937365,1.2255040075713026,346.9071350097656,2,-1.4273786904291228,5.636678778330705,-2.4489772086439814,-2.01992836384683,-4.673916457506195,0.0924965132496709,-2.1505398216692555,0.0,-0.9008978353540016,-2.6445646682943504
2022-02-03,408.0,410.0,403.0,409.0,346.9071350097656,31948555,-193000381.981459,-64003381,-0.2225189253374479,-16410431.878154326,-10.955112054363648,-109.95077579251988,237245.0719177249,412.2909520585292,33.10893286745801,800.4531131298196,420.5,450.523324266312,390.476675733688,14.27982129194387,0.3084822337128119,0.0,0.0,407.1666666666666,416.3666666666667,397.9666666666666,4.519033974621376,0.5996376811594206,0.0,0.0,398.0,456.0,427.0,13.79310344827586,0.1896551724137931,9.362893296331094,8.003459824186391,-10.231251676791942,-9.837781954536077,-0.3934697222558672,409.8333333333333,426.6538461538461,411.7634609617048,421.9947126384968,0.7642276422764228,1.2195121951219512,-0.4552845528455284,-0.3188023561529765,23.641637287517785,9.5,-64.64220088110355,-53.404531718870025,-11.237669162233525,406.5,428.5,417.5,455.0,1.84554975782768,25.883036977156696,10.747899547160722,21.505623373983347,-65.89237320944666,449.75,483.0,20.0,68.0,-48.0,435.69848458229023,412.0,0.0,0.0,40.67337949465284,0.6004849552984507,0.3978495547306864,0.3553155328094288,-22.504023284267795,45.36683581600917,25.58139534883721,20.155038759689923,-74.4186046511628,-21.567647058823525,-5.76036866359447,-2.42449759922859,-2.305320984001863,-0.1191766152267268,16.80279859626373,14.983609006614673,1.8191895896490584,411.2703572285028,1.4888337468982549,1.477859409611959,-11.66306695464363,-1.4888364496732436,340.9698791503906,3,2.0695387518763653,9.749303437000847,1.394425735604429,1.543405662246343,4.67289516009798,0.0,0.6850417573204908,0.1082216056339291,0.4910711036950204,0.1153652036562391
