Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_6981.T_2021-09-15_2023-09-15_Close_percent,asx_NAB.AX_2021-09-15_2023-09-15_Close_percent,jpx_6762.T_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,jpx_6501.T_2021-09-15_2023-09-15_Close_percent,jpx_7203.T_2021-09-15_2023-09-15_Close_percent,asx_SGP.AX_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,jpx_8591.T_2021-09-15_2023-09-15_Close_percent,jpx_4689.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,38989.0,39187.0,38562.0,39119.0,35862.390625,571748,447335.6352,571748,0.7824,0.0,0.0,0.0,127519.23817644536,38956.0,50.0,1000.0,39119.0,39119.0,39119.0,0.0,0.0,0.0,0.0,38956.0,39581.0,38331.0,3.208748331450868,0.6304,0.0,0.0,38562.0,39187.0,38874.5,1.5976891024821698,0.8912,0.0,0.0,0.0,0.0,0.0,39119.0,39119.0,39119.0,39119.0,0.0,0.0,0.0,21.21040400026376,1.0,-7194.223999999998,225.3492397252841,225.3492397252841,0.0,38874.5,38874.5,38874.5,38874.5,0.0,0.0,0.0,0.0,0.0,31707.31641992188,31341.866671875,4.0,4.0,0.0,35481.0,39187.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,89.12,89.12,-10.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39119.0,22.53492397252841,0.0,0.0,0.0,36246.51171875,2,0.02184475082227281,-0.04283829266576736,-0.07268262745950166,-0.02283645084723856,-0.06951554417332508,-0.0837015997971281,-0.011671376623449827,-0.1452433221557323,-0.0888584266558086,0.03423239730434684
2021-09-16,39100.0,39653.0,39124.0,39538.0,36246.51171875,2240831,1713892.287373913,2812579,0.6093668079630521,938908189.0,12134159.15791954,12134159.15791954,152844.31122319686,39340.28342303156,100.0,1000.0,39328.5,39747.5,38909.5,2.130770306520717,0.75,0.0,0.0,39197.16666666667,39774.16666666667,38620.16666666667,2.9440903466662127,0.7953495089543574,0.0,0.0,38562.0,39653.0,39107.5,2.774069695004895,0.8945921173235564,0.0,0.0,33.42450142450252,6.684900284900505,26.73960113960202,39328.5,39328.5,39183.46153846154,39150.03703703704,0.1399395399619098,0.0080808350298811,0.1318587049320286,0.0020919741685625,1.97527207160796,-7403.723999999998,231.9115410551353,228.63039039020973,3.281150664925548,39107.5,39107.5,39107.5,39107.5,0.0,0.0,0.0,0.0,66.66666666666566,31707.31641992188,31341.866671875,8.0,4.0,4.0,35481.0,39187.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,36.1518550474547,89.45921173235564,89.28960586617782,-10.540788267644364,0.0,0.0,0.0853754017981694,0.0170750803596338,0.0683003214385355,19.147156789839794,3.829431357967959,15.317725431871835,39289.50745071267,1.071090774304051,1.065395230603983,1.071090774304051,-1.0710972889861523,35606.6171875,3,0.3419717813246308,-0.2132204644208428,1.2393612024979603,-0.9416850174973206,0.6677789238660665,-0.6480376830941736,0.0,-0.408160558980839,0.138031671398835,0.5138591435211595
2021-09-17,39541.0,39684.0,38692.0,38840.0,35606.6171875,1369910,752745.7551158484,1442669,0.1799755492760048,668178850.5714285,-14518910.001386954,-1192375.4217337072,-182.9235674145312,39252.41131050594,62.27962455906169,982.3460974252616,39165.66666666666,39739.38978997809,38591.94354335524,2.929724792861583,0.2161813308247247,0.0,0.0,39155.444444444445,39870.77777777778,38440.11111111112,3.6538128655302593,0.2795122708915777,0.0,0.0,38562.0,39684.0,39123.0,2.8647539937189888,0.2477718360071301,0.0,0.0,3.5499711853044573,6.057914464981296,-2.507943279676839,39165.66666666666,39165.66666666666,39130.62130177515,39127.071330589846,0.1878650339363221,0.1165195607212561,0.0713454732150659,0.0020064308636721,3.053411277588361,-7240.890666666663,226.8110093134769,228.0239300312988,-1.212920717821902,39123.0,39123.0,39123.0,39123.0,0.0,0.0,0.0,0.0,-29.497250589159584,31707.31641992188,31341.866671875,8.0,12.0,-4.0,35481.0,39187.0,0.0,1.0,35.79078783100073,0.0,0.0,0.0,96.36534055405124,26.359832635983263,24.777183600713013,67.78546511102289,-75.22281639928698,0.0,0.0,0.0090729284471875,0.0154746499771446,-0.006401721529957,22.334586671989328,7.530462420772233,14.804124251217097,39153.93882539715,-1.76539025747382,-1.7811591350621825,-0.7132084153480434,1.7653961744379103,34141.6484375,4,0.2451051603074745,1.099291398991724,0.0784381142838412,0.6099710339211271,-0.8250574737656962,-0.8048331160879201,-1.4989246170861463,0.4065013806732196,0.2303646959118026,-0.3262202529691791
2021-09-20,38388.0,38455.0,37174.0,37242.0,34141.6484375,1056887,-191934.6625266185,385782,-0.0366331148073012,331452525.3469387,-166475082.00971344,-56286610.95106029,-67667.91951961999,38923.86091817041,48.64737780770197,941.929283221205,38684.75,40423.208728299294,36946.29127170071,8.98782454739552,0.0850491080074651,0.0,0.0,38772.5,39629.25,37915.75,4.419369398413824,-0.3932010504814707,0.0,1.0,37174.0,39684.0,38429.0,6.488344890428399,0.0270916334661354,0.0,0.0,-147.37223878769146,-24.628116185553257,-122.7441226021382,38684.75,38684.75,38840.06417842513,38987.43641721282,0.1805968573085865,0.3380451767630003,-0.1574483194544138,-0.0075161638790141,4.256117122991229,-6759.973999999998,211.7469516465832,223.9546854351199,-12.207733788536729,38429.0,38429.0,38429.0,38429.0,0.0,0.0,0.0,0.0,-133.33333333333331,31707.31641992188,31341.866671875,8.0,16.0,-8.0,35481.0,39653.0,0.0,0.0,13.8558472180098,0.0,0.0,0.0,85.7273400389705,16.636101650510874,2.7091633466135456,38.9818528932274,-97.29083665338644,0.0,0.0,-0.3779993052393338,-0.063220141066151,-0.3147791641731827,21.565100719815234,10.337390080580834,11.2277106392344,38847.739438370525,-4.1143151390319215,-4.201348676355288,-4.798179912574452,4.114316005605531,34439.59375,0,0.2451051603074745,1.9720294676014447,0.0784381142838412,2.021664175683341,-0.8250574737656962,-0.8048331160879201,1.0548490487115745,0.4065013806732196,0.2303646959118026,-0.3262202529691791
2021-09-21,37477.0,37606.0,37247.0,37567.0,34439.59375,841507,466737.9475012367,1227289,0.0767549626429642,323172132.44023323,-16552684.647899544,-46353129.3752701,-36140.07731523953,38723.12870274487,41.45194741385607,950.1492235317922,38461.2,40254.90695488421,36667.493045115785,9.32735824615047,0.250739663029929,0.0,0.0,38512.66666666667,39269.86666666667,37755.46666666667,3.93221277847981,-0.1244497270646242,0.0,1.0,37174.0,39684.0,38429.0,6.526057429305378,0.1565737051792828,0.0,0.0,-238.0107538515731,-67.30464371875723,-170.7061101328159,38461.2,38461.2,38644.20815097511,38882.21890482668,0.2144529453263308,0.4383344253178711,-0.2238814799915402,-0.0213159724352948,5.311152191437477,-6536.423999999995,204.74455325857247,220.11265899981044,-15.368105741237883,38429.0,38429.0,38429.0,38429.0,0.0,0.0,0.0,0.0,-89.8300201670991,31707.31641992188,31341.866671875,8.0,16.0,-8.0,35481.0,39684.0,0.0,0.0,24.050685321441208,0.0,0.0,0.0,77.91710184574318,22.961014111456592,15.657370517928287,14.381239155084948,-84.34262948207171,0.0,0.0,-0.6121326420031739,-0.1730026412535556,-0.4391300007496182,18.873110183214745,12.044534101107615,6.828576082107128,38632.77554237277,0.8726706406745111,0.868884879314713,-3.967381579283724,-0.872674068580551,34632.11328125,1,1.5724657410740264,0.8778381331624132,2.197787725182252,-0.0368443594731644,2.3640053286474654,0.9081802970591184,0.6396684540569737,2.551019535155106,2.1703939464712505,0.4877350764075743
2021-09-22,37773.0,37886.0,37510.0,37777.0,34632.11328125,321439,601810.7187778325,1548728,0.0939988208618423,286647854.94877136,31758436.28184508,-30730816.243847065,9140.432559737848,38672.98255502717,44.60278045256146,955.4605695786332,38347.16666666666,40062.16692581792,36632.16640751541,8.944599605279453,0.3337706762362721,0.0,0.0,38381.27777777778,39074.944444444445,37687.61111111112,3.614609553558363,0.0644321640237026,0.0,0.0,37174.0,39684.0,38429.0,6.545464028198521,0.2402390438247011,0.0,0.0,-289.5593254389314,-111.75558006279206,-177.80374537613935,38347.16666666666,38347.16666666666,38510.791512363554,38800.350837802485,0.2643327487461391,0.4321871708123762,-0.167854422066237,-0.0363044344078898,6.274956628891667,-6422.390666666663,201.17261485771,216.95598497612704,-15.783370118417023,38429.0,38429.0,38429.0,38429.0,0.0,0.0,0.0,0.0,-56.572180361200886,31707.31641992188,31341.866671875,8.0,16.0,-8.0,35481.0,39583.6,0.0,0.0,29.82938874632053,0.0,0.0,0.0,72.07987264078562,26.92560895325872,24.02390438247012,14.13014608233732,-75.97609561752988,-95.2333333333372,0.0,-0.7462801732112663,-0.2876581476450978,-0.4586220255661685,11.817703262925711,11.999167933471238,-0.1814646705455249,38465.75029982672,0.5590012510980458,0.5574446374033926,-3.4305580408497183,-0.5590063943480743,34811.796875,2,0.8387512341260219,0.7010981069712017,1.8459185200578216,0.2210005030335224,1.909038672790885,1.097798201164295,-1.0729697989518172,1.5706756869614082,1.4869069244148818,0.3403731978827693
2021-09-23,37939.0,38167.0,37632.0,37973.0,34811.796875,344609,696497.6776563372,1893337,0.1032317771822976,255347213.3846612,31282555.011621863,-20395254.367935576,3584.7974187102886,38634.727216517655,47.63971577802334,955.4605695786332,38293.71428571428,39902.9447013516,36684.48387007697,8.404671344391618,0.4003516579733338,0.0,0.0,38315.95238095238,38986.95238095238,37644.95238095238,3.502457636071014,0.24444681002058,0.0,0.0,37174.0,39684.0,38429.0,6.55460053123228,0.3183266932270916,0.0,0.0,-311.0112339425468,-151.60671083874303,-159.4045231038038,38293.71428571428,38293.71428571428,38428.054356615314,38739.06559055786,0.3082897896740654,0.4341293166538554,-0.1258395269797899,-0.0504047447727654,7.218657500522839,-6368.938285714281,199.49829203858104,214.46202884219187,-14.963736803610828,38429.0,38429.0,38429.0,38429.0,0.0,0.0,0.0,0.0,-36.31384561085066,31707.31641992188,31341.866671875,8.0,16.0,-8.0,35481.0,39487.216,0.0,0.0,34.814544282594255,0.0,0.0,0.0,67.67347694755787,30.79340141398272,31.83266932270916,23.837981407702525,-68.16733067729083,-321.7714285714246,0.0,-0.8028361789354871,-0.3906937539031756,-0.4121424250323114,5.97208900230709,10.793752147238408,-4.821663144931318,38372.19421005928,0.5188342112925959,0.5174929040387966,-2.929522738311308,-0.5188351986804207,34625.6953125,3,0.8387512341260219,-0.5945689686974305,1.8459185200578216,-1.07051391699693,1.909038672790885,1.097798201164295,0.0,1.5706756869614082,1.4869069244148818,0.3403731978827693
2021-09-27,37155.0,38221.0,37574.0,37770.0,34625.6953125,941004,325622.8399438178,952333,0.0423550459185486,191579924.0439953,-137512.6992021288,-17501291.272402227,-3242.5673483820106,38539.28852854072,41.446584454037314,955.4605695786332,38228.25,39772.89097770323,36683.60902229677,8.08114929510627,0.3516645593976846,0.0,0.0,38258.333333333336,38926.333333333336,37590.333333333336,3.4920496623829225,0.1344810379241499,0.0,0.0,37174.0,39684.0,38429.0,6.565825011607908,0.2374501992031872,0.0,0.0,-340.46772939190123,-189.37891454937468,-151.08881484252657,38228.25,38228.25,38326.81522482834,38667.282954220245,0.3397643740126229,0.459348505650835,-0.1195841316382121,-0.0642302192671266,8.178774936413083,-6303.473999999998,197.4477127106545,212.3352393257497,-14.887526615095195,38429.0,38429.0,38429.0,38429.0,0.0,0.0,0.0,0.0,-39.96366939146252,31707.31641992188,31341.866671875,8.0,16.0,-8.0,35481.0,39394.68736,0.0,0.0,32.25836966825466,0.0,0.0,0.0,63.37000204392865,32.88362501714695,23.745019920318725,26.53386454183267,-76.25498007968127,-526.1750000000029,0.0,-0.8805059558878101,-0.4886561943001025,-0.3918497615877075,7.455028360969987,10.126007389984723,-2.6709790290147364,38254.44063528205,-0.5345903668395935,-0.5360244142774917,-3.4484521587975103,0.5345933827209279,34230.57421875,0,1.2871300414930005,-0.8409423354599426,0.0796820448192079,-1.313393900417566,-4.747309217526407,-2.2772274190212443,-0.2178642517317115,-1.5706866612680417,-2.877366575362373,1.742801843352666
2021-09-28,37816.0,37947.0,37035.0,37339.0,34230.57421875,456125,173581.17327715116,496208,0.0213138377267788,136127095.60913882,-81277719.92326665,-25473344.85376028,-10235.437969358703,38477.73925969766,39.0150408797985,944.5576438309926,38129.444444444445,39689.32110940118,36569.56777948771,8.182005731709586,0.2466323901747802,0.0,0.0,38167.444444444445,38862.55555555556,37472.333333333336,3.6424294119188168,-0.0959079283887487,0.0,1.0,37035.0,39684.0,38359.5,6.947386825579531,0.1147602869007172,0.0,0.0,-394.04797250017873,-230.3127261395355,-163.73524636064323,38129.444444444445,38129.444444444445,38174.84365177783,38568.89162427801,0.34451556505971,0.5170743659950344,-0.1725588009353243,-0.0793200148446964,9.215764710014389,-6204.668444444444,194.35276364803445,210.33718647267025,-15.984422824635772,38359.5,38359.5,38359.5,38359.5,0.0,0.0,0.0,0.0,-73.5942420152945,31707.31641992188,31341.866671875,8.0,16.0,-8.0,35481.0,39305.8598656,0.0,0.0,27.62133462766826,0.0,0.0,0.0,58.24069201987989,30.4830246615912,11.476028690071724,22.351239311033208,-88.52397130992827,-503.94444444444525,0.0,-1.0216730528292828,-0.5952595660059385,-0.4264134868233442,3.423333100015672,8.785472531990916,-5.362139431975244,38107.75588281804,-1.141117288853588,-1.1476779901380851,-4.550218563869224,1.1411210379574896,33896.87890625,1,1.0030077348129112,0.3263208931374493,-0.7974437135851389,0.5401428439743938,-1.359659544088032,-0.532425127716408,2.8260960150653744,-0.7216392480127922,-0.6648256414249261,-0.9540402604340272
2021-09-29,37214.0,37749.0,36836.0,36975.0,33896.87890625,553796,-211589.10054541184,-57588,-0.0243265812339744,87882975.66497613,-32725137.05407768,-26279099.54268444,-10603.612789529428,38395.5361469156,36.43722393570325,944.5576438309926,38014.0,39647.91578730362,36380.08421269638,8.596389684345853,0.1820521571327067,0.0,0.0,38069.36666666667,38786.26666666667,37352.46666666667,3.766282776790796,-0.2632631236341654,0.0,1.0,36836.0,39684.0,38260.0,7.491976640185196,0.0488061797752809,756.4,0.0,-460.5732573001078,-276.36483237165,-184.20842492845784,38014.0,38014.0,37990.25232073509,38450.8255780352,0.372643935480491,0.5620642277031896,-0.1894202922226986,-0.0962943670569973,10.298722324328365,-6089.223999999998,190.736624119148,206.49134029421063,-15.75471617506264,38260.0,38260.0,38260.0,38260.0,0.0,0.0,0.0,0.0,-90.30456177683236,31707.31641992188,31341.866671875,8.0,40.0,-32.0,35481.0,39169.608273664,0.0,0.0,24.42767327555053,0.0,0.0,0.0,52.751939639830645,29.81753996102349,4.88061797752809,13.367222195972849,-95.11938202247192,-441.3500000000058,0.0,-1.1978241048826983,-0.7157724737812906,-0.4820516311014079,1.1790287065001623,7.264183766892765,-6.085155060392603,37971.07249966813,-0.974852031388096,-0.979634822612141,-5.480712697154832,0.9748457924413572,33937.21484375,2,1.8552458947348072,0.9094290480840924,2.072537046848609,0.4706836319418244,3.870214205887464,-0.9741941699896444,0.4474198665871824,1.7616510945433248,0.5332685891703619,1.504057947699394
2021-09-30,37047.0,37307.0,36793.0,37019.0,33937.21484375,747517,-301756.52077887487,689929,-0.0319475494275213,80026943.14140812,-16674537.167716589,-25318643.30518765,-4509.151379951547,38288.23117481261,33.464494680084755,944.5576438309926,37923.545454545456,39583.14285668553,36263.94805240538,8.752332527185478,0.2274804559891963,0.0,0.0,37877.73333333333,38583.53333333333,37171.93333333333,3.726727752100615,-0.1083404174931527,0.0,1.0,36793.0,39684.0,38238.5,7.623232388609619,0.0781736423382912,732.16,0.0,-503.93553733081353,-321.8789733634827,-182.0565639673308,37923.545454545456,37923.545454545456,37840.828886775846,38344.76442410666,0.3916352207754364,0.6073981612512321,-0.2157629404757957,-0.1134199660630296,11.313620193008353,-5998.769454545454,183.5239805786624,201.11494468571368,-17.590964107051263,38238.5,38238.5,38238.5,38238.5,0.0,0.0,0.0,0.0,-96.98430502872723,31707.31641992188,31341.866671875,8.0,40.0,-32.0,35481.0,38982.919611770885,0.0,0.0,25.548284298060736,0.0,0.0,0.0,48.382113251764046,37.02045624112501,7.817364233829124,8.058003633809646,-92.18263576617088,-475.7636363636411,0.0,-1.3142225409370318,-0.835462487212439,-0.4787600537245928,1.5734974938724018,6.126046512288693,-4.552549018416292,37856.91553492477,0.1189993238674747,0.1189285757931202,-5.3682353843400925,-0.1189960220572459,33452.25390625,3,-3.4482744218880725,-2.165937308430045,1.2210043957710894,-2.4008762451636585,-0.4994652348459709,3.5214719764435074,-0.6741552409720697,-0.3164486468708247,1.6316992251836098,3.013511055063063
