Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_4901.T_2021-09-15_2023-09-15_Close_percent,jpx_4911.T_2021-09-15_2023-09-15_Close_percent,asx_WBC.AX_2021-09-15_2023-09-15_Close_percent,asx_SVW.AX_2021-09-15_2023-09-15_Close_percent,asx_AFI.AX_2021-09-15_2023-09-15_Close_percent,asx_DXS.AX_2021-09-15_2023-09-15_Close_percent,asx_TLS.AX_2021-09-15_2023-09-15_Close_percent,jpx_8802.T_2021-09-15_2023-09-15_Close_percent,asx_GPT.AX_2021-09-15_2023-09-15_Close_percent,asx_URW.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,840.0,848.0,840.0,848.0,840.8172607421875,37606,37606.0,37606,1.0,0.0,0.0,0.0,3469.163620850283,845.3333333333334,50.0,1000.0,848.0,848.0,848.0,0.0,0.0,0.0,0.0,845.3333333333334,853.3333333333334,837.3333333333334,1.892744479495268,0.6666666666666643,0.0,0.0,840.0,848.0,844.0,0.9433962264150944,1.0,0.0,0.0,0.0,0.0,0.0,848.0,848.0,848.0,848.0,0.0,0.0,0.0,14.508392558247465,1.0,-118.93399999999995,163.13200725311555,163.13200725311555,0.0,844.0,844.0,844.0,844.0,0.0,0.0,0.0,0.0,0.0,735.4425,741.979,4.0,4.0,0.0,800.0,848.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,16.31320072531155,0.0,0.0,0.0,843.7918090820312,2,0.0072997914732889505,0.08027088719967665,-0.012889071593843502,-0.08630595351499382,0.021260247523510675,0.04769636261172257,-0.009977829200844928,-0.03007241332381517,0.007347013862755436,0.04294090649487735
2021-09-16,850.0,860.0,840.0,851.0,843.7918090820312,346851,72291.1,384457,0.1880342925216604,1040553.0,34596.98833216569,34596.98833216569,7361.809481741797,849.8442539304351,100.0,1000.0,849.5,852.5,846.5,0.7062978222483813,0.75,0.0,0.0,847.8333333333334,861.8333333333334,833.8333333333334,3.302535875761745,0.6130952380952367,0.0,0.0,840.0,860.0,850.0,2.354326074161272,0.55,0.0,0.0,0.2393162393161674,0.0478632478632334,0.1914529914529339,849.5,849.5,848.4615384615385,848.2222222222223,0.1439532439863532,0.0575812975945413,0.0863719463918119,0.0006909640330188,2.2264150943396226,-120.43399999999995,165.18943415273785,164.1607207029267,1.0287134498111357,850.0,850.0,850.0,850.0,0.0,0.0,0.0,0.0,66.66666666666667,735.4425,741.979,8.0,4.0,4.0,800.0,848.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,39.285714285714285,55.0,77.5,-45.0,0.0,0.0,0.0282138610668785,0.0056427722133757,0.0225710888535028,40.7666149593815,8.1533229918763,32.6132919675052,849.5133368499841,0.35377358490567,0.3531492781471357,0.35377358490567,-0.3537687056065124,793.223876953125,3,1.2581077664318627,1.4058433017282963,-0.8142620917734575,-0.5319145356937298,-0.4722575809990559,0.0914983637039341,-0.5089021217918059,1.4084540712266431,0.0,1.8416189280647608
2021-09-17,841.0,850.0,800.0,800.0,793.223876953125,1971760,-1899468.9,-1587303,-0.8061519376186488,-13473777.42857143,-63395.13936787439,-14399.075517854351,-116939.5132765559,822.0801560297714,15.480656920276845,1000.0,833.0,879.7332857821917,786.2667142178083,11.220476778437389,0.1469325936784971,0.0,0.0,837.4444444444445,863.4444444444445,811.4444444444445,6.20936712219716,-0.2200854700854703,0.0,1.0,800.0,860.0,830.0,7.202881152460984,0.0,0.0,0.0,-3.644288601553626,-0.6905671220201385,-2.9537214795334874,833.0,833.0,841.0059171597633,844.6502057613169,0.1579496035464951,0.3580191013720556,-0.2000694978255605,-0.0099325393443717,3.979860729867953,-103.93399999999995,142.55773825689303,156.95972655424882,-14.401988297355786,830.0,830.0,830.0,830.0,0.0,0.0,0.0,0.0,-100.0,735.4425,741.979,8.0,12.0,-4.0,800.0,848.0,0.0,1.0,5.179282868525903,0.0,0.0,0.0,68.22429906542057,13.924050632911392,0.0,51.66666666666666,-100.0,0.0,0.0,-0.4314553618404536,-0.0817768545973901,-0.3496785072430635,85.7740037313257,23.67745913976618,62.09654459155952,836.3451842544537,-5.99294947121034,-6.180040090544736,-5.660377358490565,5.992939441296485,800.16455078125,4,0.8898816249018751,1.038147029978603,0.4615333516217816,0.1442991784479801,0.7050566878399138,0.1831446795832079,0.7594881314718691,1.3165242094942755,1.3944373049190375,0.5628467804992425
2021-09-20,829.0,824.0,800.0,807.0,800.16455078125,1012636,-2321400.5666666664,-574667,-0.6890774298156276,-10536316.081632655,-30810.67629434466,-19869.609110017787,-109306.01549353702,818.5492048282704,10.820341843883384,1008.75,826.5,872.8141447076376,780.1858552923624,11.207294545102876,0.2894811604198288,0.0,0.0,830.6666666666667,856.1666666666667,805.1666666666667,6.139646869983948,0.0359477124182991,0.0,0.0,800.0,860.0,830.0,7.259528130671507,0.1166666666666666,0.0,0.0,-6.0870640341263424,-1.7698665044413793,-4.317197529684963,826.5,826.5,835.7742375967227,841.8613016308491,0.2524142959978311,0.5515719801434088,-0.2991576841455776,-0.0260503120134911,5.568157490578507,-97.43399999999995,133.64222169186323,151.13035033865242,-17.488128646789193,830.0,830.0,830.0,830.0,0.0,0.0,0.0,0.0,-78.96440129449844,735.4425,741.979,8.0,12.0,-4.0,800.0,860.0,0.0,0.0,16.835409013529244,0.0,0.0,0.0,49.90146439074676,17.475728155339805,11.666666666666666,22.222222222222225,-88.33333333333333,0.0,0.0,-0.723048324270817,-0.2100311485320755,-0.5130171757387414,80.6209824607215,35.06616380395725,45.554818656764255,828.7530436784722,0.8750000000000036,0.8711940602021961,-4.834905660377354,-0.8749955756229895,803.1390991210938,0,0.8898816249018751,1.038147029978603,2.2411167378857044,1.3487545104195109,0.7100510113016298,1.284404355684643,1.0204070546632096,1.3165242094942755,-0.2020300846459974,1.3207579083439782
2021-09-21,826.0,832.0,808.0,810.0,803.1390991210938,607854,-2827945.5666666664,33187,-0.7111274646753373,-8770619.212827992,31586.53229229388,-7005.573759439872,11120.24529739777,818.2614520841825,24.55942963072711,1012.5,823.2,866.676890413184,779.7231095868161,10.562898545477143,0.3481952150377654,0.0,0.0,827.8666666666666,853.0666666666666,802.6666666666667,6.087936865839894,0.1455026455026443,0.0,0.0,800.0,860.0,830.0,7.288629737609328,0.1666666666666666,0.0,0.0,-7.692234939599075,-2.9543401914729186,-4.737894748126156,823.2,823.2,831.80897027415,839.5012052137491,0.3599320314396445,0.5608243280571205,-0.2008922966174759,-0.0444236114046144,7.036140513276422,-94.134,129.1158825126943,146.7274567734608,-17.611574260766503,830.0,830.0,830.0,830.0,0.0,0.0,0.0,0.0,-46.74457429048372,735.4425,741.979,8.0,12.0,-4.0,800.0,858.8,0.0,0.0,21.300505462253383,0.0,0.0,0.0,38.47940685418255,16.40625,16.666666666666668,9.444444444444445,-83.33333333333333,0.0,0.0,-0.9162863485872568,-0.3512821885431118,-0.5650041600441449,71.73109654895799,42.399150352957406,29.331946196000587,823.685322773683,0.3717472118959009,0.3710579396535074,-4.481132075471694,-0.3717420794184818,837.8427124023438,1,1.0917247670272872,3.4631002297741134,0.434784111079793,-0.1464834033847921,1.0727143772789134,-0.8364359504811745,-1.2886567651800505,1.75986188376325,0.0,0.5736177762703818
2021-09-22,810.0,845.0,810.0,845.0,837.8427124023438,843538,-1984407.5666666664,876725,-0.4116818889219669,-3299983.610995422,31118.93003041949,619.3269985320018,38708.85313690394,820.8990160596954,38.06996905861982,1012.5,826.8333333333334,869.7194875351527,783.9471791315141,10.373591018379996,0.71180106965497,0.0,0.0,828.7777777777778,855.6111111111112,801.9444444444445,6.4753988470304416,0.802277432712214,0.0,0.0,800.0,860.0,830.0,7.2566014916347505,0.75,0.0,0.0,-6.0701638833216975,-3.5775049298426747,-2.492658953479023,826.8333333333334,826.8333333333334,833.8383594627423,839.908523346064,0.4490132659691751,0.5694802397657831,-0.1204669737966079,-0.0553790073449444,8.514379307727975,-97.76733333333334,134.09942766955706,144.62278525614352,-10.523357586586457,830.0,830.0,830.0,830.0,0.0,0.0,0.0,0.0,21.35416666666657,735.4425,741.979,8.0,12.0,-4.0,800.0,857.6239999999999,0.0,0.0,53.00302446083256,0.0,0.0,0.0,35.9859064918521,34.355828220858896,75.0,34.44444444444445,-25.0,-2.8500000000000227,0.0,-0.7227172620107623,-0.4255692032366419,-0.2971480587741203,66.57828734288663,47.23497775094325,19.34330959194337,829.3633221180504,4.320987654320985,4.230237969068984,-0.3537735849056589,-4.320996614313444,831.8936157226562,2,0.9387217682045588,-0.5498796591226807,1.1115483656944465,-0.4388171225716206,-0.4819303359668083,-0.6451517256988524,-0.5089021217918059,-0.6356582566683215,-1.0080600814538343,0.1923029309897401
2021-09-23,860.0,884.0,837.0,839.0,831.8936157226562,140955,-2113366.3964539003,735770,-0.4259788753636017,-2949375.9522817903,1100351.1759072044,183907.96848331075,35448.30893418073,821.8205227901851,39.91131840577955,1005.3106508875738,828.5714285714286,869.1790582958625,787.9637988469946,9.801841657622,0.6284065519132784,0.0,0.0,832.2857142857143,862.0,802.5714285714286,7.140405080672847,0.6129807692307694,0.0,0.0,800.0,884.0,842.0,10.137931034482758,0.4642857142857143,0.0,0.0,-5.208767313493809,-3.903757406572901,-1.3050099069209071,828.5714285714286,828.5714285714286,834.6324580069358,839.8412253204297,0.6138333738401043,0.5110084939582594,0.1028248798818448,-0.0621705029567163,10.053675331140912,-99.50542857142852,136.48343026753207,143.46002025777042,-6.976589990238352,842.0,842.0,842.0,842.0,0.0,0.0,0.0,0.0,92.33064756789,735.4425,741.979,8.0,12.0,-4.0,800.0,857.6239999999999,1.0,0.0,49.33411448832943,0.0,0.0,0.0,32.76838919587144,27.619047619047624,46.42857142857143,46.03174603174603,-53.57142857142857,-5.14285714285711,0.0,-0.6202085771041397,-0.4644970780101415,-0.1557114990939981,54.06549170499718,48.60108054175405,5.464411163243135,831.8644673767537,-0.7100591715976323,-0.7125920889968107,-1.0613207547169767,0.7100493435849842,831.8936157226562,3,0.9387217682045588,-0.5498796591226807,-0.6423051904946391,-2.038830960238002,-1.3189428576057765,-1.6483512166993677,-0.7595008159276091,-0.6356582566683215,-1.397199503581504,-3.46820474670713
2021-09-27,835.0,845.0,831.0,839.0,831.8936157226562,241862,-2078814.682168186,977632,-0.3995367885618481,-2528036.530527249,-130239.55809511208,139029.7504006789,-1000.8639053254436,822.5881133711905,38.0063982044812,1005.3106508875738,829.875,868.4811847376816,791.2688152623184,9.304096336841472,0.6181805462259722,0.0,0.0,833.0416666666667,860.7916666666667,805.2916666666667,6.662331816135647,0.607357357357356,0.0,0.0,800.0,884.0,842.0,10.122006326253954,0.4642857142857143,0.0,0.0,-4.474524789400903,-4.0179108831385015,-0.456613906262401,829.875,829.875,835.3043875443303,839.7789123337312,0.6120608836367762,0.6478888378008802,-0.035827954164104,-0.0657593883138637,11.33978085845774,-100.80899999999995,138.27143221601332,142.8114467525508,-4.540014536537484,842.0,842.0,842.0,842.0,0.0,0.0,0.0,0.0,25.444527923866566,735.4425,741.979,8.0,12.0,-4.0,801.68,857.6239999999999,0.0,0.0,49.33411448832943,0.0,0.0,0.0,30.58867129501414,30.08786848072563,46.42857142857143,55.95238095238096,-53.57142857142857,-3.0249999999999773,0.0,-0.5328217610235383,-0.4781620146128209,-0.0546597464107174,44.66387985308289,47.81364040401982,-3.149760550936932,833.5997402794736,0.0,0.0,-1.0613207547169767,0.0,830.9020385742188,0,-0.6127342145188948,1.1722690467180428,-0.8316760613929404,-1.7408297267715795,-0.9523740409404412,-0.0927615916675534,-0.7595008159276091,-1.6033805738037756,-0.1976170677872062,-0.3752341690955774
2021-09-28,838.0,847.0,835.0,838.0,830.9020385742188,134440,-2146034.6821681857,843192,-0.4020672371023349,-2186094.1690233564,26777.74471883368,124998.24969044824,-160.238379022646,823.0266807081914,39.61170086781209,1004.1124260355028,830.7777777777778,867.5325540693962,794.0230014861595,8.848281038506485,0.598248757724981,0.0,0.0,833.8148148148149,859.8148148148149,807.8148148148149,6.2363967485452845,0.5804843304843289,0.0,0.0,800.0,884.0,842.0,10.11100708840444,0.4523809523809524,0.0,0.0,-3.928043896856252,-3.999937485882052,0.0718935890257999,830.7777777777778,830.7777777777778,835.7190971528948,839.6471410497511,0.6370087682383393,0.6543031239371178,-0.0172943556987784,-0.0671498779225949,12.45722103011209,-101.7117777777778,139.5096984056008,142.44458582511191,-2.9348874195111136,842.0,842.0,842.0,842.0,0.0,0.0,0.0,0.0,31.849968213604143,735.4425,741.979,8.0,12.0,-4.0,803.3263999999999,857.6239999999999,0.0,0.0,48.68274179375465,0.0,0.0,0.0,28.781323586506858,28.4643322778916,45.23809523809524,46.031746031746046,-54.76190476190476,2.066666666666606,0.0,-0.467820790998621,-0.4760937698899809,0.0082729788913599,34.735245126397615,45.19796134849538,-10.462716222097768,834.6146228489874,-0.1191895113230034,-0.1192605985123052,-1.1792452830188704,0.1191951867037914,830.9020385742188,1,0.8729280285703851,1.9855611341994857,0.5891508835462673,0.2851786200030517,1.4150841671453094,1.1121273682100394,1.256284744027596,-0.2214743647352435,1.1834268594649586,-3.738323171353983
2021-09-29,845.0,844.0,836.0,838.0,830.9020385742188,79039,-2185554.1821681857,922231,-0.4034962870526017,-1873795.00202002,-10121.58554637584,109984.93466413446,-160.238379022646,823.2646298932598,39.01816762896548,1004.1124260355028,831.5,866.6368752167862,796.3631247832138,8.451443227128362,0.5924954191272921,0.0,0.0,834.3666666666666,858.5666666666666,810.1666666666667,5.800806999320827,0.575068870523416,0.0,0.0,800.0,884.0,842.0,10.102224894768492,0.4523809523809524,24.4,0.0,-3.455125318402565,-3.890975052386155,0.4358497339835896,831.5,831.5,836.0700052832187,839.5251306016213,0.6480077986329853,0.6705472003245675,-0.0225394016915821,-0.0668755654127894,13.435607294218682,-102.43399999999995,140.50031135727073,139.92995294779584,0.5703584094748919,842.0,842.0,842.0,842.0,0.0,0.0,0.0,0.0,27.37963983829555,735.4425,741.979,8.0,12.0,-4.0,804.9398719999999,857.6239999999999,0.0,0.0,48.68274179375465,0.0,0.0,0.0,27.42478316366701,33.24994677453694,45.23809523809524,45.63492063492064,-54.76190476190476,5.600000000000023,0.0,-0.4115571044224191,-0.4631864367964686,0.0516293323740494,24.8924920896759,41.13686749673148,-16.244375407055582,835.4442802894725,0.0,0.0,-1.1792452830188704,0.0,828.9189453125,2,0.8135001144581793,1.4469916127327735,0.5531391237104373,1.477603610483925,0.2392357435494432,-0.1874357730972065,0.7633531826876521,1.3656603427506582,0.0,2.8828886261368325
