Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,asx_SDF.AX_2021-09-15_2023-09-15_Close_percent,asx_NXT.AX_2021-09-15_2023-09-15_Close_percent,asx_WES.AX_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,asx_SOL.AX_2021-09-15_2023-09-15_Close_percent,asx_LYC.AX_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,asx_SQ2.AX_2021-09-15_2023-09-15_Close_percent
2022-01-20,1435.0,1452.0,1412.0,1412.0,1224.7467041015625,6967883,-24015267.2507562,-646435,-0.2035691183828618,-52272141.170849845,-8610.936779506774,-3689.522947582213,-185550.8593129289,1497.634341010673,21.60311427033376,1039.8566336692934,1497.65,1573.476842213035,1421.823157786965,10.126109867196604,-0.0647736177603639,0.0,1.0,1477.8333333333333,1514.2333333333331,1441.4333333333332,4.926130596594111,-0.4043040293040272,0.0,1.0,1412.0,1565.0,1488.5,10.216005074616898,0.0,36.14717451467968,4.603693180988345,0.9558133486175392,16.718330180306374,-15.762516831688837,1483.5,1488.8076923076924,1469.6117808727686,1468.655967524151,0.7575757575757576,1.185858585858586,-0.4282828282828284,0.1936368618155903,24.02130139748237,52.34999999999991,46.98749686636038,81.89565698992031,-34.90816012355993,1470.0,1488.5,1479.25,1388.5,0.097656245076471,18.77708310563005,15.917359582318374,23.014343236959704,-166.38624041876994,1357.75,1344.5,52.0,100.0,-48.0,1494.5375279924838,1516.2200014906164,0.0,0.0,35.17892088720932,0.0,0.0,0.0228380508256783,1.515918138151078,30.886135851741354,0.0,4.451032059727712,-100.0,-10.997058823529414,-8.961960025789812,0.0650808201344009,1.1374902599363828,-1.0724094398019817,-13.906677259829689,-15.483842174501437,1.5771649146717497,1449.0058656736849,-1.8080667593880384,-1.824612022780503,-2.821748107364075,1.808067453582069,1236.0225830078125,3,0.5522451994127664,0.2330958536049081,1.5936260560311268,1.10803219210014,0.567670719992563,0.982321988918642,0.385697540194883,-1.7319924864027456,-2.1249116615200165,0.0
2022-01-21,1410.0,1429.0,1407.0,1425.0,1236.0225830078125,10602313,-17268340.79621074,9955878,-0.1280310292922271,-25114682.575014155,-2905.02647865612,-4526.581005751898,-28370.613041602497,1487.0496179513757,16.823693919121837,1039.8566336692934,1495.15,1576.8672564395092,1413.432743560491,10.930977686454083,0.0707760939580225,0.0,0.0,1467.5,1502.1,1432.9,4.715502555366257,-0.1141618497109842,0.0,1.0,1407.0,1565.0,1486.0,10.567501588469383,0.1139240506329113,34.73245706321172,5.089989156196659,-2.673762182725796,12.839911707699942,-15.513673890425736,1473.0833333333333,1488.576923076923,1462.7484299692658,1465.4221921519916,0.7381443298969073,1.2618556701030927,-0.5237113402061855,0.1537460640760979,24.03847234223943,43.84999999999991,37.0928704660749,74.15419479923135,-37.06132433315645,1463.0,1486.0,1474.5,1388.5,0.0488281225382355,18.892261550314924,15.210339263790528,23.001592084223024,-158.25351626542383,1365.0,1340.0,48.0,96.0,-48.0,1494.5375279924838,1501.62920128193,0.0,0.0,39.37197200914132,0.1089142119615785,0.036304737320526,0.0235206045196812,-2.1771857853985424,31.11837581578272,11.39240506329114,5.0600946170566425,-88.60759493670886,-24.720588235294144,-8.064516129032258,-0.1824567825603446,0.8735008514370374,-1.055957633997382,-6.899796087885517,-13.767032957178252,6.867236869292735,1443.7939705299268,0.9206798866855604,0.9164674649563942,-1.9270474879559567,-0.9206702796984984,1205.6641845703125,4,3.76091331511158,3.816197546650656,1.6194134414731565,4.668534063670364,2.265188484424442,2.97619239092775,3.062298765514683,7.526883190618278,0.7237134902005522,2.338223840027979
2022-01-24,1413.0,1427.0,1379.0,1390.0,1205.6641845703125,7657165,-21415971.837877408,2298713,-0.156339622859069,-59812695.77858357,-9402.957883237465,-4728.861030552775,-90457.35598379804,1475.387664093609,16.798463677155695,1014.3162952984686,1490.65,1584.256142960815,1397.0438570391852,12.5591041439392,-0.0376249721246068,0.0,1.0,1456.4333333333332,1493.0333333333333,1419.8333333333333,5.025976701073402,-0.4075591985428038,0.0,1.0,1379.0,1565.0,1472.0,12.47777815047127,0.0591397849462365,36.05921135689054,5.789568980494468,-8.278999283548046,8.616129509450344,-16.895128792998392,1460.6666666666667,1485.7692307692307,1451.556363820148,1459.835363103696,0.7169811320754716,1.278825995807128,-0.5618448637316563,0.110642691210905,24.07332559420168,22.34999999999991,25.555497722781062,65.56132934788137,-40.0058316251003,1449.0,1472.0,1460.5,1388.5,0.0244140612691177,19.780694749302093,13.772900005454222,26.34058611032963,-172.95308187672453,1387.25,1346.5,44.0,100.0,-56.0,1494.5375279924838,1486.4885290768214,0.0,0.0,33.153874052544595,0.0,0.036304737320526,0.024203158213684,-7.655430107565163,30.016854558928653,6.043956043956044,5.812120369082394,-93.95604395604396,-41.42352941176455,-9.6816114359974,-0.5671186965868813,0.5853769418322536,-1.152495638419135,-5.08600349310636,-12.030827064363876,6.944823571257515,1430.633137873975,-2.456140350877189,-2.486806657801388,-4.3358568479008985,2.4561362271896314,1205.6641845703125,0,0.3462059970414088,0.2429265816582813,0.8230557289932534,-0.0979454343239183,0.1318986430794524,1.431486640806952,0.5809664442040514,4.651158492543985,2.405689872939704,3.6231884057970944
2022-01-25,1400.0,1403.0,1377.0,1390.0,1205.6641845703125,8993864,-21415971.837877408,11292577,-0.1748749103035838,-51268024.95307163,-3758.117756728365,-5528.226339511325,-188070.7192982456,1464.297382296061,11.702683105614426,1014.3162952984686,1484.7,1587.555432525465,1381.844567474535,13.855382572299446,0.0396451228934639,0.0,0.0,1446.4,1482.6,1410.2,5.005530973451318,-0.2790055248618796,0.0,1.0,1377.0,1565.0,1471.0,12.662490738869806,0.0691489361702127,35.05329022120149,6.341456393959961,-12.57621924249952,4.377659759060371,-16.95387900155989,1450.4166666666667,1482.3076923076924,1442.0861540016635,1454.662373244163,0.6555323590814196,1.3194154488517744,-0.6638830897703548,0.0670416107494887,24.050463558027445,15.299999999999956,12.979560337151083,56.15300408068303,-43.17344374353195,1448.0,1471.0,1459.5,1388.5,0.0122070306345588,20.656978617685134,13.053305408023078,25.36626694764884,-158.48595848595832,1399.25,1358.5,40.0,96.0,-56.0,1494.5375279924838,1467.1405938429934,0.0,0.0,33.153874052544595,0.0,0.036304737320526,0.036304737320526,-11.904150630078972,31.77720831837288,7.558139534883721,8.331500214043635,-92.44186046511628,-56.88235294117658,-8.129543952412426,-0.8645455793602642,0.2953924375937501,-1.1599380169540143,-2.092745873812522,-10.043210826253604,7.950464952441083,1421.3195104203048,0.0,0.0,-4.3358568479008985,0.0,1216.940185546875,1,2.294977069552118,4.870119732326302,2.4896272045446466,2.1526444352311955,0.8490530064649846,3.319508683629735,2.8122740651903086,5.792679735622869,5.340805260812218,4.21052631578948
2022-01-27,1387.0,1418.0,1379.0,1416.0,1228.2161865234375,7088950,-7964597.001170254,28743099,-0.0710006450806329,-8007180.251236306,4676.291975539396,-4723.535220751272,162591.9987529292,1439.4846218203088,29.79687775407796,1023.7148069441422,1473.15,1581.050463391037,1365.2495366089631,14.648944559757927,0.2351725923878311,0.0,0.0,1430.1,1467.8,1392.4,5.272358576323325,0.3129973474801054,0.0,0.0,1371.0,1565.0,1468.0,13.169059498353866,0.2319587628865979,35.71316507917321,6.764472932717913,-15.270359944984191,-2.614390741880329,-12.655969203103863,1436.4166666666667,1478.8461538461538,1432.9847611491198,1448.255121094104,0.738430583501006,1.2635814889336017,-0.5251509054325957,-0.0084029442930316,24.06748077792077,8.849999999999909,-7.469026269938289,35.951397304035055,-43.42042357397335,1445.0,1468.0,1456.5,1388.5,0.0030517576586397,21.737961990628865,12.914889788681606,21.622787138375266,-103.1068291852178,1409.5,1358.5,32.0,88.0,-56.0,1494.5375279924838,1433.4899800595158,0.0,0.0,41.429726356257504,0.3530016091569521,0.1696871728344387,0.0860039599790287,-14.794411579005862,45.14130656752939,28.662420382165607,18.066029335645656,-71.3375796178344,-73.36470588235284,-4.774714189643578,-1.054397096379538,-0.1846324467732385,-0.8697646496062994,1.0217241992025945,-5.958272464535188,6.979996663737783,1418.395174997157,0.926585887384168,0.9223194151203984,-2.5464556090846524,-0.9265862949126956,1244.6964111328125,3,3.135435261997273,3.924908929096219,1.914902142860584,1.800003051757784,3.691733492001248,2.3605077313110456,0.7891816913794258,3.020503482402802,8.99923566385361,5.3500811757996445
2022-01-28,1447.0,1445.0,1400.0,1435.0,1244.6964111328125,5384357,-4973287.556725809,34127456,-0.0448569739575381,7751385.927511737,20058.10535965576,-2723.664918529424,137932.93837106525,1434.867709377318,35.49979079253845,1037.4510931955112,1468.05,1572.9985111852498,1363.1014888147502,14.297675308776922,0.342541834911494,0.0,0.0,1425.3333333333337,1464.4333333333334,1386.2333333333331,5.486435921421892,0.6236146632566064,0.0,0.0,1371.0,1565.0,1468.0,13.214808759919622,0.3298969072164948,36.64184857125589,6.771947786374567,-13.978462376909649,-4.8872050688861925,-9.091257308023454,1432.5,1477.3846153846157,1433.294797895409,1447.2732602723186,0.8054474708171206,1.16147859922179,-0.3560311284046693,-0.0356801758583778,24.22788184639892,6.9500000000000455,-14.753447050112245,25.67891602267842,-40.432363072790665,1430.0,1468.0,1449.0,1388.5,0.0015258788293198,20.704641586469048,17.0498863038472,19.7238821753397,-62.71777003484288,1409.5,1358.5,28.000000000000004,84.0,-56.0,1371.0,1433.4899800595158,1.0,0.0,46.804616994240135,0.6887563801577423,0.3992726328870195,0.2069932585011933,-13.651411971912411,51.95977372965454,43.24324324324324,29.96106390509883,-56.75675675675676,-71.96470588235297,-3.1713900134952766,-0.965848175366652,-0.3408755924919213,-0.6249725828747308,-1.351833670728792,-5.036984705773909,3.685151035045117,1418.9543209471608,1.34180790960452,1.3328853940056895,-1.2388162422574012,-1.3418016136087232,1265.5137939453125,4,-3.94883323644369,-4.795735215415533,-1.9522865192525245,-5.804487435971723,-4.208649912948658,-3.956040017430226,-2.386363088158617,0.7786395618062585,-2.1952244450939418,0.9686137440866248
2022-01-31,1435.0,1465.0,1438.0,1459.0,1265.5137939453125,9023759,39911.88771863561,43151215,-0.01093606664319,37582647.36643863,8677.093437446634,-1428.935540110241,223167.7392571704,1432.653897026429,44.2475070477293,1037.4510931955112,1463.55,1561.7283581040165,1365.3716418959834,13.41646791759988,0.476827887082918,0.0,0.0,1422.4333333333334,1457.6333333333334,1387.2333333333331,4.949265343425592,1.0194128787878771,1.0,0.0,1371.0,1565.0,1468.0,13.255440538416863,0.4536082474226804,35.9776637141303,6.694408729821421,-10.892463286515977,-6.08825671241215,-4.8042065741038265,1431.1666666666667,1476.7692307692307,1437.2494443730384,1448.1419076595544,0.9182879377431906,1.075875486381323,-0.1575875486381323,-0.0533821727570191,24.371138267248632,4.4500000000000455,-20.63659130711972,15.674571019183851,-36.31116232630357,1418.0,1468.0,1443.0,1388.5,4.086549706140077,19.49232242033076,19.99268039293437,18.55404964176933,-16.919943600187565,1409.5,1358.5,24.0,80.0,-56.0,1372.48,1433.4899800595158,0.0,0.0,52.708258896829,1.0,0.6805859964382313,0.4165152673865632,-10.711433533958845,59.50957825784136,59.45945945945946,43.78837436162277,-40.54054054054054,-62.279411764705856,-1.0847457627118644,-0.7521682252894721,-0.4231341190514315,-0.3290341062380406,0.7672434683317729,-3.8761390709527728,4.643382539284546,1419.570753519445,1.672473867595814,1.6586420329063325,0.4129387474191226,-1.6724867707743982,1272.4527587890625,0,1.7549533073020314,0.5932260725813876,1.4893647714298055,-2.6948962821847573,0.0568794720638123,-1.0570864806181817,-1.0358850146829468,-0.3363198734820543,-4.504698044720243,-8.132912870752932
2022-02-01,1459.0,1487.0,1454.0,1467.0,1272.4527587890625,4680960,-953019.0213722736,47832175,-0.0435954875499518,37563366.31409025,13394.68826907301,40.01942151091368,176586.68695517193,1431.2003420823955,50.2600201032991,1043.1396529937049,1459.35,1549.0233516715,1369.6766483284998,12.289492126152068,0.5426548124799901,0.0,0.0,1422.7,1457.3,1388.1,4.863991003022425,1.1401734104046248,1.0,0.0,1371.0,1561.0,1466.0,13.019494980642069,0.5052631578947369,35.67989734271727,6.590461708575612,-7.71235045744379,-6.413075461418478,-1.2992749960253125,1431.0833333333333,1476.2692307692307,1441.8264529310325,1449.5388033884765,0.9805068226120858,1.0097465886939572,-0.0292397660818714,-0.0627455750270938,24.459231813970856,17.65000000000009,-26.775341701566635,6.1207627583903,-32.89610445995694,1429.0,1468.0,1448.5,1388.5,36.85263581987014,19.111634600708417,23.05671897696907,17.336019459837534,13.825861995843535,1409.5,1358.5,20.0,76.0,-56.0,1376.1808,1433.4899800595158,0.0,0.0,54.52013566144394,1.0,0.8962521267192473,0.6587035853481661,-7.750698226155557,56.22996020418147,64.86486486486487,55.85585585585586,-35.13513513513514,-46.91470588235302,-0.0681198910081743,-0.5320554675332055,-0.4449183887477863,-0.0871370787854192,-2.345480632168115,-3.5700073831958417,1.224526751027727,1419.9156906959397,0.5483207676490798,0.5468229620196219,0.9635237439779676,-0.5483120671579087,1253.370361328125,1,-2.723011098882907,-1.5345235210213417,-2.3758133557279137,1.6869756690601605,-0.1707511155399004,-2.5104577466931346,-0.4027863075183546,0.4469269576030541,-1.1175453103786452,-6.065295250613389
2022-02-02,1446.0,1477.0,1439.0,1445.0,1253.370361328125,5821848,-4936388.705582799,42010327,-0.074309151174364,13899934.554934504,-8158.921359678233,-1000.1098625707352,-61641.20149526737,1430.7065109960156,45.35559194337967,1043.1396529937049,1454.1,1533.653504008312,1374.5464959916878,10.941957775711725,0.4428057876680761,0.0,0.0,1423.6666666666663,1459.2666666666669,1388.0666666666666,5.001170686022013,0.7996254681647943,0.0,0.0,1371.0,1549.0,1460.0,12.241248882470256,0.4157303370786517,35.91190760844554,6.484938159603037,-6.887904788427477,-6.508041326820278,-0.3798634616071989,1428.4166666666667,1473.8076923076924,1442.314690941643,1449.2025957300705,0.9311663479923518,1.0382409177820269,-0.1070745697896751,-0.0689293758808526,24.608791216062905,6.900000000000091,-31.767089552265148,-2.629746843679204,-29.137342708585944,1429.0,1468.0,1448.5,1388.5,62.3447609343222,18.157202164051643,21.32099322095911,19.00255817786009,-5.166981726527641,1412.0,1361.0,16.0,72.0,-56.0,1382.829952,1433.4899800595158,0.0,0.0,48.96440468168962,0.7399764600167454,0.9133254866722484,0.830054536609909,-6.939592479404166,56.27901325242484,50.0,58.108108108108105,-50.0,-34.06470588235288,-2.1665538253215977,-0.475289294176121,-0.4509925698334533,-0.0242967243426677,-3.560386031678201,-3.568083112892314,0.0076970812141126,1420.1138507530777,-1.499659168370826,-1.5110177596448615,-0.550584996558845,1.4996546888779818,1245.56396484375,2,-2.01992836384683,-1.4273786904291228,-0.2109678711327376,-1.42993875574318,-1.5909008515456549,-2.4489772086439814,-1.239961895917503,-3.703702910858098,-2.6445646682943504,5.636678778330705
2022-02-03,1487.0,1472.0,1431.0,1436.0,1245.56396484375,6896584,-10150879.047046214,35113743,-0.1267863431519397,3047193.0470867194,-3864.231915394636,-867.8282216976341,-130262.37972275884,1429.7700298578095,44.34393126952059,1043.1396529937049,1448.95,1518.5674547078572,1379.3325452921429,9.609366052363043,0.4069917159831291,0.0,0.0,1425.7666666666669,1461.4666666666667,1390.0666666666668,5.007832043578883,0.6433239962651717,0.0,0.0,1371.0,1549.0,1460.0,12.28475792815487,0.3651685393258427,36.420716847600985,6.368618326458832,-6.881425648447248,-6.5827181911456725,-0.2987074573015755,1426.3333333333333,1470.7307692307693,1441.343200027544,1448.224625675991,0.9362101313320824,1.0337711069418387,-0.0975609756097561,-0.0737850759783939,24.76156184644088,-10.950000000000044,-33.94188140634661,-10.522497051726038,-23.41938435462057,1429.0,1468.0,1448.5,1388.5,52.84884701311363,16.96420899473322,19.60601766352333,19.043551338601933,-11.525757256307596,1422.5,1368.0,12.0,68.0,-56.0,1389.08015488,1433.4899800595158,0.0,0.0,46.86064070399504,0.6415145008681062,0.7938303202949504,0.8678026445621487,-6.924928461094739,51.95355980872703,43.91891891891892,52.92792792792793,-56.08108108108108,-23.34705882352955,-1.7111567419575633,-0.4751628667573021,-0.4558266292182231,-0.019336237539079,-3.2438649122946583,-3.503239472772783,0.2593745604781245,1420.5062003750634,-0.622837370242213,-0.6247850938363442,-1.16999311768754,0.6228323826090048,1214.3380126953125,3,1.543405662246343,2.0695387518763653,0.8420949347742237,3.383464273828565,0.1677753542453786,1.394425735604429,2.341488548877493,4.2207727197945815,0.1153652036562391,9.749303437000847
