Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_WBC.AX_2021-09-15_2023-09-15_Close_percent,jpx_8604.T_2021-09-15_2023-09-15_Close_percent,asx_LNW.AX_2021-09-15_2023-09-15_Close_percent,jpx_4519.T_2021-09-15_2023-09-15_Close_percent,ssx_600905.SS_2021-09-15_2023-09-15_Close_percent,jpx_6902.T_2021-09-15_2023-09-15_Close_percent,asx_AKE.AX_2021-09-15_2023-09-15_Close_percent,jpx_7203.T_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,asx_PLS.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,1535.0,1641.0,1568.0,1620.0,1432.807861328125,16321789,6931170.671232876,16321789,0.4246575342465753,0.0,0.0,0.0,5340982.106206896,1609.6666666666667,50.0,1000.0,1620.0,1620.0,1620.0,0.0,0.0,0.0,0.0,1609.6666666666667,1682.6666666666667,1536.6666666666667,9.070200869745287,0.570776255707762,0.0,0.0,1568.0,1641.0,1604.5,4.506172839506172,0.7123287671232876,0.0,0.0,0.0,0.0,0.0,1620.0,1620.0,1620.0,1620.0,0.0,0.0,0.0,31.260093629828013,1.0,-400.17046875000005,328.05441948919866,328.05441948919866,0.0,1604.5,1604.5,1604.5,1604.5,0.0,0.0,0.0,0.0,0.0,1222.096886413574,1227.1891403808593,4.0,4.0,0.0,1488.0,1641.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,71.23287671232876,71.23287671232876,-28.767123287671232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,32.80544194891986,0.0,0.0,0.0,1389.68896484375,2,-0.012889071593843502,-0.07499651869309354,-0.383450506896145,-0.01582873821418117,0.06170025929089868,-0.06509638582194176,-0.07597638864810889,-0.0837015997971281,-0.02283645084723856,-0.1771564586608763
2021-09-16,1610.0,1626.0,1517.0,1547.0,1389.68896484375,49100032,-15141320.77830841,-32778243,-0.2314414448706405,-3584302336.0,-7325.860805956297,-7325.860805956297,3141902.709247349,1574.892823405206,0.0,1000.0,1583.5,1656.5,1510.5,9.22008209662141,0.25,0.0,0.0,1586.5,1677.5,1495.5,11.471793255594074,0.2829670329670329,0.0,0.0,1517.0,1641.0,1579.0,7.8307546574044835,0.2419354838709677,0.0,0.0,-5.823361823361893,-1.164672364672379,-4.658689458689514,1583.5,1583.5,1608.7692307692307,1614.5925925925926,0.1093987753349379,0.2338870369229708,-0.1244882615880328,-0.0088011188271604,2.077377753895755,-363.67046875000005,298.1322057167568,313.09331260297773,-14.961106886220932,1579.0,1579.0,1579.0,1579.0,0.0,0.0,0.0,0.0,-66.66666666666667,1222.096886413574,1227.1891403808593,4.0,8.0,-4.0,1488.0,1641.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,16.483516483516485,24.193548387096776,47.713212549712765,-75.80645161290323,0.0,0.0,-0.3606706639234094,-0.0721341327846818,-0.2885365311387275,13.945682829613212,2.7891365659226426,11.156546263690569,1607.6443204750003,-4.506172839506172,-4.6108577653363625,-4.506172839506172,3.009398374210932,1416.638427734375,3,-0.8142620917734575,0.6137075018965135,-0.383450506896145,0.983684362879046,2.272724932056633,0.266871144927606,4.0899757612646965,-0.6480376830941736,-0.9416850174973206,4.8979665789806575
2021-09-17,1525.0,1601.0,1547.0,1577.0,1416.638427734375,42261213,-10445630.444975078,9482970,-0.0970034930941403,-2891139660.8571434,319.44184848645966,-3503.2094787349183,-1392987.1284094262,1574.9348858614069,46.44214833506186,1019.3923723335488,1581.3333333333333,1641.2517964496567,1521.4148702170098,7.57822046159234,0.4638397489858786,0.0,0.0,1582.6666666666667,1661.3333333333333,1504.0,9.94102780117944,0.4639830508474578,0.0,0.0,1517.0,1641.0,1579.0,7.841483979763912,0.4838709677419355,0.0,0.0,-7.926299299518632,-2.5169977516416298,-5.409301547877003,1581.3333333333333,1581.3333333333333,1603.8816568047337,1611.8079561042523,0.2430797303120263,0.3475013046009953,-0.104421574288969,-0.0194877539135268,3.0829583505903244,-361.5038020833333,296.3560012462466,307.5142088174007,-11.158207571154094,1579.0,1579.0,1579.0,1579.0,0.0,0.0,0.0,0.0,-28.395061728395223,1222.096886413574,1227.1891403808593,4.0,8.0,-4.0,1488.0,1641.0,0.0,1.0,30.67932797662528,0.0,0.0,0.0,-99.0909090909091,25.42372881355932,48.38709677419355,47.937840624539696,-51.61290322580645,0.0,0.0,-0.4917644977182354,-0.1560602057713926,-0.3357042919468428,19.950167724869903,6.221342797712095,13.728824927157808,1602.4042379160933,1.9392372333548733,1.9206736389972607,-2.654320987654324,-1.939244217403356,1347.4683837890625,4,0.4615333516217816,-0.3528621284122266,-0.383450506896145,-1.6961444713348897,-9.966773853624176,0.0637188359807083,0.3198265736159555,-0.8048331160879201,0.6099710339211271,1.7167264899171926
2021-09-20,1537.0,1557.0,1488.0,1500.0,1347.4683837890625,15017605,-20239720.662366383,-5534635,-0.1649520395926086,-2643313364.306124,-23662.22843123121,-10222.882462900348,86282.28302657092,1567.5993214428163,40.07965842610452,969.6186166774402,1561.0,1648.4871419123976,1473.5128580876024,11.2091149151054,0.1513773414779035,0.0,0.0,1565.75,1642.0,1489.5,9.739741338016923,0.0688524590163934,0.0,0.0,1488.0,1641.0,1564.5,9.80140935297886,0.0784313725490196,0.0,0.0,-15.626021831555818,-5.138802567624468,-10.487219263931353,1561.0,1561.0,1587.8998634501593,1603.525885281715,0.2257971896513025,0.4694204732224448,-0.2436232835711422,-0.040230533961505,4.074613008280729,-341.17046875000005,279.6870054460735,300.5574079745689,-20.87040252849539,1564.5,1564.5,1564.5,1564.5,0.0,0.0,0.0,0.0,-127.2727272727271,1222.096886413574,1227.1891403808593,4.0,16.0,-12.0,1488.0,1639.12,0.0,0.0,16.60129526589438,0.0,0.0,0.0,-98.37433999374488,22.15384615384616,7.84313725490196,26.80792747206409,-92.15686274509804,0.0,0.0,-0.9744789264072632,-0.3197439498985667,-0.6547349765086964,15.04774152716636,7.986622543602949,7.061118983563412,1593.558435630051,-4.8826886493341775,-5.00591998727371,-7.4074074074074066,4.882688665726505,1352.858154296875,0,2.2411167378857044,-0.3528621284122266,-0.383450506896145,-1.6961444713348897,-9.966773853624176,0.0637188359807083,8.663105738712034,-0.8048331160879201,2.021664175683341,9.606997336293858
2021-09-21,1500.0,1524.0,1492.0,1506.0,1352.858154296875,11381849,-21662451.787366383,5847214,-0.161560634132672,-2255941298.83382,-4076.666278036196,-8686.328416684311,-687735.4987368422,1562.483527525732,36.32688944332422,973.49709114415,1550.0,1639.7730471800974,1460.2269528199026,11.583618990980304,0.2549375821468452,0.0,0.0,1554.0666666666666,1621.4666666666667,1486.6666666666663,8.674016558706201,0.1434223541048476,0.0,0.0,1488.0,1641.0,1564.5,9.870967741935484,0.1176470588235294,0.0,0.0,-21.001861173390807,-8.311414288777737,-12.69044688461307,1550.0,1550.0,1575.299884457827,1596.3017456312175,0.2666022023486785,0.5402948888023751,-0.2736926864536965,-0.0660362050116542,4.9757132657127565,-330.17046875000005,270.6693519804061,294.5797967757363,-23.91044479533025,1564.5,1564.5,1564.5,1564.5,0.0,0.0,0.0,0.0,-90.77959077959076,1222.096886413574,1227.1891403808593,4.0,16.0,-12.0,1488.0,1633.0752,0.0,0.0,19.693663137554296,0.0,0.0,0.0,-97.61330704134905,24.089635854341736,11.764705882352942,22.66497997048282,-88.23529411764706,0.0,0.0,-1.3156573455406544,-0.5189266290269843,-0.7967307165136701,9.583467973556518,8.305991629593663,1.2774763439628547,1584.8911765978055,0.4000000000000003,0.399202126953746,-7.037037037037042,-0.3999923540065992,1404.9603271484375,1,0.434784111079793,3.111816942400779,-0.383450506896145,1.6201989295145722,-9.966773853624176,1.3132716240420024,-1.4051508910433768,0.9081802970591184,-0.0368443594731644,-0.9661830745521768
2021-09-22,1491.0,1572.0,1512.0,1564.0,1404.9603271484375,7852838,-15903703.920699716,13700052,-0.1120489477066457,-1868597598.4289887,25977.869402119333,-1753.4888529235818,347960.73198937584,1561.7559683791008,40.29160980369773,1010.9890109890108,1552.3333333333333,1634.9462190648514,1469.720447601815,10.643704410330882,0.570610453583367,0.0,0.0,1553.2777777777776,1619.4444444444443,1487.111111111111,8.519618012089127,0.5810243492863145,0.0,0.0,1488.0,1641.0,1564.5,9.85613055615203,0.4967320261437908,0.0,0.0,-20.3475830375246,-10.71864803852711,-9.62893499899749,1552.3333333333333,1552.3333333333333,1573.5614406950845,1593.909023732609,0.3475236810278855,0.5096149501640262,-0.1620912691361407,-0.0870264188218862,5.88253895179976,-332.5038020833333,272.5821875640325,290.9135285737857,-18.331341009753142,1564.5,1564.5,1564.5,1564.5,0.0,0.0,0.0,0.0,-8.947700063011736,1222.096886413574,1227.1891403808593,4.0,16.0,-12.0,1488.0,1627.272192,0.0,0.0,42.059141785518,0.0,0.0,0.0,-95.2030478783495,34.04255319148936,49.673202614379086,23.09368191721133,-50.326797385620914,-10.150000000000093,0.0,-1.2765837155419777,-0.670458046329983,-0.6061256692119945,3.509034413441113,7.346600186363153,-3.83756577292204,1582.3897541184283,3.85126162018592,3.7789512745417753,-3.456790123456788,-3.851266497236125,1410.3502197265625,2,1.1115483656944465,-0.1814692412915803,-0.383450506896145,-0.1453049104048887,-9.969794131989502,1.7183493879378062,-2.540418832623331,1.097798201164295,0.2210005030335224,-2.8708239925753816
2021-09-23,1592.0,1580.0,1531.0,1570.0,1410.3502197265625,8388526,-10939066.083965022,22088578,-0.0727699958351587,-1594464919.2248476,7885.771588476927,-146.94544602349697,334614.38202518143,1561.6765810369643,44.0401694345493,1010.9890109890108,1554.857142857143,1632.3347235511997,1477.379562163086,9.965877707798557,0.5977241223022514,0.0,0.0,1554.2857142857142,1618.0,1490.571428571429,8.198529411764701,0.6233183856502239,0.0,0.0,1488.0,1641.0,1564.5,9.840132304299887,0.5359477124183006,0.0,0.0,-19.1244581956064,-12.399810069942967,-6.7246481256634265,1554.857142857143,1554.857142857143,1573.0135267419946,1592.137984937601,0.4096709315955848,0.5291582866442971,-0.1194873550487122,-0.103012485691016,6.7703609194134735,-335.02761160714294,274.65117299122034,288.5903349191335,-13.939161927913176,1564.5,1564.5,1564.5,1564.5,0.0,0.0,0.0,0.0,15.47432550043512,1222.096886413574,1227.1891403808593,4.0,16.0,-12.0,1488.0,1621.70130432,0.0,0.0,43.80275965165933,0.0,0.0,0.0,-93.04369840189106,38.77118644067797,53.59477124183007,38.3442265795207,-46.40522875816993,-13.599999999999907,0.0,-1.2011809514334222,-0.7766026273506708,-0.4245783240827514,-1.4665997666927806,5.583960195751967,-7.050559962444748,1580.944947603127,0.3836317135549771,0.3828977237096964,-3.0864197530864224,-0.3836330801642305,1431.0113525390625,3,-0.6423051904946391,-0.1814692412915803,-0.383450506896145,-0.1453049104048887,4.395605426905746,1.7183493879378062,-0.225219637743379,1.097798201164295,-1.07051391699693,0.4651130598487043
2021-09-27,1594.0,1603.0,1562.0,1593.0,1431.0113525390625,24684380,1704152.9404252227,46772958,0.0097375587476663,-1285578396.4784408,4484.61739772277,514.7063887973983,393799.3517682897,1565.107325463791,52.887076772509126,1010.9890109890108,1559.625,1636.3644129505824,1482.8855870494176,9.8407518410621,0.7174567065133296,0.0,0.0,1558.25,1619.125,1497.375,7.813252045563934,0.7854209445585215,0.0,0.0,1488.0,1641.0,1564.5,9.81005049290695,0.6862745098039216,0.0,0.0,-16.113469123498362,-13.142541880654049,-2.970927242844315,1559.625,1559.625,1576.0883687816877,1592.201837905186,0.4737737936975674,0.5248670459590699,-0.0510932522615024,-0.1119880049736444,7.62879171740766,-339.79546875000005,278.5597987628651,287.3365178995999,-8.776719136734812,1564.5,1564.5,1564.5,1564.5,0.0,0.0,0.0,0.0,71.78658043653999,1222.096886413574,1227.1891403808593,4.0,16.0,-12.0,1488.0,1616.3532521472,0.0,0.0,50.0126988153462,0.0,0.0,0.0,-90.53103636860476,45.67023619655198,68.62745098039215,57.29847494553377,-31.37254901960784,-15.462500000000093,0.0,-1.0120242760615317,-0.823686957092843,-0.1883373189686886,1.7765456545549476,4.822477287512563,-3.045931632957616,1582.4533422928264,1.4649681528662528,1.454341156769523,-1.6666666666666718,-1.4649646962515277,1454.367431640625,0,-0.8316760613929404,-1.208613131542819,-0.383450506896145,1.7657883793145572,3.234886512556073,1.1611658383305894,0.1116096968667506,-2.2772274190212443,-1.313393900417566,2.336461815937355
2021-09-28,1594.0,1638.0,1594.0,1619.0,1454.367431640625,13703975,3572876.804061586,60476933,0.0189329395318956,-1051023861.267235,10756.00327642162,1794.868499750426,585286.4476031683,1568.8756874888686,56.75667060833003,1027.489773252485,1566.2222222222222,1647.6308091445571,1484.8136352998872,10.395534652398052,0.824153629076799,0.0,0.0,1564.7777777777778,1623.7777777777778,1505.7777777777778,7.541006887736988,0.959510357815442,0.0,0.0,1488.0,1641.0,1564.5,9.76872871736663,0.8562091503267973,0.0,0.0,-11.496728749356636,-12.813379254394563,1.316650505037931,1566.2222222222222,1566.2222222222222,1582.6901581998895,1594.1868869492462,0.5341158387865418,0.5087343009929665,0.0253815377935753,-0.1125107368309087,8.478366026009269,-346.3926909722222,283.96811365704696,286.9622507615385,-2.9941371044915286,1564.5,1564.5,1564.5,1564.5,0.0,0.0,0.0,0.0,121.86689714779573,1222.096886413574,1227.1891403808593,4.0,16.0,-12.0,1488.0,1616.3532521472,1.0,0.0,55.93988028882912,0.0,0.0,0.0,-87.6083810965388,50.34807334052358,85.62091503267973,69.28104575163398,-14.379084967320262,-3.255555555555702,0.0,-0.7211656828615386,-0.8031827022465822,0.0820170193850435,-0.5215810029901327,3.753665629412024,-4.2752466324021565,1588.4246418722912,1.6321406151914577,1.618964376758658,-0.0617283950617331,-1.6321379323875789,1482.215087890625,1,0.5891508835462673,-0.986502551034917,-0.383450506896145,0.8278101727552354,-8.430226372213966,-0.0645578984603076,2.011165981424128,-0.532425127716408,0.5401428439743938,1.4354029454092796
2021-09-29,1615.0,1652.0,1616.0,1650.0,1482.215087890625,14702352,16641634.137394918,75179285,0.0818114210664484,-835767179.3719158,4407.4580720146005,2085.1562300020014,505183.2203141679,1573.968209456761,60.30301090638866,1027.489773252485,1574.6,1666.7485756807991,1482.451424319201,11.704378976349451,0.9091218960409336,0.0,0.0,1572.2333333333331,1628.9333333333332,1515.5333333333333,7.21266987512455,1.1857730746619652,1.0,0.0,1488.0,1652.0,1570.0,10.415343579321732,0.9878048780487804,59.4,0.0,-5.275673142842834,-11.30583803208422,6.0301648892413855,1574.6,1574.6,1593.0455184768296,1598.3211916196724,0.5752674467913267,0.5126460826572155,0.0626213641341112,-0.1033512439068522,9.304528490191188,-354.77046875,290.83610427635324,282.82688240455565,8.009221871797592,1570.0,1570.0,1570.0,1570.0,0.0,0.0,0.0,0.0,134.87437185929662,1222.096886413574,1227.1891403808593,40.0,16.0,24.0,1491.0,1616.3532521472,0.0,0.0,61.761716144449935,0.0,0.0,0.0,-84.16497533759899,53.92714051931929,98.78048780487804,84.34295127264998,-1.2195121951219512,14.950000000000044,0.0,-0.3300759053001534,-0.7085613428572964,0.378485437557143,-1.9261503676695944,2.6177024299957004,-4.543852797665295,1599.0151952872127,1.914762198888198,1.896661321699078,1.85185185185186,-1.914760716182016,1488.5032958984375,2,0.5531391237104373,1.6681031069352483,-0.383450506896145,2.0510421083426564,5.36192847094317,1.6534315840327736,3.192710057359648,-0.9741941699896444,0.4706836319418244,3.883493005975837
