Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_FMG.AX_2021-09-15_2023-09-15_Close_percent,ssx_200725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,asx_YAL.AX_2021-09-15_2023-09-15_Close_percent,ssx_000001.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601211.SS_2021-09-15_2023-09-15_Close_percent,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent,asx_RIO.AX_2021-09-15_2023-09-15_Close_percent,asx_WHC.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,18900.0,19150.0,18589.0,19150.0,13921.12109375,1484735,1484735.0,1484735,1.0,0.0,0.0,0.0,1240.0145227064245,18963.0,50.0,1000.0,19150.0,19150.0,19150.0,0.0,0.0,0.0,0.0,18963.0,19524.0,18402.0,5.9167853187786745,0.6666666666666666,0.0,0.0,18589.0,19150.0,18869.5,2.929503916449086,1.0,0.0,0.0,0.0,0.0,0.0,19150.0,19150.0,19150.0,19150.0,0.0,0.0,0.0,-0.5432193225009998,1.0,-8.218000000000757,0.4293226200152502,0.4293226200152502,0.0,18869.5,18869.5,18869.5,18869.5,0.0,0.0,0.0,0.0,0.0,19136.47975,19270.037,4.0,4.0,0.0,15350.0,19150.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19150.0,0.042932262001516,0.0,0.0,0.0,13925.482421875,2,-0.0892225212375112,0.011849263016158641,0.04214988287247215,0.023273769468093203,-0.23118182573579737,0.1096989980035375,0.014860620639189932,-0.07370376615061412,-0.04644842497596355,-0.18687377315723375
2021-09-16,19197.0,19753.0,18961.0,19156.0,13925.482421875,4148079,-620729.3409090908,5632814,-0.1101987995536672,24888474.0,9307923.01689529,9307923.01689529,1937.0895369385253,19203.807140622783,100.0,1000.0,19153.0,19159.0,19147.0,0.0626533702292069,0.75,0.0,0.0,19126.5,19803.0,18450.0,7.07395498392283,0.5218033998521804,0.0,0.0,18589.0,19753.0,19171.0,6.077376912233071,0.4871134020618556,0.0,0.0,0.4786324786327895,0.0957264957265579,0.3829059829062317,19153.0,19153.0,19150.92307692308,19150.444444444445,0.8603104212860311,0.1396895787139689,0.7206208425720622,6.119451697127938e-05,2.064814814814815,-11.218000000000757,0.5860478402690386,0.5076852301421444,0.0783626101268941,19171.0,19171.0,19171.0,19171.0,0.0,0.0,0.0,0.0,66.66666666666666,19136.47975,19270.037,8.0,4.0,4.0,15350.0,19150.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,14.41241685144124,48.71134020618557,74.35567010309279,-51.28865979381443,0.0,0.0,0.0024993283055195,0.0004998656611039,0.0019994626444156,12.631272088098388,2.5262544176196777,10.105017670478713,19156.38346347128,0.0313315926892876,0.0313266853709137,0.0313315926892876,-0.0313288570340688,13158.5498046875,3,3.1986534529700634,1.358690238576003,-0.7067034305538016,0.761694781764561,-2.3255861961670945,2.2541086365454674,1.1982649714469318,-0.9687029527514426,0.9175127519102376,-2.64899768861801
2021-09-17,18977.0,19108.0,18101.0,18101.0,13158.5498046875,4195059,-4815788.340909091,1437755,-0.4900132857749679,-610922343.0,-18063333.555022705,-4377705.269063707,-229739.5579998277,18876.35077752836,50.84950131917914,1000.0,18802.33333333333,19794.18054378909,17810.486122877566,10.5502566396628,0.1464509221077201,0.0,0.0,18896.55555555556,19683.222222222223,18109.88888888889,8.326032375094806,-0.0056497175141253,0.0,1.0,18101.0,19753.0,18927.0,8.78614356374209,0.0,0.0,0.0,-83.31136922589576,-16.58569264859791,-66.72567657729785,18802.33333333333,18802.33333333333,18989.396449704145,19072.70781893004,0.5444352159468439,0.7645348837209303,-0.2200996677740864,-0.0105993938074858,3.2223825681401523,339.4486666666671,-17.733389016062663,-5.572672851926125,-12.160716164136538,18927.0,18927.0,18927.0,18927.0,0.0,0.0,0.0,0.0,-100.00000000000078,19136.47975,19270.037,8.0,12.0,-4.0,15350.0,19150.0,0.0,1.0,0.5253232758620641,0.0,0.0,0.0,-32.2884012539185,8.098006644518273,0.0,49.5704467353952,-100.0,0.0,0.0,-0.4368093404294044,-0.0869619755569977,-0.3498473648724066,20.35384717861882,6.091772969819506,14.262074208799316,19047.13980449929,-5.507412821048241,-5.66487971159475,-5.477806788511752,5.5074042963334335,12783.4423828125,4,11.478257884147894,3.856752419872194,1.578937871536354,0.1096437851641667,5.3030410015474985,2.8825895632038936,-2.535832679376142,3.665448789519303,4.697592421981497,6.774182860392159
2021-09-20,17993.0,17982.0,17178.0,17585.0,12783.4423828125,2531230,-4784305.380710086,-1093475,-0.3871078168626061,-710235534.0,-32541412.672890257,-13765607.73700589,-303196.2626836392,18611.19049349024,39.63906523193902,971.4932876636648,18498.0,19857.86984671328,17138.130153286722,14.702885141239896,0.1643061090711493,0.0,0.0,18567.833333333336,19358.833333333336,17776.833333333336,8.52011094455465,-0.1212600084281515,0.0,1.0,17178.0,19753.0,18465.5,13.920423829603202,0.1580582524271844,0.0,0.0,-189.1717823080689,-51.102910580492114,-138.06887172757683,18498.0,18498.0,18773.335457441968,18962.50723975004,0.4293005103572501,1.1320924647253077,-0.7027919543680576,-0.0332302122548968,4.37395869850413,643.7819999999992,-33.63229191514141,-12.587577617729943,-21.044714297411463,18465.5,18465.5,18465.5,18465.5,0.0,0.0,0.0,0.0,-117.68098647573616,19136.47975,19270.037,8.0,16.0,-8.0,15350.0,19753.0,0.0,0.0,0.3447103617079108,0.0,0.0,0.0,-63.78808723696974,18.07265085559892,15.805825242718448,21.50572181630133,-84.19417475728156,0.0,0.0,-0.9976095455959472,-0.2690914895647877,-0.7285180560311596,19.54006912057344,8.781432199970293,10.758636920603148,18964.56905480221,-2.850671233633506,-2.892091943846964,-8.172323759791123,2.850674484975343,12612.609375,0,3.7328096109586255,3.856752419872194,1.578937871536354,0.1096437851641667,5.199998166555162,2.8825895632038936,-2.535832679376142,4.162406178238996,3.6032501667742167,4.844289077288053
2021-09-21,18198.0,18009.0,17300.0,17350.0,12612.609375,1194498,-5810326.93501192,-2287973,-0.428692488071024,-648874319.1428572,4421983.125965887,-9218710.021262946,-88119.91325214534,18517.930670651047,35.90925035826902,958.510579525993,18268.4,19792.491650787448,16744.308349212555,16.685551562123077,0.1987057833675896,0.0,0.0,18364.86666666667,19139.466666666667,17590.26666666667,8.435672461547938,-0.1550907995524596,0.0,1.0,17178.0,19753.0,18465.5,14.095377810864662,0.0667961165048543,0.0,0.0,-288.7014873461485,-98.6226259336234,-190.0788614125251,18268.4,18268.4,18554.360771681662,18843.06225902781,0.5596534653465347,1.1022277227722772,-0.5425742574257425,-0.065258967450434,5.491278413909026,873.3819999999978,-45.62699543856466,-19.19546118189689,-26.43153425666777,18465.5,18465.5,18465.5,18465.5,0.0,0.0,0.0,0.0,-84.83100671514974,19136.47975,19270.037,8.0,20.0,-12.0,15350.0,19650.0,0.0,0.0,0.2949705969227523,0.0,0.0,0.0,-75.341119297682,16.138613861386137,6.679611650485437,7.49514563106796,-93.32038834951456,0.0,0.0,-1.5321367799855887,-0.5217005476489479,-1.010436232336641,13.915195719478508,9.808184903871936,4.107010815606571,18908.22908807674,-1.3363662212112604,-1.3453759533078369,-9.399477806788514,1.336361542507419,12758.0009765625,1,-0.3401381667985816,3.856752419872194,1.578937871536354,0.1096437851641667,-2.1097227149000446,2.8825895632038936,-2.535832679376142,-0.5862040836891254,-0.4934922561434405,-3.636356428198013
2021-09-22,17400.0,17781.0,17518.0,17550.0,12758.0009765625,1309565,-6801214.52056325,-978408,-0.4575885461121305,-518761844.9795919,-100415.0233092668,-7395051.02167221,-867.0176409518554,18438.49266147827,41.922102907742925,958.510579525993,18148.666666666668,19639.4497569324,16657.883576400942,16.428568749943718,0.2992106730429985,0.0,0.0,18240.11111111112,18929.444444444445,17550.777777777777,7.558433489074757,-0.0005641521598965,0.0,1.0,17178.0,19753.0,18465.5,14.188370128200416,0.1444660194174757,0.0,0.0,-347.4361395857122,-148.38532866404117,-199.05081092167103,18148.666666666668,18148.666666666668,18399.843729884487,18747.2798694702,0.6132856184298815,1.1057928874972045,-0.4925072690673228,-0.1000822556044114,6.472475182723258,993.1153333333314,-51.88207311802697,-24.643229837918568,-27.238843280108405,18465.5,18465.5,18465.5,18465.5,0.0,0.0,0.0,0.0,-63.34913112164328,19136.47975,19270.037,8.0,20.0,-12.0,15350.0,19551.12,0.0,0.0,11.940812257255956,0.0,0.0,0.0,-73.77351382385146,19.0561395660926,14.446601941747574,12.310679611650484,-85.55339805825243,-116.73333333333358,0.0,-1.8532616038421088,-0.7880127588875802,-1.0652488449545283,9.614148046264624,9.769377532350475,-0.1552294860858509,18884.30161633835,1.1527377521613813,1.146144351900702,-8.355091383812008,-1.1527479940089762,12917.2001953125,2,-4.203384106516253,2.578798189543264,3.030308834685428,0.8781592698958605,0.0,2.9681705937382645,1.3978486347405408,-2.4105968826433326,-2.67475211934547,-1.7543926761165096
2021-09-23,17944.0,17888.0,17600.0,17769.0,12917.2001953125,1439864,-6551238.131674361,461456,-0.4018417516053372,-399605836.2682217,1890178.5168599256,-5847512.765250187,33063.38381930589,18377.89189494223,47.39077000455168,958.510579525993,18094.42857142857,19499.96979190166,16688.887350955483,15.535624293684124,0.3842337148536145,0.0,0.0,18170.42857142857,18802.42857142857,17538.428571428572,6.956357661192046,0.1824141048824585,0.0,0.0,17178.0,19753.0,18465.5,14.230899803412257,0.2295145631067961,0.0,0.0,-372.0238455900908,-193.1130320492511,-178.91081354083968,18094.42857142857,18094.42857142857,18302.7908483638,18674.81469395389,0.6471199833645248,1.065710126845498,-0.4185901434809732,-0.1329069158378495,7.370752062638109,1047.3534285714268,-54.71556559213912,-28.93927780280722,-25.776287789331896,18465.5,18465.5,18465.5,18465.5,0.0,0.0,0.0,0.0,-44.78351476996188,19136.47975,19270.037,8.0,20.0,-12.0,15350.0,19456.1952,0.0,0.0,22.601498681891783,0.0,0.0,0.0,-67.00817197518204,22.2707423580786,22.95145631067961,14.692556634304204,-77.04854368932038,-361.92857142857247,0.0,-1.9921153258379387,-1.028833272277652,-0.9632820535602868,6.561634118250871,9.127828849530555,-2.566194731279684,18845.59857731608,1.2478632478632568,1.2401416051062597,-7.211488250652742,-1.2478382706073037,12949.9140625,3,-1.040987824745642,0.5882314122034984,0.5514672511058194,0.0,-4.958673937967475,1.668518818306964,-2.508179078460884,0.7242738047048363,-0.6003846832946635,-7.241366960852048
2021-09-27,17775.0,18002.0,17653.0,17814.0,12949.9140625,952845,-6624953.9339666255,1414301,-0.3839245436100241,-336393856.0870472,3058367.3105279454,-4575244.182996169,20380.61403989373,18347.2515496896,50.48822663714076,960.938007973214,18059.375,19387.15809128412,16731.591908715884,14.70464056795007,0.4075997421526529,0.0,0.0,18127.0,18723.625,17530.375,6.582721906548243,0.2376911795516446,0.0,0.0,17178.0,19753.0,18465.5,14.258522235680914,0.2469902912621359,0.0,0.0,-383.4583862420696,-231.1821028878148,-152.27628335425476,18059.375,18059.375,18227.592256307827,18611.050642549897,0.6812718107793718,1.039162466072121,-0.3578906552927492,-0.1623205279270744,8.231467198550588,1082.4069999999992,-56.54682515974737,-32.390221222424735,-24.15660393732264,18465.5,18465.5,18465.5,18465.5,0.0,0.0,0.0,0.0,-35.11406295119836,19136.47975,19270.037,8.0,20.0,-12.0,15350.0,19365.067392,0.0,0.0,24.62086326782557,0.0,0.0,0.0,-62.01373010238157,25.55086122134207,24.699029126213592,20.699029126213592,-75.30097087378641,-469.7125000000015,0.0,-2.0603801129065755,-1.235142640403437,-0.8252374725031388,1.8762486858636924,7.677512816797183,-5.8012641309334905,18827.37571971256,0.2532500422083306,0.2529299046740263,-6.97650130548303,-0.253258188251749,12758.0009765625,0,-2.6727522362141087,-1.219520149413427,-1.149428104206763,0.0,-0.7873840634360363,-1.2680116992191586,1.6189978719937983,0.0,-1.1476981577953609,2.539700900377369
2021-09-28,18000.0,18045.0,17472.0,17550.0,12758.0009765625,1590381,-7782351.625066102,-176080,-0.4129388683389476,-348317674.3603261,-2486008.069764416,-4314089.668842199,-21156.055371257968,18291.703606488205,46.001621742016,960.938007973214,18002.777777777777,19294.916324796384,16710.63923075917,14.354879707659263,0.3247951897950548,0.0,0.0,18078.33333333333,18672.33333333333,17484.333333333332,6.571402231031621,0.0552749719416396,0.0,0.0,17178.0,19753.0,18465.5,14.30334824872705,0.1444660194174757,0.0,0.0,-409.1070048583824,-266.7670832819283,-142.33992157645412,18002.777777777777,18002.777777777777,18123.347293798928,18532.45429865731,0.6815564473913802,1.02774384924097,-0.3461874018495898,-0.1906295471829129,9.133763333945229,1139.004222222222,-59.503562532590834,-35.40281470133208,-24.10074783125875,18465.5,18465.5,18465.5,18465.5,0.0,0.0,0.0,0.0,-47.58283541553491,19136.47975,19270.037,8.0,20.0,-12.0,15350.0,19277.58469632,0.0,0.0,21.136720894474976,0.0,0.0,0.0,-60.120644588757685,24.34963159892992,14.446601941747574,20.699029126213592,-85.55339805825243,-389.3111111111102,0.0,-2.207516599072485,-1.4296174321372463,-0.7778991669352386,0.9410069497123382,6.330211643380214,-5.389204693667876,18807.44844497322,-1.4819804648029675,-1.493071509780286,-8.355091383812008,1.4819641660266851,12945.16796875,1,5.587298893184737,0.0,1.515158416493108,-0.1108593400830955,-3.906258373143018,-2.276597864833164,-1.6456407608933148,2.253472022673833,2.9859758539713823,-6.514654905908571
2021-09-29,15575.0,15900.0,15350.0,15700.0,12945.16796875,2192155,-7184491.170520647,-2368235,-0.341494002114544,-877913256.5945653,-53528377.32733315,-9782343.853118973,-254651.0018328041,18016.444045797947,41.50385166220797,960.938007973214,17772.5,19619.568650592068,15925.431349407932,20.78569307179145,-0.0610240851999928,0.0,1.0,17835.5,18425.1,17245.9,6.611533178211977,-1.3109735413839936,0.0,1.0,15350.0,19753.0,17551.5,24.774229849486566,0.0794912559618442,793.1,0.0,-572.1182359126615,-327.8373138080749,-244.28092210458647,17772.5,17772.5,17750.524633214478,18322.64286912714,0.6907073509015257,1.082461228092296,-0.3917538771907703,-0.2356801752231776,10.061138832045335,1369.2819999999992,-71.53367434651588,-43.39870325316887,-28.13497109334701,17551.5,17551.5,17551.5,17551.5,0.0,0.0,0.0,0.0,-228.8601497460599,19136.47975,19270.037,8.0,40.0,-32.0,15350.0,19193.6013084672,0.0,0.0,10.22116933540842,0.0,0.0,0.0,-66.13903927117484,24.12761909236493,7.94912559618442,15.698252221381862,-92.05087440381558,-546.0999999999985,0.0,-3.1224656835758995,-1.7681870824249772,-1.3542786011509222,2.918012791619009,5.647771873027974,-2.729759081408965,18560.153453649564,-10.541310541310544,-11.139323755761232,-18.01566579634465,-1.4670557913527489,13277.455078125,2,0.4707493594965513,0.3012067602210777,3.269217598310931,0.1107365782432339,-2.2556558859402145,-1.0016817589493598,2.104693874466108,1.3018574658669309,0.5950539326084794,0.0
