Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_NST.AX_2021-09-15_2023-09-15_Close_percent,asx_EVN.AX_2021-09-15_2023-09-15_Close_percent,asx_NCM.AX_2021-09-15_2023-09-15_Close_percent,ssx_601899.SS_2021-09-15_2023-09-15_Close_percent,ssx_601601.SS_2021-09-15_2023-09-15_Close_percent,ssx_000001.SZ_2021-09-15_2023-09-15_Close_percent,jpx_6098.T_2021-09-15_2023-09-15_Close_percent,ssx_601328.SS_2021-09-15_2023-09-15_Close_percent,asx_TCL.AX_2021-09-15_2023-09-15_Close_percent,ssx_200596.SZ_2021-09-15_2023-09-15_Close_percent
2021-09-15,22303.0,22626.0,22231.0,22471.0,21670.39453125,1640160,352945.8227848101,1640160,0.2151898734177215,0.0,0.0,0.0,-505477.3653697856,22442.666666666668,50.0,1000.0,22471.0,22471.0,22471.0,0.0,0.0,0.0,0.0,22442.666666666668,22837.666666666668,22047.666666666668,3.5200807984790874,0.535864978902952,0.0,0.0,22231.0,22626.0,22428.5,1.7578211917582662,0.6075949367088608,0.0,0.0,0.0,0.0,0.0,22471.0,22471.0,22471.0,22471.0,0.0,0.0,0.0,-30.22592474554644,1.0,10187.262,-311.93521565844503,-311.93521565844503,0.0,22428.5,22428.5,22428.5,22428.5,0.0,0.0,0.0,0.0,0.0,32676.58794921875,32614.149,4.0,4.0,0.0,21397.0,22626.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.75949367088607,60.75949367088607,-39.24050632911393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22471.0,-31.19352156584449,0.0,0.0,0.0,20758.09765625,2,-0.09155681064575757,-0.04477351352558033,-0.05532868355891656,-0.041768209765549826,-0.03697636627408086,0.1096989980035375,0.0269390911577781,-0.0786032138883417,-0.013462454692733446,-0.07467966321395325
2021-09-16,22344.0,22630.0,21356.0,21525.0,20758.09765625,5110500,-3401707.23843968,-3470340,-0.5039073569754187,-4834533000.0,-10856608.942373544,-10856608.942373544,-726769.0952043468,21984.15453600093,0.0,1000.0,21998.0,22944.0,21052.0,8.60078188926266,0.25,0.0,0.0,22139.833333333336,22974.333333333336,21305.333333333336,7.538448798922002,0.1316157379668449,0.0,0.0,21356.0,22630.0,21993.0,5.791435585053187,0.1326530612244898,0.0,0.0,-75.46438746438798,-15.092877492877598,-60.37150997151039,21998.0,21998.0,22325.46153846154,22400.925925925927,0.0340988860859623,0.1085353015768726,-0.0744364154909103,-0.0082224033198344,2.326948112330296,10660.262,-326.4185338460448,-319.1768747522449,-7.24165909379991,21993.0,21993.0,21993.0,21993.0,0.0,0.0,0.0,0.0,-66.66666666666707,32676.58794921875,32614.149,4.0,8.0,-4.0,21397.0,22626.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,10.12582384661474,13.26530612244898,37.012399896667525,-86.73469387755102,0.0,0.0,-0.3368806616026909,-0.0673761323205381,-0.2695045292821527,14.591661223110709,2.918332244622142,11.673328978488566,22089.29602617295,-4.209870499755242,-4.301053867600047,-4.209870499755242,4.209876630000494,20892.146484375,3,1.2422192810971069,1.259444530514486,0.1627308912983096,3.559043006716678,0.6814833759020331,2.2541086365454674,0.1866213861955117,0.6607873750457003,-1.224788726696275,0.2807767207542184
2021-09-17,21653.0,22191.0,21397.0,21664.0,20892.146484375,4126029,-4752799.858087035,655689,-0.4369712012623543,-4061954281.2857146,-3829493.200362867,-7343051.071368205,-188501.1563499219,21895.581835244164,0.0,1006.4576074332172,21886.666666666668,22720.79588660537,21052.53744672796,7.622259091733532,0.3665274747939954,0.0,0.0,22010.11111111112,22831.11111111112,21189.11111111112,7.460207682327819,0.2892136960346448,0.0,0.0,21356.0,22630.0,21993.0,5.820895522388059,0.2417582417582417,0.0,0.0,-122.64059544971316,-36.60242108424471,-86.03817436546844,21886.666666666668,21886.666666666668,22223.69822485208,22346.338820301786,0.0987574330174109,0.2003159277492541,-0.1015584947318431,-0.020377329821806,3.6441975215971016,10771.595333333333,-329.8275742087357,-322.7271079044085,-7.100466304327199,21993.0,21993.0,21993.0,21993.0,0.0,0.0,0.0,0.0,-59.97945029540205,32676.58794921875,32614.149,4.0,8.0,-4.0,21397.0,22626.0,0.0,1.0,13.661892726762131,0.0,0.0,0.0,-99.67401118681036,17.70198944376776,24.17582417582417,32.733541323053075,-75.82417582417582,0.0,0.0,-0.5488173988407149,-0.1636643856245735,-0.3851530132161413,19.97957622533757,6.330581040765228,13.648995184572346,21939.65873839281,0.6457607433217216,0.6436846416068676,-3.5912954474656256,-0.6457664394147429,21023.30078125,4,2.830186797409965,3.316330571704654,3.096983514328116,2.7002622448917606,1.8779352563114031,2.8825895632038936,-1.395081274156084,0.221731661382293,-0.9252636200509272,0.0804604287959733
2021-09-20,21777.0,22039.0,21605.0,21800.0,21023.30078125,2483507,-5004583.977902703,3139196,-0.3745891136554211,-3433424105.102041,489308.0631542411,-4732264.693194057,42234.97679560883,21880.5406346833,21.20270153977954,1012.7758420441348,21865.0,22591.265791566697,21138.734208433303,6.643181262901413,0.45525054273878,0.0,0.0,21961.25,22685.5,21237.0,6.595708349934544,0.3886779426993441,0.0,0.0,21356.0,22630.0,21993.0,5.826663617653784,0.3485086342229199,0.0,0.0,-147.3553954900708,-58.75301596540993,-88.60237952466088,21865.0,21865.0,22158.51388256714,22305.86927805721,0.145097222099761,0.23891541528047,-0.093818193180709,-0.0334277405133999,4.827098286951577,10793.262,-330.491010207463,-324.66808348017213,-5.822926727290849,21993.0,21993.0,21993.0,21993.0,0.0,0.0,0.0,0.0,-40.59777277710402,32676.58794921875,32614.149,4.0,8.0,-4.0,21397.0,22630.0,0.0,0.0,24.52650263421266,0.0,0.0,0.0,-99.0852732239649,21.78115291681049,34.850863422291994,24.09733124018838,-65.149136577708,0.0,0.0,-0.6606126560376988,-0.2630540397071986,-0.3975586163305002,18.258761028599324,8.716217038332047,9.542543990267276,21889.42068170185,0.6277695716395915,0.6258073065179559,-2.9860709358728976,-0.6277684151462779,21969.349609375,0,1.186630708029398,2.1108171013550816,1.8082419486251808,2.7002622448917606,1.8779352563114031,2.8825895632038936,-1.395081274156084,0.221731661382293,0.0,0.0804604287959733
2021-09-21,22100.0,22819.0,21885.0,22781.0,21969.349609375,1746783,-3399937.496103988,4885979,-0.2250574053292844,-2698135786.80175,28338952.23390656,3535539.5385810966,94195.93625553914,21951.589066903005,31.705141218696056,1058.350754936121,22048.2,23027.46780810971,21068.93219189029,8.882972833244537,0.8741570967264457,0.0,0.0,22068.0,22834.2,21301.8,6.9439912996193645,0.9652832158705296,0.0,0.0,21356.0,22819.0,22087.5,6.635462305312906,0.974025974025974,0.0,0.0,-86.78316879245904,-64.35904653081975,-22.424122261639283,22048.2,22048.2,22254.28097755681,22341.06414634927,0.221532976653292,0.2325020852060278,-0.0109691085527358,-0.0379276679727016,6.07324171523069,10610.061999999998,-324.8814036705321,-324.71074751824415,-0.170656152287961,22087.5,22087.5,22087.5,22087.5,0.0,0.0,0.0,0.0,88.77338877338865,32676.58794921875,32614.149,20.0,8.0,12.0,21397.0,22630.0,1.0,0.0,61.83430083729554,0.0,0.0,0.0,-96.24541255913304,41.16445352400409,97.4025974025974,52.14309500023786,-2.5974025974025974,0.0,0.0,-0.3884468896556129,-0.2881326096968815,-0.1003142799587314,14.303997244143526,9.833773079494344,4.470224164649181,22094.908615225067,4.499999999999993,4.401688541677373,1.3795558720128165,-4.500001393543059,22167.044921875,1,-0.982535794999592,-0.808625838207476,-0.7708806088828624,2.7002622448917606,1.8779352563114031,2.8825895632038936,0.9503493599505362,0.221731661382293,0.0,0.0804604287959733
2021-09-22,22960.0,23249.0,22672.0,22986.0,22167.044921875,720232,-3336277.475306761,5606211,-0.210793770001977,-2291595308.6872144,48748805.94030813,12578192.818926502,85086.4061513981,21997.887300443097,35.333797026745245,1067.8745644599303,22204.5,23339.28265172969,21069.71734827031,10.221195268794064,0.844339067401498,0.0,0.0,22218.166666666668,22952.83333333333,21483.5,6.613206910261117,1.0225725952813076,1.0,0.0,21356.0,23249.0,22302.5,8.5252989258934,0.8610670892762811,0.0,0.0,-21.984037689861,-55.88404476262801,33.90000707276701,22204.5,22204.5,22366.85313485576,22388.83717254562,0.3066381866296112,0.2333864958855819,0.0732516907440292,-0.0346439033107672,7.240437635423607,10453.762,-320.09547844279035,-323.9415360056685,3.846057562878173,22302.5,22302.5,22302.5,22302.5,0.0,0.0,0.0,0.0,119.92546253161174,32676.58794921875,32614.149,24.0,8.0,16.0,21425.44,22630.0,0.0,0.0,65.65496325311837,0.0,0.0,0.0,-93.43006115879146,42.866681504562656,86.1067089276281,72.78672325083916,-13.893291072371897,-40.70000000000073,0.0,-0.0981919584319412,-0.2501444794438934,0.1519525210119522,7.254877786803479,9.31799402095617,-2.063116234152692,22313.1788871015,0.8998727009349894,0.8958479734749503,2.2918428196341933,-0.8998687535822114,21484.271484375,2,-0.3243144915045093,-1.6042856500930895,-0.5949739735990818,0.9250727410245788,1.7298476747187834,2.9681705937382645,0.5298616959088065,1.1111159201954877,0.0,4.569241151757581
2021-09-23,22850.0,22901.0,22125.0,22278.0,21484.271484375,824853,-3835866.276853153,4781358,-0.2303538033995757,-2047652539.446184,-42099622.59942074,3465223.5825352944,-18925.42086113127,22019.522982996783,33.35155995166541,1067.8745644599303,22215.0,23266.86310896428,21163.13689103572,9.469845680524694,0.5299468626017473,0.0,0.0,22249.09523809524,22989.666666666668,21508.523809523813,6.657092530247341,0.5195151748971178,0.0,0.0,21356.0,23249.0,22302.5,8.521269412559082,0.4870575805599577,0.0,0.0,-27.443589815284213,-50.19595377315925,22.75236395787504,22215.0,22215.0,22353.18342180103,22380.62701161632,0.3043624240897497,0.2933785996884753,0.0109838244012743,-0.0323731782305566,8.408144324155042,10443.262,-319.7739671510994,-323.3461690264444,3.5722018753449447,22302.5,22302.5,22302.5,22302.5,0.0,0.0,0.0,0.0,32.19444837841646,32676.58794921875,32614.149,24.0,8.0,16.0,21498.3824,22630.0,0.0,0.0,47.84191995257831,0.0,0.0,0.0,-91.17774775622485,38.83078072469182,48.70575805599577,77.40502146207376,-51.29424194400423,22.15714285714057,0.0,-0.1226220775720003,-0.2246399990695148,0.1020179214975145,1.572691867728293,7.768933590310596,-6.196241722582302,22304.1442021246,-3.080135734795097,-3.1285690523569443,-0.858884784833791,3.08012836129646,22082.1796875,3,1.4008521135334036,1.05264079398097,-0.0422552144131742,1.213822388244708,-1.4981239390316858,1.668518818306964,0.5298616959088065,-1.1236004233790453,0.4409415138285908,-2.299091812965486
2021-09-27,23100.0,23604.0,22860.0,22898.0,22082.1796875,1377244,-5072424.061799389,6158602,-0.2813432474390802,-1633146279.5253007,38841047.773669735,8518912.752697358,12922.310043310474,22103.638442751104,39.21899417371895,1067.8745644599303,22300.375,23383.058211978463,21217.691788021537,9.710000051375486,0.7759925495232894,0.0,0.0,22358.041666666668,23099.041666666668,21617.041666666668,6.628487512882203,0.8643443544759326,0.0,0.0,21356.0,23604.0,22480.0,10.08054797284799,0.6859430604982206,0.0,0.0,18.05042022679117,-36.54667897316917,54.59709919996035,22300.375,22300.375,22437.001356908564,22418.950936681773,0.3687113090974759,0.2725543675655635,0.0961569415319123,-0.0254184038803269,9.559031687894398,10357.887,-317.15977414842223,-322.5728696666916,5.413095518269358,22480.0,22480.0,22480.0,22480.0,0.0,0.0,0.0,0.0,121.64593873837951,32676.58794921875,32614.149,24.0,8.0,16.0,21568.407104,22630.0,0.0,0.0,58.46845665066007,0.0,0.0,0.0,-87.82040816631982,41.85523429785502,68.59430604982207,67.80225767781532,-31.405693950177938,189.02500000000143,0.0,0.0805141162839032,-0.1636091759988312,0.2441232922827344,-0.8294052679021373,6.049265818668049,-6.878671086570186,22458.450365234887,2.7830146332704864,2.744992607862251,1.900226959191853,-2.783004318111708,22056.142578125,0,1.484007771103677,1.108029421489675,1.1260248482902568,2.0309484233126938,-1.992612791380324,-1.2680116992191586,0.6306912370986595,0.4464329451691071,-0.5693867364386591,-4.081629990105995
2021-09-28,22903.0,23179.0,22406.0,22871.0,22056.142578125,1139533,-4840979.455072352,5019069,-0.2525441916426951,-1404235009.7359722,-29813397.242554624,3727374.00329086,36985.23051247361,22146.144834091258,36.588661429756456,1066.615388407855,22363.777777777777,23445.718329760504,21281.83722579505,9.675829931182909,0.7344039241771207,0.0,0.0,22409.222222222223,23153.777777777777,21664.666666666668,6.645081638016087,0.8101029697060141,0.0,0.0,21356.0,23604.0,22480.0,10.051968957739202,0.673932384341637,0.0,0.0,51.334326439504366,-18.970477890634463,70.30480433013884,22363.777777777777,22363.777777777777,22503.77037892263,22452.436052483125,0.3706550122039921,0.3290199483427815,0.0416350638612106,-0.0158054443588368,10.699883927625985,10294.48422222222,-315.21837329317225,-321.7557034029672,6.537330109794937,22480.0,22480.0,22480.0,22480.0,0.0,0.0,0.0,0.0,67.29364499634781,32676.58794921875,32614.149,24.0,8.0,16.0,21690.54267776,22630.0,0.0,0.0,57.91508285492017,0.0,0.0,0.0,-85.05362210069579,47.78302986139871,67.3932384341637,61.564434179993846,-32.6067615658363,338.05555555555475,0.0,0.2286358875246726,-0.0851601632941304,0.3137960508188031,-3.8637981039818303,4.066653034138073,-7.930451138119904,22556.11525256568,-0.1179142283168843,-0.1179838018398271,1.780072092919771,0.1179100511972564,21959.705078125,1,4.28737323815264,6.442571829819698,2.7157265697038184,-0.888450437281918,-0.8321399839340415,-2.276597864833164,0.225678777133055,-0.6726400581019334,1.981588887552676,0.0098021916164583
2021-09-29,22515.0,23017.0,22474.0,22771.0,21959.705078125,1118959,-4735883.858387269,3900110,-0.2334350623718327,-1219615136.9165475,-2280780.61841408,3059801.2675458663,-6236.151102633427,22179.67064805778,34.333941227803905,1061.9517734001693,22404.5,23459.59933181668,21349.400668183323,9.418637611343048,0.67368032987423,0.0,0.0,22443.7,23168.1,21719.3,6.455263615179312,0.7259110988404205,0.0,0.0,21356.0,23604.0,22480.0,10.033698587337366,0.6294483985765125,799.6,0.0,68.84924639032761,-1.4065330344420524,70.25577942476966,22404.5,22404.5,22544.88262831915,22476.03338192882,0.3933823460076185,0.3582153398924422,0.0351670061151762,-0.0056633355489716,11.770685671089373,10253.762,-313.9714538391541,-321.98195208971265,8.010498250558555,22480.0,22480.0,22480.0,22480.0,0.0,0.0,0.0,0.0,53.34823347373841,32676.58794921875,32614.149,24.0,8.0,16.0,21805.3501170944,22630.0,0.0,0.0,55.808314505421336,0.0,0.0,0.0,-82.76110860496703,49.79147128236087,62.944839857651246,66.31079478054568,-37.055160142348754,385.4000000000015,0.0,0.3063229406203132,-0.0068635425112417,0.3131864831315549,-6.449372632410745,1.9634479008283097,-8.412820533239055,22608.414541198978,-0.4372349263259134,-0.4381935936693892,1.3350540696898117,0.4372364735057772,22925.041015625,2,-2.905584171569089,-4.191609300361378,-1.8910406707710763,1.956944567321031,-0.4305672876848945,-1.0016817589493598,3.702120578958088,0.0,1.0108359228088233,-0.500054814589916
