Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_FMG.AX_2021-09-15_2023-09-15_Close_percent,asx_RIO.AX_2021-09-15_2023-09-15_Close_percent,ssx_601899.SS_2021-09-15_2023-09-15_Close_percent,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,asx_BSL.AX_2021-09-15_2023-09-15_Close_percent,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,ssx_601919.SS_2021-09-15_2023-09-15_Close_percent,ssx_601211.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,25199.0,24400.0,23585.5,23706.0,17881.396484375,568253,-400114.2977286679,568253,-0.7041129527317372,0.0,0.0,0.0,-3399.30581962082,23897.166666666668,50.0,1000.0,23706.0,23706.0,23706.0,0.0,0.0,0.0,0.0,23897.166666666668,24711.666666666668,23082.666666666668,6.816707698960127,0.3826478412113764,0.0,0.0,23585.5,24400.0,23992.75,3.4358390280941538,0.1479435236341313,0.0,0.0,0.0,0.0,0.0,23706.0,23706.0,23706.0,23706.0,0.0,0.0,0.0,-1.6582893087051829,1.0,142.77400000000125,-5.986638977752116,-5.986638977752116,0.0,23992.75,23992.75,23992.75,23992.75,0.0,0.0,0.0,0.0,0.0,23908.7085,24082.6555,4.0,4.0,0.0,17895.0,24400.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14.794352363413138,14.794352363413138,-85.20564763658686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23706.0,-0.598663897775209,0.0,0.0,0.0,16805.767578125,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,23700.0,23799.0,22211.0,22280.0,16805.767578125,827341,-1155557.9060410105,-259088,-0.8280043522980255,-1179788266.0,-189588936.12186512,-189588936.12186512,-53169.42180470077,23225.003556311265,0.0,1000.0,22993.0,24419.0,21567.0,12.403775061975384,0.25,0.0,0.0,23330.25,24531.5,22129.0,10.297789350735632,0.0628511966701352,0.0,0.0,22211.0,24400.0,23305.5,9.520288783542815,0.0315212425765189,0.0,0.0,-113.75498575498204,-22.75099715099641,-91.00398860398565,22993.0,22993.0,23486.615384615387,23600.37037037037,0.0888657648283038,0.911134235171696,-0.8222684703433922,-0.0117487397705222,2.1463853141559426,855.7740000000013,-35.88335400385786,-20.934996490804988,-14.948357513052873,23305.5,23305.5,23305.5,23305.5,0.0,0.0,0.0,0.0,-66.66666666666667,23908.7085,24082.6555,4.0,8.0,-4.0,17895.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,2.87200832466181,3.152124257651896,8.973238310532517,-96.84787574234812,0.0,0.0,-0.4820050870803212,-0.0964010174160642,-0.385604069664257,3.518286652970356,0.7036573305940712,2.814629322376285,23509.34322650006,-6.0153547625073855,-6.2038765598225964,-6.0153547625073855,6.015351805379964,16252.8671875,3,3.1986534529700634,0.9175127519102376,3.559043006716678,-0.9687029527514426,-0.7067034305538016,-0.0808567381525904,-0.7142902455951656,0.761694781764561,5.542723018994352,1.1982649714469318
2021-09-17,22100.0,22375.0,21352.0,21547.0,16252.8671875,1293747,-1956087.574662712,-1552835,-0.7273482889163968,-1146720878.142857,-90261426.69316337,-139925181.40751424,-92331.07573400652,22519.279942248555,0.0,1000.0,22511.0,24303.830908554028,20718.16909144597,15.928487482155637,0.231151444511436,0.0,0.0,22806.166666666668,23948.0,21664.33333333333,10.013373575860337,-0.0513793606772728,0.0,1.0,21352.0,24400.0,22876.0,13.540047088090269,0.0639763779527559,0.0,0.0,-260.05584370256474,-70.21196646131008,-189.84387724125463,22511.0,22511.0,23188.21301775148,23448.26886145405,0.1102028900890381,1.3533790687490876,-1.2431761786600497,-0.0368839241380594,3.2697494915905323,1337.7740000000013,-56.09403653202472,-32.6546765045449,-23.43936002747981,22876.0,22876.0,22876.0,22876.0,0.0,0.0,0.0,0.0,-96.07393828292082,23908.7085,24082.6555,4.0,12.0,-8.0,17895.0,24400.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,7.706904101591008,6.397637795275591,8.114704805446875,-93.6023622047244,0.0,0.0,-1.1090620174953012,-0.2989332174319117,-0.8101288000633895,11.540438552656868,2.871013575006631,8.669424977650237,23294.16066976772,-3.289946140035904,-3.345281933698629,-9.107398970724711,3.2899442887968746,15882.5078125,4,11.478257884147894,4.697592421981497,2.7002622448917606,3.665448789519303,1.578937871536354,1.6764324819191927,4.046719933027376,0.1096437851641667,-1.1247004635723243,-2.535832679376142
2021-09-22,21305.0,21900.0,21393.0,21461.0,16187.9970703125,425210,-1775494.1265101563,-1778989,-0.3495959748995278,-764571862.9529365,33624326.80322664,-54552227.55538944,8369.624290007307,21815.868655278064,23.80042672126224,1019.2344224924012,21854.0,23698.863499918985,20009.13650008101,16.88353161818418,0.3934880548026295,0.0,0.0,21998.416666666668,23078.166666666668,20918.666666666668,9.816615589758351,0.2511383807980237,0.0,0.0,19789.0,24400.0,22094.5,21.099112290656173,0.3626111472565604,0.0,0.0,-573.8934782436882,-286.98991428664766,-286.9035639570405,21854.0,21854.0,22412.40124106838,22986.294719312067,0.5045871559633027,1.1612260863380983,-0.6566389303747956,-0.1591474809469585,6.605696911118492,1994.7740000000013,-83.64262246772103,-55.549983407952176,-28.09263905976885,22094.5,22094.5,22094.5,22094.5,0.0,0.0,0.0,0.0,-31.06619947440872,23908.7085,24082.6555,4.0,16.0,-12.0,17895.0,23982.316864,0.0,0.0,16.317356506029483,0.0,0.0,0.0,-99.3132648455734,30.41035488229856,36.26111472565604,30.535675558447195,-63.73888527434396,-384.4249999999993,0.0,-2.4966767600065976,-1.2404669325269468,-1.2562098274796507,8.959047015157315,7.632378570693319,1.326668444463996,22630.75314474133,1.8363860681408275,1.8197281262008147,-9.470176326668357,-1.836377385326856,16012.24609375,2,-4.203384106516253,-2.67475211934547,0.9250727410245788,-2.4105968826433326,3.030308834685428,1.8488137008711192,-0.928478917399488,0.8781592698958605,-2.030944492654484,1.3978486347405408
2021-09-23,21378.0,21847.0,21001.0,21228.0,16012.24609375,565368,-2037461.3321839152,-2344357,-0.3609914425569621,-674165988.8168029,-33294243.74920405,-51009230.25435854,1670.3515407731338,21770.07061802849,21.17075832851636,1019.2344224924012,21764.571428571428,23527.8760719346,20001.266785208256,16.203440064511398,0.3478506165707082,0.0,0.0,21907.023809523813,22953.38095238096,20860.666666666668,9.552709231112006,0.1755296152183305,0.0,0.0,19789.0,24400.0,22094.5,21.18580655324512,0.3120798091520277,0.0,0.0,-625.8650005102973,-354.7649315313776,-271.10006897891964,21764.571428571428,21764.571428571428,22230.185665519395,22856.05066602969,0.5080302164667048,1.1506379737192916,-0.6426077572525868,-0.2004144791978245,7.595682104741313,2084.2025714285737,-87.39244086209933,-60.09890590140177,-27.293534960697563,22094.5,22094.5,22094.5,22094.5,0.0,0.0,0.0,0.0,-44.9506905002888,23908.7085,24082.6555,4.0,16.0,-12.0,17895.0,23814.58418944,0.0,0.0,14.814858837373308,0.0,0.0,0.0,-98.76553264237565,30.02602678854821,31.20798091520277,31.779079013952146,-68.79201908479722,-608.25,0.0,-2.7382902219432985,-1.540031590410217,-1.1982586315330814,6.433719590367448,7.392646774628146,-0.9589271842606976,22423.349656740924,-1.0856903219794043,-1.0916269473696616,-10.45304986079474,1.085686980292408,16080.8876953125,3,-1.040987824745642,-0.6003846832946635,1.213822388244708,0.7242738047048363,0.5514672511058194,-0.9209012155496624,0.2759830995076271,0.0,1.090040240728186,-2.508179078460884
2021-09-27,21443.0,21466.0,20917.0,21319.0,16080.8876953125,790339,-1670363.9824571393,-1554018,-0.2595986240319065,-567582154.842974,-16150348.14174677,-46029389.952556856,-2750.1275231449285,21704.22502904954,18.35266571583369,1019.2344224924012,21708.875,23384.418624469385,20033.33137553061,15.436485073218993,0.383657162276671,0.0,0.0,21822.895833333336,22807.083333333336,20838.708333333336,9.019769947274412,0.2440041489384209,0.0,0.0,19789.0,24400.0,22094.5,21.240160994063487,0.3318152244632401,0.0,0.0,-652.1918056991199,-414.250306364926,-237.94149933419385,21708.875,21708.875,22090.00325543949,22742.19506113861,0.5301169070084861,1.186042371372619,-0.6559254643641328,-0.2383290258631646,8.520540004303239,2139.8990000000013,-89.72784093639368,-63.80252278077576,-25.92531815561792,22094.5,22094.5,22094.5,22094.5,0.0,0.0,0.0,0.0,-52.09090615915506,23908.7085,24082.6555,4.0,16.0,-12.0,17895.0,23653.5608218624,0.0,0.0,17.990970987090094,0.0,0.0,0.0,-98.14610182150402,34.84906341794769,33.18152244632401,33.55020602906094,-66.81847755367599,-644.3062500000015,0.0,-2.8677610228291983,-1.8055774768940127,-1.062183545935185,6.919779231093328,7.298073265921182,-0.3782940348278547,22266.733489109112,0.4286791030714054,0.4277628916756981,-10.069180798110178,-0.4286819048409001,15521.9501953125,0,-2.6727522362141087,-1.1476981577953609,2.0309484233126938,0.0,-1.149428104206763,-1.9134603455977413,0.8784156316324214,0.0,10.00466344114649,1.6189978719937983
2021-09-28,21900.0,21812.0,20396.0,20578.0,15521.9501953125,689227,-2182416.810140755,-2243245,-0.306362720354891,-559458590.8654063,-17976660.809863802,-42522798.80972023,-20567.94635534432,21629.1881113304,16.468451682573416,983.8081498216912,21583.222222222223,23315.487733761704,19850.95671068274,16.05196382360303,0.2098533061110037,0.0,0.0,21723.53703703704,22755.703703703704,20691.37037037037,9.5027496204407,-0.0549186357356881,0.0,1.0,19789.0,24400.0,22094.5,21.363816544744115,0.1711125569290826,0.0,0.0,-724.4969458818232,-476.2996342683055,-248.19731161351768,21583.222222222223,21583.222222222223,21857.387369987257,22581.88431586908,0.5447848397093938,1.1241172585479855,-0.5793324188385917,-0.2781677735146199,9.55560193374892,2265.5517777777786,-94.99657205765708,-67.26852825598479,-27.728043801672285,22094.5,22094.5,22094.5,22094.5,0.0,0.0,0.0,0.0,-73.42034141835715,23908.7085,24082.6555,4.0,36.0,-32.0,17895.0,23498.978388987904,0.0,0.0,13.558044450320736,0.0,0.0,0.0,-97.6346756170438,34.96490817632814,17.111255692908262,27.16691968481168,-82.88874430709174,-447.5944444444467,0.0,-3.208310412664252,-2.0861240640480614,-1.1221863486161905,6.0765572392836855,7.053770060593684,-0.9772128213099984,22085.440104813104,-3.4757727848398146,-3.537614992878701,-13.19497173711297,3.475787596992717,15415.0078125,1,5.587298893184737,2.9859758539713823,-0.888450437281918,2.253472022673833,1.515158416493108,-0.5306143139394379,2.2854521844210893,-0.1108593400830955,5.946215104067164,-1.6456407608933148
2021-09-29,18979.0,18970.0,18309.0,18450.0,15415.0078125,785046,-2632541.521184628,-3028291,-0.3328672449236653,-718189919.0274911,-207508158.757576,-60854505.47059308,-105138.67845813977,21326.15011726141,14.919827169651183,983.8081498216912,21269.9,23766.861905996968,18772.938094003035,23.47883070439416,-0.0646662036027528,0.0,1.0,21408.81666666667,22403.86666666667,20413.76666666667,9.29570293858682,-0.986767834112191,0.0,1.0,18309.0,24400.0,21354.5,28.636711973257984,0.0231489082252503,1211.05,0.0,-942.6448825391344,-569.5686839224713,-373.0761986166631,21269.9,21269.9,21333.17392845076,22275.81881098989,0.560464060113125,1.202757937327113,-0.6422938772139879,-0.3349354644231622,10.530539736809915,2578.874,-108.13444749822364,-78.6182847582594,-29.516162739964244,21054.0,21354.5,21204.25,21354.5,0.0,0.0,0.0,0.0,-216.15904922528267,23908.7085,24082.6555,4.0,40.0,-36.0,17895.0,23350.579253428383,0.0,0.0,7.694544348133775,0.0,0.0,0.0,-97.2552638738443,29.528655312566976,2.314890822525037,17.535889653919103,-97.68510917747496,-677.1750000000029,0.0,-4.231695770815283,-2.515238405401506,-1.7164573654137771,6.416813417147414,6.926378731904431,-0.5095653147570172,21982.27732491998,-10.341141024394984,-10.915817346708144,-22.171602126044043,0.6889751704318456,15841.947265625,2,0.4707493594965513,0.5950539326084794,1.956944567321031,1.3018574658669309,3.269217598310931,0.1421132424381426,3.866333358477249,0.1107365782432339,9.070922010454652,2.104693874466108
2021-09-30,18491.0,19187.0,18364.0,18961.0,15841.947265625,771928,-2284564.257515126,-2256363,-0.2631801214816706,-559240615.1664209,14499797.908613238,-53319075.13267245,-59803.02789591115,21104.830746725853,22.213383743026284,1011.0561695809802,21060.0,23785.86453341788,18334.135466582124,25.88665273901117,0.1149845353158233,0.0,0.0,20902.833333333336,21898.733333333334,19906.93333333333,9.528851750560127,-0.4749138133012022,0.0,1.0,18309.0,24400.0,21354.5,28.922127255460587,0.1070431784600229,1172.245,0.0,-1062.0525835380067,-668.0654638455785,-393.9871196924282,21060.0,21060.0,20968.224093304485,22030.27667684249,0.5926856612672518,1.173077666524916,-0.5803920052576641,-0.3960656411720664,11.495335505782831,2788.7740000000013,-123.5448009554872,-88.35844553066266,-35.18635542482454,20342.0,21354.5,20848.25,21354.5,0.0,0.0,0.0,0.0,-152.02793005840428,23908.7085,24082.6555,4.0,40.0,-36.0,17895.0,23048.084498222684,0.0,0.0,16.97948758615844,0.0,0.0,0.0,-95.99825921271206,28.11421616318427,10.7043178460023,10.04348812047853,-89.2956821539977,-1005.6681818181788,0.0,-4.820877191498924,-2.9763661626209896,-1.844511028877934,6.4504120327346,6.831185392070465,-0.3807733593358646,21265.01162623555,2.7696476964769623,2.731986756553084,-20.01602969712309,-2.769635009713042,15675.68359375,3,-1.0810798414113665,-3.395600314904982,-0.698596419486023,-3.35257545411902,-0.3976084692384205,1.6873213917822767,-1.7874792191934432,0.2217420066975108,-4.474000771277787,1.708924253856864
2021-10-08,19350.0,19947.0,19052.0,19677.0,16440.16796875,729760,-2620100.241723929,-3350608,-0.1935666407989718,-95895342.3341682,108355144.1569831,-9962722.572741425,76751.51649612453,19742.698047901547,40.37512281320217,1020.251588807202,20299.058823529413,23355.415090920043,17242.70255613878,30.113280561046423,0.39823522372598,0.0,0.0,19283.36666666667,20164.06666666667,18402.666666666668,9.134297088509792,0.723477536807841,0.0,0.0,17895.0,24400.0,21147.5,32.045820727706875,0.2739431206764027,1046.886196045,15.677607861248491,-1169.6604745541808,-1085.16620426455,-84.49427028963078,19618.416666666668,20299.058823529413,19719.242545325204,20888.903019879384,0.8969460513924391,1.0180277142472756,-0.1210816628548364,-0.6974618270652363,17.351236950654364,1161.9411764705874,-174.00906628289422,-140.08197272208224,-33.92709356081198,19853.5,21147.5,20500.5,21147.5,0.0,0.0,12.44325091339165,40.17560012868243,-37.27423910588015,23908.7085,24082.6555,4.0,60.0,-56.0,17895.0,21137.5123515566,0.0,0.0,36.498990139991925,1.0,0.9376563180422958,0.0,-87.11675333859125,49.97281349616895,44.49438202247191,25.27237417358144,-55.50561797752809,-1525.1147058823517,-6.629021543133719,-5.599434654089053,-5.080156114667023,-0.5192785394220296,9.064741706733246,6.900451458307047,2.164290248426199,19769.30342288989,1.9797875097175448,1.9604445990125896,-16.99569729182485,-1.9797841168394967,17253.111328125,4,-2.444283078227912,-3.9983483970155618,-1.6848338093467987,-3.0021851331934784,-5.148510397141308,-7.733661656506271,-1.6541302246751144,-0.8888924216205112,2.7777892612903514,-4.879422476269028
