Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_600036.SS_2021-09-15_2023-09-15_Close_percent,ssx_600519.SS_2021-09-15_2023-09-15_Close_percent,ssx_601166.SS_2021-09-15_2023-09-15_Close_percent,ssx_601888.SS_2021-09-15_2023-09-15_Close_percent,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,ssx_002352.SZ_2021-09-15_2023-09-15_Close_percent,ssx_000858.SZ_2021-09-15_2023-09-15_Close_percent,ssx_000333.SZ_2021-09-15_2023-09-15_Close_percent,ssx_002304.SZ_2021-09-15_2023-09-15_Close_percent,ssx_600030.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,53908.97265625,54592.125,53723.16015625,54321.89453125,54281.171875,6872531,2598095.073192331,6872531,0.3780405025735542,0.0,0.0,0.0,141298.44185981067,54212.39322916666,50.0,1000.0,54321.89453125,54321.89453125,54321.89453125,0.0,0.0,0.0,0.0,54212.39322916666,55081.35807291666,53343.42838541666,3.2057793135112527,0.5630067504289271,0.0,0.0,53723.16015625,54592.125,54157.642578125,1.5996585745920673,0.6890202512867771,0.0,0.0,0.0,0.0,0.0,54321.89453125,54321.89453125,54321.89453125,54321.89453125,0.0,0.0,0.0,2.4690556844970817,1.0,-1043.383992187497,19.58358035220435,19.58358035220435,0.0,54157.642578125,54157.642578125,54157.642578125,54157.642578125,0.0,0.0,0.0,0.0,0.0,53561.11909082031,53859.1372890625,4.0,4.0,0.0,53055.1484375,54592.125,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,68.9020251286777,68.9020251286777,-31.09797487132229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54321.89453125,1.9583580352204424,0.0,0.0,0.0,54831.3125,2,0.034810002270263526,-0.04246703206438507,-0.005296150689520109,0.1348238415955345,-0.016112578069345497,0.11330508766595464,0.0026562904931878902,0.03331130047344316,-0.013361556303376263,0.015648443038015478
2021-09-16,53910.3515625,54872.453125,53425.3984375,54872.453125,54831.3125,12580718,15178813.073192332,19453249,0.7802713610046492,6926422410.4453125,-100262.0182564628,-100262.0182564628,262095.7741886901,54327.31996597637,100.0,1000.0,54597.173828125,55147.732421875,54046.615234375,2.016802538106422,0.75,0.0,0.0,54301.24739583333,55459.25716145833,53143.23763020833,4.265131359445924,0.7466325181888172,0.0,0.0,53425.3984375,54872.453125,54148.92578125,2.650420499887797,1.0,0.0,0.0,43.91920405982819,8.783840811965637,35.13536324786255,54597.173828125,54597.173828125,54406.59585336538,54362.67664930556,0.4163095637159146,0.4226245521526374,-0.0063149884367227,0.0019795144530523,2.103682965849448,-1318.663289062497,24.750378261713703,22.16697930695903,2.5833989547546743,54148.92578125,54148.92578125,54148.92578125,54148.92578125,0.0,0.0,0.0,0.0,66.6666666666694,53561.11909082031,53859.1372890625,8.0,4.0,4.0,53055.1484375,54592.125,0.0,0.0,100.0,0.0,0.0,0.0,100.0,62.480245437265246,100.0,84.45101256433885,-0.0,0.0,0.0,0.080789259776798,0.0161578519553596,0.0646314078214384,6.241692932543304,1.2483385865086607,4.993354346034643,54561.921317853776,1.0135113999628187,1.0084098143181564,1.0135113999628187,-1.013501746548286,54339.390625,3,1.3618716156501307,-1.3820200367187994,1.3262539934940634,-2.7194959581425024,-0.0808567381525904,0.6982085021886348,0.755671469354894,0.85688789692054,-3.4196262889484927,2.8963419285350085
2021-09-17,55606.53515625,56467.2421875,53684.1640625,54380.16015625,54339.390625,27254086,1556207.4289416429,-7800837,0.0333182663695465,4020219936.452009,9463879.112057658,4681808.546900597,-117005.38340608512,54628.72236914592,100.0,1000.0,54524.8359375,55018.73741903444,54030.93445596556,1.811656919428733,0.3535378140590663,0.0,0.0,54482.11675347222,56181.81597222222,52782.41753472222,6.239475703343247,0.470007458938176,0.0,0.0,53425.3984375,56467.2421875,54946.3203125,5.578822380110898,0.313875990096467,0.0,0.0,38.55709914590989,14.738492478754488,23.8186066671554,54524.8359375,54524.8359375,54402.52882303994,54363.97172389403,0.7560115048590974,0.4248057331696745,0.3312057716894229,0.0034261352123784,3.4718710196907097,-1246.325398437497,23.39264716350735,22.5755352591418,0.8171119043655466,54946.3203125,54946.3203125,54946.3203125,54946.3203125,0.0,0.0,0.0,0.0,100.000000000001,53561.11909082031,53859.1372890625,8.0,4.0,4.0,53055.1484375,54592.125,0.0,1.0,50.943673214728086,0.0,0.0,0.0,98.03250311043791,42.02803958114526,31.3875990096467,66.76320804610813,-68.61240099035331,0.0,0.0,0.0709239923487107,0.0271110800340298,0.0438129123146809,22.53815047707066,5.50630096462106,17.031849512449597,54477.18965412561,-0.8971586665326492,-0.9012073686097466,0.1072599280691255,0.8971550243303028,53410.1015625,4,-1.084803945693665,-2.926010883292548,-0.4301120691335995,-3.3725567754884054,1.6764324819191927,0.6250055605476916,-2.5126899529660847,-3.5026658530707806,-2.318045802675101,-1.844588426968216
2021-09-20,53587.8125,54567.8125,53055.1484375,53450.17578125,53410.1015625,5443476,-1044176.1510625924,-13244313,-0.0200222418604878,2722710284.717794,-35130938.00923649,-8589106.971811766,-337604.20616349246,54530.84812638428,88.17336454764859,982.8984620065868,54256.1708984375,55280.43885345215,53231.90294342285,3.775673579810797,0.1065506524725884,0.0,0.0,54284.34895833333,55937.28938802083,52631.40852864583,6.089933696934401,0.2476699214015127,0.0,0.0,53055.1484375,56467.2421875,54761.1953125,6.2888583796064825,0.1157727110370282,0.0,0.0,-40.270165093148535,3.7367609643738815,-44.00692605752242,54256.1708984375,54256.1708984375,54256.01297045688,54296.28313555002,0.7191736584862477,0.8172864506394023,-0.0981127921531546,0.0011032992860659,4.769856106516517,-977.6603593749968,18.349994199973,21.5191499943496,-3.169155794376604,54761.1953125,54761.1953125,54761.1953125,54761.1953125,0.0,0.0,0.0,0.0,-118.91173878181512,53561.11909082031,53859.1372890625,8.0,16.0,-8.0,53055.1484375,54872.453125,0.0,0.0,25.49729912521066,0.0,0.0,0.0,92.82850971693595,38.38731994533889,11.577271103702822,47.65495670444984,-88.42272889629717,0.0,0.0,-0.0741674434557786,0.0068553753360681,-0.0810228187918467,16.506914294410848,7.7064236305790175,8.80049066383183,53963.95416763496,-1.7101537993413074,-1.724945816142842,-1.6047281810072422,1.7101573127919067,54305.00390625,0,-1.084803945693665,-2.926010883292548,-0.4301120691335995,-3.3725567754884054,1.6764324819191927,0.6250055605476916,-2.5126899529660847,-3.5026658530707806,-2.318045802675101,-1.844588426968216
2021-09-21,53704.80859375,54551.29296875,53390.0703125,54345.75,54305.00390625,5691813,2632670.752137496,-7552500,0.0455143727943168,3061957527.007551,3247963.481632308,-5629839.358450748,2276.274746281255,54488.029243123565,89.48363806820704,982.8984620065868,54274.08671875,55193.018435916965,53355.15500158303,3.3862632159207062,0.5389927129030534,0.0,0.0,54246.62005208334,55801.21692708334,52692.02317708333,5.7315898152084,0.5318828467723064,0.0,0.0,53055.1484375,56467.2421875,54761.1953125,6.286782433911004,0.3782432890362406,0.0,0.0,-30.128680421839817,-3.036327312868857,-27.09235310897096,54274.08671875,54274.08671875,54269.818667309664,54299.947347731504,0.7996133307649114,0.8451157071612667,-0.0455023763963553,-0.0004270888298015,5.965516136842205,-995.576179687494,18.68626148919018,20.952572293317715,-2.266310804127535,54761.1953125,54761.1953125,54761.1953125,54761.1953125,0.0,0.0,0.0,0.0,-33.957107292942005,53561.11909082031,53859.1372890625,8.0,16.0,-8.0,53055.1484375,56467.2421875,0.0,0.0,50.92112344552072,0.0,0.0,0.0,88.91297141610035,44.94744417262513,37.82432890362406,26.929733005657862,-62.17567109637594,0.0,0.0,-0.0554856531055154,-0.0056128303522485,-0.0498728227532668,11.600668766210934,8.485272657705401,3.115396108505532,54033.25529726181,1.6755309139023566,1.6616487467516097,0.0439150161382517,-1.6755301292636489,54383.86328125,1,-1.084803945693665,-2.926010883292548,-0.4301120691335995,-3.3725567754884054,1.6764324819191927,0.6250055605476916,-2.5126899529660847,-3.5026658530707806,-2.318045802675101,-1.844588426968216
2021-09-22,54441.18359375,54979.35546875,53933.75,54424.6640625,54383.86328125,6192267,2254969.647032425,-1360233,0.0352147026693997,2694343158.157142,8204256.578932141,-2863020.17097417,104359.7176458345,54483.957525358936,90.62137431296928,982.8984620065868,54299.182942708336,55145.523689582114,53452.84219583456,3.117324059062775,0.5741315600455063,0.0,0.0,54279.837239583336,55749.602213541664,52810.072265625,5.415509878819284,0.549268701283112,0.0,0.0,53055.1484375,56467.2421875,54761.1953125,6.283876782455709,0.4013710423402053,0.0,0.0,-15.544587099051569,-5.5379792701054,-10.00660782894617,54299.182942708336,54299.182942708336,54293.64103580049,54309.18562289954,0.8809245273385318,0.816387675514613,0.0645368518239187,-0.0010763720709649,7.077398110854217,-1020.6724036458328,19.15729988167552,20.653360224710685,-1.4960603430351649,54761.1953125,54761.1953125,54761.1953125,54761.1953125,0.0,0.0,0.0,0.0,39.526931235212615,53561.11909082031,53859.1372890625,8.0,16.0,-8.0,53055.1484375,56330.7584375,0.0,0.0,52.4605552977585,0.0,0.0,0.0,85.86886109552752,45.18490989604259,40.13710423402053,29.8462347471158,-59.86289576597947,22.50436197916133,0.0,-0.0286223903392452,-0.0102147423496479,-0.0184076479895973,7.928001446631164,8.373818415490554,-0.4458169688593898,54091.892887402886,0.1452074219235211,0.1451020978931794,0.1891862059245408,-0.1452156695101933,55805.53125,2,3.590245297036361,2.8653678728808245,2.997855529874087,4.561124559381312,1.8488137008711192,-5.534604449968853,3.971275482376484,3.1936759995948734,5.2259890059597325,1.0019317758029302
2021-09-23,55490.0,56227.75,55285.375,55847.40234375,55805.53125,4893829,3198446.843900378,3533596,0.046402237614457,3304099544.162037,25033500.4120671,1786399.926199375,136923.29571093633,54576.46027338148,91.37682928545271,1008.5928285693758,54520.357142857145,55857.51748494884,53183.19680076545,4.905178220267324,0.9962176782841852,0.0,0.0,54495.12369791667,55889.54724702381,53100.70014880953,5.117608528927698,0.9848880552466304,0.0,0.0,53055.1484375,56467.2421875,54761.1953125,6.258384810391925,0.8183403243975931,0.0,0.0,109.55363480169764,17.480343544255206,92.07329125744242,54520.357142857145,54520.357142857145,54532.68123702349,54423.12760222179,0.9446870995882768,0.7110231968789726,0.2336639027093041,0.0040097550160576,8.11985063762976,-1241.846603794642,23.30858335245968,21.03267781438911,2.2759055380705675,54761.1953125,54761.1953125,54761.1953125,54761.1953125,0.0,0.0,0.0,0.0,183.7306507199968,53561.11909082031,53859.1372890625,28.000000000000004,16.0,12.000000000000004,53055.1484375,56330.7584375,1.0,0.0,70.45414250863335,0.0,0.0,0.0,83.88807432890754,50.90919990041002,81.83403243975931,53.265155192467965,-18.165967560240688,131.68911830356956,0.0,0.2012997775549106,0.0320881616312638,0.1692116159236468,3.622901028115779,7.423634938015599,-3.80073390989982,54270.557850052326,2.614142513798812,2.580557851443998,2.808274316762671,-2.6141356699831,56080.609375,3,1.153611245626735,0.1642518140447322,-0.5518642961335729,1.4782417363839642,-0.9209012155496624,1.8772427761714283,-0.2526708483368907,-1.0744548711475517,1.931451642034289,-1.9852110545524653
2021-09-27,56836.1171875,57035.6953125,56043.76953125,56122.68359375,56080.609375,3754844,41046.72467207769,7288440,0.0005647318652684,2979747916.4067464,20689180.0726571,4486797.089979051,146439.92277586696,54670.70160993922,91.8839485603995,1013.5643524529872,54720.64794921875,56360.08610208346,53081.20979635404,5.992027559272057,0.9275963817486398,0.0,0.0,54733.32275390625,56077.43408203125,53389.21142578125,4.911491795111498,1.016832501434934,1.0,0.0,53055.1484375,57035.6953125,55045.421875,7.274305082596943,0.7706315872112421,0.0,0.0,228.27634558088903,59.63954395158197,168.63680162930706,54720.64794921875,54720.64794921875,54777.29698421218,54549.02063863129,0.9959131154119334,0.6570905996396255,0.3388225157723079,0.0137009705108265,9.123757105928354,-1442.137410156247,27.0679002765835,21.78708062216341,5.2808196544200925,55045.421875,55045.421875,55045.421875,55045.421875,0.0,0.0,0.0,0.0,157.03575810087506,53561.11909082031,53859.1372890625,32.0,16.0,16.0,53118.60046875,56330.7584375,0.0,0.0,72.61401591859826,0.0,0.0,0.0,82.44323044921236,50.30154864274044,77.06315872112421,66.34476513163469,-22.936841278875782,167.341796875,0.0,0.4184792740700922,0.1093663841190294,0.3091128899510627,-1.1743802335442453,5.704031903703631,-6.878412137247876,54443.63718169972,0.4929168384692151,0.4917059808049018,3.315033612209617,-0.4929226885551827,55977.453125,0,-0.6561319095852838,-9.504140866377412,-1.004462887566547,-3.935219897551448,-1.9134603455977413,-1.5744711493390326,-9.999010957812644,-2.2321494025025856,-5.280170559357188,1.4976956842803446
2021-09-28,56937.05078125,57051.75390625,55860.70703125,56019.453125,55977.453125,3788561,-2737614.0399848022,3499879,-0.0357988487960129,2498198938.646073,-2625132.34776813,3597805.910260653,11539.686931840335,54751.94688890582,86.74498290608989,1013.5643524529872,54864.95963541666,56612.9714627112,53116.94780812213,6.372051811977088,0.8302304571274529,0.0,0.0,54908.58000578704,56235.6841724537,53581.475839120365,4.833868100492852,0.9185327524075162,0.0,0.0,53055.1484375,57051.75390625,55053.451171875,7.284440734683588,0.7417056075908168,0.0,0.0,310.4563654012745,109.80290824152048,200.65345715975403,54864.95963541666,54864.95963541666,54968.39792894877,54657.94156354749,0.9826601579960528,0.6862719431350934,0.2963882148609592,0.0256598029971435,10.130276507385704,-1586.4490963541612,29.776528666112345,22.67479707149107,7.101731594621274,55053.451171875,55053.451171875,55053.451171875,55053.451171875,0.0,0.0,0.0,0.0,111.49694997779524,53561.11909082031,53859.1372890625,32.0,16.0,16.0,53275.284262500005,56330.7584375,0.0,0.0,70.53176807477696,0.0,0.0,0.0,80.94320349203136,42.75693472930049,74.17056075908168,77.6892506399884,-25.82943924091832,505.5617621527781,0.0,0.5679986412227501,0.2010928355397736,0.3669058056829765,-5.192355166468666,3.524754489669172,-8.717109656137836,54545.71099158869,-0.1839371572058934,-0.1841065293188393,3.124998876417018,0.1839428122298301,56424.44921875,1,-2.7093090220165834,1.7757482504549102,-1.988953498183136,1.0673080169590463,-0.5306143139394379,3.4188058005856874,1.645737585867252,-2.285285108672284,3.347424811332232,-0.8187127566539232
2021-09-29,56019.453125,56740.6875,56008.44140625,56466.78125,56424.44921875,3224624,-1925415.794219152,6724503,-0.0241592764871645,2347379805.66092,-1854468.022737929,2991997.6954830326,18780.78756636237,54818.84363320344,87.34826500772256,1021.657895250307,55025.141796875,56941.82917568932,53108.45441806068,6.966587695093129,0.8760757933348546,0.0,0.0,55058.25234375,56325.870703125,53790.633984375,4.60464437360186,1.0555808243991018,1.0,0.0,53055.1484375,57051.75390625,55053.451171875,7.263235201652813,0.8536326237793597,1373.326171875,0.0,406.98875140983,169.2400768751824,237.7486745346476,55025.141796875,55025.141796875,55198.91843987973,54791.9296884699,0.993975746221448,0.7244152589998449,0.2695604872216031,0.0401753028275346,11.074357891552983,-1746.6312578124998,32.7830346633266,24.141403106060206,8.64163155726639,55053.451171875,55053.451171875,55053.451171875,55053.451171875,0.0,0.0,0.0,0.0,96.13915323700894,53561.11909082031,53859.1372890625,40.0,16.0,24.0,53501.87244112501,56330.7584375,0.0,0.0,74.00973650808925,0.0,0.0,0.0,79.91129552539324,47.169761546334186,85.36326237793597,78.86566061938062,-14.636737622064036,841.9208984375,0.0,0.7427895927809864,0.3094321869880162,0.4333574057929702,-9.242975749874658,0.971208441760406,-10.214184191635065,54685.479829149874,0.7985228345622097,0.7953515122773425,3.948475540587237,-0.798528816150025,55060.5390625,2,-2.261021486227577,0.1130581541313517,-0.2708616942583717,1.063074744323444,0.1421132424381426,0.584971613555652,-0.8020616822461335,0.0,0.6591262513944258,0.9667417194861656
