Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_4661.T_2021-09-15_2023-09-15_Close_percent,asx_EDV.AX_2021-09-15_2023-09-15_Close_percent,asx_FPH.AX_2021-09-15_2023-09-15_Close_percent,jpx_7741.T_2021-09-15_2023-09-15_Close_percent,jpx_7974.T_2021-09-15_2023-09-15_Close_percent,ssx_600188.SS_2021-09-15_2023-09-15_Close_percent,asx_NXT.AX_2021-09-15_2023-09-15_Close_percent,ssx_601985.SS_2021-09-15_2023-09-15_Close_percent,jpx_8830.T_2021-09-15_2023-09-15_Close_percent,jpx_8309.T_2021-09-15_2023-09-15_Close_percent
2023-04-21,303500.0,304200.0,298123.0,302823.0,302700.8125,237202,129705.81635675496,237202,0.5468158630903406,0.0,0.0,0.0,5175.416932360539,301715.3333333333,50.0,1000.0,302823.0,302823.0,302823.0,0.0,0.0,0.0,0.0,301715.3333333333,307792.3333333333,295638.3333333333,4.028300406785204,0.5911359771817251,0.0,0.0,298123.0,304200.0,301161.5,2.0067828401409407,0.7734079315451703,0.0,0.0,0.0,0.0,0.0,302823.0,302823.0,302823.0,302823.0,0.0,0.0,0.0,0.042562836915067,1.0,-7882.425742574269,26.72547092721954,26.72547092721954,0.0,301161.5,301161.5,301161.5,301161.5,0.0,0.0,0.0,0.0,0.0,301024.0346534653,309920.2623762376,4.0,4.0,0.0,307967.0,304200.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,77.34079315451703,77.34079315451703,-22.65920684548297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302823.0,2.6725470927219552,0.0,0.0,0.0,308006.6875,4,-0.07229497532666669,0.20327421368387683,0.16326122014893193,-0.1944004300189309,-0.1653163066740128,0.01931510960198551,-0.07792879327314065,-0.16281559520998376,-0.3161069824959262,-0.23289977329843378
2023-04-24,302787.0,310566.0,303017.0,308131.0,308006.6875,255193,220269.07599379297,492395,0.4473422272642756,1354564444.0,16654402746.15683,16654402746.15683,10812.457883336869,304577.55954332056,100.0,1000.0,305477.0,310785.0,300169.0,3.4752207203815675,0.75,0.0,0.0,304476.6666666666,311289.6666666666,297663.6666666666,4.475219776009109,0.7681882675277684,0.0,0.0,298123.0,310566.0,304344.5,4.073301754305562,0.8043076428514024,0.0,0.0,423.4301994301495,84.6860398860299,338.7441595441196,305477.0,305477.0,303639.6153846154,303216.1851851852,0.7318367501433978,0.069578307114011,0.6622584430293867,0.0034235139008595,2.0383840622697966,-10536.425742574267,35.72389376775953,31.224682347489534,4.499211420269994,304344.5,304344.5,304344.5,304344.5,0.0,0.0,0.0,0.0,66.66666666666737,301024.0346534653,309920.2623762376,8.0,4.0,4.0,307967.0,304200.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,38.40810419681621,80.43076428514024,78.88577871982864,-19.56923571485976,0.0,0.0,0.1396463052167037,0.0279292610433407,0.111717044173363,0.6016649517803715,0.1203329903560743,0.4813319614242972,303973.83141699526,1.7528391172401123,1.7376540817473085,1.7528391172401123,-1.752844650854712,310906.5,0,-0.1672240802675588,-0.8810616780087486,-2.016126871702639,-0.1439884809215215,-1.286231884057969,1.750297112343418,-0.3451247741709125,-0.5952436302771105,-0.1645819618169781,0.3933747412008301
2023-04-25,310051.0,312742.0,307967.0,311032.0,310906.5,265419,295586.9283498139,757814,0.3900520818430563,1271052454.714286,6409987604.504576,11532195175.330704,6971.996645721001,306679.98865728703,100.0,1000.0,307328.6666666667,314126.6515314794,300530.681801854,4.42391849647133,0.7723846409619325,0.0,0.0,306511.2222222222,312644.8888888889,300377.5555555556,4.00224606603129,0.868521638316759,0.0,0.0,298123.0,312742.0,305432.5,4.756796740948344,0.8830289349476709,0.0,0.0,981.7708947167266,264.1030108521693,717.6678838645573,307328.6666666667,307328.6666666667,304776.9053254438,303795.13443072705,1.0179348221430125,0.1736660725976575,0.8442687495453549,0.0108574174364816,3.027433482383251,-12388.092409240957,42.00199460664419,34.81711976720775,7.184874839436439,305432.5,305432.5,305432.5,305432.5,0.0,0.0,0.0,0.0,84.84581701920625,301024.0346534653,309920.2623762376,12.0,4.0,8.0,307967.0,304200.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,45.02823339607421,88.30289349476709,82.02481697814146,-11.697106505232917,0.0,0.0,0.3231687355876975,0.0869771559522121,0.2361915796354854,1.3965228070986446,0.3755709537045884,1.0209518533940565,305676.327173685,0.9414826810674626,0.9370783552698824,2.7108244750233546,-0.941477122960194,303541.46875,1,0.2086811352253761,-0.8810616780087486,-2.016126871702639,-1.4737598849748397,-1.0373815059917746,0.9798076608632867,-0.3451247741709125,-0.4437838627936656,0.1971738416036856,-1.2679276657659528
2023-04-26,308200.0,308200.0,300712.0,303664.0,303541.46875,247345,243263.9475805832,510469,0.2420153901826309,829125252.6122451,-17856826699.549213,1735854550.3707302,-3360.452325696461,306067.7556131252,68.12919343669726,976.311119113146,306412.5,313100.682488539,299724.317511461,4.365476270412612,0.2945256424514527,0.0,0.0,305931.4166666666,312403.6666666666,299459.1666666666,4.231177085713928,0.3248355157274033,0.0,0.0,298123.0,312742.0,305432.5,4.771019459062538,0.3790272932485122,0.0,0.0,820.2683523376472,375.3360791492649,444.9322731883824,306412.5,306412.5,304605.68912152934,303785.4207691917,0.6979064358512447,0.4926251758260739,0.2052812600251707,0.0158838873790322,4.05601206127367,-11471.925742574267,38.89571915107723,35.83676961317512,3.0589495379021088,305432.5,305432.5,305432.5,305432.5,0.0,0.0,0.0,0.0,-38.942527448949214,301024.0346534653,309920.2623762376,12.0,4.0,8.0,307967.0,304200.0,1.0,0.0,49.66725475940361,0.0,0.0,0.0,96.9351273467094,39.166522566142135,37.90272932485122,68.87879570158618,-62.09727067514878,0.0,0.0,0.2700157072254188,0.1235848662068534,0.1464308410185653,1.404876303074758,0.5814320235786223,0.8234442794961356,305168.5992786368,-2.368888088685406,-2.397397378213384,0.2777199882439518,2.368889441037737,301417.34375,2,0.62735257214554,0.0,-0.7114638345941415,0.0708466170740393,0.5487696937511117,-2.1889008733320168,0.6878755195085375,0.7363838548594828,-0.7573263088574294,0.6157635467980356
2023-04-28,304218.0,307945.0,298815.0,301539.0,301417.34375,263258,137095.71581716585,247211,0.1080841046888884,630761180.8104959,-3731654878.484225,368977193.15699136,-7701.5704668379485,305382.55049009906,50.93305254562899,976.311119113146,305437.8,312578.25302764465,298297.3469723553,4.675552945735374,0.2269921120616879,0.0,0.0,305298.4,312302.2,298294.6,4.5881668557712825,0.2316171221336999,0.0,0.0,298123.0,312742.0,305432.5,4.786244531619858,0.2336685135782201,0.0,0.0,514.8715644071344,403.2431762008388,111.6283882062956,305437.8,305437.8,304133.89079514024,303619.0192307331,0.7187933630645752,0.6111708297610212,0.1076225333035539,0.0176797613596808,5.1491053435126215,-10497.225742574255,35.590985638389085,35.78761281821792,-0.1966271798288303,305432.5,305432.5,305432.5,305432.5,0.0,0.0,0.0,0.0,-58.437881767185,301024.0346534653,309920.2623762376,12.0,20.0,-8.0,307967.0,308200.0,0.0,1.0,42.95246109527299,0.0,0.0,0.0,93.6199132904665,36.92732290708371,23.36685135782201,49.85749139248011,-76.63314864217799,0.0,0.0,0.1695781659896152,0.1327835261634058,0.0367946398262094,1.9113074914050896,0.8474071171439159,1.063900374261174,304233.40156010306,-0.6997866062490088,-0.7022465958900881,-0.4240100652856626,0.6997808268989587,301878.15625,4,-0.1669797537048651,0.2936848597901758,-1.706345673342014,-0.8516678495386856,-1.6524520255863564,-1.956719486726812,0.1739170240319225,-1.920239777223628,-3.606557377049185,-0.3695339765961876
2023-05-02,298500.0,304370.0,298604.0,302000.0,301878.15625,280368,186984.2985434926,527579,0.1207296677999158,559116676.1232822,-3893111196.712892,-483440484.8169853,-1413.6109525608863,304708.31567260786,40.17355200912252,976.311119113146,304864.8333333333,311868.7042075158,297860.9624591508,4.5947384600601655,0.2954821423183574,0.0,0.0,304691.6666666667,311489.1666666667,297894.1666666667,4.461887700681015,0.3020105430918215,0.0,0.0,298123.0,312742.0,305432.5,4.795239857663698,0.2652028182502223,0.0,0.0,306.5080232717446,383.89614561502,-77.38812234327543,304864.8333333333,304864.8333333333,303805.5999035802,303499.09188030846,0.7488068691302089,0.734953867572797,0.0138530015574118,0.0174976896630226,6.1943725373419,-9924.259075907585,33.648334417514405,35.43106641810066,-1.7827320005862577,305432.5,305432.5,305432.5,305432.5,0.0,0.0,0.0,0.0,-71.93044852795961,301024.0346534653,309920.2623762376,12.0,20.0,-8.0,307967.0,308200.0,0.0,0.0,44.69917119148764,0.0,0.0,0.0,90.9463463198897,39.81876697633015,26.52028182502223,29.263287502565152,-73.47971817497776,688.7166666666744,0.0,0.1009914136390967,0.126425103658544,-0.0254336900194472,2.82371840463351,1.242669374641835,1.5810490299916755,303686.35492750065,0.1528823800569734,0.152765633920815,-0.2717759219081794,-0.1528818794124191,312175.0,1,-0.5112474437627839,3.5450479543488456,0.0,-2.827586206896555,-0.0351432085749365,-1.956719486726812,0.5240128117192882,-1.920239777223628,1.969504447268108,0.927980633447646
2023-05-03,306100.0,312301.0,306100.0,312301.0,312175.0,433400,620384.2985434926,960979,0.3129800187891103,1117021922.3913846,11036320604.52238,1436519696.7395756,15211.591549463834,305916.4933086468,55.21423121043223,976.311119113146,305927.14285714284,314241.61818144127,297612.6675328444,5.435591786101174,0.8832988188821753,0.0,0.0,305483.4285714286,312195.71428571426,298771.14285714284,4.394533442075883,1.0078427616736918,1.0,0.0,298123.0,312742.0,305432.5,4.778588739615875,0.9698337779601888,0.0,0.0,961.4994594388992,499.4168083797959,462.0826510591032,305927.14285714284,305927.14285714284,305112.5845337986,304151.0850743597,0.853241818316609,0.6330109697399414,0.2202308485766675,0.0226045331398894,7.218651586920832,-10986.56859971711,37.25010920378825,35.69092967319889,1.5591795305893612,305432.5,305432.5,305432.5,305432.5,0.0,0.0,0.0,0.0,95.5406065431797,301024.0346534653,309920.2623762376,28.000000000000004,20.0,8.000000000000004,298604.0,308200.0,1.0,0.0,68.15927751539195,0.0,0.0,0.0,88.99464908138235,51.27513305736251,96.98337779601889,48.95683699295438,-3.0166222039811204,514.0285714285565,0.0,0.3161256055370734,0.1643652040342499,0.1517604015028235,8.040628505592721,2.6022612008320123,5.438367304760709,306113.75343959924,3.410927152317877,3.354044895834818,3.129881151695879,-3.4109270700171805,305876.53125,2,-0.5112474437627839,1.8376739709801624,-1.2931033506932863,-2.827586206896555,-0.0351432085749365,-1.956719486726812,-0.3511849047175417,-1.920239777223628,1.969504447268108,0.927980633447646
2023-05-04,310550.0,311428.0,306000.0,306000.0,305876.53125,348859,271525.29854349256,612120,0.1164822708380848,643424425.0497583,-756959688.5847864,1123165498.836095,7744.362311434094,306199.77165009896,45.98184366209956,956.6130190060956,305936.25,313713.8787999621,298158.6212000379,5.084476782311421,0.5040982927856053,0.0,0.0,305774.1666666666,312325.9166666666,299222.4166666666,4.285352207102737,0.5172345810915688,0.0,0.0,298123.0,312742.0,305432.5,4.77844649007759,0.5388193446884192,0.0,0.0,961.068254619022,591.7470976276411,369.3211569913808,305936.25,305936.25,305249.1099901373,304288.04173551826,0.8524826961525658,0.6693720421389046,0.1831106540136612,0.0269264144415207,8.209420513296992,-10995.675742574267,37.28098709463142,35.88968685087796,1.391300243753463,305432.5,305432.5,305432.5,305432.5,0.0,0.0,0.0,0.0,42.51555903729857,301024.0346534653,309920.2623762376,28.000000000000004,20.0,8.000000000000004,298604.0,308200.0,0.0,0.0,53.27208494818685,0.0,0.0,0.0,84.9213644324704,48.86237274094072,53.88193446884192,59.12853136329434,-46.11806553115808,-245.625,0.0,0.3158416114999239,0.1946604855273847,0.1211811259725391,9.317054780466124,3.945219916758835,5.3718348637072895,306089.626849592,-2.0176048107434785,-2.038236438083807,1.0491277082652184,2.017608312645152,306298.375,3,-0.5112474437627839,0.6240305730862445,1.972921903895709,-2.827586206896555,-0.0351432085749365,1.5993012477078423,-0.6124207607634418,-3.768115490855308,1.969504447268108,0.927980633447646
2023-05-05,307846.0,307819.0,304889.0,306422.0,306298.375,194323,280545.0691919567,806443,0.111090811431351,563221550.8997928,-3558405335.4466534,537969144.5507518,-6770.608038607026,306213.3834420898,42.08068202656694,957.93226964015,305990.22222222225,313329.39430860773,298651.0501358368,4.796997781880421,0.5294159731299066,0.0,0.0,305841.1111111111,311990.44444444444,299691.7777777777,4.021260131440805,0.5472318589187639,0.0,0.0,298123.0,312742.0,305432.5,4.777603641655942,0.567685888227649,0.0,0.0,983.4418889667722,670.0860558954673,313.3558330713049,305990.22222222225,305990.22222222225,305429.5546070392,304446.1127180724,0.8422794649496029,0.7381839266993576,0.1040955382502453,0.0307548280639774,9.11448826069462,-11049.647964796515,37.463980642935546,36.0646083833288,1.3993722596067428,305432.5,305432.5,305432.5,305432.5,0.0,0.0,0.0,0.0,12.327891214459388,301024.0346534653,309920.2623762376,28.000000000000004,20.0,8.000000000000004,298877.94,308200.0,0.0,0.0,53.99679382870727,0.0,0.0,0.0,81.68805681061893,47.46913181367682,56.7685888227649,69.2113003625419,-43.2314111772351,60.54444444441469,0.0,0.3230265875910438,0.2203337059401165,0.1026928816509273,5.850516822522544,4.326279297911578,1.5242375246109665,306164.6158161208,0.1379084967320309,0.1378134903026406,1.1884830412485226,-0.1379130815548706,309708.0,4,-0.5112474437627839,-0.9419199573317912,0.6314148195712761,-2.827586206896555,-0.0351432085749365,0.354607455859167,-1.217394289763078,0.977649060356157,1.969504447268108,0.927980633447646
2023-05-08,306422.0,311197.0,306713.0,309833.0,309708.0,215580,364969.3510831253,1022023,0.1331544721890373,587810383.6283939,5410002783.189535,1079306215.5106168,2667.761377791608,306452.0348197174,47.10584608048679,957.93226964015,306374.5,313708.8848412802,299040.1151587198,4.787855935321102,0.7357730112915877,0.0,0.0,306181.76666666666,312164.56666666665,300198.9666666667,3.9080054081165,0.8051441911256723,0.0,0.0,298123.0,312742.0,305432.5,4.771611214379787,0.8010123811478214,6811.8,0.0,1261.8663387952256,788.442112475419,473.4242263198066,306374.5,306374.5,306107.0077444178,304845.1414056226,0.8743426052612685,0.7042594693795309,0.1700831358817376,0.0362235726017472,10.00548522620489,-11433.925742574267,38.766879637912,37.40254268451685,1.3643369533951455,305673.0,305432.5,305552.75,305432.5,0.0,0.0,0.0,0.0,70.99258559447244,301024.0346534653,309920.2623762376,28.000000000000004,20.0,8.000000000000004,299146.4012,308200.0,0.0,0.0,59.46862254977532,0.0,0.0,0.0,79.21400354723276,48.62578651910236,80.10123811478213,63.58392046879632,-19.898761885217866,856.6999999999534,0.0,0.4139368378898335,0.2590543323300599,0.1548825055597735,3.615991227321728,4.184221683793608,-0.5682304564718792,306932.3175311467,1.1131707253395628,1.107020579017437,2.314883611878882,-1.113171103176768,307783.78125,0,0.4272634791454663,0.3110410318996059,0.5162896955447991,-1.039570757880611,-0.8080098366414887,-4.389079804191965,-1.1168394382006426,-1.9746096921150385,-1.0369410239792671,0.4479739360618993
