Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_RHCPA.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601628.SS_2021-09-15_2023-09-15_Close_percent,asx_BENPG.AX_2021-09-15_2023-09-15_Close_percent,ssx_601066.SS_2021-09-15_2023-09-15_Close_percent,ssx_600309.SS_2021-09-15_2023-09-15_Close_percent,ssx_601319.SS_2021-09-15_2023-09-15_Close_percent,ssx_601601.SS_2021-09-15_2023-09-15_Close_percent,asx_LNW.AX_2021-09-15_2023-09-15_Close_percent,asx_SEK.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,1800.0,1785.0,1765.0,1770.0,1760.1907958984375,641644,-320822.0,641644,-0.5,0.0,0.0,0.0,31081.60529454316,1773.3333333333333,50.0,1000.0,1770.0,1770.0,1770.0,0.0,0.0,0.0,0.0,1773.3333333333333,1793.3333333333333,1753.3333333333333,2.255639097744361,0.4166666666666686,0.0,0.0,1765.0,1785.0,1775.0,1.1299435028248588,0.25,0.0,0.0,0.0,0.0,0.0,1770.0,1770.0,1770.0,1770.0,0.0,0.0,0.0,-12.03001628108638,1.0,250.7248199996948,-124.07667660544332,-124.07667660544332,0.0,1775.0,1775.0,1775.0,1775.0,0.0,0.0,0.0,0.0,0.0,1981.867725008011,1896.637040023804,4.0,4.0,0.0,1791.0,1785.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.0,-12.40766766054433,0.0,0.0,-0.0,1790.024658203125,2,0.0121844810403895,-0.0421498828724721,0.0576495504071999,0.0168593896987543,0.00272361415204,-0.0025173049382178,0.0565972103915057,0.0369763662740808,0.383450506896145,-0.046963851105427
2021-09-16,1780.0,1803.0,1769.0,1800.0,1790.024658203125,883092,406430.2352941176,1524736,0.2665577747846955,26492760.0,42351.1933071526,42351.1933071526,-64645.39406687392,1783.3724010801432,100.0,1000.0,1785.0,1815.0,1755.0,3.361344537815126,0.75,0.0,0.0,1782.0,1809.0,1755.0,3.0303030303030303,0.8333333333333334,0.0,0.0,1765.0,1803.0,1784.0,2.1288515406162465,0.9210526315789472,0.0,0.0,2.393162393162356,0.4786324786324712,1.914529914529885,1785.0,1785.0,1774.6153846153843,1772.2222222222222,0.1311589390237261,0.0552248164310425,0.0759341225926835,0.0033103813559322,2.108949416342412,235.7248199996948,-116.65359759362504,-120.36513709953418,3.711539505909144,1784.0,1784.0,1784.0,1784.0,0.0,0.0,0.0,0.0,66.66666666666666,1981.867725008011,1896.637040023804,8.0,4.0,4.0,1791.0,1785.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,57.40740740740741,92.10526315789474,58.55263157894737,-7.894736842105263,0.0,0.0,0.1350373764166846,0.0270074752833369,0.1080299011333477,2.920388343072685,0.584077668614537,2.336310674458148,1779.621150807415,1.6949152542372836,1.6807118316381595,1.6949152542372836,1.694922071755272,1799.96923828125,3,-0.0095375290743078,0.7067034305538016,0.09733724617206,0.3497070088387772,-1.993572597341981,0.7594273932977842,-0.3853577529628609,-0.6814833759020331,0.383450506896145,-1.1889477604144076
2021-09-17,1810.0,1834.0,1791.0,1810.0,1799.96923828125,2546456,110330.70041039668,4071192,0.0271003431944247,26345874.285714284,44748.46610347872,43549.82970531566,29114.63879472693,1801.06994577182,100.0,1000.0,1793.3333333333333,1827.326796757285,1759.3398699093814,3.79109257516192,0.7451451689227313,0.0,0.0,1791.888888888889,1824.2222222222224,1759.5555555555557,3.608854715694182,0.7800687285223343,0.0,0.0,1765.0,1834.0,1799.5,3.847583643122677,0.6521739130434783,0.0,0.0,5.038595465945718,1.3906250760951209,3.6479703898505975,1793.3333333333333,1793.3333333333333,1780.059171597633,1775.0205761316872,0.3095651235158666,0.0841536258101385,0.2254114977057281,0.009792887329383,3.3392391119786424,227.39148666636152,-112.52966480928154,-117.75331300278329,5.223648193501745,1799.5,1799.5,1799.5,1799.5,0.0,0.0,0.0,0.0,100.0,1981.867725008011,1896.637040023804,12.0,4.0,8.0,1791.0,1785.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,51.546391752577314,65.21739130434783,60.77421815408085,-34.78260869565217,0.0,0.0,0.2838612427201469,0.0783782287706989,0.2054830139494479,20.870937415396547,4.641449617970939,16.22948779742561,1782.0407128412287,0.5555555555555536,0.5540180375614767,2.259887005649719,0.5555554797835924,1746.2684326171875,4,-0.0,-1.578937871536354,-0.0972425929100069,0.7260479334677825,4.888446557920744,0.5204169354111343,-0.7736872045125125,-1.8779352563114031,0.383450506896145,-0.4227540594627328
2021-09-20,1810.0,1810.0,1750.0,1756.0,1746.2684326171875,499190,-289021.2995896033,3572002,-0.063237886808937,18731283.673469387,-390632.8251767864,-101177.7219220517,-745.9835481890732,1797.8948443842696,87.50476765496605,970.1657458563536,1784.0,1827.726422218151,1740.273577781849,4.902065271093151,0.1798274523775563,0.0,0.0,1786.9166666666667,1826.1666666666667,1747.6666666666667,4.393042018374294,0.1061571125265383,0.0,0.0,1750.0,1834.0,1792.0,4.708520179372197,0.0714285714285714,0.0,0.0,2.746116016235192,1.661723264123135,1.0843927521120569,1784.0,1784.0,1776.3577605826124,1773.6116445663772,0.3106500882732464,0.2851869662836361,0.0254631219896103,0.012143370381761,4.725403967531253,236.7248199996948,-117.14846952774624,-117.60210213402404,0.4536326062777931,1792.0,1792.0,1792.0,1792.0,0.0,0.0,0.0,0.0,-69.78557504873302,1981.867725008011,1896.637040023804,12.0,16.0,-4.0,1791.0,1785.0,1.0,0.0,39.430010301018655,0.0,0.0,0.0,96.0270683256931,35.6687898089172,7.142857142857143,54.82183720169991,-92.85714285714286,0.0,0.0,0.1548318666404887,0.0936689563446568,0.0611629102958318,15.084377005453764,6.730035095467504,8.35434190998626,1778.4975973748749,-2.9834254143646377,-3.028835006480879,-0.7909604519773961,-2.983429078784709,1787.041259765625,0,0.3333412623410794,-1.578937871536354,-0.0972425929100069,0.3363716352633474,4.888446557920744,0.5204169354111343,-0.7736872045125125,-1.8779352563114031,0.383450506896145,-3.363826322922023
2021-09-21,1825.0,1825.0,1727.0,1797.0,1787.041259765625,233273,-189047.15673246048,3805275,-0.0393548572352636,17421699.29154519,-168043.45123524795,-117894.15425035077,-9446.382168791451,1797.1715274445537,88.198161868891,992.817679558011,1786.6,1827.0692475838127,1746.1307524161864,4.530308696273762,0.6284926286121487,0.0,0.0,1786.1333333333332,1837.1333333333328,1735.1333333333332,5.710659898477158,0.6065359477124195,0.0,0.0,1727.0,1834.0,1780.5,5.989029441397068,0.6542056074766355,0.0,0.0,4.1893743845107565,2.167253488200659,2.0221208963100974,1786.6,1786.6,1779.533489723749,1775.3441153392382,0.4014469861135667,0.397371382193632,0.0040756039199346,0.016124555029851,6.347379480658812,234.1248199996949,-115.86180249903109,-117.25404220702544,1.3922397079943494,1780.5,1780.5,1780.5,1780.5,0.0,0.0,0.0,0.0,-17.368810051736048,1981.867725008011,1896.637040023804,12.0,16.0,-4.0,1791.0,1810.0,0.0,1.0,59.491971524968655,0.0,0.0,0.0,92.97324247758723,49.41176470588236,65.42056074766356,45.92693639828951,-34.57943925233645,0.0,0.0,0.2359753440650709,0.1221302338887397,0.1138451101763312,7.573822760910881,6.89879262855618,0.675030132354701,1778.7215250816405,2.3348519362186737,2.308011258849696,1.5254237288135686,2.334854503859404,1790.024658203125,1,-0.8068333035151767,-1.578937871536354,-0.0972425929100069,-0.622609483267297,4.888446557920744,0.5204169354111343,-0.7736872045125125,-1.8779352563114031,0.383450506896145,0.4055419378035054
2021-09-22,1793.0,1840.0,1774.0,1800.0,1790.024658203125,765480,-351421.70218700595,4570755,-0.0631016669890397,15260947.96418159,267283.2732403198,-40858.668752216654,6724.509040313963,1798.2017375528997,90.03484758987713,992.817679558011,1788.8333333333333,1827.1028454226653,1750.5638212440008,4.278711870604581,0.6458950749176056,0.0,0.0,1789.2222222222224,1842.7222222222224,1735.7222222222224,5.980252126932869,0.6007268951194168,0.0,0.0,1727.0,1840.0,1783.5,6.316966365415075,0.6460176991150443,0.0,0.0,5.511706446441622,2.836144079848852,2.6755623665927697,1788.8333333333333,1788.8333333333333,1782.682183612403,1777.1704771659613,0.5568280573518708,0.4418700068018071,0.1149580505500636,0.0213250862581489,7.874691425626846,231.89148666636152,-114.75658851282704,-116.83779992465904,2.081211411832016,1783.5,1783.5,1783.5,1783.5,0.0,0.0,0.0,0.0,78.53107344632686,1981.867725008011,1896.637040023804,12.0,16.0,-4.0,1727.0,1810.0,1.0,0.0,60.5223326195688,0.0,0.0,0.0,90.56899531189494,47.35202492211838,64.60176991150442,45.72172926734171,-35.39823008849557,2.883333333333212,0.0,0.3101394332878572,0.1597320737685632,0.150407359519294,6.699924257710845,6.859018954387114,-0.1590946966762692,1779.2634830616375,0.1669449081802998,0.1668057100697062,1.6949152542372836,0.1669462538257988,1804.9415283203125,2,0.7559786513313327,-3.030308834685428,-3.731338156296815,0.5301295134782293,2.0957135156785967,-0.8569169867622719,-0.779729676061379,-1.7298476747187834,0.383450506896145,0.5048765882420412
2021-09-23,1801.0,1828.0,1799.0,1815.0,1804.9415283203125,1119306,-235631.42632493697,5690061,-0.0352296486318615,15479325.397869935,16840.792419588568,-31242.09189024912,10605.479883138563,1800.8455659049198,91.88993646863328,992.817679558011,1792.571428571429,1832.4549323988383,1752.6879247440188,4.44986494727238,0.7811760411726582,0.0,0.0,1792.7619047619048,1842.7619047619048,1742.7619047619048,5.57798555036124,0.7223809523809518,0.0,0.0,1727.0,1840.0,1783.5,6.303793433216448,0.7787610619469026,0.0,0.0,7.681491321784279,3.8052135282359374,3.876277793548341,1792.571428571429,1792.571428571429,1787.654155364341,1779.9726640425567,0.6214522375886166,0.4899911873294861,0.1314610502591304,0.028729424869272,9.169583753877456,228.1533914282661,-112.90671009242152,-116.2762156629108,3.369505570489295,1783.5,1783.5,1783.5,1783.5,0.0,0.0,0.0,0.0,95.21195486428746,1981.867725008011,1896.637040023804,28.000000000000004,16.0,12.000000000000004,1727.0,1810.0,0.0,0.0,65.27796430648398,0.0,0.0,0.0,88.69221695625046,48.0,77.87610619469027,69.29947895128608,-22.12389380530973,4.942857142857065,0.0,0.4315510837306109,0.2140958757609727,0.2174552079696381,9.4167210598914,7.370559375487972,2.0461616844034287,1782.8047731108904,0.8333333333333304,0.8298802814694639,2.542372881355925,0.8333332196753958,1829.802978515625,3,-0.0094964568554445,-0.5514672511058194,1.1122300348265526,0.0095896150714338,-0.7046582504545853,-3.358246557482488,0.589387950175734,1.4981239390316858,0.383450506896145,2.1098468854391683
2021-09-27,1730.0,1880.0,1730.0,1840.0,1829.802978515625,1065789,261736.77367506304,6755850,0.0337540637400571,17074382.483888514,-119629.68279837754,-43868.89059141032,24007.83925619835,1803.020115171548,93.11257487420744,1006.4928542075704,1798.5,1847.244230427816,1749.755769572184,5.420542722025673,0.9256914063035248,0.0,0.0,1795.75,1858.25,1733.25,6.960879855213699,0.854,0.0,0.0,1727.0,1880.0,1803.5,8.507089241034196,0.738562091503268,0.0,0.0,11.288228858627916,5.301816594314333,5.986412264313584,1798.5,1798.5,1795.7073622313656,1784.4191333727376,0.6048457084813105,0.5232934781242798,0.0815522303570306,0.0399877077041117,10.768017645897142,222.2248199996948,-109.97282648298858,-115.48829201542054,5.515465532431961,1803.5,1803.5,1803.5,1803.5,0.0,0.0,0.0,0.0,87.15277777777794,1981.867725008011,1896.637040023804,32.0,16.0,16.0,1729.26,1810.0,0.0,0.0,71.45079284020693,0.0,0.0,0.0,87.28536853413577,56.92380952380953,73.85620915032679,72.11136175217382,-26.1437908496732,1.9249999999999543,0.0,0.6325996313036608,0.2977966268695103,0.3348030044341504,10.76376474959006,8.04920045030839,2.714564299281669,1788.7682595691306,1.377410468319562,1.368010390407992,3.9548022598870025,1.3774102820077871,1815.8804931640625,0,0.4223839267695979,1.149428104206763,2.9024667307135417,0.2409715732224953,-1.4990651111957618,-1.5086474545275763,0.3944786385463885,1.992612791380324,0.383450506896145,1.473948535876218
2021-09-28,1890.0,1850.0,1803.0,1826.0,1815.8804931640625,2917414,199664.13537719072,3838436,0.0187097822394741,8800356.986190157,34636.83933785195,-34055.674350252535,-7517.425961192957,1809.393482672398,95.13209274301845,1006.4928542075704,1801.555555555556,1850.6551017051768,1752.4560094059343,5.450794564531764,0.748927397108262,0.0,0.0,1799.1481481481485,1859.9259259259256,1738.3703703703704,6.756283838030336,0.7209018890920172,0.0,0.0,1727.0,1880.0,1803.5,8.492660663624028,0.6470588235294118,0.0,0.0,12.86857047457488,6.815167370366443,6.053403104208438,1801.555555555556,1801.555555555556,1800.3677680419246,1787.4991975673497,0.7218373374185583,0.5902457520130512,0.131591585405507,0.051713668948225,12.134009016752056,219.16926444413912,-108.46071779539596,-114.7074504354178,6.246732640021847,1803.5,1803.5,1803.5,1803.5,0.0,0.0,0.0,0.0,105.10739856801833,1981.867725008011,1896.637040023804,32.0,16.0,16.0,1730.0,1810.0,0.0,0.0,64.53204974823126,0.0,0.0,0.0,85.15343743913336,54.87845771858513,64.70588235294117,72.14606589931941,-35.294117647058826,7.655555555555566,0.0,0.7199203497315146,0.3822213714419112,0.3376989782896034,25.52125511235709,11.543611382718131,13.977643729638958,1792.7013696933843,-0.7608695652173925,-0.7637789448117438,3.1638418079096065,-0.7608734664349868,1793.008056640625,1,0.2406076323230479,-1.515158416493108,-1.0823177301443965,0.048078459224925,1.3633426367332504,2.61754142071348,-0.1964692879830352,0.8321399839340415,0.383450506896145,-0.0968269710149627
2021-09-29,1837.0,1839.0,1803.0,1803.0,1793.008056640625,392212,-192547.86462280928,3446224,-0.0174033234545721,6254466.559591563,-50482.90210396419,-35880.92187844272,-27137.953990666225,1809.5922328526328,91.54577699932858,993.81523337144,1801.7,1848.28798128273,1755.11201871727,5.171558115416548,0.5139520962725408,0.0,0.0,1800.7333333333331,1859.0333333333333,1742.4333333333332,6.475139757876429,0.5194396798170391,0.0,0.0,1727.0,1880.0,1803.5,8.491979796858521,0.4967320261437908,58.3,0.0,12.125321649752095,7.877198226243575,4.24812342350852,1801.7,1801.7,1800.7727268047056,1788.6474051549535,0.7340683772115569,0.6216985091525499,0.112369868059007,0.0606056111930889,13.323931838668596,219.0248199996948,-108.38923629380068,-112.96440151190195,4.575165218101276,1803.5,1803.5,1803.5,1803.5,0.0,0.0,0.0,0.0,56.65872385491227,1981.867725008011,1896.637040023804,32.0,16.0,16.0,1730.0,1810.0,0.0,0.0,55.09350500709717,0.0,0.0,0.0,81.7875528199421,51.638981408373446,49.673202614379086,62.74509803921568,-50.326797385620914,14.349999999999907,0.0,0.6779045224232809,0.4413580016381851,0.2365465207850957,17.689611571103793,12.772811420395264,4.916800150708529,1793.6742235882875,-1.259583789704266,-1.267583795159588,1.8644067796610209,-1.25957829326002,1847.7032470703125,2,-0.5568917027290894,-3.269217598310931,0.9946927149960914,-0.2883321297041306,-2.7212932489260595,0.3401006543907527,-0.590548196011639,0.4305672876848945,0.383450506896145,0.161553897825442
