Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_NST.AX_2021-09-15_2023-09-15_Close_percent,asx_EVN.AX_2021-09-15_2023-09-15_Close_percent,asx_NCM.AX_2021-09-15_2023-09-15_Close_percent,ssx_601899.SS_2021-09-15_2023-09-15_Close_percent,jpx_6098.T_2021-09-15_2023-09-15_Close_percent,jpx_9843.T_2021-09-15_2023-09-15_Close_percent,ssx_601601.SS_2021-09-15_2023-09-15_Close_percent,jpx_9613.T_2021-09-15_2023-09-15_Close_percent,ssx_600016.SS_2021-09-15_2023-09-15_Close_percent,asx_IEL.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,4818.0,4900.0,4761.0,4844.0,4771.54150390625,4270351,829492.6402877698,4270351,0.1942446043165467,0.0,0.0,0.0,-1009635.9694586272,4835.0,50.0,1000.0,4844.0,4844.0,4844.0,0.0,0.0,0.0,0.0,4835.0,4974.0,4696.0,5.749741468459152,0.5323741007194245,0.0,0.0,4761.0,4900.0,4830.5,2.86952931461602,0.5971223021582733,0.0,0.0,0.0,0.0,0.0,4844.0,4844.0,4844.0,4844.0,0.0,0.0,0.0,-22.482503921512528,1.0,1524.9880000000005,-239.43960955806483,-239.43960955806483,0.0,4830.5,4830.5,4830.5,4830.5,0.0,0.0,0.0,0.0,0.0,6343.748,6308.971,4.0,4.0,0.0,4512.0,4963.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,59.71223021582734,59.71223021582734,-40.28776978417266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4844.0,-23.94396095580649,0.0,0.0,0.0,4464.20849609375,2,-0.09155681064575757,-0.04477351352558033,-0.05532868355891656,-0.041768209765549826,0.0269390911577781,0.024217299419434336,-0.03697636627408086,0.006077139085812589,-0.016032912459358693,0.02368567545896968
2021-09-16,4810.0,4872.0,4512.0,4532.0,4464.20849609375,2795667,-1655544.693045563,1474684,-0.2342966990808066,-872248104.0,-1783474.2120574447,-1783474.2120574447,-1202558.910219938,4757.320800626321,0.0,935.590421139554,4688.0,5000.0,4376.0,13.31058020477816,0.25,0.0,0.0,4736.833333333334,4986.333333333334,4487.333333333334,10.534463952711022,0.0895123580494309,0.0,0.0,4512.0,4900.0,4706.0,8.276450511945391,0.0515463917525773,0.0,0.0,-24.888888888888687,-4.977777777777738,-19.911111111110948,4688.0,4688.0,4796.0,4820.888888888889,0.0564027829437984,0.1971556737134575,-0.1407528907696591,-0.0125799958711808,2.2391774891774894,1680.9880000000005,-263.9332967812155,-251.68645316964017,-12.246843611575343,4706.0,4706.0,4706.0,4706.0,0.0,0.0,0.0,0.0,-66.66666666666697,6343.748,6308.971,4.0,8.0,-4.0,4512.0,4963.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,4.008016032064129,5.154639175257732,32.43343469554254,-94.84536082474229,0.0,0.0,-0.5162717802157237,-0.1032543560431447,-0.413017424172579,-2.827093351140821,-0.5654186702281642,-2.2616746809126567,4717.076746061093,-6.440957886044596,-6.657748252508533,-6.440957886044596,6.440958494459281,4552.8623046875,3,1.2422192810971069,1.259444530514486,0.1627308912983096,3.559043006716678,0.1866213861955117,2.5754871350932405,0.6814833759020331,0.943822126757624,0.9950276805229948,0.4564785488119298
2021-09-17,4602.0,4735.0,4559.0,4622.0,4552.8623046875,4907606,-3049750.943045563,6382290,-0.2547057551703279,-684543440.5714285,-161382.14844467954,-972428.180251062,-82608.65643414334,4708.688261326173,0.0,935.590421139554,4666.0,4928.23653444934,4403.76346555066,11.240314378454354,0.41610627387905,0.0,0.0,4704.111111111111,4929.111111111111,4479.111111111111,9.566100573966034,0.3175308641975304,0.0,0.0,4512.0,4900.0,4706.0,8.3154736390913,0.2835051546391752,0.0,0.0,-36.92560937005328,-11.367344096232848,-25.55826527382043,4666.0,4666.0,4769.2307692307695,4806.156378600823,0.1538470042211195,0.3228944609551042,-0.1690474567339847,-0.0293973423834671,3.4146741779192107,1702.9880000000005,-267.38753472294195,-256.9201470207408,-10.467387702201163,4706.0,4706.0,4706.0,4706.0,0.0,0.0,0.0,0.0,-49.99999999999984,6343.748,6308.971,4.0,8.0,-4.0,4512.0,4963.0,1.0,0.0,23.7020316027088,0.0,0.0,0.0,-99.36102236421723,15.66951566951567,28.350515463917525,31.0724616183342,-71.64948453608247,0.0,0.0,-0.7682981255970521,-0.2362631099539262,-0.5320350156431259,-0.948466277866387,-0.6420281917558088,-0.3064380861105782,4681.144739576033,1.985878199470425,1.966416868642895,-4.582989265070192,-1.9858796620122805,4653.3369140625,4,2.830186797409965,3.316330571704654,3.096983514328116,2.7002622448917606,-1.395081274156084,-1.1166828283065229,1.8779352563114031,-0.3629814393611923,0.2512553219413149,0.82544723535635
2021-09-20,4693.0,4770.0,4629.0,4724.0,4653.3369140625,4278972,-1562732.304747691,10661262,-0.0961527810540353,-524400785.63265306,172997.1591307445,-590619.7337904599,191889.00930123133,4708.419296605499,60.835612366259625,956.2373754788518,4680.5,4913.091917314424,4447.908082685576,9.938763692529596,0.5935114179853369,0.0,0.0,4705.0,4909.0,4501.0,8.67162592986185,0.5465686274509803,0.0,0.0,4512.0,4900.0,4706.0,8.289712637538726,0.5463917525773195,0.0,0.0,-37.798531577575886,-16.653581592501457,-21.14494998507443,4680.5,4680.5,4762.2721893491125,4800.070720926688,0.2350163088381655,0.3479966261144947,-0.1129803172763291,-0.0441694865892161,4.51054037730717,1688.4880000000005,-265.1108778977131,-258.96782973998387,-6.143048157729254,4706.0,4706.0,4706.0,4706.0,0.0,0.0,0.0,0.0,2.68006700167535,6343.748,6308.971,4.0,8.0,-4.0,4512.0,4963.0,0.0,0.0,40.82154882154882,0.0,0.0,0.0,-98.11263000287114,24.94117647058824,54.63917525773196,29.38144329896907,-45.36082474226804,0.0,0.0,-0.7874578058357984,-0.3465020491303007,-0.4409557567054977,-0.6834349659648784,-0.6503095465976229,-0.0331254193672555,4697.227757212591,2.2068368671570804,2.182838648292673,-2.4772914946325386,-2.20684489560675,4787.30224609375,0,1.186630708029398,2.1108171013550816,1.8082419486251808,2.7002622448917606,-1.395081274156084,-1.1166828283065229,1.8779352563114031,-0.3629814393611923,0.2512553219413149,2.74351979117894
2021-09-21,4743.0,4963.0,4743.0,4860.0,4787.30224609375,2516551,-1402588.150202236,13177813,-0.0747283907042891,-400593396.8279884,1341915.9794496514,-107485.80548043211,166879.32536545204,4728.117403612784,71.39217204706601,983.7666479312488,4716.4,4969.1848096702015,4463.615190329798,10.719396559672711,0.7840360545939241,0.0,0.0,4735.066666666668,4942.266666666667,4527.866666666667,8.751724720524887,0.8014800514800501,0.0,0.0,4512.0,4963.0,4737.5,9.56237808498007,0.7716186252771619,0.0,0.0,-27.202689642414043,-18.76340320248397,-8.439286439930068,4716.4,4716.4,4777.3072371415565,4804.5099267839705,0.3436294462679262,0.3260374950938002,0.0175919511741259,-0.0513709790023535,5.630386132035242,1652.5880000000006,-259.4741896200778,-259.06910171600265,-0.4050879040751738,4737.5,4737.5,4737.5,4737.5,0.0,0.0,0.0,0.0,91.02835805833,6343.748,6308.971,20.0,8.0,12.0,4519.76,4963.0,0.0,0.0,55.241843858636464,0.0,0.0,0.0,-96.1075250383692,31.95592286501377,77.16186252771618,53.38385108312189,-22.83813747228381,0.0,0.0,-0.5661907261501467,-0.3904397845342699,-0.1757509416158767,-3.916711382831167,-1.303589913844332,-2.613121468986835,4749.952115731236,2.878916172734969,2.8382539577286536,0.3303055326176807,-2.878908931489647,4744.9453125,1,-0.982535794999592,-0.808625838207476,-0.7708806088828624,2.7002622448917606,0.9503493599505362,-1.3297244268419917,1.8779352563114031,1.6726950390854824,0.2512553219413149,-1.2361422694454518
2021-09-22,4852.0,4890.0,4748.0,4817.0,4744.9453125,2174792,-1463849.8966811094,11003021,-0.069893724226427,-356725205.28113294,-221998.2416709276,-130388.2927185312,53207.4069028479,4737.485311064615,57.98752406101659,975.062539729388,4733.166666666667,4975.803340637351,4490.529992695983,10.25261483731189,0.6727548683416714,0.0,0.0,4748.944444444444,4945.277777777778,4552.611111111111,8.268504112024901,0.6733163554046396,0.0,0.0,4512.0,4963.0,4737.5,9.52850452480721,0.6762749445676275,0.0,0.0,-22.02130134970957,-19.41498283192909,-2.60631851778048,4733.166666666667,4733.166666666667,4783.413816042856,4805.435117392565,0.3800016888963951,0.3885202452751641,-0.008518556378769,-0.0548240585020941,6.685437747756104,1635.821333333333,-256.84164161297423,-258.6978583654979,1.8562167525236648,4737.5,4737.5,4737.5,4737.5,0.0,0.0,0.0,0.0,53.00233396987057,6343.748,6308.971,20.0,8.0,12.0,4537.4896,4963.0,0.0,0.0,51.00954585973495,0.0,0.0,0.0,-94.46172699498096,33.8748984565394,67.62749445676275,66.47617741407029,-32.37250554323725,-14.733333333332666,0.0,-0.4582582182830169,-0.4040034712840193,-0.0542547469989975,-7.308391742242956,-2.504550279524057,-4.8038414627189,4770.894242536356,-0.8847736625514413,-0.888711026431821,-0.5573905862923167,0.8847766741344003,4573.54833984375,2,-0.3243144915045093,-1.6042856500930895,-0.5949739735990818,0.9250727410245788,0.5298616959088065,0.8229539266821035,1.7298476747187834,1.701150092286568,1.7632241475249089,-2.0037639968696084
2021-09-23,4769.0,4804.0,4572.0,4643.0,4573.54833984375,2487904,-2428985.0690949024,8515117,-0.1036617166261699,-367606646.8123997,-1221590.5436865732,-312255.33454653824,-109110.22349309844,4730.638505914081,47.99042023280617,975.062539729388,4720.285714285715,4953.618620019045,4486.952808552384,9.886389081371057,0.3343874516052134,0.0,0.0,4738.095238095238,4939.523809523809,4536.666666666667,8.502512562814058,0.2639479905437349,0.0,0.0,4512.0,4963.0,4737.5,9.554506385811996,0.2904656319290465,0.0,0.0,-31.59119597679637,-21.85022546090255,-9.74097051589382,4720.285714285715,4720.285714285715,4761.8116904978015,4793.402886474598,0.3674038739716426,0.4641784618477222,-0.0967745878760796,-0.0625378963891121,7.782424840641351,1648.7022857142856,-258.8640904511496,-258.7216058063053,-0.1424846448442736,4737.5,4737.5,4737.5,4737.5,0.0,0.0,0.0,0.0,-51.59603148926964,6343.748,6308.971,20.0,8.0,12.0,4554.510016,4963.0,0.0,0.0,38.24185189430198,0.0,0.0,0.0,-93.13410265229444,33.06233062330624,29.046563192904657,57.94530672579453,-70.95343680709534,-5.699999999999818,0.0,-0.6590557214778734,-0.4550139213227901,-0.2040418001550832,-9.39801896898402,-3.8832440174160494,-5.514774951567969,4731.028845766807,-3.6122067676977343,-3.6790618610298864,-4.1494632535095,3.6122012239998753,4744.9453125,3,1.4008521135334036,1.05264079398097,-0.0422552144131742,1.213822388244708,0.5298616959088065,0.8229539266821035,-1.4981239390316858,1.701150092286568,-1.0256370988340675,-0.798025373508537
2021-09-27,4825.0,4963.0,4728.0,4817.0,4744.9453125,3386933,-3250496.477605541,11902050,-0.1212022680530066,-230901934.12491405,1092802.8396192072,-111532.73823714598,37059.68537134551,4743.944568847338,58.15419556178129,975.062539729388,4732.375,4959.819361328216,4504.930638671784,9.61227127301685,0.6860345086284226,0.0,0.0,4750.333333333333,4955.958333333333,4544.708333333333,8.657287207915235,0.6621073961499501,0.0,0.0,4512.0,4963.0,4737.5,9.53009852346866,0.6762749445676275,0.0,0.0,-24.84862115782744,-22.44990460028753,-2.398716557539906,4732.375,4732.375,4770.302199651986,4795.150820809813,0.4511502033085573,0.4419618081291569,0.0091883951794004,-0.0656317799103024,8.902347358048061,1636.6130000000005,-256.9659418419379,-258.50214781075937,1.5362059688214913,4737.5,4737.5,4737.5,4737.5,0.0,0.0,0.0,0.0,66.53721682847934,6343.748,6308.971,20.0,8.0,12.0,4570.84961536,4963.0,0.0,0.0,51.35445138400519,0.0,0.0,0.0,-90.71355706019898,38.62656349877332,67.62749445676275,54.76718403547672,-32.37250554323725,21.6875,0.0,-0.5182031199100211,-0.4676517610402364,-0.0505513588697846,-8.979925006950626,-4.902580215322965,-4.077344791627661,4755.437607355112,3.7475769976308415,3.6790618610298864,-0.5573905862923167,-3.747571030638881,4644.470703125,0,1.484007771103677,1.108029421489675,1.1260248482902568,2.0309484233126938,0.6306912370986595,0.5062770120895976,-1.992612791380324,0.683692216542056,0.7672672640930926,-1.5225297086812333
2021-09-28,4838.0,4819.0,4623.0,4715.0,4644.470703125,2145549,-3381856.6204626835,9756501,-0.1167593797011559,-229179657.53564063,-1137331.2844404858,-239757.55651256343,81495.91082287134,4742.096785591701,51.88632344189585,954.4155853900902,4730.444444444444,4945.158954870858,4515.729934018031,9.07798465654025,0.4640349308163375,0.0,0.0,4746.851851851851,4951.407407407407,4542.296296296296,8.618577614793436,0.4221437624479464,0.0,0.0,4512.0,4963.0,4737.5,9.533987879926716,0.4501108647450111,0.0,0.0,-27.41955403575412,-23.44383448738085,-3.9757195483732666,4730.444444444444,4730.444444444444,4761.794168936295,4789.213722972049,0.4518940834235773,0.515170812496316,-0.0632767290727387,-0.0694915812550572,9.996095948740717,1638.543555555556,-257.2690599441475,-258.3651380478025,1.0960781036549747,4737.5,4737.5,4737.5,4737.5,0.0,0.0,0.0,0.0,-23.38793282189468,6343.748,6308.971,20.0,8.0,12.0,4572.0,4963.0,0.0,0.0,45.28456775083299,0.0,0.0,0.0,-88.7396414793151,44.31503643509067,45.01108647450111,47.22838137472284,-54.988913525498894,30.244444444444525,0.0,-0.5725272585817767,-0.4886268605485445,-0.0839003980332321,-11.454287765468386,-6.21292172535205,-5.241366040116336,4744.173480448099,-2.11750051899523,-2.1402411562663204,-2.66308835672997,2.1175082694907275,4526.2666015625,1,4.28737323815264,6.442571829819698,2.7157265697038184,-0.888450437281918,0.225678777133055,2.1238911847341058,-0.8321399839340415,0.229454846344268,-0.773199772836108,0.1199789963419561
2021-09-29,4708.0,4759.0,4560.0,4595.0,4526.2666015625,2091188,-4737450.851618462,7665313,-0.1525478214324929,-232288643.60197768,-585241.4990904692,-278144.66124344186,-98654.18724423111,4735.087210548843,47.03058927613532,930.1250508732692,4716.9,4936.208823351912,4497.591176648088,9.298854050410736,0.2220814052602118,0.0,0.0,4735.966666666666,4939.966666666666,4531.966666666666,8.614925499194111,0.1544934640522886,0.0,0.0,4512.0,4963.0,4737.5,9.561364455468636,0.1840354767184035,219.1,0.0,-38.69399370893552,-26.493866331691784,-12.20012737724374,4716.9,4716.9,4736.13352756148,4774.827521270416,0.4644823972100455,0.5579253265311251,-0.0934429293210796,-0.0784261528688418,11.07233986210256,1652.0880000000006,-259.3956842123114,-260.5824796760521,1.1867954637407363,4737.5,4737.5,4737.5,4737.5,0.0,0.0,0.0,0.0,-81.47593701485904,6343.748,6308.971,20.0,8.0,12.0,4572.0,4963.0,0.0,1.0,39.38643312370888,0.0,0.0,0.0,-87.14817770029892,41.491022841955086,18.40354767184036,43.68070953436807,-81.59645232815964,1.1000000000003638,0.0,-0.8103746896943493,-0.5529764263777055,-0.2573982633166438,-13.580045333348323,-7.686346446951306,-5.893698886397019,4702.156876830019,-2.545068928950156,-2.5780160277770747,-5.140379851362509,2.545049998549189,4620.830078125,2,-2.905584171569089,-4.191609300361378,-1.8910406707710763,1.956944567321031,3.702120578958088,0.4520808609345437,-0.4305672876848945,1.270492463682956,-0.5115001437863214,-2.2822922663032585
