Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent,asx_GMG.AX_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_SGP.AX_2021-09-15_2023-09-15_Close_percent,asx_VCX.AX_2021-09-15_2023-09-15_Close_percent,asx_LYC.AX_2021-09-15_2023-09-15_Close_percent,asx_SEK.AX_2021-09-15_2023-09-15_Close_percent,asx_GPT.AX_2021-09-15_2023-09-15_Close_percent,asx_CAR.AX_2021-09-15_2023-09-15_Close_percent,asx_SCG.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,2012.0,2049.0,1990.0,2024.0,1932.6019287109373,24075786,3672577.525423729,24075786,0.1525423728813559,0.0,0.0,0.0,77781.20833476268,2021.0,50.0,1000.0,2024.0,2024.0,2024.0,0.0,0.0,0.0,0.0,2021.0,2080.0,1962.0,5.8386937159821874,0.5254237288135594,0.0,0.0,1990.0,2049.0,2019.5,2.91501976284585,0.576271186440678,0.0,0.0,0.0,0.0,0.0,2024.0,2024.0,2024.0,2024.0,0.0,0.0,0.0,-0.3409504719368982,1.0,-10.054000000000087,4.992189462875414,4.992189462875414,0.0,2019.5,2019.5,2019.5,2019.5,0.0,0.0,0.0,0.0,0.0,2024.10559375,2043.28534375,4.0,4.0,0.0,1999.0,2049.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,57.6271186440678,57.6271186440678,-42.3728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,0.4992189462875496,0.0,0.0,-0.0,1938.3310546875,2,-0.0104981913462706,0.024562164239761,0.0144934285836706,0.0116713766234498,0.0494792290239466,0.0127161825256247,-0.046963851105427,-0.0073470138627554,0.0692529111947689,0.0179167481857806
2021-09-16,2017.0,2040.0,2004.0,2030.0,1938.3310546875,17383893,11398752.192090396,41459679,0.2749358525445987,104303358.0,517.7206279398982,517.7206279398982,171724.16482391217,2022.5374200316407,100.0,1002.9644268774704,2027.0,2033.0,2021.0,0.5920078934385792,0.75,0.0,0.0,2022.8333333333333,2070.333333333333,1975.3333333333333,4.696382961193024,0.5754385964912292,0.0,0.0,1990.0,2049.0,2019.5,2.9107054760730144,0.6779661016949152,0.0,0.0,0.4786324786323348,0.0957264957264669,0.3829059829058678,2027.0,2027.0,2024.923076923077,2024.4444444444448,0.5263157894736842,0.4736842105263157,0.0526315789473684,0.0005789896245059,1.9366391184573004,-13.054000000000087,6.481802391921178,5.736995927398296,0.744806464522882,2019.5,2019.5,2019.5,2019.5,0.0,0.0,0.0,0.0,66.66666666666254,2024.10559375,2043.28534375,8.0,4.0,4.0,1999.0,2049.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,27.368421052631582,67.79661016949153,62.71186440677967,-32.20338983050848,0.0,0.0,0.023642658110269,0.0047285316220538,0.0189141264882152,-2.263885410069952,-0.4527770820139904,-1.8111083280559608,2025.635547676246,0.2964426877470449,0.2960041628476517,0.2964426877470449,0.2964462516284527,1946.924560546875,3,-0.0423130350401379,0.9695901201769744,1.039268734542972,-0.0,0.8771887889304111,-0.3851056882939332,-1.1889477604144076,-0.0,0.4330622233390073,1.7006702406320215
2021-09-17,2030.0,2045.0,2015.0,2039.0,1946.924560546875,38289336,34372353.79209039,79749015,0.4310066248729265,138632024.5714286,626.8063776295311,572.2635027847147,221288.95649155945,2027.560745270647,100.0,1002.9644268774704,2031.0,2043.328828005938,2018.671171994062,1.2140647962518978,0.8244428422615233,0.0,0.0,2026.2222222222224,2067.8888888888887,1984.555555555556,4.112744022812005,0.6533333333333345,0.0,0.0,1990.0,2049.0,2019.5,2.9049729197439684,0.8305084745762712,0.0,0.0,1.5661236515936707,0.3898059268999077,1.176317724693763,2031.0,2031.0,2027.0887573964496,2025.522633744856,0.728,0.56,0.1679999999999999,0.0023883183729713,2.8151517497374594,-17.054000000000087,8.467952963982196,6.6473149395929285,1.820638024389268,2019.5,2019.5,2019.5,2019.5,0.0,0.0,0.0,0.0,99.99999999999666,2024.10559375,2043.28534375,12.0,4.0,8.0,1999.0,2049.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,40.0,83.05084745762711,69.49152542372882,-16.949152542372882,0.0,0.0,0.0773194841421331,0.0192467221260696,0.0580727620160634,2.9254067543946087,0.2228596852677294,2.70254706912688,2030.1648092319767,0.4433497536945774,0.4423698538621678,0.7411067193675791,0.4433456214093638,1923.0535888671875,4,-1.5453081178421115,-0.0872957834824461,0.172351340789632,1.4989246170861463,-0.0,-2.8350549038644743,-0.4227540594627328,-1.3944373049190375,2.6016860103121644,-0.0
2021-09-20,2038.0,2035.0,1999.0,2014.0,1923.0535888671875,13005953,32204694.95875706,66743062,0.3472018335315157,72377617.48979595,-3598.3522314743104,-817.9417419682937,10290.828882602073,2025.9397160915407,81.1717468773778,990.6671680878987,2026.75,2044.9365334794727,2008.5634665205268,1.7946499054617644,0.1494659079920118,0.0,0.0,2023.6666666666667,2063.9166666666665,1983.4166666666667,3.97792785373084,0.3799171842650105,0.0,0.0,1990.0,2049.0,2019.5,2.911064512149994,0.4067796610169492,0.0,0.0,0.4059970930693453,0.3930441601337953,0.0129529329355499,2026.75,2026.75,2025.0751024123804,2024.669105319311,0.6727272727272727,0.703030303030303,-0.0303030303030302,0.0025269734818558,3.674829737750152,-12.804000000000087,6.357667981167364,6.574903199986538,-0.2172352188191739,2019.5,2019.5,2019.5,2019.5,0.0,0.0,0.0,0.0,-98.92473118279632,2024.10559375,2043.28534375,12.0,16.0,-4.0,1999.0,2048.32,0.0,0.0,35.11652542372882,0.0,0.0,0.0,91.23330957014316,39.39393939393939,40.67796610169491,63.84180790960452,-59.32203389830509,0.0,0.0,0.0200525158408694,0.0194078808690296,0.0006446349718398,-1.3432900036184807,-0.0903702525095126,-1.252919751108968,2024.267837373501,-1.2260912211868535,-1.2336697295947552,-0.4940711462450564,-1.226086113628483,1957.427978515625,0,-2.9025960568031763,-2.44647764180084,-3.5966014881625483,-1.0548490487115745,-2.6086988273029164,-11.803711816821677,-3.363826322922023,0.2020300846459974,-0.9248514933996006,-2.006684441079173
2021-09-21,2040.0,2075.0,2018.0,2050.0,1957.427978515625,12276704,33712360.36226583,79019766,0.3209732809191672,125175292.70553938,13696.672983237197,2810.7119393330786,59979.712114755326,2028.479286641589,84.05084263018499,1008.375220744882,2031.4,2056.109512338369,2006.690487661632,2.432756949726176,0.8763732716634385,0.0,0.0,2028.4666666666667,2072.0666666666666,1984.8666666666668,4.298813553751593,0.746941896024465,0.0,0.0,1990.0,2075.0,2032.5,4.184306389681993,0.7058823529411765,0.0,0.0,2.3642341529939586,0.787282158705828,1.5769519942881307,2031.4,2031.4,2028.909702041245,2026.545467888251,0.827433628318584,0.588495575221239,0.238938053097345,0.0050093420271086,4.590762949890999,-17.45400000000018,8.666568021188297,6.99323616422689,1.6733318569614068,2032.5,2032.5,2032.5,2032.5,0.0,0.0,0.0,0.0,134.83146067415754,2024.10559375,2043.28534375,20.0,16.0,4.0,1999.0,2048.32,1.0,0.0,67.65840779853778,0.0,0.0,0.0,85.5726038015044,44.69026548672566,70.58823529411765,64.77234961781322,-29.41176470588235,0.0,0.0,0.1166632671438452,0.0388589581239927,0.0778043090198524,-5.185995250846491,-1.1094952521769084,-4.076499998669583,2034.0752758842248,1.787487586891756,1.7716998853946286,1.2845849802371578,1.7874899507447566,1986.0732421875,1,1.3286106441003795,0.3582527969912661,-1.013294724046219,-0.6396684540569737,-0.0,1.5037579428341843,0.4055419378035054,-0.0,-0.3500597309336513,-0.0
2021-09-22,2050.0,2089.0,2050.0,2080.0,1986.0732421875,7267874,37625830.97765045,86287640,0.3350488253768225,138441139.4618909,12341.986115884783,4716.966774643419,325803.691786761,2031.3606067056885,85.38980321363152,1023.131931292368,2039.5,2082.173176586704,1996.8268234132963,4.184670417916528,0.9745369719279228,0.0,0.0,2035.888888888889,2078.722222222222,1993.055555555556,4.2078262293292505,1.0149156939040214,1.0,0.0,1990.0,2089.0,2039.5,4.854130914439814,0.9090909090909092,0.0,0.0,6.264685021561718,1.882762731277006,4.381922290284711,2039.5,2039.5,2036.7697478810533,2030.505062859492,0.9735849056603774,0.5962264150943396,0.3773584905660377,0.0118396313363221,5.491551794169572,-25.554000000000087,12.688522929611862,7.942450625124386,4.746072304487476,2039.5,2039.5,2039.5,2039.5,0.0,0.0,0.0,0.0,151.81818181818164,2024.10559375,2043.28534375,24.0,16.0,8.0,1999.0,2048.32,0.0,0.0,77.69703955873482,0.0,0.0,0.0,82.43903774473831,49.43396226415094,90.9090909090909,67.39176410163448,-9.090909090909092,2.9166666666667425,0.0,0.3085284117804352,0.0927928488552812,0.2157355629251539,-10.363895187999004,-2.960375239341328,-7.403519948657676,2050.2731815594625,1.4634146341463428,1.4528100562910318,2.7667984189723382,1.4634134173149818,1999.4410400390625,2,0.0874086647238954,1.427930781285923,0.3780493865914565,1.0729697989518172,-0.2976149878808911,2.074072096082901,0.5048765882420412,1.0080600814538343,0.5464450607243805,0.6825953128001316
2021-09-23,2086.0,2111.0,2074.0,2094.0,1999.4410400390625,6859124,38181976.16683964,93146764,0.3204296940108482,132382081.82447793,12406.832126084904,5998.610999883666,152526.31247654784,2034.9087517285427,86.47197368500687,1030.0183962145284,2047.2857142857144,2102.2008621903474,1992.3705663810808,5.364678463923424,0.9253315114020164,0.0,0.0,2044.047619047619,2086.047619047619,2002.047619047619,4.109493302271392,1.094671201814062,1.0,0.0,1990.0,2111.0,2050.5,5.910264461656549,0.859504132231405,0.0,0.0,10.366010516632514,3.579412288348108,6.786598228284406,2047.2857142857144,2047.2857142857144,2045.574402053199,2035.2083915365663,1.0562913907284768,0.5728476821192053,0.4834437086092714,0.0226146797714622,6.378706546221215,-33.33971428571431,16.55442315023063,9.172732414425278,7.381690735805352,2050.5,2050.5,2050.5,2050.5,0.0,0.0,0.0,0.0,140.10903426791282,2024.10559375,2043.28534375,28.000000000000004,16.0,12.000000000000004,2002.6,2048.32,0.0,0.0,80.70666168488859,0.0,0.0,0.0,80.68327509484917,50.0,85.9504132231405,82.48257980878302,-14.049586776859504,8.671428571428578,0.0,0.5093341084745753,0.17610110077914,0.3332330076954352,-14.996744115995526,-5.367649014672168,-9.629095101323358,2065.328265914208,0.6730769230769207,0.6708218735118621,3.458498023715406,0.6730767812388905,2005.1700439453125,3,1.310044940957468,0.6159441868489921,2.607500895103413,-0.0,1.4925328950579484,-0.0,2.1098468854391683,1.397199503581504,0.8152051416239487,-0.0
2021-09-27,2100.0,2125.0,2086.0,2100.0,2005.1700439453125,17125210,33351788.7309422,110271974,0.244722917566936,128149107.27812394,2960.5476370800707,5564.601948054581,95236.55039673792,2043.5487591342423,88.59234096805574,1030.0183962145284,2053.875,2115.9591163261584,1991.790883673841,6.045559376900595,0.8714718250774698,0.0,0.0,2051.5,2093.125,2009.875,4.058006336826712,1.0825825825825826,1.0,0.0,1990.0,2125.0,2057.5,6.572941391272595,0.8148148148148148,0.0,0.0,13.93980102682599,5.651490036043684,8.288310990782305,2053.875,2053.875,2053.9475709680914,2040.0077699412648,1.0850439882697946,0.5806451612903226,0.504398826979472,0.0360985996264724,7.266712180399247,-39.92900000000009,19.826251547956147,10.504422306116636,9.321829241839511,2057.5,2057.5,2057.5,2057.5,0.0,0.0,0.0,0.0,120.7911239749154,2024.10559375,2043.28534375,32.0,16.0,16.0,2009.104,2048.32,0.0,0.0,81.8378247523685,0.0,0.0,0.0,79.61500816869726,54.17197764486714,81.48148148148148,86.11366187123762,-18.51851851851852,15.887499999999818,0.0,0.68332097711703,0.2775450760467181,0.4057759010703119,-14.24358246302245,-7.142835704342224,-7.100746758680226,2078.505493611617,0.2865329512893977,0.2861232281031967,3.754940711462451,0.286530274788106,1983.208740234375,0,0.4957975533104246,0.7165143928034752,1.2206033591736087,0.2178642517317115,-0.2985193803572628,2.745665536498308,1.473948535876218,0.1976170677872062,1.5001980921762623,1.3793039563513505
2021-09-28,2100.0,2115.0,2049.0,2077.0,1983.208740234375,17045602,30769121.761245232,93226372,0.2006732257873618,53835113.95267768,-9099.12128653479,3731.63654373091,-137620.5570391595,2047.638091488063,76.75118302744195,1018.7372423512264,2056.4444444444443,2116.755571931546,1996.133316957343,5.865573237345093,0.6704126287470893,0.0,0.0,2054.7037037037035,2099.037037037037,2010.3703703703704,4.315301836797236,0.7514619883040947,0.0,0.0,1990.0,2125.0,2057.5,6.564728765939054,0.6444444444444445,0.0,0.0,14.746163380661072,7.470424704967163,7.27573867569391,2056.4444444444443,2056.4444444444443,2057.494098511462,2042.747935130801,0.9803439803439804,0.6732186732186732,0.307125307125307,0.0485203936058177,8.24942493071971,-42.49844444444443,21.10207743625924,11.681939542799148,9.420137893460083,2057.5,2057.5,2057.5,2057.5,0.0,0.0,0.0,0.0,58.61095426312915,2024.10559375,2043.28534375,32.0,16.0,16.0,2018.37568,2048.32,0.0,0.0,65.89008399488776,0.0,0.0,0.0,73.81445967235716,50.90900090900091,64.44444444444444,77.29211304968881,-35.55555555555556,25.366666666666333,0.0,0.7218787559179125,0.3664118120209569,0.3554669438969555,-13.53630756805216,-8.421530077084213,-5.114777490967947,2077.995591118632,-1.0952380952380936,-1.1012799835402376,2.6185770750988047,-1.09523398163914,2036.679931640625,1,-1.4586034205133274,-4.179628312077512,0.1604178477833642,-2.8260960150653744,-1.197604598208457,-1.2658249071425018,-0.0968269710149627,-1.1834268594649586,-0.8556989731969935,0.340132238768021
2021-09-29,2130.0,2140.0,2080.0,2133.0,2036.679931640625,12173683,40102278.7279119,105400055,0.2423052074436878,143533847.38800943,13800.260775642017,4850.372569498811,141536.48065158082,2052.789084674,78.81019673708856,1046.2043995836138,2064.1,2137.472746984149,1990.7272530158505,7.109417856126092,0.9695203793779495,0.0,0.0,2061.0,2106.9,2015.1,4.45414847161573,1.2843137254901946,1.0,0.0,1990.0,2140.0,2065.0,7.267089772782327,0.9533333333333334,47.0,0.0,19.67711777890053,9.911763319753838,9.7653544591467,2064.1,2064.1,2069.1103910481606,2049.43327326926,1.0425531914893618,0.6574468085106383,0.3851063829787234,0.0649911510326722,9.274018406053695,-50.154,24.903348947787126,13.894290596678225,11.009058351108902,2069.5,2065.0,2067.25,2065.0,0.0,0.0,0.0,0.0,116.12021857923476,2024.10559375,2043.28534375,40.0,16.0,24.0,2026.9056256,2048.32,0.0,0.0,77.42505777761698,0.0,0.0,0.0,71.51432400140177,55.6658296991322,95.33333333333331,80.41975308641975,-4.666666666666667,32.45000000000027,0.0,0.9601248323401892,0.4851544160848035,0.4749704162553858,-15.05864399252087,-9.748952860171546,-5.309691132349325,2096.7833522549377,2.696196437168985,2.6604894595238626,5.385375494071143,2.69619583261472,2059.59619140625,2,0.5659601374119347,-1.3457125516050468,-1.7120505953568994,-0.4474198665871824,-0.3030180707053347,-4.843307030080879,0.161553897825442,-0.0,-1.765389526877712,-0.3389792610185651
