Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,asx_SOL.AX_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,asx_NAB.AX_2021-09-15_2023-09-15_Close_percent,asx_TPG.AX_2021-09-15_2023-09-15_Close_percent,jpx_6857.T_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,asx_LYC.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,5875.0,5761.0,5586.0,5623.0,4824.3818359375,1277985,-737579.9142857144,1277985,-0.5771428571428572,0.0,0.0,0.0,-508778.4946832249,5656.666666666667,50.0,1000.0,5623.0,5623.0,5623.0,0.0,0.0,0.0,0.0,5656.666666666667,5831.666666666667,5481.666666666667,6.187389510901591,0.4038095238095229,0.0,0.0,5586.0,5761.0,5673.5,3.112217677396408,0.2114285714285714,0.0,0.0,0.0,0.0,0.0,5623.0,5623.0,5623.0,5623.0,0.0,0.0,0.0,-38.39516443996049,1.0,3734.34566015625,-399.081726355067,-399.081726355067,0.0,5673.5,5673.5,5673.5,5673.5,0.0,0.0,0.0,0.0,0.0,9217.548885498049,9017.907466308594,4.0,4.0,0.0,5534.0,5761.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,21.142857142857142,21.142857142857142,-78.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5623.0,-39.9081726355067,0.0,0.0,-0.0,4888.72998046875,2,0.0144934285836706,-0.036059039946811,0.1452433221557323,0.0228364508472385,0.0428382926657673,-0.0040958265842385,0.1262222490453584,0.0165600241924268,0.0616285760916735,0.0127161825256247
2021-09-16,5707.0,5755.0,5636.0,5698.0,4888.72998046875,2782897,-620651.4689075631,4060882,-0.1528366174903784,208717275.0,94074.62798659096,94074.62798659096,-472901.9690368513,5683.84998488834,100.0,1000.0,5660.5,5735.5,5585.5,2.649942584577334,0.75,0.0,0.0,5676.5,5823.5,5529.5,5.17924777591826,0.5731292517006803,0.0,0.0,5586.0,5761.0,5673.5,3.09159968200689,0.64,0.0,0.0,5.982905982906232,1.1965811965812465,4.786324786324985,5660.5,5660.5,5634.538461538462,5628.555555555556,0.0432961911944111,0.0320238100550378,0.0112723811393733,0.0026050929219277,1.948136142625608,3696.84566015625,-395.0741796252634,-397.0779529901653,2.003773364901804,5673.5,5673.5,5673.5,5673.5,0.0,0.0,0.0,0.0,66.66666666666667,9217.548885498049,9017.907466308594,8.0,4.0,4.0,5534.0,5761.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,24.429967426710096,64.0,42.57142857142857,-36.0,0.0,0.0,0.1062955837222024,0.0212591167444404,0.0850364669777619,8.640044572278194,1.728008914455639,6.912035657822555,5655.877490291048,1.3338075760270351,1.3249906765651076,1.3338075760270351,1.3338111849255228,4933.34423828125,3,1.039268734542972,-5.318076650868235,0.408160558980839,0.9416850174973206,0.2132204644208428,2.318380949694202,-3.2314385834036727,0.368323785612958,-1.386792449302476,-0.3851056882939332
2021-09-17,5795.0,5848.0,5697.0,5750.0,4933.34423828125,3575307,-1686140.3099671658,7636189,-0.2208091379046754,205459944.85714287,325202.8427209188,209638.7353537549,69746.7753293133,5721.8448822224445,100.0,1000.0,5690.333333333333,5794.593691198737,5586.072975467929,3.664472773665433,0.7861426331554228,0.0,0.0,5706.0,5854.333333333333,5557.666666666667,5.199205514662917,0.6483146067415734,0.0,0.0,5586.0,5848.0,5717.0,4.604299689531955,0.6259541984732825,0.0,0.0,14.750334818711051,3.907331921007208,10.843002897703846,5690.333333333333,5690.333333333333,5652.301775147929,5637.551440329218,0.0939732405513043,0.0451367533356658,0.0488364872156384,0.0086443414861355,2.8940694039951107,3667.012326822917,-391.88595356021983,-395.3472865135168,3.46133295329696,5717.0,5717.0,5717.0,5717.0,0.0,0.0,0.0,0.0,100.0,9217.548885498049,9017.907466308594,12.0,4.0,8.0,5534.0,5761.0,0.0,1.0,100.0,0.0,0.0,0.0,100.0,27.94759825327511,62.595419847328245,49.2460923300618,-37.40458015267176,0.0,0.0,0.2616443499422805,0.0693361633840084,0.1923081865582719,17.787471001953506,4.9399013319552125,12.847569669998292,5695.53177399617,0.9126009126009028,0.9084618733542272,2.2585808287391096,0.9125940272983116,4760.8916015625,4,0.172351340789632,-1.3706028201954863,-0.4065013806732196,-0.6099710339211271,-1.099291398991724,0.9063553699537864,2.436816778120744,1.4678973090459664,1.819012051160556,-2.8350549038644743
2021-09-20,5724.0,5732.0,5534.0,5549.0,4760.8916015625,1359104,-2839319.461482317,6277085,-0.3156450225114754,137082823.59183675,-2032294.8059898284,-537672.4450941063,-14881.264211454822,5704.190721673361,82.71896855481519,965.0434782608696,5655.0,5807.098652196527,5502.901347803473,5.379262677153914,0.1515419483696765,0.0,0.0,5680.75,5841.5,5520.0,5.659463979228095,0.0902021772939346,0.0,0.0,5534.0,5848.0,5691.0,5.552608311229001,0.0477707006369426,0.0,0.0,5.417119977033508,4.209289532212468,1.20783044482104,5655.0,5655.0,5636.40919435594,5630.992074378906,0.0974160016790722,0.1163840212367761,-0.0189680195577039,0.0097256715922998,3.8853019301940535,3702.34566015625,-395.6619531456347,-395.4259531715463,-0.2359999740884291,5691.0,5691.0,5691.0,5691.0,0.0,0.0,0.0,0.0,-101.1686143572624,9217.548885498049,9017.907466308594,12.0,16.0,-4.0,5534.0,5848.0,0.0,0.0,35.977898756805075,0.0,0.0,0.0,94.18239068724506,21.216617210682493,4.777070063694268,43.79082997034084,-95.22292993630572,0.0,0.0,0.0962018753619185,0.0747093057795905,0.021492569582328,14.192570533062485,6.790435172176667,7.402135360885818,5634.017486137868,-3.495652173913044,-3.558212346549361,-1.3160234750133393,-3.4956538280983978,4847.546875,0,-3.5966014881625483,-2.724790872052125,-0.4065013806732196,-2.021664175683341,-1.9720294676014447,-3.143712083541473,2.436816778120744,-2.712479017656861,1.819012051160556,-11.803711816821677
2021-09-21,5604.0,5741.0,5567.0,5650.0,4847.546875,1434278,-2905263.2775742714,7711363,-0.2785601898270093,138194145.6501458,254762.32641091896,-339563.75221784995,-21403.56942640664,5697.105116851562,85.40354334708127,965.0434782608696,5654.0,5790.099963262303,5517.9000367376975,4.814289468068711,0.4853049188841775,0.0,0.0,5675.133333333333,5838.533333333334,5511.733333333334,5.758455014272796,0.4230926152590769,0.0,0.0,5534.0,5848.0,5691.0,5.553590378493102,0.3694267515923566,0.0,0.0,6.100018662591538,4.587435358288282,1.5125833043032555,5654.0,5654.0,5638.500087531949,5632.400068869358,0.1396126717754503,0.1483524698480708,-0.0087397980726205,0.0109283790169175,4.883374415295342,3703.34566015625,-395.7688210584295,-395.4945267489229,-0.2742943095065584,5691.0,5691.0,5691.0,5691.0,0.0,0.0,0.0,0.0,-33.71348539415718,9217.548885498049,9017.907466308594,12.0,16.0,-4.0,5534.0,5848.0,0.0,0.0,52.45116744143296,0.0,0.0,0.0,89.80647103952688,28.17551963048499,36.94267515923567,34.77172169008606,-63.05732484076433,0.0,0.0,0.1083022972090839,0.0814279040654891,0.0268743931435947,11.532479425511472,7.738844022843629,3.793635402667843,5640.167114455136,1.8201477743737595,1.8037813814585133,0.480170727369722,1.8201480035600923,5069.76220703125,1,-1.013294724046219,0.0280062679848924,-2.551019535155106,0.0368443594731644,-0.8778381331624132,2.009266116453248,-2.202643483390304,2.23048109677508,-4.984233520425661,1.5037579428341843
2021-09-22,5665.0,5927.0,5684.0,5909.0,5069.76220703125,1243294,-1846160.981277975,8954657,-0.1581583425558314,164454002.8429821,2961045.416450172,320558.0815157544,83099.45626347407,5712.3250607855625,87.18625785745482,1009.2817545209696,5696.5,5923.570473641995,5469.429526358005,7.972280299903267,0.967916406285022,0.0,0.0,5702.61111111111,5879.277777777777,5525.944444444444,6.195992089393744,1.0841194968553471,1.0,0.0,5534.0,5927.0,5730.5,6.898973053629422,0.9541984732824428,0.0,0.0,27.22650602406702,9.115249491444027,18.111256532622992,5696.5,5696.5,5680.11545868088,5652.888952656813,0.2074125988032684,0.1517087065509156,0.0557038922523528,0.0211325432256589,5.949725775401966,3660.84566015625,-391.2269347646521,-394.7832614182111,3.556326653558984,5730.5,5730.5,5730.5,5730.5,0.0,0.0,0.0,0.0,137.54171301446058,9217.548885498049,9017.907466308594,24.0,16.0,8.0,5534.0,5848.0,1.0,0.0,72.20309208851643,0.0,0.0,0.0,86.88678661121338,44.00699912510936,95.41984732824427,45.71319751705806,-4.580152671755725,6.433333333333394,0.0,0.4816387912815938,0.1614700815087101,0.3201687097728837,8.38165127900295,7.867405474075493,0.514245804927457,5728.53577318024,4.584070796460171,4.482106720518786,5.0862528899164205,4.584078045274183,5199.31591796875,2,0.3780493865914565,-0.252030246738073,-1.5706756869614082,-0.2210005030335224,-0.7010981069712017,-0.0,-0.9008956070163094,-0.5454583601518124,1.8960339341526264,2.074072096082901
2021-09-23,6021.0,6092.0,5852.0,6060.0,5199.31591796875,2745442,167163.15205535828,11700099,0.0115938127864359,200183679.86541325,1455503.3397172478,509715.62454933656,127151.15900940068,5767.356171567161,89.96688864912385,1009.2817545209696,5748.428571428572,6078.448236890854,5418.408905966289,11.482082846173991,0.9720497915404342,0.0,0.0,5745.285714285715,5931.0,5559.571428571428,6.4649277668647605,1.347307692307692,1.0,0.0,5534.0,6092.0,5813.0,9.70700067099083,0.942652329749104,0.0,0.0,55.51390773435105,18.39498114002544,37.118926594325615,5748.428571428572,5748.428571428572,5738.559234268437,5683.045326534086,0.2793539743847288,0.1594587028479329,0.1198952715367959,0.0421229887031396,7.05165890888735,3608.917088727679,-385.6774367216672,-393.4824293187048,7.804992597037653,5813.0,5813.0,5813.0,5813.0,0.0,0.0,0.0,0.0,161.26392459297284,9217.548885498049,9017.907466308594,28.000000000000004,16.0,12.000000000000004,5541.86,5848.0,0.0,0.0,77.95321045448513,0.0,0.0,0.0,85.00690435813672,51.409978308026034,94.2652329749104,75.54258515413011,-5.734767025089606,23.68571428571431,0.0,0.976833802031406,0.3245428256132493,0.6522909764181568,12.854168375292373,8.86475805431887,3.9894103209735015,5832.901117585082,2.55542392959891,2.5233187717685013,7.771652142984164,2.555419872707674,5482.44775390625,3,2.607500895103413,5.951732380836532,-1.5706756869614082,1.07051391699693,0.5945689686974305,2.1212145089209145,-0.9008956070163094,4.5703840875511474,1.8960339341526264,-0.0
2021-09-27,6130.0,6411.0,6080.0,6390.0,5482.44775390625,1423676,1410191.4420855695,13123775,0.0890160936345891,238702165.59892565,6358785.285416063,1345297.0046731548,147684.5927323482,5814.654266788023,91.02592729784,1064.2426421433986,5828.625,6353.391555241471,5303.858444758529,18.0065300217966,1.0348806954186358,1.0,0.0,5813.833333333333,6017.708333333333,5609.958333333333,7.013444944528854,1.9130390353566329,1.0,0.0,5534.0,6411.0,5972.5,15.046430333054536,0.976054732041049,0.0,0.0,103.3685511514186,35.38969514230408,67.97885600911454,5828.625,5828.625,5838.780890534831,5735.4123393834125,0.3658299338026117,0.1512097059717462,0.2146202278308655,0.080785406415052,8.245569337937043,3528.7206601562502,-377.1070117866445,-391.4355021271973,14.328490340552776,5972.5,5972.5,5972.5,5972.5,0.0,0.0,0.0,0.0,184.5069294240168,9217.548885498049,9017.907466308594,32.0,16.0,16.0,5563.8656,5848.0,0.0,0.0,85.17222547876119,0.0,0.0,0.0,84.27416311493346,63.88544249152704,97.6054732041049,95.7635178357532,-2.394526795895097,55.5625,0.0,1.8022863054085363,0.6200915215723068,1.1821947838362297,10.079976019130592,9.107801647281214,0.9721743718493788,5965.52829980257,5.44554455445545,5.302446830822127,13.640405477503116,5.445559385206835,5553.6591796875,0,1.2206033591736087,1.2257472317223943,1.5706866612680417,1.313393900417566,0.8409423354599426,0.1447195300975892,0.8086142067151769,2.8368852488815293,-0.0452568127599448,2.745665536498308
2021-09-28,6385.0,6585.0,6391.0,6473.0,5553.6591796875,2098585,1085667.9884773225,15222360,0.0605146943216804,229485078.3705077,2241748.606799344,1457353.454938928,104785.52669703592,5892.833526805468,92.26555929168484,1064.2426421433986,5900.222222222223,6539.612054816307,5260.832389628138,21.673415288865804,0.9479096699535762,0.0,0.0,5888.185185185185,6090.962962962963,5685.407407407407,6.887615501223418,1.942009132420092,1.0,0.0,5534.0,6585.0,6059.5,17.812888403449964,0.8934348239771646,0.0,0.0,146.30459882973082,57.57267587978943,88.73192294994139,5900.222222222223,5900.222222222223,5936.35306122178,5790.048462392049,0.444316093688621,0.1494929097298578,0.2948231839587631,0.1322727623905807,9.37204227616687,3457.123437934028,-369.455566085853,-388.9932870114924,19.53772092563935,6059.5,6059.5,6059.5,6059.5,0.0,0.0,0.0,0.0,160.26344676180003,9217.548885498049,9017.907466308594,36.0,16.0,20.0,5614.693664,5848.0,0.0,0.0,86.38018564468098,0.0,0.0,0.0,83.90737970098476,61.92836719939753,89.34348239771646,93.73806285891057,-10.65651760228354,150.83333333333303,0.0,2.526828571125428,1.001438931482931,1.5253896396424969,10.842474173037823,9.454736152432536,1.3877380206052887,6078.755022462626,1.2989045383411613,1.2905411173928627,15.116485861639696,1.2988983931586375,5546.79541015625,1,0.1604178477833642,0.4036215326557055,0.7216392480127922,-0.5401428439743938,-0.3263208931374493,1.589592245507646,-3.5650504796830944,-1.0344899593718253,2.385263791788816,-1.2658249071425018
2021-09-29,6400.0,6499.0,6391.0,6465.0,5546.79541015625,1051998,1475296.8773662113,14170362,0.0776775964535919,195499212.31757805,-441445.706170544,1246375.770371209,25958.448341092782,5923.787287633137,86.31735897261053,1062.9273414888107,5956.7,6651.515112098175,5261.884887901825,23.328860345432027,0.8657807603414499,0.0,0.0,5944.533333333334,6137.833333333334,5751.233333333334,6.503454153956582,1.8462665976892545,1.0,0.0,5534.0,6585.0,6059.5,17.643997515402823,0.8858230256898192,203.7,0.0,177.63848691012208,81.58583808585597,96.05264882426611,5956.7,5956.7,6017.683359495352,5840.04487258523,0.4549694186400965,0.1810646925528281,0.2739047260872684,0.1894682582416853,10.38271622899766,3400.6456601562504,-363.4199038554557,-385.0308622893133,21.610958433857604,6059.5,6059.5,6059.5,6059.5,0.0,0.0,0.0,0.0,116.45922319692582,9217.548885498049,9017.907466308594,36.0,16.0,20.0,5692.31817088,5848.0,0.0,0.0,85.65586589428037,0.0,0.0,0.0,83.46581237688243,63.92765237301544,88.58230256898192,91.84375272360109,-11.41769743101808,252.75,0.0,3.041731541207941,1.4094974534279332,1.6322340877800083,6.532745207996872,8.870337963545404,-2.337592755548532,6167.06014169846,-0.123590298161591,-0.1236667339552965,14.97421305353015,-0.1235900387325585,5547.6533203125,2,-1.7120505953568994,-3.844211102156336,-1.7616510945433248,-0.4706836319418244,-0.9094290480840924,-0.9957372376949252,-5.199629140463372,-3.4843173735210087,-1.1390599141827806,-4.843307030080879
