Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_6902.T_2021-09-15_2023-09-15_Close_percent,ssx_600938.SS_2021-09-15_2023-09-15_Close_percent,jpx_8015.T_2021-09-15_2023-09-15_Close_percent,jpx_7203.T_2021-09-15_2023-09-15_Close_percent,jpx_5401.T_2021-09-15_2023-09-15_Close_percent,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent,ssx_002714.SZ_2021-09-15_2023-09-15_Close_percent,jpx_3382.T_2021-09-15_2023-09-15_Close_percent,jpx_8591.T_2021-09-15_2023-09-15_Close_percent,jpx_4519.T_2021-09-15_2023-09-15_Close_percent
2022-04-21,10812.0,11027.0,10811.0,10900.0,10180.3203125,284680,-4171970.782255404,7762630,0.0211349884787011,-1073448.2720013591,-4097231.979766756,3507923.737785715,2564.738164489647,10740.629642820608,29.318719151196163,1303.793279206947,10705.6,11019.43970430777,10391.760295692233,5.863094162079086,0.8097122469395391,0.0,0.0,10739.533333333333,10981.833333333332,10497.233333333334,4.512300348246031,0.8311322052551953,0.0,0.0,10200.0,11137.0,10668.5,8.752428635480495,0.7470651013874067,263.41282883535024,1.6549764161728784,54.32571823663602,33.21671113773127,21.109007098904755,10754.916666666666,10615.346153846154,10738.75992735636,10684.434209119723,0.9862853807995332,0.9501021301429822,0.0361832506565509,0.0527899366548964,21.68201305747213,144.39999999999964,22.259498664716137,18.881385178344537,3.3781134863716,10829.5,10435.0,10632.25,10319.5,80.81457507349378,14.499074768757044,21.75504365759276,13.808827371586432,116.2046329951712,10212.25,10519.0,44.0,4.0,40.0,10584.0,10538.755051788146,0.0,0.0,56.9818684638273,1.0,0.7695137265293157,0.4907368550013468,5.6942156578765,48.07473741229082,61.46341463414634,57.81618053147357,-38.53658536585366,297.0294117647063,1.622226365840015,0.5084566685830325,0.3110170512736743,0.1974396173093581,-27.91726499101826,-21.080158230532827,-6.837106760485433,10659.11137235931,0.5349566500645553,0.5335308396951177,5.825242718446599,-0.5349604891497108,10435.294921875,3,-2.255239442988298,0.0,-0.1031985245539175,0.3763571670922658,1.0889609976086805,3.059272162769588,2.0129591845445987,0.189329202452015,-0.249996266103821,0.4033246593053121
2022-04-22,11235.0,11285.0,10931.0,11173.0,10435.294921875,312603,-4057173.0703909975,8075233,0.0586084224179748,11271418.481141692,21402865.615493134,5144273.444460004,9352.329178559765,10758.556241858343,38.25568779247522,1303.793279206947,10743.4,11089.542398443158,10397.25760155684,6.4438147782482,1.1205538557717984,1.0,0.0,10773.6,11025.2,10522.0,4.670676468404254,1.2937201907790123,1.0,0.0,10200.0,11285.0,10742.5,10.099223709440215,0.896774193548387,275.5715459518152,1.599691780165132,84.94182467500832,43.56173384518668,41.38009082982164,10781.833333333334,10660.5,10805.566092378456,10720.624267703448,1.0410920349000845,0.8758795384182381,0.1652124964818464,0.0666006751266141,21.918386859749013,110.60000000000036,24.73375754897972,20.610679290756423,4.123078258223298,10903.5,10607.5,10755.5,10285.0,88.49463903968926,15.972011382712685,26.037407572816235,12.502218638103544,212.0402529165549,10183.5,10519.0,100.0,24.0,76.0,10650.36,10538.755051788146,0.0,0.0,63.42876375994685,1.0,0.9162776379110515,0.720648423099974,8.882357862335622,49.62951276588386,85.3211009174312,66.27234529226025,-14.678899082568808,391.2470588235301,2.9769585253456223,0.7923216274904894,0.4072779665170374,0.385043660973452,-27.95186362180292,-22.454499308786847,-5.497364313016071,10684.730274948626,2.5045871559633115,2.4737364330102096,8.475728155339812,-2.50458336818663,10021.5439453125,4,1.6735841338846456,-10.00725472928464,1.8556689141513945,1.7777827071317347,2.4830155529241296,4.35897590564629,1.64344234158348,1.689947523052879,0.7481290961188023,1.3577885438021582
2022-04-26,10778.0,10859.0,10685.0,10816.0,10101.8662109375,278698,-4099601.009262471,8136512,-0.0210526169182102,-88825.31997753028,-7804146.423727476,2131674.291775282,-6386.739664443698,10760.299526746136,30.480462094439574,1252.0989784203473,10776.15,11052.252354209406,10500.047645790592,5.124322772222106,0.5721652665985177,0.0,0.0,10798.8,11053.4,10544.2,4.715338741341621,0.5337784760408482,0.0,0.0,10493.0,11285.0,10889.0,7.349563619660084,0.4078282828282828,283.2729522209703,2.0528269264474304,69.00211172340096,53.29941573564238,15.70269598775858,10769.5,10700.76923076923,10797.334302827176,10728.332191103776,0.9627932057158264,0.9587489889458076,0.0040442167700188,0.0815134185512802,22.43872254597453,-170.14999999999964,28.46254725774232,22.892539449705065,5.570007808037261,10903.5,10742.5,10823.0,10285.0,78.83028900453465,15.977992599127337,22.158517290262708,16.205006869611804,8.491484184913428,10172.5,10519.0,92.0,16.0,76.0,10650.36,11285.0,0.0,0.0,52.33298231130672,0.2647442999718038,0.4641460985455672,0.696551689448306,7.124948146414154,46.13525927710847,38.53211009174312,50.37134119702927,-61.46788990825688,458.34411764705874,-0.2214022140221402,0.6431765021278832,0.4976705729298636,0.1455059291980196,-29.70124294333724,-25.05771869226976,-4.643524251067483,10686.633926568533,0.8014911463187335,0.7982962658001469,5.0097087378640826,-0.8014959178278076,10528.6923828125,1,0.913727239807372,4.688592335532434,-0.546444625536779,0.4566251565793067,-0.049712141813444,5.836254289717473,3.4931992590788354,-0.7994367202706769,-0.7756942701452516,6.356134957393735
2022-04-28,11217.0,11556.0,10942.0,11273.0,10528.6923828125,330836,-4073737.608611005,8467348,0.0356530242051386,21522728.582876403,88526641.59885864,8209795.405254959,16212.294898517675,10790.659784677962,31.83561843932841,1252.0989784203473,10811.95,11144.92535944867,10478.97464055133,6.159395103541361,1.192318495824122,1.0,0.0,10847.866666666669,11134.266666666666,10561.466666666667,5.280300888653984,1.242202048417133,1.0,0.0,10522.0,11556.0,11039.0,9.56349224700447,0.7263056092843327,328.94565699887323,2.0497260787845226,101.83568612804628,63.00666981412316,38.829016313923134,10825.083333333334,10729.153846153846,10870.513640853766,10768.67795472572,0.981008206330598,0.8145369284876905,0.1664712778429073,0.0941426219846716,22.88319414726764,-79.95000000000073,31.911690154198112,24.189011091812567,7.722679062385545,11039.0,10878.0,10958.5,10285.0,85.05394895694627,17.88738457110517,33.82716542723304,13.579867908197988,271.0778004895636,10034.5,10519.0,100.0,12.0,88.0,10685.0,11285.0,1.0,0.0,61.49608421296794,0.8719320797889087,0.4214567918085368,0.5316114074141345,10.059413497343831,48.861514314163664,72.63056092843327,46.14116120069664,-27.36943907156673,467.1029411764703,6.288893079389026,0.9456656291161236,0.5872695841671156,0.358396044949008,-28.42716883331567,-25.731608720478945,-2.695560112836727,10714.048018579628,4.225221893491127,4.13839667617868,9.44660194174758,-4.225220993452339,10623.9580078125,3,-9.721462533826667,-3.20427681455611,-4.1019922155017525,-3.2325040909595657,-4.705290510402776,-4.368627234373619,1.504036836242534,-3.082747533029732,-4.259989127707897,0.0768089405839163
2022-05-06,11000.0,11082.0,10719.0,11064.0,10333.4921875,417783,-4548693.873083081,7506471,-0.0840046951925061,3330559.3952785744,-21330810.49252842,5759143.775249285,-1068.908402096571,10979.509357887728,37.390440313133,1230.2801626777798,10900.85,11360.539580042832,10441.160419957168,8.434013495146377,0.6774567089217011,0.0,0.0,11092.533333333336,11431.933333333334,10753.133333333337,6.119431689785314,0.4579650363386348,0.0,0.0,10522.0,11622.0,11072.0,10.090956209836849,0.4927272727272727,332.06191100126466,2.147481045342758,131.79049179777758,113.25900527018447,18.531486527593103,11027.083333333334,10869.692307692309,11022.89738932094,10891.10689752316,0.957919723780751,0.9026758739749676,0.0552438498057833,0.161364236178937,24.51694582175356,-125.85000000000036,49.32017421383182,36.77299108310182,12.547183130729998,11153.5,11057.5,11105.5,10296.0,99.52655223814295,20.1882121526482,24.1817989620736,21.55057372774861,14.289640010991668,10200.25,10519.0,84.0,48.0,36.0,10793.002368,11622.0,0.0,1.0,54.86665960558312,0.4326369969640515,0.4614150087632664,0.5731039651253805,12.617464906278231,45.46936058262828,49.27272727272727,50.72727272727274,-50.72727272727273,461.7264705882353,4.112167121483015,1.210074357343322,1.0448470164956782,0.1652273408476436,-21.35750460846176,-24.80499033019593,3.4474857217341786,10838.791437214972,-0.1083423618634893,-0.1084010946257763,7.417475728155343,0.1083359797420371,10180.3203125,4,0.102669147017778,3.20987800905192,-2.6344734753685515,-2.1544001074348955,-0.2897797541881886,1.3698625162899418,1.6079656770939863,-3.185254543527265,-2.7583354361233177,0.6974916791768777
2022-05-09,10926.0,11101.0,10874.0,10900.0,10180.3203125,1194090,-5469247.83784079,6312381,-0.2076761033717728,-25121057.66118979,1653895.435017461,6028792.239553146,-18152.4515878854,11024.547912356446,57.330893643237495,1230.2801626777798,10903.15,11362.338969815211,10443.961030184788,8.423051500074964,0.4965700395620704,0.0,0.0,11097.1,11437.6,10756.6,6.136738427156644,0.210572687224669,0.0,0.0,10522.0,11622.0,11072.0,10.088827540664855,0.3436363636363636,321.5557199011382,2.2960790426668307,112.22445280139982,113.05209477642754,-0.8276419750277171,11037.5,10882.884615384615,11003.99009865618,10891.76564585478,1.007051282051282,0.8822649572649572,0.1247863247863247,0.1626636898613035,24.676633277767618,-61.14999999999964,50.56343165117095,39.642954872234185,10.920476778936766,11153.5,11072.0,11112.75,10296.0,49.763276119071485,19.22181028761986,23.38626571822332,20.466304592354657,13.28916526220002,10228.75,10519.0,80.0,44.0,36.0,10793.002368,11603.94,0.0,0.0,50.36866870113436,0.0641252790284961,0.3171978832791195,0.4397546373020867,10.914234195556768,42.12487626349453,33.700642791551886,44.445668809305175,-66.29935720844811,335.7999999999993,1.160092807424594,1.0303605168378789,1.0419497165641185,-0.0115891997262398,-3.62369980924824,-20.5687322260064,16.945032416758156,10839.046207507525,-1.4822848879248007,-1.4933805127359534,5.825242718446599,1.4822856805880775,10168.1787109375,0,2.338125235612452,-3.698977315940851,3.208557662009639,1.362037773838736,5.104740770839285,1.2606888188337422,-0.1945488518475144,3.854489813813217,2.3952156788061245,3.850161089571074
2022-05-10,10822.0,11300.0,10767.0,10887.0,10168.1787109375,342638,-5657602.310636288,5969743,-0.2808338001270101,-22168662.8524484,7155656.990759928,6578902.413095762,-18108.46644390933,11035.94056587396,58.79107722533032,1228.812856061742,10905.5,11363.852484448327,10447.147515551673,8.40589582226086,0.4798190250651019,0.0,0.0,11082.6,11441.0,10724.2,6.467796365473799,0.2271205357142849,0.0,0.0,10522.0,11622.0,11072.0,10.086653523451467,0.3318181818181818,342.7001479110244,2.4776110560352853,94.57898688912064,109.35747319896618,-14.778486309845531,11041.25,10884.884615384615,10985.991621939842,10891.41263505072,0.9832247878429052,0.8472468916518651,0.13597789619104,0.1594272210541238,24.994799920925523,-5.5,50.21894760221032,42.22600372708578,7.992943875124538,11153.5,11072.0,11112.75,10296.0,24.881638059535742,18.976031913873104,24.96066686865334,18.15640002951582,19.084570400359564,10322.25,10519.0,76.0,40.0,36.0,10793.002368,11586.2412,0.0,0.0,50.01862202085987,0.0,0.1655874253308493,0.3147334391244118,9.426453618971804,34.98113152858327,29.190751445086704,37.38804050312197,-70.8092485549133,258.0882352941171,0.4150525733259546,0.8683812656656378,1.0072360263844224,-0.1388547607187846,-5.591984315672009,-17.573382643939517,11.98139832826751,10840.494548185296,-0.1192660550458746,-0.1193372336055986,5.699029126213584,0.1192654178827012,10312.0107421875,1,1.486456200669977,6.457560396527782,2.8729325723871426,2.9621448139476314,1.6239546411243708,2.575195628459312,-0.2718425623886986,0.9892398607776868,2.517444938488538,-0.5681911578831915
2022-05-11,10721.0,11083.0,10700.0,11041.0,10312.0107421875,136580,-5550977.193142815,6106323,-0.2276750899512816,-15996951.016384335,-39819885.78122712,2984502.1487426385,1523.3157399406582,11050.388384273449,54.899819716580566,1246.1947959748045,10927.25,11367.621150281158,10486.878849718842,8.060054456174397,0.629152420551818,0.0,0.0,11092.6,11449.7,10735.5,6.438526585291101,0.4277513301596187,0.0,0.0,10522.0,11622.0,11072.0,10.066576677572124,0.4718181818181818,346.730133119922,2.580784921703008,91.96126873119285,105.87823230541152,-13.916963574218684,11053.0,10890.307692307691,10994.454449333713,10902.49318060252,0.960841049382716,0.9255401234567902,0.0353009259259259,0.1557933378934645,25.26399184865531,245.75,53.77453519266891,45.03844683096652,8.736088361702386,11161.0,11072.0,11116.5,10296.0,12.440819029767871,18.464784929344223,22.95572466026801,18.10315100288168,0.2564790790619921,10363.0,10519.0,72.0,36.0,36.0,10793.002368,11568.896376,0.0,0.0,54.0890822638191,0.3035359597352298,0.1225537462545754,0.2017796849548481,9.276364368731164,41.11687915007325,37.99359658484525,33.62833027382795,-62.00640341515475,173.87352941176323,1.2935779816513762,0.8434884315709394,0.974486507421726,-0.1309980758507865,-11.019104430077933,-16.2625270011672,5.243422571089267,10849.338872075738,1.414531092128235,1.404619955795816,7.194174757281546,-1.4145309139313724,10312.0107421875,2,3.311521977551024,-1.7751372573252269,-0.1137649320088769,4.429650055898392,-6.938363350016815,-1.4215956280263242,0.2517403579053052,1.2094690740974556,0.4557361203673906,0.0
2022-05-12,10831.0,11041.0,10686.0,11041.0,10312.0107421875,174862,-5376115.193142815,6281185,-0.2353536742108174,-13711672.299758004,-5684482.620580801,-1001252.8119679393,1931.966565628732,11049.973426358778,51.46827208271187,1246.1947959748045,10942.7,11376.214982439997,10509.185017560008,7.923364113792648,0.6133755509979469,0.0,0.0,11106.2,11481.4,10731.0,6.756586411193744,0.4131130063965887,0.0,0.0,10522.0,11622.0,11072.0,10.05236367624078,0.4718181818181818,347.5571198079298,2.693707150118813,88.86235828003737,102.4750575003367,-13.612699220299334,11042.0,10902.384615384615,11001.615303282371,10912.752945002334,0.9211898783079004,0.9955572725516708,-0.0743673942437704,0.151741400381588,25.479939856702885,-212.7000000000008,56.125730482679614,47.72889575635335,8.396834726326261,11154.0,11072.0,11113.0,10296.0,6.220409514883936,17.929016679290964,21.251780862144138,17.05212892119497,-11.331624093945107,10367.75,10519.0,68.0,32.0,36.0,10793.002368,11534.14052096,0.0,0.0,54.0890822638191,0.3035359597352298,0.2023573064901533,0.1634994926918594,9.153601486208226,49.516817383032624,37.99359658484525,35.059314871592406,-62.00640341515475,104.90294117646954,-1.1814194934216415,0.8142982685293291,0.9424488596432468,-0.1281505911139175,-14.906450772986071,-15.991311755530976,1.084860982544905,10855.36551800664,0.0,0.0,7.194174757281546,0.0,10396.068359375,3,-0.690515812169906,3.0361737266844955,0.113635654483815,1.536986803896312,1.616023182308254,1.55496522310888,2.3296462203070547,0.6387532455779308,2.267276476046362,4.465970414729711
2022-05-13,11227.0,11370.0,11004.0,11131.0,10396.068359375,179924,-5431173.903525328,6461109,-0.2662213963809456,-9439553.399792576,65806118.1387697,3991843.625070379,1466.638891404764,11062.45325270589,56.277397037693255,1246.1947959748045,10958.3,11395.32727603657,10521.272723963428,7.97618747500199,0.6975849214335409,0.0,0.0,11097.333333333332,11447.733333333334,10746.933333333332,6.315030637991119,0.5480403348554037,0.0,0.0,10522.0,11622.0,11072.0,10.038053347690791,0.5536363636363636,349.4014078271368,2.754036980581178,92.60124771825213,100.5002955439198,-7.899047825667665,11075.416666666666,10917.96153846154,11021.52064123893,10928.91939352068,0.9827294912708842,0.9132720105124836,0.0694574807584006,0.1489158519093102,25.66610337951076,-142.29999999999927,53.71140140320069,49.5860444062803,4.125356996920388,11082.5,11072.0,11077.25,10296.0,28.117743713406146,18.462193365882616,26.47789299546132,15.753793727498524,72.41872625918816,10367.75,10519.0,64.0,28.000000000000004,36.0,10793.002368,11483.2520897024,0.0,0.0,56.49072442780145,0.4826274421900504,0.3632331205535035,0.2293813910994107,9.700753854821537,51.4778673864005,47.59871931696905,41.195304162219855,-52.40128068303095,140.36470588235352,3.737185461323393,0.8473047003453216,0.9234200277836616,-0.0761153274383401,-18.059249176752605,-16.404899239775304,-1.654349936977301,10863.056422661002,0.8151435558373388,0.8118392054088375,8.067961165048555,-0.8151428396366214,10357.775390625,4,-1.7144372297749155,-1.6655688060108105,-2.616616575618849,-0.2439046733087053,-1.789656411710979,-1.9799633887740384,2.047309203453054,-1.5178600653790966,-2.6098573313226865,-1.1264383793389214
