Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_601088.SS_2021-09-15_2023-09-15_Close_percent,jpx_6594.T_2021-09-15_2023-09-15_Close_percent,jpx_4689.T_2021-09-15_2023-09-15_Close_percent,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,jpx_6902.T_2021-09-15_2023-09-15_Close_percent,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,jpx_6201.T_2021-09-15_2023-09-15_Close_percent,ssx_600188.SS_2021-09-15_2023-09-15_Close_percent,ssx_601225.SS_2021-09-15_2023-09-15_Close_percent,jpx_8604.T_2021-09-15_2023-09-15_Close_percent
2021-09-15,3394.0,3448.0,3308.0,3320.0,3199.06787109375,1114855,-923737.0,1114855,-0.8285714285714286,0.0,0.0,0.0,98134.02072779083,3358.6666666666665,50.0,1000.0,3320.0,3320.0,3320.0,0.0,0.0,0.0,0.0,3358.6666666666665,3498.6666666666665,3218.6666666666665,8.336641524414452,0.3619047619047624,0.0,0.0,3308.0,3448.0,3378.0,4.216867469879518,0.0857142857142857,0.0,0.0,0.0,0.0,0.0,3320.0,3320.0,3320.0,3320.0,0.0,0.0,0.0,8.591703792640025,1.0,-259.5140000000001,84.79502928619837,84.79502928619837,0.0,3378.0,3378.0,3378.0,3378.0,0.0,0.0,0.0,0.0,0.0,3061.32225,3073.976,4.0,4.0,0.0,3276.0,3448.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571,8.571428571428571,-91.42857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3320.0,8.47950292861983,0.0,0.0,-0.0,3306.024658203125,2,0.131572152667317,-0.1120314418672159,-0.0342323973043468,-0.0232737694680932,0.0650963858219417,0.0616285760916735,0.0617626332797375,0.1155759212799575,0.1304701736913132,0.0749965186930935
2021-09-16,3301.0,3448.0,3293.0,3431.0,3306.024658203125,1635953,353361.7935483869,2750808,0.1284574545182313,181590783.0,-71059.49865307867,-71059.49865307867,149230.1813507683,3377.697619026846,100.0,1000.0,3375.5,3486.5,3264.5,6.576803436527921,0.75,0.0,0.0,3374.6666666666665,3522.1666666666665,3227.1666666666665,8.741604109047806,0.6909604519774016,0.0,0.0,3293.0,3448.0,3370.5,4.591912309287513,0.8903225806451613,0.0,0.0,8.854700854700695,1.7709401709401391,7.0837606837605565,3375.5,3375.5,3337.076923076923,3328.222222222222,0.2580578565714432,0.2857069126326693,-0.027649056061226,0.0065300263554216,2.017069701280228,-315.0140000000001,102.92940402275984,93.8622166544791,9.067187368280727,3370.5,3370.5,3370.5,3370.5,0.0,0.0,0.0,0.0,66.66666666666667,3061.32225,3073.976,8.0,4.0,4.0,3276.0,3448.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,46.77966101694916,89.03225806451613,48.80184331797235,-10.96774193548387,0.0,0.0,0.2660489673910204,0.053209793478204,0.2128391739128163,3.6038750158562913,0.7207750031712583,2.883100012685033,3323.345255411223,3.3433734939759097,3.28869809479162,3.3433734939759097,3.34337348937855,3223.1572265625,3,1.2680271948335644,-0.0,-0.5138591435211595,-0.761694781764561,-0.266871144927606,-1.386792449302476,-0.5107101522446555,6.905074460752189,1.9071852281278296,-0.6137075018965135
2021-09-17,3406.0,3448.0,3345.0,3345.0,3223.1572265625,1480607,-1127245.206451613,1270201,-0.2663991138783629,137458928.00000003,180871.76408054263,54906.13271373198,17583.747917903027,3378.2699689504966,52.575754794054326,974.934421451472,3365.333333333333,3460.416922290045,3270.249744376622,5.650767964939274,0.3930765363590209,0.0,0.0,3376.222222222222,3508.8888888888887,3243.555555555555,7.858882380043446,0.3823283082077063,0.0,0.0,3293.0,3448.0,3370.5,4.605784469096672,0.3354838709677419,0.0,0.0,8.830837412033816,3.1829196191588744,5.647917792874941,3365.333333333333,3365.333333333333,3338.2958579881656,3329.465020576132,0.4570001580136139,0.3996814941271606,0.0573186638864532,0.012081230576646,2.984950401022126,-304.8473333333336,99.6074915334798,95.77730828081268,3.8301832526671262,3370.5,3370.5,3370.5,3370.5,0.0,0.0,0.0,0.0,17.721518987342822,3061.32225,3073.976,8.0,4.0,4.0,3276.0,3448.0,0.0,1.0,54.51454476766151,0.0,0.0,0.0,98.29297340214372,34.67336683417086,33.54838709677419,43.71735791090629,-66.45161290322581,0.0,0.0,0.2652329235315325,0.0956144194888697,0.1696185040426627,5.202686861425879,1.6171573748221824,3.5855294866036966,3323.486090118486,-2.506557854852809,-2.5385070296120915,0.7530120481927804,-2.5065581841626283,3208.70361328125,4,-6.649388987187919,-0.5769839444433273,0.3262202529691791,-0.1096437851641667,-0.0637188359807083,1.819012051160556,-0.6160233481543145,-9.94810341618792,-6.86213164622572,0.3528621284122266
2021-09-20,3275.0,3365.0,3276.0,3330.0,3208.70361328125,280779,-1067303.62218195,989422,-0.2365376183253535,117220269.00000004,-2409012.0699909893,-766399.9348545084,-38371.36971270911,3374.872184942993,48.30320051227633,970.5625182162636,3356.5,3444.3464569575804,3268.65354304242,5.2344082799094505,0.3491686465351902,0.0,0.0,3363.083333333333,3484.833333333333,3241.333333333333,7.240379611963228,0.3641341546885707,0.0,0.0,3276.0,3448.0,3362.0,5.12438552063161,0.313953488372093,0.0,0.0,7.51492346222949,4.0493203877729975,3.4656030744564923,3356.5,3356.5,3337.0195721438326,3329.504648681603,0.4288549979986766,0.5854211083791458,-0.1565661103804692,0.0158312643447282,3.90491763907279,-296.0140000000001,96.72123969853158,96.0132911352424,0.7079485632891789,3362.0,3362.0,3362.0,3362.0,0.0,0.0,0.0,0.0,-119.89860583016387,3061.32225,3073.976,8.0,4.0,4.0,3276.0,3448.0,0.0,0.0,50.22355492490161,0.0,0.0,0.0,96.62468763963128,39.42505133470225,31.3953488372093,51.32533133283321,-68.6046511627907,0.0,0.0,0.2257069520898613,0.1216329260090681,0.1040740260807931,-1.7730709547136796,0.93911170891501,-2.7121826636286896,3323.5878424875887,-0.4484304932735439,-0.449438958784043,0.3012048192771122,-0.4484302894731797,3253.028076171875,0,-6.649388987187919,-0.5769839444433273,0.3262202529691791,-0.1096437851641667,-0.0637188359807083,1.819012051160556,-0.6160233481543145,-9.94810341618792,-6.86213164622572,0.3528621284122266
2021-09-21,3300.0,3428.0,3300.0,3376.0,3253.028076171875,898297,-898872.9346819501,1887719,-0.1661351871173892,106377610.85714288,619839.5408200184,-419840.0659358767,11149.80885279899,3373.731204740321,59.08310062080384,970.5625182162636,3360.4,3440.5059298678943,3280.294070132106,4.767642534691956,0.5973710686944553,0.0,0.0,3364.0666666666666,3487.0666666666666,3241.0666666666666,7.312578030558253,0.5485094850948512,0.0,0.0,3276.0,3448.0,3362.0,5.118438281157005,0.5813953488372093,0.0,0.0,10.067812265519024,5.253018763322203,4.814793502196821,3360.4,3360.4,3343.016561044781,3332.948748779262,0.5414404867631133,0.5739037279394884,-0.0324632411763751,0.0208874646212178,4.842506763514277,-299.9140000000002,97.99554711245212,96.40974233068434,1.5858047817677772,3362.0,3362.0,3362.0,3362.0,0.0,0.0,0.0,0.0,14.313440077632384,3061.32225,3073.976,8.0,4.0,4.0,3276.0,3448.0,0.0,0.0,60.49343971022594,0.0,0.0,0.0,95.28416692175516,43.57723577235773,58.13953488372093,41.027756939234806,-41.86046511627907,0.0,0.0,0.302069219312373,0.1577201846697291,0.1443490346426439,-3.0726127460744506,0.1367668179171178,-3.2093795639915683,3327.393380918581,1.381381381381375,1.3719272741358424,1.6867469879518149,1.3813822724903702,3343.60400390625,1,-6.649388987187919,-3.1918855581289165,-0.4877350764075743,-0.1096437851641667,-1.3132716240420024,-4.984233520425661,-1.3429798234484451,-9.94810341618792,-6.86213164622572,-3.111816942400779
2021-09-22,3370.0,3483.0,3370.0,3470.0,3343.60400390625,237769,-715811.8461863749,2125488,-0.1267313909392228,94373707.30612248,2970319.932371335,258191.93372556567,19029.252886654427,3376.5629501238727,61.26722594132538,997.5864745883988,3378.6666666666665,3488.306481008396,3269.0268523249374,6.490123185185228,0.9165153593231316,0.0,0.0,3376.8888888888887,3498.222222222222,3255.555555555555,7.186101605685716,0.883699633699634,0.0,0.0,3276.0,3483.0,3379.5,6.126677190213102,0.9371980676328504,0.0,0.0,19.45178141606766,8.092771293871294,11.359010122196366,3378.6666666666665,3378.6666666666665,3362.5524747302,3343.100693314132,0.6663153988563977,0.5668806393347506,0.099434759521647,0.0320854632748722,5.775748760068608,-318.18066666666664,103.96409807679788,97.66880162170328,6.295296455094601,3379.5,3379.5,3379.5,3379.5,0.0,0.0,0.0,0.0,159.61272475795317,3061.32225,3073.976,24.0,4.0,20.0,3276.0,3448.0,1.0,0.0,72.82984278819318,0.0,0.0,0.0,94.2374474664002,50.54945054945055,93.71980676328502,61.08489682807175,-6.280193236714976,-0.4000000000000909,0.0,0.5818485053402456,0.2425458488038324,0.3393026565364131,-9.39029294884986,-1.7686451354362778,-7.621647813413582,3342.759425349163,2.784360189573465,2.746301722505784,4.518072289156616,2.784357392972879,3455.378662109375,2,9.990746506697036,-2.8849750785527,-0.3403731978827693,-0.8781592698958605,-1.7183493879378062,1.8960339341526264,-0.7329819046799031,9.99038854100968,5.96114577195938,0.1814692412915803
2021-09-23,3476.0,3586.0,3476.0,3586.0,3455.378662109375,1503239,787427.1538136251,3628727,0.1101065879773772,105802566.83381929,764682.129721222,342606.9663915084,56872.71540796536,3412.8791375533065,71.26871742492361,997.5864745883988,3408.285714285714,3585.3691144457653,3231.202314125663,10.391347146620484,1.0017813232456134,1.0,0.0,3401.5238095238096,3521.2380952380954,3281.809523809524,7.038862134617542,1.2704852824184558,1.0,0.0,3276.0,3586.0,3431.0,9.095481599463492,1.0,0.0,0.0,35.83578252927737,13.64137354095251,22.19440898832486,3408.285714285714,3408.285714285714,3396.9290170794,3361.093234550122,0.793393396694866,0.5130488477472575,0.2803445489476085,0.0536634607869663,6.704680433311304,-347.79971428571434,113.64198832659729,99.95068543668812,13.691302889909169,3431.0,3431.0,3431.0,3431.0,0.0,0.0,0.0,0.0,184.15119925417443,3061.32225,3073.976,28.000000000000004,4.0,24.000000000000004,3280.14,3448.0,0.0,0.0,80.7982946385738,0.0,0.0,0.0,93.45883646637392,57.345971563981045,100.0,83.95311388233532,-0.0,9.55714285714248,0.0,1.0661942418289965,0.4072755274088652,0.6589187144201312,-4.161588339136004,-2.247233776176224,-1.9143545629597805,3392.8477615383617,3.342939481268004,3.288278122417232,8.012048192771083,3.342939477059531,3559.44482421875,3,-1.471826132619583,-2.8849750785527,-0.3403731978827693,-0.0,-1.7183493879378062,1.8960339341526264,-0.7329819046799031,-6.433777717462505,2.718082041050124,0.1814692412915803
2021-09-27,3600.0,3700.0,3573.0,3694.0,3559.44482421875,572500,1305832.6656246488,4201227,0.1690617341644721,99520771.57184511,2340349.3449781663,627998.734761031,67494.42245491994,3430.874461014301,73.91117456168058,1027.6309082904477,3444.0,3695.302606432961,3192.697393567039,14.593647295758483,0.9974082910411266,0.0,0.0,3433.2916666666665,3553.9166666666665,3312.6666666666665,7.026784305634777,1.580656303972367,1.0,0.0,3276.0,3700.0,3488.0,12.311265969802555,0.9858490566037736,0.0,0.0,56.87925026721359,22.28894888620473,34.590301381008864,3444.0,3444.0,3442.63224522103,3385.7529949538166,0.894532192490197,0.4702449048595256,0.4242872876306714,0.0874805274204726,7.654743194986354,-383.5140000000001,125.3114701390564,103.12078352448415,22.190686614572243,3488.0,3488.0,3488.0,3488.0,0.0,0.0,0.0,0.0,171.3253882267967,3061.32225,3073.976,32.0,4.0,28.0,3292.3744,3448.0,0.0,0.0,85.1616288626883,0.0,0.0,0.0,92.90596958203568,68.30515763396004,98.58490566037736,97.4349041412208,-1.4150943396226414,27.76249999999981,0.0,1.6799586488437694,0.6618121516958462,1.0181464971479233,-7.474333343109126,-3.292653689562804,-4.181679653546322,3450.6191796529506,3.0117122141662067,2.9672506594108583,11.265060240963852,3.0117151341626567,3565.22607421875,0,0.1369866951556844,-0.7933514358939675,-1.742801843352666,-0.0,-1.1611658383305894,-0.0452568127599448,-0.8205116263360139,1.3402098347175553,0.7513698683828949,1.208613131542819
2021-09-28,3694.0,3720.0,3632.0,3700.0,3565.22607421875,1546470,2149361.75653374,5747697,0.2318503795799047,86629064.20443867,224769.95997335867,577595.1379125719,19753.914905798312,3473.1000541612298,79.1350164718644,1027.6309082904477,3472.4444444444443,3758.847596368613,3186.0412925202754,16.495765821819532,0.8972644051344199,0.0,0.0,3461.148148148148,3578.148148148148,3344.148148148148,6.760762324640722,1.5207344096233,1.0,0.0,3276.0,3720.0,3498.0,12.786381671573018,0.954954954954955,0.0,0.0,73.19673353463168,32.47050581589012,40.72622771874156,3472.4444444444443,3472.4444444444443,3482.227284417795,3409.0305508831634,0.9467942938231048,0.4906185467587794,0.4561757470643253,0.1281609274552379,8.570607924855793,-411.95844444444447,134.60556409813492,106.61909247711202,27.9864716210229,3498.0,3498.0,3498.0,3498.0,0.0,0.0,0.0,0.0,132.24175824175853,3061.32225,3073.976,36.0,4.0,32.0,3316.831936,3448.0,0.0,0.0,85.3606560800366,0.0,0.0,0.0,92.46221345137704,67.25089573079133,95.49549549549548,98.02680038529094,-4.504504504504505,71.30000000000018,0.0,2.147142198994635,0.958878161155604,1.188264037839031,-2.243885900873256,-3.0829001318248945,0.8390142309516384,3510.659038204331,0.1624255549539821,0.1622937873129615,11.44578313253013,0.1624199920353817,3544.027587890625,1,4.012762329801859,-1.5993916685559952,0.9540402604340272,0.1108593400830955,0.0645578984603076,2.385263791788816,-0.0,9.56256688359369,3.389825365394429,0.986502551034917
2021-09-29,3680.0,3688.0,3636.0,3678.0,3544.027587890625,412913,2403462.064226047,5334784,0.2482048177203013,72955757.03237602,-176308.32645133478,493828.0863165822,56.70410131842709,3481.382433809455,75.13619060990766,1021.5206704573692,3493.0,3791.3876673054697,3194.6123326945303,17.084893633293426,0.8099994072653968,0.0,0.0,3481.7666666666664,3592.2666666666664,3371.2666666666664,6.347352397729122,1.3879336349924596,1.0,0.0,3276.0,3720.0,3498.0,12.711136558831951,0.9054054054054054,112.3,0.0,83.39194995742764,42.65479464419762,40.73715531323002,3493.0,3493.0,3512.3461637381342,3428.9542137807066,0.9434416576554489,0.5289986092808975,0.4144430483745513,0.1700566282954757,9.41719521373303,-432.5140000000001,141.3219991857503,112.89986691039556,28.42213227535472,3498.0,3498.0,3498.0,3498.0,0.0,0.0,0.0,0.0,98.29784228555307,3061.32225,3073.976,36.0,4.0,32.0,3349.0853811199995,3448.0,0.0,0.0,81.06700748929914,0.0,0.0,0.0,91.63359038783942,72.7644372699797,90.54054054054056,94.8736472321378,-9.45945945945946,110.25,0.0,2.43199368548818,1.2535012660221192,1.1784924194660606,-7.116511699386696,-3.889622445337255,-3.226889254049441,3534.871773422989,-0.5945945945945996,-0.5963693468048703,10.783132530120486,-0.5945902415955544,3514.15673828125,2,-2.8057787120439883,-2.909227061053514,-1.504057947699394,-0.1107365782432339,-1.6534315840327736,-1.1390599141827806,-2.815439811600342,-9.996911105541171,-6.557374951921773,-1.6681031069352483
