Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_NST.AX_2021-09-15_2023-09-15_Close_percent,asx_EVN.AX_2021-09-15_2023-09-15_Close_percent,asx_NCM.AX_2021-09-15_2023-09-15_Close_percent,ssx_600016.SS_2021-09-15_2023-09-15_Close_percent,asx_MGR.AX_2021-09-15_2023-09-15_Close_percent,ssx_601899.SS_2021-09-15_2023-09-15_Close_percent,ssx_601328.SS_2021-09-15_2023-09-15_Close_percent,ssx_601601.SS_2021-09-15_2023-09-15_Close_percent,jpx_6098.T_2021-09-15_2023-09-15_Close_percent,ssx_601998.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,1323.0,1324.0,1272.0,1294.0,1129.1202392578125,519504,-79923.69230769231,519504,-0.1538461538461538,0.0,0.0,0.0,-39026.3423699275,1296.6666666666667,50.0,1000.0,1294.0,1294.0,1294.0,0.0,0.0,0.0,0.0,1296.6666666666667,1348.6666666666667,1244.6666666666667,8.020565552699228,0.4743589743589736,0.0,0.0,1272.0,1324.0,1298.0,4.01854714064915,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,1294.0,1294.0,1294.0,1294.0,0.0,0.0,0.0,-6.277757037914442,1.0,110.616,-78.75177272649606,-78.75177272649606,0.0,1298.0,1298.0,1298.0,1298.0,0.0,0.0,0.0,0.0,0.0,1403.1675,1401.286,4.0,4.0,0.0,1256.0,1338.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,42.30769230769231,42.30769230769231,-57.69230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.0,-7.875177272649603,0.0,0.0,-0.0,1099.4525146484375,2,0.0915568106457575,0.0447735135255803,0.0553286835589165,0.0160329124593586,-0.0246979140079791,0.0417682097655498,0.0786032138883417,0.0369763662740808,-0.0269390911577781,0.0874919803840439
2021-09-16,1300.0,1320.0,1256.0,1260.0,1099.4525146484375,3408921,-3062729.5673076925,-2889417,-0.7796329489064173,-115903314.0,-18774.26904290244,-18774.26904290244,-130481.6553743634,1281.0470282619624,0.0,1000.0,1277.0,1311.0,1243.0,5.324980422866092,0.25,0.0,0.0,1287.6666666666667,1345.6666666666667,1229.6666666666667,9.008542583484338,0.2614942528735625,0.0,0.0,1256.0,1324.0,1290.0,5.324980422866092,0.0588235294117647,0.0,0.0,-2.712250712250807,-0.5424501424501614,-2.1698005698006453,1277.0,1277.0,1288.7692307692307,1291.4814814814815,0.2441306912967408,0.3458518126703829,-0.101721121373642,-0.0051318585780525,2.0365853658536586,127.616,-90.85472470767812,-84.80324871708709,-6.05147599059103,1290.0,1290.0,1290.0,1290.0,0.0,0.0,0.0,0.0,-66.66666666666666,1403.1675,1401.286,4.0,8.0,-4.0,1256.0,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,3.4482758620689653,5.882352941176471,24.09502262443439,-94.11764705882354,0.0,0.0,-0.2100108093799018,-0.0420021618759803,-0.1680086475039215,31.422473137977384,6.284494627595477,25.137978510381902,1266.8278893796908,-2.627511591962905,-2.662647511532157,-2.627511591962905,-2.627507999402795,1144.826904296875,3,-1.2422192810971069,-1.259444530514486,-0.1627308912983096,-0.9950276805229948,0.6472490818076722,-3.559043006716678,-0.6607873750457003,-0.6814833759020331,-0.1866213861955117,-0.0
2021-09-17,1308.0,1320.0,1270.0,1312.0,1144.826904296875,2214970,-1556549.9673076924,-674447,-0.2533696705661434,-82891634.85714287,15801.568418533883,-1486.350312184274,1841.665881602501,1288.1207896719432,39.792993599118255,1041.2698412698414,1288.6666666666667,1331.789231010123,1245.5441023232102,6.692586292310904,0.7705466811701083,0.0,0.0,1292.0,1347.3333333333333,1236.6666666666667,8.565531475748182,0.6807228915662653,0.0,0.0,1256.0,1324.0,1290.0,5.276771857216761,0.8235294117647058,0.0,0.0,-0.6581764758404915,-0.5655954091282275,-0.092581066712264,1288.6666666666667,1288.6666666666667,1292.343195266272,1293.0013717421125,0.4364497926863485,0.45983103158026,-0.0233812388939115,-0.0056226924319314,3.0523764378245057,115.94933333333324,-82.548777269612,-84.0517582345954,1.5029809649833936,1290.0,1290.0,1290.0,1290.0,0.0,0.0,0.0,0.0,65.00000000000038,1403.1675,1401.286,12.0,8.0,4.0,1256.0,1338.0,1.0,0.0,62.22222222222223,0.0,0.0,0.0,-96.65809768637531,31.81818181818182,82.3529411764706,43.51432880844646,-17.647058823529413,0.0,0.0,-0.0509029990396455,-0.0437823293087134,-0.0071206697309321,37.142423967774,12.456080495631184,24.686343472142816,1288.5901316334578,4.126984126984135,4.044096955851018,1.391035548686248,4.126998578282979,1150.062255859375,4,-2.830186797409965,-3.316330571704654,-3.096983514328116,-0.2512553219413149,0.6430950851309234,-2.7002622448917606,-0.221731661382293,-1.8779352563114031,1.395081274156084,-0.854704001739762
2021-09-20,1307.0,1338.0,1294.0,1318.0,1150.062255859375,1061605,-1460040.421853147,387158,-0.2026426678491529,-70140025.59183674,87038.0226166983,28021.77399744325,96266.36123209444,1292.3268196160077,49.53600438670695,1046.0317460317465,1296.0,1341.1663591625447,1250.8336408374553,6.970117154713691,0.7435440935235269,0.0,0.0,1298.1666666666667,1350.6666666666667,1245.6666666666667,8.08832969572474,0.6888888888888882,0.0,0.0,1256.0,1338.0,1297.0,6.327160493827161,0.7560975609756098,0.0,0.0,1.4372740111002713,-0.1650215250825277,1.602295536182799,1296.0,1296.0,1296.2903959945377,1294.8531219834374,0.5987705245229795,0.4790164196183836,0.1197541049045959,-0.0020661726218353,4.036032981305418,108.616,-77.32789602282757,-82.37079268165344,5.042896658825868,1297.0,1297.0,1297.0,1297.0,0.0,0.0,0.0,0.0,117.46031746031746,1403.1675,1401.286,16.0,8.0,8.0,1256.0,1338.0,0.0,0.0,64.93347979982912,0.0,0.0,0.0,-93.636537765765,36.36363636363636,75.60975609756098,54.61501673840269,-24.390243902439025,0.0,0.0,0.11099899955438,-0.0128260635360947,0.1238250630904747,32.86333301932822,16.537531000370592,16.32580201895763,1303.8731590910122,0.4573170731707376,0.4562745558418513,1.854714064914997,0.457305077549293,1165.3604736328125,0,-1.186630708029398,-2.1108171013550816,-1.8082419486251808,-0.2512553219413149,-0.9584745369856053,-2.7002622448917606,-0.221731661382293,-1.8779352563114031,1.395081274156084,-0.854704001739762
2021-09-21,1295.0,1313.0,1270.0,1295.0,1165.3604736328125,1547948,-1208048.886969426,-1160790,-0.1380162302997145,-65206136.79300292,-68057.84173628571,4001.870064011011,-22157.848706003188,1292.3869211455008,40.218908747094666,1046.0317460317465,1295.8,1336.205940157358,1255.394059842642,6.236447006846414,0.4901004654651715,0.0,0.0,1297.0666666666668,1347.6666666666667,1246.4666666666667,7.802220394736844,0.4795783926218703,0.0,0.0,1256.0,1338.0,1297.0,6.328137058187992,0.4756097560975609,0.0,0.0,1.2278716973235078,0.1135571193986793,1.1143145779248285,1295.8,1295.8,1296.0918735338396,1294.864001836516,0.570828648140074,0.6081189618376667,-0.0372903136975927,0.0005814178935567,4.996295842601125,108.81600000000005,-77.47028369319445,-81.39069088396164,3.920407190767193,1297.0,1297.0,1297.0,1297.0,0.0,0.0,0.0,0.0,-31.60919540229944,1403.1675,1401.286,16.0,8.0,8.0,1259.28,1338.0,0.0,0.0,50.09234780719226,0.0,0.0,0.0,-91.26542188299838,39.179104477611936,47.5609756097561,68.50789096126256,-52.4390243902439,0.0,0.0,0.0948263057419163,0.0087044103195074,0.0861218954224088,32.28234412154086,19.686493624604648,12.595850496936212,1300.370076347581,-1.7450682852807264,-1.76047409288147,0.0772797527047952,1.3302077948820283,1162.66064453125,1,0.982535794999592,0.808625838207476,0.7708806088828624,-0.2512553219413149,-0.6451611818946787,-2.7002622448917606,-0.221731661382293,-1.8779352563114031,-0.9503493599505362,-0.854704001739762
2021-09-22,1295.0,1300.0,1263.0,1292.0,1162.66064453125,775769,-767747.5626451017,-1936559,-0.0805719765468007,-56223446.82257393,-47694.61012234312,-6337.425973259815,-28809.8978831856,1291.785523871332,36.77316321979699,1043.6085064656495,1295.1666666666667,1332.1606601731207,1258.1726731602128,5.712622855198145,0.4572002591972899,0.0,0.0,1295.0555555555557,1343.388888888889,1246.7222222222224,7.464287246364365,0.4683908045977,0.0,0.0,1256.0,1338.0,1297.0,6.331231501737228,0.4390243902439024,0.0,0.0,0.8105009763037287,0.2529458907796892,0.5575550855240394,1295.1666666666667,1295.1666666666667,1295.462354528633,1294.6518535523296,0.593855026762375,0.6794323886975644,-0.0855773619351893,0.0020521249314729,5.92350243966004,109.44933333333324,-77.92117798268944,-80.8124387337496,2.891260751060159,1297.0,1297.0,1297.0,1297.0,0.0,0.0,0.0,0.0,-69.74951830443221,1403.1675,1401.286,16.0,8.0,8.0,1262.4288,1338.0,0.0,0.0,48.53414551066711,0.0,0.0,0.0,-89.35442945242163,43.93442622950819,43.90243902439025,55.6910569105691,-56.09756097560975,-0.599999999999909,0.0,0.0626037783115079,0.0194842839179075,0.0431194943936003,26.425370525394992,21.03426900476272,5.391101520632276,1296.549256218537,-0.2316602316602356,-0.2319289791090639,-0.1545595054095794,-0.2316733030378372,1137.4637451171875,2,0.3243144915045093,1.6042856500930895,0.5949739735990818,-1.7632241475249089,0.6493505395100243,-0.9250727410245788,-1.1111159201954877,-1.7298476747187834,-0.5298616959088065,-1.7241327285447028
2021-09-23,1285.0,1283.0,1260.0,1264.0,1137.4637451171875,364419,-1005412.127862493,-2300978,-0.101627242146726,-49649201.84792052,-63114.1625436654,-15800.215401660746,-9694.773649545166,1290.9462068111334,35.36749039784843,1020.9916038487468,1290.7142857142858,1331.3199051102586,1250.108666318313,6.291960946802644,0.1710518628742396,0.0,0.0,1291.3333333333337,1336.047619047619,1246.6190476190477,6.925289475625037,0.1943556975505849,0.0,0.0,1256.0,1338.0,1297.0,6.353071389042612,0.0975609756097561,0.0,0.0,-1.7593535883277127,-0.1495140050417911,-1.6098395832859216,1290.7142857142858,1290.7142857142858,1290.621992293459,1292.3813458817867,0.5962415233132831,0.7231523696410099,-0.1269108463277268,-0.0015595250831583,6.784352882853901,113.9017142857142,-81.0909987396657,-80.85223302030906,-0.2387657193566355,1297.0,1297.0,1297.0,1297.0,0.0,0.0,0.0,0.0,-126.07526881720504,1403.1675,1401.286,16.0,8.0,8.0,1262.4288,1338.0,0.0,1.0,36.97385706078519,0.0,0.0,0.0,-87.89583577858873,40.94955489614244,9.75609756097561,33.739837398373986,-90.2439024390244,-0.5428571428572013,0.0,-0.1361326975148587,-0.0116391123686456,-0.124493585146213,18.423501927766576,20.51211558936349,-2.088613661596913,1282.221345278868,-2.1671826625387025,-2.191010963574413,-2.318392581143736,-2.167175738903694,1141.963134765625,3,-1.4008521135334036,-1.05264079398097,0.0422552144131742,1.0256370988340675,1.9354919488462483,-1.213822388244708,1.1236004233790453,1.4981239390316858,-0.5298616959088065,-0.0
2021-09-27,1264.0,1297.0,1264.0,1269.0,1141.963134765625,973307,-1683777.612710978,-1327671,-0.1549520494158923,-41861239.44107473,30514.52419431896,-9183.824030806503,-4047.5185831994354,1289.667188793978,41.3876389346486,1020.9916038487468,1288.0,1328.6078810084937,1247.3921189915063,6.305571585169825,0.2660552640505189,0.0,0.0,1289.5,1332.75,1246.25,6.7080263668088405,0.2630057803468208,0.0,0.0,1256.0,1338.0,1297.0,6.366459627329192,0.1585365853658536,0.0,0.0,-3.3538623943684343,-0.7903836829071198,-2.5634787114613147,1288.0,1288.0,1287.2955319406192,1290.6493943349876,0.6346867399293412,0.7123581941164984,-0.0776714541871571,-0.0076629942967443,7.6371421963509105,116.616,-83.02340283750148,-81.1236292474581,-1.899773590043381,1297.0,1297.0,1297.0,1297.0,0.0,0.0,0.0,0.0,-70.31963470319583,1403.1675,1401.286,16.0,8.0,8.0,1262.4288,1336.44,0.0,0.0,39.73435695033301,0.0,0.0,0.0,-86.37853922321584,42.26002282606056,15.853658536585366,23.17073170731708,-84.14634146341463,-2.0499999999999545,0.0,-0.2598585184395895,-0.0612829935828344,-0.198575524856755,16.472610477670635,19.70421456702492,-3.231604089354285,1277.222281738105,0.3955696202531555,0.3947893007584468,-1.9319938176197813,0.3955633458870267,1115.8663330078125,0,-1.484007771103677,-1.108029421489675,-1.1260248482902568,-0.7672672640930926,0.6451611818946787,-2.0309484233126938,-0.4464329451691071,1.992612791380324,-0.6306912370986595,-0.6593459396215167
2021-09-28,1255.0,1254.0,1213.0,1240.0,1115.8663330078125,1580907,-1182514.4175890267,-2908578,-0.0950012988779962,-42430534.23520692,-121892.0531062232,-23272.35266523359,-32277.7915413562,1282.8087166344644,36.10125422093944,1020.9916038487468,1282.6666666666667,1331.4108970944824,1233.922436238851,7.600451729908883,0.062341365406815,0.0,0.0,1283.5185185185187,1326.5185185185187,1240.5185185185187,6.700331842446976,-0.0060292850990546,0.0,1.0,1213.0,1338.0,1275.5,9.745322245322246,0.216,0.0,0.0,-6.878291089763934,-2.007965164278483,-4.870325925485451,1282.6666666666667,1282.6666666666667,1280.019296257447,1286.897587347211,0.5842689532111106,0.7994220474679047,-0.215153094256794,-0.0195376982645572,8.517367842719022,121.94933333333324,-86.82040738061741,-81.75660459558691,-5.063802785030504,1275.5,1275.5,1275.5,1275.5,0.0,0.0,0.0,0.0,-193.80000000000027,1403.1675,1401.286,16.0,36.0,-20.0,1262.4288,1334.9112,0.0,0.0,31.19902057117981,0.0,0.0,0.0,-85.26779450570092,47.70169403517882,21.6,15.736585365853658,-78.4,-12.244444444444298,0.0,-0.5344862837098582,-0.1559236516082392,-0.3785626321016189,19.300914019051767,19.623554457430288,-0.3226404383785208,1266.1651062587018,-2.2852639873916503,-2.311780911530459,-4.1731066460587325,-2.285257812912548,1086.169921875,1,-4.28737323815264,-6.442571829819698,-2.7157265697038184,0.773199772836108,-3.205127669916933,0.888450437281918,0.6726400581019334,0.8321399839340415,-0.225678777133055,0.8849470014676513
2021-09-29,1235.0,1242.0,1200.0,1207.0,1086.169921875,253641,-1351608.4175890267,-3162219,-0.1064175557315981,-37564765.487320215,-206985.4637065774,-43684.92055871624,-42878.02173225043,1281.481191664493,35.387413455389776,993.8200531011591,1275.1,1339.9040122214665,1210.2959877785331,10.16453803175697,-0.0254304298881168,0.0,1.0,1276.8,1319.7,1233.9,6.719924812030071,-0.3135198135198147,0.0,1.0,1200.0,1338.0,1269.0,10.822680574072622,0.0507246376811594,46.8,0.0,-12.193689172028144,-4.045109965828415,-8.148579206199729,1275.1,1275.1,1268.7855583716855,1280.979247543714,0.5923997841842017,0.8366507721247649,-0.2442509879405632,-0.0397186739687464,9.424104580194092,129.51600000000008,-92.20740757616316,-83.25167513443881,-8.95573244172435,1269.0,1269.0,1269.0,1269.0,0.0,0.0,0.0,0.0,-184.0129843781698,1403.1675,1401.286,16.0,40.0,-24.0,1262.4288,1330.034752,0.0,0.0,24.69758140257086,0.0,0.0,0.0,-84.5321196319213,39.88785187415324,5.072463768115942,14.175374101567105,-94.92753623188406,-20.050000000000185,0.0,-0.951903724858121,-0.3151196662582156,-0.6367840585999054,11.147827599911691,17.928409085926567,-6.780581486014874,1248.487112451816,-2.661290322580645,-2.6973437501551345,-6.723338485316843,-2.6612874906590207,1079.87060546875,2,2.905584171569089,4.191609300361378,1.8910406707710763,0.5115001437863214,-2.649006165522522,-1.956944567321031,-0.0,0.4305672876848945,-3.702120578958088,-0.0
