Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_9984.T_2021-09-15_2023-09-15_Close_percent,jpx_8591.T_2021-09-15_2023-09-15_Close_percent,jpx_4911.T_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,ssx_688041.SS_2021-09-15_2023-09-15_Close_percent,jpx_4689.T_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent,jpx_4307.T_2021-09-15_2023-09-15_Close_percent,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,asx_JHG.AX_2021-09-15_2023-09-15_Close_percent
2022-08-12,2737.0,2849.0,2751.0,2800.0,2563.1015625,132565,-347705.75849449285,18444632,-0.7117203273016012,-4139581.577088945,4879115.9054048965,-1613076.7541709,4038.991304134931,2786.831299752921,19.85239279395953,1518.6960026702725,2835.65,3049.5109595040726,2621.789040495928,15.0837345585014,0.4166514540973963,0.0,0.0,2747.6,2856.4,2638.8,7.919638957635752,0.7408088235294112,0.0,0.0,2601.0,3086.0,2843.5,17.103662299649113,0.4103092783505154,110.53716292965032,7.495566566319136,-32.48736519165459,-24.91229297374037,-7.575072217914219,2761.333333333333,2838.653846153846,2773.935567827193,2806.422933018848,0.8792857142857143,1.1064285714285715,-0.2271428571428572,-0.1168078220679119,24.85057528477296,24.34999999999991,-23.99708820072794,-3.874346491207495,-20.122741709520447,2725.0,2834.93994140625,2779.969970703125,2891.43994140625,0.6377572493507571,27.862887729982464,11.973777751667338,21.87464646023335,-31.020408163265245,2879.0,2945.5,32.0,80.0,-48.0,2744.7208294060856,2934.408200647025,0.0,0.0,49.41371712812748,0.7297267841834936,0.4834289641365846,0.3551657887117971,-8.904600196080748,45.87523685370768,52.5065963060686,39.11719760650809,-47.4934036939314,-114.9158806295959,-3.9780521262002746,-1.157607601100529,-0.8868677043606632,-0.2707398967398657,-14.033578652474269,-9.137466976915414,-4.896111675558855,2770.273473491023,1.929377502730256,1.9110010068021488,54.86725663716814,-1.929378237884194,2558.5244140625,4,-5.550322134202929,-1.4818205635023105,0.8925330142947843,0.2132244938129588,0.0,-3.291501822984386,0.6554554324743123,-3.6024929352936965,-0.3618034042358573,0.5482488540795742
2022-08-15,2748.0,2849.0,2748.0,2795.0,2558.5244140625,23930,-349364.273345978,18420702,-0.6566786746062079,-3565305.6375048105,-633096.5315503553,-1487049.1360621622,2514.947143637215,2785.094951009069,19.94768103607143,1515.984045522647,2833.65,3048.2447576246973,2619.055242375303,15.146172436588651,0.4099465419663356,0.0,0.0,2747.266666666667,2858.766666666667,2635.766666666667,8.11715887306171,0.7140508221225701,0.0,0.0,2601.0,3086.0,2843.5,17.115734123833217,0.4,109.5834466366853,7.541239480292389,-28.400540132333845,-25.609942405459066,-2.790597726874779,2755.9166666666665,2836.038461538461,2777.1762496999327,2805.5767898322665,0.8827634333565946,1.0886252616887648,-0.2058618283321702,-0.124444395876771,24.91649872063631,6.349999999999909,-24.150411180370543,-8.439050030614965,-15.71136114975558,2725.0,2834.93994140625,2779.969970703125,2891.43994140625,3.016507780595542,27.992608212128,11.196536121865606,20.64752769567461,-30.05113649163121,2887.5,2945.5,28.000000000000004,76.0,-48.0,2744.7208294060856,2907.735544595263,0.0,0.0,49.04061805982573,0.7479227756306318,0.6464515559279125,0.4924242503511176,-7.957372166201522,43.813351676460286,54.03899721448468,47.65152369222099,-45.96100278551532,-99.02470415900734,-2.272727272727273,-1.012288818301487,-0.911951927148828,-0.100336891152659,-20.301780105242333,-11.3703296025808,-8.931450502661534,2770.461754816101,-0.1785714285714279,-0.1787310574095535,54.59070796460177,0.1785785044364587,2581.4091796875,0,-5.169344297832225,0.5973446325205032,-2.0952030025147224,-1.4957302185676866,5.457569384115956,-0.2980274032955634,-2.2375123547648457,1.3189531560105223,1.129542594278604,-3.1422223378934007
2022-08-16,2802.0,2850.0,2786.0,2820.0,2581.4091796875,153674,-339759.648345978,18574376,-0.6745862471758647,-2507140.546432695,812108.749690904,-1317542.074389292,1331.8116854076156,2782.6478947072537,24.51492156500088,1515.984045522647,2824.85,3026.1132852757864,2623.5867147242134,14.249484770928476,0.4879511059522007,0.0,0.0,2750.4333333333334,2862.333333333333,2638.5333333333338,8.136899640056692,0.8108430145963665,0.0,0.0,2601.0,3086.0,2843.5,17.169053224064996,0.4515463917525773,105.02510197301676,7.504225165689387,-22.88065679375086,-25.064085283117425,2.183428489366566,2754.25,2832.923076923077,2783.764518976866,2806.645175770617,0.9243167484232656,1.074281709880869,-0.1499649614576034,-0.1260048312028344,24.90606803476967,-48.84999999999991,-27.009856256352144,-12.79845898804025,-14.211397268311892,2725.5,2834.93994140625,2780.219970703125,2836.93994140625,19.614956998043382,28.09297394633174,10.787885046426444,19.77171258648616,-11.285289208215534,2860.25,2945.5,24.0,72.0,-48.0,2744.7208294060856,2883.196701027642,0.0,0.0,51.03151154753873,1.0,0.8258831866047084,0.6519212355564018,-6.593865595902676,48.707718225062926,64.41176470588235,56.98578607547853,-35.588235294117645,-78.04823357077203,-0.7042253521126761,-0.8152315437404212,-0.8926078504671466,0.0773763067267254,-19.39922048576372,-12.976107779217385,-6.4231127065463305,2770.8389661661004,0.8944543828264706,0.8904778342959219,55.97345132743363,-0.8944517198748514,2645.48681640625,1,2.559320442046598,0.8680237282074614,0.5040485116660989,-0.4210522300318615,-6.810980332099433,-3.177138508582601,-1.9079729166542163,-0.1215080055870885,0.3645980585608157,-0.935337010150974
2022-08-17,2783.0,2929.0,2783.0,2890.0,2645.48681640625,201015,-246136.22368844377,18775391,-0.6057647963192315,-138827.61122802412,2759993.035345621,-1061436.7147841423,6364.27787081795,2780.0641055177302,31.49054325654558,1515.984045522647,2818.85,3004.2029336158525,2633.497066384148,13.150961109378128,0.6919311408026046,0.0,0.0,2763.5333333333338,2880.0333333333338,2647.0333333333333,8.43123537500303,1.0427753934191684,1.0,0.0,2601.0,3048.0,2824.5,15.857530553239796,0.6465324384787472,109.1225917757151,7.38508812088246,-12.711168060744512,-22.593501838642844,9.882333777898332,2763.75,2835.769230769231,2800.108439134271,2812.819607195016,0.9457104557640752,1.0053619302949062,-0.059651474530831,-0.1183584192056629,24.858244281422767,-17.84999999999991,-26.290522623782103,-16.82624642568641,-9.464276198095693,2765.0,2834.93994140625,2799.969970703125,2836.93994140625,59.80747849902169,26.746420706973907,14.876314414810391,17.905782972734517,33.844189016603,2860.25,2945.5,20.0,68.0,-48.0,2601.0,2883.196701027642,1.0,0.0,56.19231045995791,1.0,0.915974258543544,0.7961030003587216,-3.839017283369088,54.76337071556918,88.10975609756098,68.85350600597599,-11.890243902439025,-41.63941004135995,4.106628242074928,-0.4519012889497124,-0.8044665381636599,0.3525652492139475,-16.256186371087686,-13.632123497591444,-2.624062873496243,2781.6762389417177,2.4822695035461084,2.4519617174319386,59.845132743362825,-2.482273528077684,2655.55615234375,2,-0.9218964325156094,-2.761564308818407,-0.271393306728811,-1.0482220321760138,5.025541594302851,0.5981355152106289,-1.1839250737080818,-0.6067967070042499,-0.731884111314784,-1.8003791525535888
2022-08-18,2929.0,2930.0,2880.0,2901.0,2655.55615234375,564297,-336423.7436884438,19339688,-0.5438838654946724,767757.3332331221,434168.53181923705,-784458.7596585497,7137.577295148348,2798.188751594588,42.86659437448736,1515.984045522647,2813.9,2984.324059334364,2643.475940665636,12.113014629827914,0.7555390369769149,0.0,0.0,2778.6666666666665,2886.9666666666662,2670.366666666667,7.7951055662187905,1.0647891658972013,1.0,0.0,2601.0,3023.0,2812.0,14.996979281424355,0.7109004739336493,103.21033259814358,7.2291832628729855,-3.721270414534047,-18.819055553821087,15.09778513928704,2772.083333333333,2839.9615384615386,2815.6302177289986,2819.3514881435326,1.024776324845148,0.9965588437715072,0.0282174810736407,-0.1038524251761428,24.77979801575307,-110.90000000000008,-25.54229607555556,-19.93973324141105,-5.602562834144504,2765.5,2834.93994140625,2800.219970703125,2836.93994140625,79.90373924951085,25.479515634992293,14.443217111651382,17.303518530704274,73.94595233871414,2859.75,2945.5,16.0,64.0,-48.0,2607.56,2883.196701027642,0.0,0.0,56.959941313646425,1.0,1.0,0.913952481716084,-1.3469068759059806,54.30597899129665,91.1854103343465,81.2356437125966,-8.814589665653495,-7.086468864889866,3.570153516601214,-0.1319902974206456,-0.6699712900150571,0.5379809925944115,0.8961261481423441,-10.726473568444687,11.62259971658703,2789.002073452842,0.3806228373702369,0.3799003014925972,60.45353982300885,-0.3806231758576217,2670.202392578125,3,-0.2240604199938047,0.8083916049735507,0.41501425627618,1.0373483185505563,-0.0173546713464958,1.84978779259076,1.3605543265315845,1.4475249587938492,1.1625102762006918,0.8842693748004677
2022-08-19,2930.0,2916.0,2840.0,2917.0,2670.202392578125,177043,-154721.7173726543,19516731,-0.4819294900284985,1062747.4284855332,-1159040.4590975074,-841939.505816179,3124.295510437279,2803.6585515632364,66.97766312544172,1524.345212268032,2810.9,2971.56723374728,2650.232766252721,11.431728894466485,0.8301855565861346,0.0,0.0,2797.233333333333,2901.0333333333333,2693.4333333333334,7.421618980659458,1.0769107257546566,1.0,0.0,2601.0,3002.0,2801.5,14.265893486072075,0.7880299251870324,100.48929933832925,6.924175299272461,4.6408576036028535,-14.1270729223363,18.76793052593916,2789.9166666666665,2842.153846153846,2831.2255688476143,2826.5847112440115,1.041237113402062,0.9518900343642612,0.0893470790378008,-0.0840422675838618,24.39181659717881,-35.90000000000009,-20.29432474283096,-21.77775664286573,1.4834319000347698,2765.5,2834.93994140625,2800.219970703125,2836.93994140625,89.95186962475543,24.846730311581705,13.68949771534336,19.147113635876583,71.46763034640185,2847.25,2945.5,12.0,60.0,-48.0,2620.4576,2883.196701027642,0.0,0.0,58.109753662578086,1.0,1.0,0.9719914195145148,1.0696302424051447,57.84690795044619,96.048632218845,91.78126621691749,-3.951367781155015,7.425295840992476,7.9171291157972625,0.1641860435012528,-0.5031398233117952,0.667325866813048,-0.957115198830941,-8.772601894521939,7.815486695690998,2826.148110637792,0.5515339538090247,0.5500185746317499,61.338495575221245,-0.5515319350881924,2741.60302734375,4,0.8770431156536915,-0.39648666428198,0.1087200579864173,1.467508845729185,5.88031935793164,2.089008246855201,-0.2758598731422808,3.182372701941489,-0.3920644630519234,0.3411256657825561
2022-08-22,2928.0,3039.0,2882.0,2995.0,2741.60302734375,135000,-95390.50718157148,19651731,-0.4435065962747965,2415212.0815590285,9594444.444444444,226767.50539333973,4586.325415195569,2813.280911810814,69.92827165607235,1565.105900151785,2814.85,2988.979003902288,2640.7209960977125,12.37216930936195,1.0172888949077414,1.0,0.0,2822.6666666666665,2929.6666666666665,2715.666666666667,7.581483230987231,1.3052959501557646,1.0,0.0,2601.0,3039.0,2820.0,15.560331811641827,0.8995433789954338,106.14036940449633,6.670866070967096,17.361717360221974,-7.829314865824646,25.19103222604662,2808.25,2847.346153846154,2856.421635178751,2839.059917818529,1.0824742268041236,0.8498711340206185,0.2326030927835051,-0.0559682122219598,24.2410293515859,-149.8499999999999,-13.019028566053642,-22.101516650482736,9.082488084429094,2820.0,2843.5,2831.75,2834.93994140625,94.97593481237772,23.69163822903197,20.41482545867984,17.155439251626802,144.1084964581928,2782.68994140625,2945.5,8.0,56.00000000000001,-48.00000000000001,2632.839296,2883.196701027642,0.0,0.0,63.26233615152094,1.0,1.0,1.0,4.823665922343974,59.47950670999258,89.95433789954338,92.39612681757826,-10.04566210045662,35.44294289981599,7.927927927927928,0.6115305017430677,-0.2802057583008226,0.8917362600438903,-4.040804840355357,-7.826242483688623,3.7854376433332657,2878.062271281256,2.6739801165581056,2.638854068182805,65.65265486725664,-2.673978383214859,2764.48779296875,0,0.4337280746467655,0.2413386637925469,1.4692509813745431,1.914886795810404,-3.851824758474919,0.463823058597157,2.6684869637893627,0.0,-0.4393389382214963,3.0279087489552694
2022-08-23,3000.0,3067.0,3000.0,3020.0,2764.48779296875,185348,-170082.9847935118,19837079,-0.4409026234305999,2732138.927050596,2638819.949500399,603242.891896651,5157.018399423562,2832.367474452066,75.06751227183433,1565.105900151785,2819.5,3009.595239288107,2629.404760711893,13.484322701763237,1.027367231159649,1.0,0.0,2851.8,2954.8,2748.8,7.223507959884984,1.316504854368931,1.0,0.0,2601.0,3067.0,2834.0,16.527753147721228,0.8991416309012875,102.7263324640467,6.088513261466214,29.1246505899353,-0.4385217746726564,29.56317236460796,2837.833333333333,2854.4615384615386,2881.587537458943,2852.462886869008,1.188976377952756,0.8208661417322834,0.3681102362204725,-0.0217120712738956,24.01754946048588,-121.5,-5.84242135356573,-20.872385464877496,15.029964111311768,2877.5,2843.5,2860.5,2834.93994140625,97.48796740618886,22.948413984623745,21.317514722377044,16.31718128607656,179.91553125632785,2783.18994140625,2945.5,100.0,52.0,48.0,2657.2089382399995,2883.196701027642,0.0,0.0,64.7585573607394,1.0,1.0,1.0,8.418346210141696,59.33452374054445,89.91416309012875,91.97237773617236,-10.085836909871244,71.45470760569833,13.320825515947469,1.0210352157080589,-0.0199575634990463,1.0409927792071052,-4.567445159918787,-7.174483018934656,2.607037859015869,2920.3024263037887,0.8347245409014992,0.8312599819365829,67.0353982300885,-0.8347220730629346,2915.52783203125,1,2.422030042980708,0.2419225163609439,-1.3254814996134885,1.3015171592587509,-6.246673622962874,1.6775438461261984,1.271911176073658,1.769911892067782,1.0449557405837169,2.253611538614308
2022-08-24,3030.0,3228.0,3026.0,3185.0,2915.52783203125,265121,-17835.281823214784,20102200,-0.3871846699193713,8591114.080329083,7123917.003934052,1417332.8825792056,16032.232990414488,2863.869876805059,77.39674999689731,1565.105900151785,2832.95,3078.445804444806,2587.4541955551936,17.331460452518137,1.2170183637072096,1.0,0.0,2896.366666666667,3001.666666666667,2791.0666666666666,7.271178833250867,1.8705286483064232,1.0,0.0,2601.0,3228.0,2914.5,22.132406149067226,0.9314194577352471,113.25369921764204,5.719801688221245,51.171112230423205,9.883405026346518,41.28770720407669,2878.4166666666665,2861.730769230769,2928.266377849875,2877.095265619452,1.21,0.7275,0.4824999999999999,0.026637088038924,24.09358842227456,-82.94999999999982,9.84345608982174,-17.366943656601876,27.21039974642361,2988.0,2914.5,2951.25,2905.93994140625,98.74398370309444,23.73355413973838,28.71850133884672,14.164014244578748,231.45276423964924,2816.93994140625,2945.5,100.0,48.0,52.0,2689.9922231808,2883.196701027642,0.0,0.0,72.66995532411153,1.0,1.0,1.0,14.727979964707702,63.14517113243398,93.14194577352472,91.00348225439892,-6.85805422647528,115.8458840762869,18.050407709414383,1.7785685737245074,0.3397476639456644,1.438820909778843,-1.8714153314267776,-6.113869481433081,4.242454150006304,3033.505027621424,5.4635761589403975,5.319545763734901,76.16150442477876,-5.463581334909776,2799.272705078125,2,-0.2857166982253289,-0.5291038503197569,2.1620692971826685,0.2197852409369005,1.870712652681945,-0.2132688549956896,-1.889495865733324,2.4453034455480065,-2.1856583983089024,0.2222100648326517
2022-08-25,3106.0,3185.0,3012.0,3058.0,2799.272705078125,63880,-47744.41477119166,20038320,-0.3556772837720557,6204846.354567786,-7718378.209142142,903178.4721622454,11937.910354309834,2893.085754503143,85.9302828775759,1502.6982237564073,2842.85,3107.1591182687466,2578.540881731253,18.59465805573609,0.9070044980083468,0.0,0.0,2931.0333333333338,3044.4333333333334,2817.633333333333,7.737885387406039,1.0598177542621985,1.0,0.0,2601.0,3228.0,2914.5,22.055331797316075,0.7288676236044657,119.22832929587784,4.946519725656401,57.72978032789433,19.45268008665608,38.27710024123825,2904.083333333333,2863.576923076923,2948.2253966422018,2890.4956163143074,1.2009685230024214,0.7493946731234867,0.4515738498789347,0.0734973157882122,24.33169464694004,-121.84999999999992,19.46466231614628,-12.537860265838072,32.00252258198435,2988.0,2914.5,2951.25,2905.93994140625,99.37199185154722,24.25387331635174,25.682903991529304,13.522242719505254,158.0527277473243,2834.93994140625,2945.5,96.0,44.0,52.0,2743.7930008627195,2883.196701027642,0.0,0.0,61.26892117967884,0.6405628343088637,0.8801876114362878,0.9600625371454292,16.233484123602665,59.3394988342391,72.88676236044657,85.31429040803334,-27.11323763955343,146.95764878216914,11.2,1.9972277419159696,0.6712436795397255,1.3259840623762442,-7.606697995234719,-6.412435184193409,-1.1942628110413098,3037.234554776744,-3.987441130298275,-4.069118151725704,69.13716814159292,3.9874469959057137,2828.5654296875,3,-0.3917455753430943,-1.4692958053028633,-1.0399310463839695,-7.048461990091454,5.872341393064573,-0.02365180672993,-1.1520116973930783,0.0,-3.580866899599372,-0.6681599405037133
