Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_S32.AX_2021-09-15_2023-09-15_Close_percent,asx_BHP.AX_2021-09-15_2023-09-15_Close_percent,asx_RIO.AX_2021-09-15_2023-09-15_Close_percent,asx_FMG.AX_2021-09-15_2023-09-15_Close_percent,asx_BSL.AX_2021-09-15_2023-09-15_Close_percent,asx_WDS.AX_2021-09-15_2023-09-15_Close_percent,asx_STO.AX_2021-09-15_2023-09-15_Close_percent,asx_AKE.AX_2021-09-15_2023-09-15_Close_percent,ssx_601899.SS_2021-09-15_2023-09-15_Close_percent,asx_MIN.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,3526.0,3568.0,3494.0,3560.0,3297.21875,604204,473565.2972972973,604204,0.7837837837837838,0.0,0.0,0.0,-152646.14784433148,3540.6666666666665,50.0,1000.0,3560.0,3560.0,3560.0,0.0,0.0,0.0,0.0,3540.6666666666665,3614.6666666666665,3466.6666666666665,4.180003765769158,0.6306306306306316,0.0,0.0,3494.0,3568.0,3531.0,2.0786516853932584,0.8918918918918919,0.0,0.0,0.0,0.0,0.0,3560.0,3560.0,3560.0,3560.0,0.0,0.0,0.0,-25.240494930605703,1.0,1232.8339999999998,-257.22443130723906,-257.22443130723906,0.0,3531.0,3531.0,3531.0,3531.0,0.0,0.0,0.0,0.0,0.0,4698.675605651855,4572.3634147949215,4.0,4.0,0.0,3457.0,3568.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,89.1891891891892,89.1891891891892,-10.81081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3560.0,-25.722443130723903,0.0,0.0,-0.0,3404.65625,2,0.0305239535968388,0.0737037661506141,0.0464484249759635,0.0892225212375112,0.0091167687394759,0.171902568339468,0.0612515864144037,0.0759763886481088,0.0417682097655498,0.1041252929628131
2021-09-16,3600.0,3722.0,3600.0,3676.0,3404.65625,92000,496188.2481169694,696204,0.712705253226022,10672000.0,17239130.43478261,17239130.43478261,-152418.27748457034,3557.228862038521,100.0,1032.584269662921,3618.0,3734.0,3502.0,6.412382531785517,0.75,0.0,0.0,3603.333333333333,3701.333333333333,3505.333333333333,5.43940795559667,0.8707482993197294,0.0,0.0,3494.0,3722.0,3608.0,6.301824212271974,0.7982456140350878,0.0,0.0,9.253561253560749,1.8507122507121487,7.402849002848598,3618.0,3618.0,3577.846153846154,3568.592592592593,0.1560752282600213,0.0219052951943889,0.1341699330656323,0.0063641151685393,2.101159114857745,1174.8339999999998,-245.12303159258173,-251.1737314499104,6.050699857328624,3608.0,3608.0,3608.0,3608.0,0.0,0.0,0.0,0.0,66.66666666666691,4698.675605651855,4572.3634147949215,8.0,4.0,4.0,3457.0,3568.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,49.15254237288136,79.82456140350877,84.50687529634898,-20.17543859649123,0.0,0.0,0.2593056229721647,0.0518611245944329,0.2074444983777317,-7.215654390282077,-1.4431308780564154,-5.7725235122256615,3619.7975132677248,3.2584269662921272,3.206465962950133,3.2584269662921272,3.2584280312005376,3333.33984375,3,4.15431752431391,0.9687029527514426,-0.9175127519102376,-3.1986534529700634,0.7142902455951656,2.484153967719493,2.236415440910605,-4.0899757612646965,-3.559043006716678,0.6486087595384902
2021-09-17,3900.0,3636.0,3593.0,3599.0,3333.33984375,159123,381471.6667216206,537081,0.4459951185004339,7397075.571428573,-1256575.1022793688,7991277.66625162,-335.3459396510616,3566.9222539060106,36.99780816573719,1032.584269662921,3611.6666666666665,3708.059381928535,3515.2739514047985,5.337852252618442,0.4342965563722567,0.0,0.0,3605.3333333333335,3685.0,3525.6666666666665,4.419378698224856,0.4602510460251051,0.0,0.0,3494.0,3722.0,3608.0,6.312874942316567,0.4605263157894737,0.0,0.0,10.2555985746867,3.53168951550706,6.723909059179641,3611.6666666666665,3611.6666666666665,3581.1005917159764,3570.8449931412897,0.1710028409790172,0.10428582347584,0.0667170175031771,0.0124805522822678,3.09651727500122,1181.167333333333,-246.44444880280287,-249.5973039008746,3.1528550980716545,3608.0,3608.0,3608.0,3608.0,0.0,0.0,0.0,0.0,6.185567010309272,4698.675605651855,4572.3634147949215,8.0,4.0,4.0,3457.0,3568.0,0.0,1.0,58.31399845320959,0.0,0.0,0.0,98.53570409812684,38.24451410658308,46.05263157894737,71.6887940572151,-53.94736842105263,0.0,0.0,0.2872036897256859,0.0989296376206835,0.1882740521050024,-12.507243938494364,-3.6559534901440056,-8.851290448350358,3611.0343581154857,-2.0946681175190385,-2.1169175396545725,1.0955056179775324,-2.0946727367851,3242.57373046875,4,-3.4187975240349004,-3.665448789519303,-4.697592421981497,-11.478257884147894,-4.046719933027376,0.332707712188494,-1.0937510357490936,-0.3198265736159555,-2.7002622448917606,-8.529187490370546
2021-09-20,3562.0,3562.0,3457.0,3501.0,3242.57373046875,2782715,-69063.14280218893,-2245634,-0.0189836023889193,-32617659.51020408,-396195.8015822677,5195453.176973658,-79105.83284144338,3520.8331415635107,3.161039746472568,1032.584269662921,3584.0,3711.09838708654,3456.90161291346,7.092543922239969,0.173481300972427,0.0,0.0,3580.6666666666665,3666.6666666666665,3494.6666666666665,4.803574753304785,0.0368217054263574,0.0,0.0,3457.0,3722.0,3589.5,7.3939732142857135,0.1660377358490566,0.0,0.0,3.106133814033456,3.44657837521234,-0.340444561178884,3584.0,3584.0,3568.7774237596723,3565.671289945639,0.1749875729164318,0.2016805925138537,-0.0266930195974218,0.012766971638673,4.154243574154872,1208.8339999999998,-252.2169555632429,-250.25221681646667,-1.96473874677622,3589.5,3589.5,3589.5,3589.5,0.0,0.0,0.0,0.0,-86.54970760233901,4698.675605651855,4572.3634147949215,8.0,16.0,-8.0,3457.0,3722.0,0.0,0.0,37.11051376216257,0.0,0.0,0.0,95.5089015787706,36.008676789587845,16.60377358490566,47.493655522453935,-83.39622641509433,0.0,0.0,0.0871121750003156,0.0965661450966099,-0.0094539700962943,17.434460681241116,0.5621293441330186,16.872331337108097,3570.135789429792,-2.722978605168102,-2.7607387124366056,-1.6573033707865117,-2.7229780801209387,3287.956787109375,0,-2.0649037176806075,-4.162406178238996,-3.6032501667742167,-3.7328096109586255,-5.000003938692544,-2.5106598871397523,-3.3175387213736656,-8.663105738712034,-2.7002622448917606,-5.30460330042493
2021-09-21,3530.0,3585.0,3530.0,3550.0,3287.956787109375,1494823,-476742.1428021889,-750811,-0.0928803198218127,-17494232.865889214,176609.53838681904,3940742.267326948,-54851.18967692238,3530.78341413616,35.35695872399016,1047.0363202808828,3577.2,3694.0890071820254,3460.310992817973,6.535223481048136,0.3836503078615328,0.0,0.0,3575.5333333333338,3655.3333333333335,3495.7333333333336,4.463669755560939,0.3400167084377597,0.0,0.0,3457.0,3722.0,3589.5,7.408028625740803,0.350943396226415,0.0,0.0,1.3781356817376036,3.0328898365173926,-1.654754154779789,3577.2,3577.2,3565.888589335107,3564.510453653369,0.2390054660493583,0.2101892041852513,0.028816261864107,0.011799542998018,5.145540782009059,1215.634,-253.6357403573752,-250.9289215246484,-2.7068188327268103,3589.5,3589.5,3589.5,3589.5,0.0,0.0,0.0,0.0,-27.53934191702489,4698.675605651855,4572.3634147949215,8.0,16.0,-8.0,3457.0,3711.4,0.0,0.0,47.40755534015104,0.0,0.0,0.0,93.099998234802,39.44954128440367,35.094339622641506,32.58358159549818,-64.90566037735849,0.0,0.0,0.0386626915436624,0.0849854543860204,-0.046322762842358,21.917901119544005,4.833283699215216,17.08461742032879,3566.477188588068,1.3996001142530634,1.389896151479597,-0.2808988764044895,1.3995998368266669,3412.991455078125,1,-0.9036186654013534,0.5862040836891254,0.4934922561434405,0.3401381667985816,-1.4187493752219638,1.6520829571172015,1.1438088898590024,1.4051508910433768,-2.7002622448917606,-0.1750504741171141
2021-09-22,3563.0,3693.0,3563.0,3685.0,3412.991455078125,828499,249787.74950550345,77688,0.0419011067778286,983138.257809244,1106217.3883130818,3373837.2915241746,52427.844415881176,3546.9349736067115,45.63416644440426,1086.8531944324093,3595.1666666666665,3728.740200305965,3461.593133027368,7.430728309636008,0.836269210246092,0.0,0.0,3587.444444444445,3675.6111111111113,3499.277777777778,4.915290983987367,1.0532451165721477,1.0,0.0,3457.0,3722.0,3589.5,7.371007371007371,0.8603773584905661,0.0,0.0,10.77781651048872,4.581875171311658,6.195941339177061,3595.1666666666665,3595.1666666666665,3584.2134217450903,3573.4356052346016,0.3063517273323247,0.2059770999469896,0.100374627385335,0.0174144078600276,6.248187771555928,1197.667333333333,-249.8870883768003,-250.7552826666737,0.8681942898734007,3589.5,3589.5,3589.5,3589.5,0.0,0.0,0.0,0.0,74.4444444444439,4698.675605651855,4572.3634147949215,24.0,16.0,8.0,3457.0,3701.224,0.0,0.0,64.60326212566864,0.0,0.0,0.0,91.253790445906,50.87209302325582,86.0377358490566,45.91194968553459,-13.962264150943396,10.516666666666424,0.0,0.3016093670388427,0.1283102369165849,0.1732991301222578,19.125853625992924,7.6917976845707585,11.434055941422166,3574.6805288499827,3.8028169014084456,3.732292215397592,3.51123595505618,3.802807520432012,3431.515380859375,2,1.5197510711024904,2.4105968826433326,2.67475211934547,4.203384106516253,0.928478917399488,2.437865717143936,1.9385967141119664,2.540418832623331,-0.9250727410245788,2.2358660643291586
2021-09-23,3648.0,3706.0,3648.0,3705.0,3431.515380859375,3065660,3209735.3357124003,3143348,0.3555696025304021,9601718.506693635,92704.34425213496,2826981.8003121684,48144.88887381276,3594.275932872967,65.90685235870745,1086.8531944324093,3610.857142857143,3756.464947088445,3465.24933862584,8.064999443101103,0.8232754509274397,0.0,0.0,3601.5714285714284,3685.428571428572,3517.714285714286,4.656697473325138,1.116695059625212,1.0,0.0,3457.0,3722.0,3589.5,7.338977686342776,0.9358490566037736,0.0,0.0,19.61485628788114,7.588471394625555,12.026384893255583,3610.857142857143,3610.857142857143,3602.7959722458454,3583.1811159579643,0.3698941666319944,0.222748339028046,0.1471458276039484,0.0282565799918234,7.271515326616664,1181.9768571428572,-246.6133517544853,-250.1635782506468,3.550226496161457,3589.5,3589.5,3589.5,3589.5,0.0,0.0,0.0,0.0,97.72549019607848,4698.675605651855,4572.3634147949215,28.000000000000004,16.0,12.000000000000004,3457.0,3701.224,1.0,0.0,66.35818103074956,0.0,0.0,0.0,89.78104281930152,54.557640750670245,93.58490566037736,71.57232704402516,-6.415094339622642,0.3714285714286234,0.0,0.5474145920373634,0.2121311079407406,0.3352834840966228,32.82663995277312,12.718766138211231,20.107873814561888,3583.2898464041587,0.5427408412483015,0.5412733106750167,4.073033707865159,0.5427474995194785,3443.5556640625,3,2.395223514750768,-0.7242738047048363,0.6003846832946635,1.040987824745642,-0.2759830995076271,1.679897931781241,2.852607061623601,0.225219637743379,-1.213822388244708,2.4657018973418445
2021-09-27,3683.0,3730.0,3676.0,3718.0,3443.5556640625,1040559,3787823.6690457338,4183907,0.3762396266358801,10162511.148594549,134927.47648139123,2442402.6111934856,20289.67308433907,3606.030154473687,69.757161777274,1090.666714412874,3624.25,3777.787454713826,3470.712545286174,8.472784974205718,0.8053000981901722,0.0,0.0,3614.875,3695.0,3534.75,4.43307168297659,1.143525741029641,1.0,0.0,3457.0,3730.0,3593.5,7.532592950265572,0.956043956043956,0.0,0.0,27.351968862329613,11.541170888166366,15.810797974163249,3624.25,3624.25,3620.519668823408,3593.167699961078,0.4005266604571041,0.2316239257144042,0.1689027347426999,0.0427849285235684,8.235125670585376,1168.5839999999998,-243.8190014509161,-249.37050615068048,5.5515046997643935,3593.5,3593.5,3593.5,3593.5,0.0,0.0,0.0,0.0,100.20174848688627,4698.675605651855,4572.3634147949215,32.0,16.0,16.0,3461.98,3701.224,0.0,0.0,67.48655947495641,0.0,0.0,0.0,88.58783472520483,59.3939885871704,95.6043956043956,91.74234570460986,-4.395604395604396,4.8125,0.0,0.7612216057331779,0.321949207499228,0.4392723982339498,28.428615137060305,15.86073593798105,12.567879199079256,3591.056745805614,0.3508771929824572,0.3502630551201591,4.438202247191003,0.3508736481347085,3426.884521484375,0,-0.8849673268448299,-0.0,1.1476981577953609,2.6727522362141087,-0.8784156316324214,3.202521910815108,1.9667155441057675,-0.1116096968667506,-2.0309484233126938,2.6724044719912
2021-09-28,3708.0,3727.0,3679.0,3700.0,3426.884521484375,348558,3744253.9190457338,3835349,0.3594665163466713,7814431.84165247,0.0,2137102.2847943,1963.605996432717,3609.241618049013,67.21840120447044,1085.3864559783844,3632.6666666666665,3785.0521427899935,3480.2811905433387,8.38973074637518,0.720930941210039,0.0,0.0,3624.555555555556,3701.1111111111113,3548.0,4.224272707764943,0.9927431059506518,0.0,0.0,3457.0,3730.0,3593.5,7.515140392732612,0.8901098901098901,0.0,0.0,31.666208413680124,15.56617839326912,16.100030020411005,3632.6666666666665,3632.6666666666665,3632.747412081345,3601.081203667665,0.4158557800576409,0.2508642756728228,0.164991504384818,0.0580764017641648,9.147746516075374,1160.167333333333,-242.06290752680627,-248.55855074802776,6.495643221221485,3593.5,3593.5,3593.5,3593.5,0.0,0.0,0.0,0.0,81.07793718495527,4698.675605651855,4572.3634147949215,32.0,16.0,16.0,3472.7008,3701.224,0.0,0.0,64.27207403886946,0.0,0.0,0.0,87.24781275132034,56.80659056075261,89.01098901098901,92.73343009192064,-10.989010989010987,33.19999999999982,0.0,0.8793528005263643,0.4334299261046553,0.4459228744217089,19.955018228304336,16.679592396045706,3.2754258322586303,3595.5859586240726,-0.484131253362019,-0.4853069649072949,3.93258426966292,-0.4841258340066332,3475.046142578125,1,1.190471676205533,-2.253472022673833,-2.9859758539713823,-5.587298893184737,-2.2854521844210893,5.026239422813504,5.637974291965918,-2.011165981424128,0.888450437281918,-3.652385780305977
2021-09-29,3700.0,3760.0,3700.0,3752.0,3475.046142578125,378129,4021548.519045734,4213478,0.3725632691275773,9507042.721416404,428425.2199646152,1947249.2775910017,3626.767191311808,3613.72873873515,68.47494922085743,1085.3864559783844,3644.6,3805.925013559584,3483.274986440416,8.852824099192452,0.8328684053088048,0.0,0.0,3635.8333333333335,3710.7333333333336,3560.9333333333334,4.1201008480403445,1.2754784156653296,1.0,0.0,3457.0,3760.0,3608.5,8.313669538495308,0.9735973597359736,90.8,0.0,38.83359030247357,20.21966077511001,18.61392952736356,3644.6,3644.6,3651.0939640688302,3612.2603737663567,0.442134737161917,0.2564662791384609,0.1856684580234561,0.0759422254208063,10.054596679128872,1148.234,-239.57307930965263,-246.5972894149625,7.024210105309919,3608.5,3608.5,3608.5,3608.5,0.0,0.0,0.0,0.0,102.01005025125627,4698.675605651855,4572.3634147949215,40.0,16.0,24.0,3482.992768,3701.224,0.0,0.0,68.88317816684378,0.0,0.0,0.0,86.19976508015085,63.44483134794496,97.35973597359737,93.99170686299398,-2.64026402640264,56.75,0.0,1.0750495890190597,0.5617538586875362,0.5132957303315234,12.809213624168772,15.90551664167032,-3.096303017501548,3603.125729439612,1.4054054054054133,1.3956211493798776,5.393258426966296,1.405405428511159,3531.543212890625,2,-0.2941015553858364,-1.3018574658669309,-0.5950539326084794,-0.4707493594965513,-3.866333358477249,-2.205596783591247,-1.2640306457038122,-3.192710057359648,-1.956944567321031,-5.599127722667134
