Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,ssx_600276.SS_2021-09-15_2023-09-15_Close_percent,ssx_600887.SS_2021-09-15_2023-09-15_Close_percent,ssx_601888.SS_2021-09-15_2023-09-15_Close_percent,ssx_600309.SS_2021-09-15_2023-09-15_Close_percent,ssx_601318.SS_2021-09-15_2023-09-15_Close_percent,ssx_300999.SZ_2021-09-15_2023-09-15_Close_percent,asx_EVN.AX_2021-09-15_2023-09-15_Close_percent,ssx_002142.SZ_2021-09-15_2023-09-15_Close_percent,ssx_601818.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,1100.0,1149.0,1100.0,1115.0,1057.72607421875,94553,-36663.4081632653,94553,-0.3877551020408163,0.0,0.0,0.0,-12606.402551660773,1121.3333333333333,50.0,1000.0,1115.0,1115.0,1115.0,0.0,0.0,0.0,0.0,1121.3333333333333,1170.3333333333333,1072.3333333333333,8.73959571938169,0.4353741496598647,0.0,0.0,1100.0,1149.0,1124.5,4.394618834080718,0.3061224489795918,0.0,0.0,0.0,0.0,0.0,1115.0,1115.0,1115.0,1115.0,0.0,0.0,0.0,-9.566644278830385,1.0,129.4380000000001,-104.01321721130348,-104.01321721130348,0.0,1124.5,1124.5,1124.5,1124.5,0.0,0.0,0.0,0.0,0.0,1247.4455,1241.246,4.0,4.0,0.0,931.0,1149.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.612244897959183,30.612244897959183,-69.38775510204081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,-10.401321721130351,0.0,0.0,0.0,1068.1610107421875,2,0.023273769468093203,0.026571620885260383,0.04395002579094941,0.1348238415955345,0.0025173049382178217,-0.016112578069345497,0.14959822488628127,-0.04477351352558033,0.04083328045473043,-0.004733635733465379
2021-09-16,1141.0,1143.0,1086.0,1126.0,1068.1610107421875,371800,113361.15324024348,466353,0.2430801415242176,4089800.0,-153308.23023130716,-153308.23023130716,-6166.77966420011,1118.941582878206,0.0,1000.0,1120.5,1131.5,1109.5,1.963409192324855,0.75,0.0,0.0,1119.8333333333333,1172.8333333333333,1066.8333333333333,9.465694299746987,0.5581761006289315,0.0,0.0,1086.0,1149.0,1117.5,5.622489959839357,0.6349206349206349,0.0,0.0,0.8774928774928412,0.1754985754985682,0.7019943019942729,1120.5,1120.5,1116.6923076923076,1115.8148148148148,0.2134651853175665,0.3127513180234115,-0.0992861327058449,0.0019268497757847,2.025952960259529,123.9380000000001,-99.5935514666059,-101.80338433895469,2.209832872348784,1117.5,1117.5,1117.5,1117.5,0.0,0.0,0.0,0.0,-66.66666666666667,1247.4455,1241.246,8.0,4.0,4.0,931.0,1149.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,37.73584905660378,63.49206349206349,47.05215419501134,-36.507936507936506,0.0,0.0,0.0786414435300783,0.0157282887060156,0.0629131548240627,19.21679154333201,3.8433583086664025,15.373433234665608,1119.3504552394957,0.9865470852017832,0.9817124805416632,0.9865470852017832,-0.9865443216141614,1029.26708984375,3,0.761694781764561,-0.940515840450388,-0.6894526590827752,-2.7194959581425024,-0.7594273932977842,-0.0808567381525904,-1.4274967958231457,1.259444530514486,1.1474070189919985,0.86956706168138
2021-09-17,1111.0,1143.0,1085.0,1085.0,1029.26708984375,1229275,-1115913.8467597566,-762922,-0.6581124201533335,-3694496.428571428,-2359.114111976572,-77833.67217164187,-41092.47530844531,1108.3510783811855,0.0,1000.0,1108.6666666666667,1143.320510448979,1074.0128228843546,6.251445059948073,0.1585275385995338,0.0,0.0,1114.6666666666667,1169.3333333333333,1060.0,9.80861244019138,0.228658536585366,0.0,0.0,1085.0,1149.0,1117.0,5.772699939867708,0.0,0.0,0.0,-1.7156678923061008,-0.2027347180623655,-1.5129331742437353,1108.6666666666667,1108.6666666666667,1111.8165680473371,1113.5322359396434,0.3854485464735311,0.4663927412329726,-0.0809441947594415,-0.0021238730335563,3.0702263000092884,135.77133333333336,-109.10252928095528,-104.23643265295487,-4.866096628000392,1117.0,1117.0,1117.0,1117.0,0.0,0.0,0.0,0.0,-100.0000000000022,1247.4455,1241.246,8.0,12.0,-4.0,931.0,1149.0,0.0,1.0,19.94421199442121,0.0,0.0,0.0,92.04655674102813,24.39024390243902,0.0,31.368102796674226,-100.0,0.0,0.0,-0.1540743803306557,-0.0182322451013186,-0.1358421352293371,54.44477965043938,13.963642577020998,40.48113707341838,1102.654024212344,-3.641207815275316,-3.709154272507576,-2.6905829596412523,3.641203948402208,1049.1883544921875,4,0.1096437851641667,-1.733464473196733,-1.2553666202898626,-3.3725567754884054,-0.5204169354111343,1.6764324819191927,-0.1319534441757213,3.316330571704654,-4.434522006382068,0.5847912900187708
2021-09-20,1101.0,1125.0,1101.0,1106.0,1049.1883544921875,256701,-1265656.0967597566,-506221,-0.6482801294042944,-2396608.224489796,-9349.398716795024,-55005.58102002626,-39792.05091961268,1108.6555423462607,13.85077755239621,1019.3548387096772,1108.0,1138.099833886585,1077.900166113415,5.433183012018949,0.4667772252907454,0.0,0.0,1113.6666666666663,1160.6666666666663,1066.6666666666663,8.440586650703382,0.4184397163120583,0.0,0.0,1085.0,1149.0,1117.0,5.776173285198556,0.328125,0.0,0.0,-2.052581112036705,-0.5727039968572336,-1.4798771151794716,1108.0,1108.0,1110.92171142467,1112.9742925367068,0.4675425296722525,0.5443530881184083,-0.0768105584461558,-0.0063224882861535,4.014800851141217,136.4380000000001,-109.63824634091864,-105.58688607494582,-4.051360265972804,1117.0,1117.0,1117.0,1117.0,0.0,0.0,0.0,0.0,-32.432432432430176,1247.4455,1241.246,8.0,12.0,-4.0,931.0,1147.72,0.0,0.0,44.46677085659002,0.0,0.0,0.0,86.2855019047914,29.90196078431372,32.8125,32.101521164021165,-67.1875,0.0,0.0,-0.1844230478458252,-0.0514704056502199,-0.1329526421956052,47.40371345049748,20.65165675171629,26.752056698781185,1103.828987189772,1.935483870967736,1.916991610772012,-0.8071748878923812,-1.9354805807947884,1034.01025390625,0,0.1096437851641667,-1.733464473196733,-1.2553666202898626,-3.3725567754884054,-0.5204169354111343,1.6764324819191927,-0.1319534441757213,2.1108171013550816,-4.434522006382068,0.5847912900187708
2021-09-21,1116.0,1116.0,1085.0,1090.0,1034.01025390625,752747,-1775581.4838565309,-1258968,-0.6563887609281702,-3774800.192419825,-51478.11947440508,-54123.71563362096,-5921.242734643876,1105.4121308729711,9.885216097727934,1019.3548387096772,1104.4,1134.9312954196184,1073.8687045803815,5.529028507717918,0.2641763999514551,0.0,0.0,1110.3333333333333,1154.1333333333332,1066.5333333333333,7.889522665866099,0.2678843226788439,0.0,0.0,1085.0,1149.0,1117.0,5.795001810938065,0.078125,0.0,0.0,-3.569506499437921,-1.1720644973733712,-2.3974420020645497,1104.4,1104.4,1107.7029865901054,1111.272493089543,0.4690743800652466,0.614336123569323,-0.1452617435040764,-0.0132308485332186,4.917867820751366,140.038,-112.5311184647207,-106.9757325529008,-5.555385911819897,1117.0,1117.0,1117.0,1117.0,0.0,0.0,0.0,0.0,-114.94252873563198,1247.4455,1241.246,8.0,12.0,-4.0,931.0,1146.4656,0.0,0.0,35.53537525447766,0.0,0.0,0.0,79.27264555458203,28.08510638297873,7.8125,13.541666666666666,-92.1875,0.0,0.0,-0.3212089313498646,-0.1054181107901488,-0.2157908205597157,51.46639554422205,26.81460451021745,24.651791034004603,1099.1789979849848,-1.446654611211573,-1.4572206859090997,-2.2421524663677084,1.4466516446690605,1029.26708984375,1,0.1096437851641667,-1.733464473196733,-1.2553666202898626,-3.3725567754884054,-0.5204169354111343,1.6764324819191927,-0.1319534441757213,-0.808625838207476,-4.434522006382068,0.5847912900187708
2021-09-22,1080.0,1091.0,1066.0,1085.0,1029.26708984375,132492,-1706685.6438565308,-1391460,-0.6014607029176149,-3330180.1649312787,-415119.4034356792,-126322.8531940326,-11497.410654146688,1104.2567132605573,9.417695319669548,1014.6788990825688,1101.1666666666667,1132.5655343037154,1069.767799029618,5.702836561897737,0.2425597181792771,0.0,0.0,1105.388888888889,1146.0555555555554,1064.7222222222222,7.357893149721057,0.2493169398907112,0.0,0.0,1066.0,1149.0,1107.5,7.53746026941123,0.2289156626506024,0.0,0.0,-5.116163067920979,-1.9608842114828928,-3.1552788564380867,1101.1666666666667,1101.1666666666667,1104.210219422397,1109.326382490318,0.4529622606474264,0.7117978381602416,-0.2588355775128151,-0.0225099192652664,5.774132100105577,143.27133333333336,-115.12934620554292,-108.33466816167449,-6.794678043868444,1107.5,1107.5,1107.5,1107.5,0.0,0.0,0.0,0.0,-144.7154471544714,1247.4455,1241.246,8.0,12.0,-4.0,931.0,1145.236288,0.0,0.0,33.28542679942052,0.0,0.0,0.0,73.1577450368883,32.69230769230769,22.89156626506024,21.17218875502008,-77.10843373493977,-3.400000000000091,0.0,-0.4611954739988916,-0.1765735834318974,-0.2846218905669941,41.31474141192537,29.71463189055904,11.600109521366337,1095.096053943073,-0.4587155963302725,-0.4597709248629122,-2.6905829596412523,0.458715379715187,996.0648803710938,2,0.8781592698958605,-2.023432318191553,0.3944966517482271,4.561124559381312,0.8569169867622719,1.8488137008711192,1.9326472500616632,-1.6042856500930895,1.5388980871041582,1.4705939789795082
2021-09-23,1070.0,1070.0,1031.0,1050.0,996.0648803710938,37496,-1707647.0797539668,-1428956,-0.5939509797882644,-3041920.141369668,-2912310.646468957,-590654.1520731867,-1817.3098549866825,1103.553455505686,9.296753432966582,981.9473216928084,1093.857142857143,1139.9803142439364,1047.7339714703494,8.433125237235327,0.0245649687729348,0.0,0.0,1097.5238095238094,1137.952380952381,1057.095238095238,7.36723359944464,-0.087750294464075,0.0,1.0,1031.0,1149.0,1090.0,10.787514692438291,0.1610169491525423,0.0,0.0,-9.061649974078136,-3.381037364001941,-5.680612610076195,1093.857142857143,1093.857142857143,1095.870185665105,1104.9318356391832,0.4029914175039932,0.7644625071439386,-0.3614710896399454,-0.0390722048736688,6.653188666686729,150.5808571428572,-121.0031011129982,-110.14444429757786,-10.858656815420332,1090.0,1090.0,1090.0,1090.0,0.0,0.0,0.0,0.0,-170.526057030482,1247.4455,1241.246,8.0,28.000000000000004,-20.000000000000004,931.0,1142.06683648,0.0,0.0,22.531208085168075,0.0,0.0,0.0,63.27068414768866,33.12101910828026,16.10169491525424,15.601920393438158,-83.89830508474576,-8.057142857142935,0.0,-0.8201094114404022,-0.3052807490335984,-0.5148286624068037,30.13155155440496,29.79801582332822,0.3335357310767399,1078.306754917901,-3.2258064516129004,-3.278982282299125,-5.829596412556048,3.2258108512627786,1014.0888671875,3,0.0,0.2296389400633103,-1.0183868684102038,1.4782417363839642,3.358246557482488,-0.9209012155496624,-0.2836597619242553,1.05264079398097,1.5340052922456096,-0.5970189098999015
2021-09-27,1003.0,1080.0,931.0,1069.0,1014.0888671875,150061,-1579742.7374720876,-1278895,-0.5222074253037766,-2200051.6926025725,-4468182.938938165,-1144586.835911041,1505.8411367127496,1099.7394946214342,8.852059078417057,981.9473216928084,1090.75,1136.9208782675837,1044.5791217324163,8.465895625502357,0.2644619204128216,0.0,0.0,1088.6666666666667,1142.6666666666667,1034.6666666666667,9.920391916717698,0.3179012345679005,0.0,0.0,931.0,1149.0,1040.0,19.9862479944992,0.6330275229357798,0.0,0.0,-10.53390723703228,-4.81161133860801,-5.722295898424271,1090.75,1090.75,1091.7363109473963,1102.2702181844288,0.3832117441864628,0.809400506412529,-0.4261887622260661,-0.0564096683436543,7.925647404783321,153.6880000000001,-123.4999252674702,-111.8138794188144,-11.686045848655796,1040.0,1040.0,1040.0,1040.0,0.0,0.0,0.0,0.0,-152.61538461538458,1247.4455,1241.246,8.0,28.000000000000004,-20.000000000000004,931.0,1135.4028262912002,0.0,0.0,34.839061266099506,0.0,0.0,0.0,56.51077245662572,55.80284012061644,63.30275229357798,34.098671157964155,-36.69724770642202,-18.02500000000009,0.0,-0.9556556154064372,-0.4353557223081662,-0.520299893098271,23.513215789189008,28.54105581650038,-5.02784002731137,1075.6929420573765,1.8095238095238164,1.793346787347616,-4.125560538116591,-1.8095193567803705,967.6058959960938,0,0.0,-1.9076334585991788,-0.5393726979394842,-3.935219897551448,1.5086474545275763,-1.9134603455977413,-5.017917959948733,1.108029421489675,1.7378548786448391,0.8928590872718303
2021-09-28,1057.0,1110.0,1001.0,1020.0,967.6058959960938,184280,-1699778.333802363,-1463175,-0.5296241308910414,-3175718.593659348,2957456.045148687,-631831.4757785748,-5731.495415385986,1096.5198633391549,13.98813445801136,981.9473216928084,1082.888888888889,1145.1174599935543,1020.6603177842236,11.49306669283786,-0.0053055836933235,0.0,1.0,1083.6666666666667,1143.7777777777778,1023.5555555555557,11.094022352096797,-0.0295748613678372,0.0,1.0,931.0,1149.0,1040.0,20.13133593269033,0.4082568807339449,0.0,0.0,-15.47617253151725,-6.944523577189859,-8.531648954327391,1082.888888888889,1082.888888888889,1080.699955417028,1096.1761279485452,0.588818736721613,0.7955795145017214,-0.2067607777801083,-0.0820220014291204,9.268948130819046,161.5491111111112,-129.81692226620467,-113.81421751296888,-16.00270475323579,1040.0,1040.0,1040.0,1040.0,0.0,0.0,0.0,0.0,-90.00000000000006,1247.4455,1241.246,8.0,36.0,-28.0,931.0,1119.050600187904,0.0,0.0,24.17284383846892,0.0,0.0,0.0,45.44149727777296,46.65538324336608,40.825688073394495,40.07671176074224,-59.17431192660551,-25.955555555555748,0.0,-1.4118326550752716,-0.6306511088615874,-0.7811815462136842,18.960873270965568,26.62501930739342,-7.6641460364278515,1062.0675211539876,-4.583723105706272,-4.692100474672856,-8.520179372197312,4.583717728834088,1019.7807006835938,1,-0.1108593400830955,0.7093633079055479,-0.7242456653478229,1.0673080169590463,-2.61754142071348,-0.5306143139394379,3.290104849265461,6.442571829819698,-3.41725892005826,-1.801813899400301
2021-09-29,1049.0,1088.0,1049.0,1075.0,1019.7807006835938,230195,-1623046.6671356962,-1232980,-0.4718707603022723,-913369.5088508696,220248.05056582464,-537155.9728514194,3965.5905510005687,1094.7896398806065,19.78073221855678,981.9473216928084,1082.1,1141.3246570272888,1022.875342972711,10.946244714405124,0.440058749544734,0.0,0.0,1082.3666666666666,1140.3666666666666,1024.3666666666666,10.717255397123589,0.4364942528735641,0.0,0.0,931.0,1149.0,1040.0,20.14601238332872,0.6605504587155964,64.0,0.0,-14.784486679258862,-8.51251619760366,-6.271970481655202,1082.1,1082.1,1079.8230391990237,1094.6075258782826,0.6526722850872541,0.8049624849409467,-0.1522901998536926,-0.102305385197846,10.439221029233453,162.3380000000002,-130.45085412049465,-116.75173272510123,-13.699121395393403,1037.0,1040.0,1038.5,1040.0,0.0,0.0,0.0,0.0,-27.89034564958244,1247.4455,1241.246,8.0,36.0,-28.0,931.0,1110.0,0.0,0.0,44.65493113873629,0.0,0.0,0.0,39.94069976287172,54.29396758703482,66.05504587155963,56.72782874617737,-33.944954128440365,-30.799999999999955,0.0,-1.3506655426470051,-0.7746539956186709,-0.5760115470283342,16.603062256690883,24.62062789725292,-8.017565640562033,1064.2340102448557,5.392156862745101,5.251803428344637,-3.58744394618834,-5.392154481839853,1053.9315185546875,2,0.1107365782432339,0.9327302849968504,-0.3994715896280638,1.063074744323444,-0.3401006543907527,0.1421132424381426,2.3150732193016523,-4.191609300361378,-5.4782595544670585,-0.294983199092357
