Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_STO.AX_2021-09-15_2023-09-15_Close_percent,jpx_1605.T_2021-09-15_2023-09-15_Close_percent,asx_WDS.AX_2021-09-15_2023-09-15_Close_percent,jpx_8801.T_2021-09-15_2023-09-15_Close_percent,jpx_8830.T_2021-09-15_2023-09-15_Close_percent,asx_SOL.AX_2021-09-15_2023-09-15_Close_percent,jpx_8802.T_2021-09-15_2023-09-15_Close_percent,jpx_5020.T_2021-09-15_2023-09-15_Close_percent,ssx_600188.SS_2021-09-15_2023-09-15_Close_percent,ssx_601857.SS_2021-09-15_2023-09-15_Close_percent
2021-09-15,23520.0,24874.0,23404.0,24656.0,22022.966796875,1814113,1276049.5523809523,1814113,0.7034013605442176,0.0,0.0,0.0,-311314.9069433648,24311.33333333333,50.0,1000.0,24656.0,24656.0,24656.0,0.0,0.0,0.0,0.0,24311.33333333333,25781.33333333333,22841.33333333333,12.093125291359312,0.6172335600907034,0.0,0.0,23404.0,24874.0,24139.0,5.9620376378974695,0.8517006802721089,0.0,0.0,0.0,0.0,0.0,24656.0,24656.0,24656.0,24656.0,0.0,0.0,0.0,-16.945971133227662,1.0,5024.723999999998,-169.29250108588994,-169.29250108588994,0.0,24139.0,24139.0,24139.0,24139.0,0.0,0.0,0.0,0.0,0.0,29382.2145,29096.874,4.0,4.0,0.0,21700.0,24874.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,85.17006802721089,85.17006802721089,-14.829931972789115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24656.0,-16.929250108588988,0.0,0.0,0.0,21121.716796875,2,-0.06125158641440371,-0.253058485638212,-0.17190256833946804,-0.06277486905332202,-0.011927701987545869,0.03605903994681105,-0.03007241332381517,-0.08461979569214921,-0.11557592127995754,-0.1173914172466521
2021-09-16,24578.0,25143.0,23450.0,23647.0,21121.716796875,6600947,-3788705.4109976655,-4786834,-0.450229161883298,-6660355523.0,4039534.024436191,4039534.024436191,-577246.9536204154,24129.87068509712,0.0,1000.0,24151.5,25160.5,23142.5,8.355588679792145,0.25,0.0,0.0,24195.666666666664,25777.166666666664,22614.166666666664,13.072588755562291,0.3265359890399417,0.0,0.0,23404.0,25143.0,24273.5,7.200380928720783,0.1397354801610121,0.0,0.0,-80.49002849003227,-16.098005698006457,-64.39202279202581,24151.5,24151.5,24500.76923076923,24581.259259259263,0.2182007808551463,0.1786762000791997,0.0395245807759465,-0.0079927933363075,2.0241257133583965,5529.223999999998,-186.290064891948,-177.79128298891897,-8.498781903029027,24273.5,24273.5,24273.5,24273.5,0.0,0.0,0.0,0.0,-66.66666666666562,29382.2145,29096.874,4.0,8.0,-4.0,21700.0,24874.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,6.228264306038571,13.973548016101208,49.57180802165605,-86.0264519838988,0.0,0.0,-0.3274446912629722,-0.0654889382525944,-0.2619557530103778,17.607639787324405,3.521527957464881,14.086111829859524,24344.151784066897,-4.092310188189485,-4.178402158023786,-4.092310188189485,4.092318752112391,20231.1875,3,-2.236415440910605,-1.9379837610587745,-2.484153967719493,2.381420028556107,1.6145354028339938,5.318076650868235,1.4084540712266431,-1.706036995534589,-6.905074460752189,0.6677903066587731
2021-09-17,23989.0,24130.0,21700.0,22650.0,20231.1875,5872191,-5069471.349269271,-10659025,-0.3548248259423223,-6545243937.857143,-57168525.34258507,-26564495.65907444,-517713.3480933154,23594.241899112243,0.0,957.8382035776208,23651.0,25288.9019099649,22013.0980900351,13.850593293855662,0.1944261454516984,0.0,0.0,23739.33333333333,25603.666666666668,21875.0,15.706703361509735,0.2078490970856427,0.0,0.0,21700.0,25143.0,23421.5,14.557523994757094,0.2759221609061865,0.0,0.0,-222.1675148740724,-57.31190753321964,-164.8556073408527,23651.0,23651.0,24216.035502958577,24438.20301783265,0.2326023267540562,0.4679931890500172,-0.2353908622959609,-0.0288811262547965,3.139060512185721,6029.723999999998,-203.152861095976,-186.245142357938,-16.90771873803797,23421.5,23421.5,23421.5,23421.5,0.0,0.0,0.0,0.0,-99.99999999999982,29382.2145,29096.874,4.0,12.0,-8.0,21700.0,24874.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,20.507777579116755,27.59221609061865,42.24527737797691,-72.40778390938135,0.0,0.0,-0.90909922759851,-0.2342109961217776,-0.6748882314767324,25.31877557880905,7.880977481733716,17.437798097075333,23172.331128154663,-4.2161796422379165,-4.307640506847754,-8.135950681375725,4.216178568433207,19717.59375,4,1.0937510357490936,-0.2534898403646508,-0.332707712188494,2.6346496333641767,-1.0000066379250967,1.3706028201954863,1.3165242094942755,-0.1935484149975508,9.94810341618792,2.055120436726824
2021-09-20,22334.0,22660.0,21915.0,22075.0,19717.59375,1969821,-6193194.738531016,-12628846,-0.3809538850865036,-5772015814.591838,-23732486.35282089,-25620492.556989923,-297588.61487281055,23427.325210673444,0.0,933.5222226920962,23257.0,25225.46996421078,21288.53003578922,16.927978365316083,0.1997668185214348,0.0,0.0,23358.666666666668,24943.166666666668,21774.166666666668,13.566699012500711,0.0949300515409694,0.0,0.0,21700.0,25143.0,23421.5,14.80414498860558,0.1089166424629683,0.0,0.0,-376.5055168573017,-121.15062939803606,-255.35488745926563,23257.0,23257.0,23886.645425580336,24263.15094243764,0.3031927932894525,0.635457638968897,-0.3322648456794444,-0.0620261821109964,4.130885548590843,6423.723999999998,-216.42746989595,-193.7907242424409,-22.636745653509,23421.5,23421.5,23421.5,23421.5,0.0,0.0,0.0,0.0,-90.95977698128246,29382.2145,29096.874,4.0,16.0,-12.0,21700.0,25143.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,20.62164720732092,10.891664246296834,17.48580945100556,-89.10833575370316,0.0,0.0,-1.5517585401439846,-0.497720504926219,-1.0540380352177656,20.16778782053504,10.33833954949398,9.82944827104106,22442.68571128774,-2.5386313465783683,-2.5714105439019974,-10.46804023361454,2.538623844991804,20624.19921875,0,3.3175387213736656,-0.2534898403646508,2.5106598871397523,2.6346496333641767,-1.0000066379250967,2.724790872052125,1.3165242094942755,-0.1935484149975508,9.94810341618792,2.055120436726824
2021-09-21,22321.0,23199.0,22214.0,23090.0,20624.19921875,1872508,-4735109.828886346,-10756338,-0.2611814409868483,-4675928466.793004,22040760.30649802,-13705179.341117935,36090.70345150864,23366.078230089533,11.26638491306018,976.4452150378484,23223.6,24989.314631530247,21457.88536846975,15.20620947252148,0.4621682921990019,0.0,0.0,23253.8,24718.4,21789.2,12.596650869965345,0.4440802949610811,0.0,0.0,21700.0,25143.0,23421.5,14.825436194216229,0.403717688062736,0.0,0.0,-412.1662817517754,-179.35375986878392,-232.81252188299143,23223.6,23223.6,23764.084590875667,24176.250872627443,0.3800721248599284,0.6135927419999017,-0.2335206171399732,-0.0938346631270093,5.06840646830768,6457.124,-217.55277937290205,-198.54313526853315,-19.009644104368903,23421.5,23421.5,23421.5,23421.5,0.0,0.0,0.0,0.0,-37.11306153265391,29382.2145,29096.874,4.0,16.0,-12.0,21700.0,25074.14,0.0,0.0,31.556543301078023,0.0,0.0,0.0,-97.76981524750464,31.1176628249799,40.3717688062736,26.285216381063027,-59.6282311937264,0.0,0.0,-1.704839530013455,-0.7391443099436662,-0.9656952200697884,15.547237166929264,11.380119072981037,4.167118093948227,22516.696504124968,4.597961494903746,4.495387687638086,-6.351395197923426,-4.597951860885658,22060.48046875,1,-1.1438088898590024,0.37927334115993,-1.6520829571172015,-1.1224698676798113,1.2947494417934848,-0.0280062679848924,1.75986188376325,1.244904916594976,9.94810341618792,2.055120436726824
2021-09-22,23489.0,24925.0,23499.0,24698.0,22060.48046875,3337719,-2460030.67881622,-7418619,-0.114594326879046,-3241216949.822575,64320663.30329186,1899989.1877640216,318537.74044094526,23522.78912520232,26.92988859693895,976.4452150378484,23469.33333333333,25420.1846574708,21518.482009195868,16.624684616556053,0.8149052548148183,0.0,0.0,23440.5,24898.666666666668,21982.33333333333,12.441429719218172,0.931192136244142,0.0,0.0,21700.0,25143.0,23421.5,14.670207930916945,0.8707522509439443,0.0,0.0,-307.13507154941544,-204.91002220491023,-102.22504934450518,23469.33333333333,23469.33333333333,23907.763884587104,24214.89895613652,0.5228406341474068,0.5550307138738677,-0.0321900797264609,-0.1104801720180118,6.020342552780347,6211.390666666666,-209.2735563548472,-200.33153878291884,-8.942017571928375,23421.5,23421.5,23421.5,23421.5,0.0,0.0,0.0,0.0,76.39637182022781,29382.2145,29096.874,24.0,16.0,8.0,21700.0,25006.6572,0.0,0.0,55.509581285506506,0.0,0.0,0.0,-92.52447342312328,42.271700548564056,87.07522509439443,46.11288604898829,-12.924774905605576,-142.58333333333212,0.0,-1.2683723029601226,-0.8449899085469574,-0.4233823944131651,15.937398650717228,12.291574988528277,3.6458236621889526,22535.49174339358,6.964053702901696,6.732264532922549,0.1703439325113631,-6.964058263625759,22251.626953125,2,-1.9385967141119664,-0.38071730038547,-2.437865717143936,-2.438049018270206,-1.4660466542673731,0.252030246738073,-0.6356582566683215,0.7172355055213302,-9.99038854100968,-7.192986441391909
2021-09-23,24675.0,25000.0,24401.0,24912.0,22251.626953125,1607890,-1324575.804024901,-5810729,-0.0574025982636545,-2729030462.705065,18198477.507789712,4616403.907768304,246372.37857834724,23609.76504481357,32.74241948897564,984.9057898219646,23675.42857142857,25744.616364367863,21606.24077848928,17.479622695712322,0.7988059935378968,0.0,0.0,23630.571428571428,24966.0,22295.14285714286,11.302549965541,0.9797817715019256,0.0,0.0,21700.0,25143.0,23421.5,14.5425033790307,0.9329073482428116,0.0,0.0,-204.27432199999748,-204.7828821639277,0.5085601639302126,23675.42857142857,23675.42857142857,24062.261748496778,24266.53607049677,0.6036296403305946,0.5680580006806902,0.0355716396499043,-0.1143269046661152,6.890313288389196,6005.295428571426,-202.32981609786296,-200.617006970768,-1.7128091270949426,23421.5,23421.5,23421.5,23421.5,0.0,0.0,0.0,0.0,88.28659451773451,29382.2145,29096.874,28.000000000000004,16.0,12.000000000000004,21700.0,25006.6572,1.0,0.0,57.6345516943473,0.0,0.0,0.0,-87.91241149155671,44.876717865804366,93.29073482428116,73.57924290831639,-6.7092651757188495,-243.84285714285943,0.0,-0.8417943187546819,-0.8443507905885024,0.0025564718338204,11.043787395638049,12.04201746995023,-0.9982300743121826,22563.039228252183,0.8664669203984232,0.8627346396012925,1.0382868267358791,-0.866465644960769,23475.32421875,3,-2.852607061623601,-0.38071730038547,-1.679897931781241,-2.438049018270206,-1.4660466542673731,-5.951732380836532,-0.6356582566683215,0.7172355055213302,6.433777717462505,1.9639925541530945
2021-09-27,25200.0,26533.0,25154.0,26282.0,23475.32421875,3827698,1109717.9929294137,-1983031,0.0412490299992493,-1590033788.0329127,41178718.906246,9839591.764693689,224430.6411642104,23948.37348777227,43.89050659358973,984.9057898219646,24001.25,26593.31765922497,21409.18234077503,21.59943885610099,0.9399480067356626,0.0,0.0,23925.45833333333,25266.33333333333,22584.58333333333,11.208771688455986,1.3787327926416213,1.0,0.0,21700.0,26533.0,24116.5,20.13645122649861,0.9480653838195736,0.0,0.0,-12.06975386868362,-166.2402565048789,154.17050263619527,24001.25,24001.25,24403.759941035736,24415.82969490442,0.6742946646243223,0.5210820766143804,0.1532125880099418,-0.0982857852677379,7.799153971242627,5679.473999999998,-191.3522729432072,-199.4589152173229,8.106642274115728,24116.5,24116.5,24116.5,24116.5,0.0,0.0,0.0,0.0,141.18921152660977,29382.2145,29096.874,32.0,16.0,16.0,21766.0,25006.6572,0.0,0.0,68.12925356583405,0.0,0.0,0.0,-81.40543151733065,54.67431231586123,94.80653838195738,91.72416610021098,-5.193461618042623,62.4375,0.0,-0.0494341335908096,-0.6853674591889638,0.6359333255981542,13.59187860835758,12.3519896976317,1.2398889107258793,22708.139269442418,5.499357739242128,5.353467912980392,6.59474367293964,-5.499360870118963,24733.857421875,0,-1.9667155441057675,-4.767719271114103,-3.202521910815108,-0.6391158765863025,-1.5928305983911455,-1.2257472317223943,-1.6033805738037756,-1.5314904408001695,-1.3402098347175553,-4.020107723517555
2021-09-28,26500.0,28595.0,26474.0,27691.0,24733.857421875,4722373,1806607.549270762,2739342,0.0571254607636668,-412339881.5996398,75949337.33527614,18103309.9610165,463669.1721136522,24491.653684491448,53.89752112558661,984.9057898219646,24411.222222222223,27780.30977133404,21042.13467311041,27.60277644799645,0.9867457033941456,0.0,0.0,24332.25925925926,25759.814814814818,22904.703703703704,11.733851265885413,1.6763958073889569,1.0,0.0,21700.0,28595.0,25147.5,28.24520598449711,0.8688905003625815,0.0,0.0,251.0542781871154,-82.78134956648003,333.8356277535954,24411.222222222223,24411.222222222223,24909.4891808764,24658.43490268928,0.7752435460223589,0.4595764792138361,0.3156670668085228,-0.0581337901781774,8.823071710023907,5269.501777777776,-177.5395296212375,-197.02342792886893,19.48389830763142,25147.5,25147.5,25147.5,25147.5,0.0,0.0,0.0,0.0,181.05871201714388,29382.2145,29096.874,36.0,16.0,20.0,21956.68,25006.6572,0.0,0.0,74.99093887796094,0.0,0.0,0.0,-73.47281044743963,59.99576031997064,86.88905003625815,91.6621077474989,-13.110949963741842,706.6222222222241,0.0,1.0181273839068152,-0.344668490569808,1.362795874476623,17.511054496990972,13.383802657503557,4.127251839487416,23469.180629941115,5.3610836313827015,5.222315642994602,12.309377027903956,-5.361089761306872,24822.283203125,1,-5.637974291965918,-4.200703305354551,-5.026239422813504,-1.643617797965689,-1.6168566762959955,-0.4036215326557055,-0.2214743647352435,-0.5736067279986372,-9.56256688359369,-4.5088458778212726
2021-09-29,27000.0,28956.0,26676.0,27790.0,24822.283203125,3501452,1726749.8720777796,6240794,0.0491577427479628,-303913648.79969126,18330109.90868931,18128509.955202363,265688.6479569323,24822.16264695274,59.31999189143513,988.4269942996784,24749.1,28534.00237126402,20964.197628735976,30.586181891576043,0.90171445677005,0.0,0.0,24679.766666666663,26192.566666666666,23166.966666666667,12.259435191850809,1.527972413185264,1.0,0.0,21700.0,28956.0,25328.0,29.31823783491117,0.8393054024255788,1611.0,0.0,462.2420038355376,26.223321113923504,436.0186827216141,24749.1,24749.1,25352.644691510795,24890.402687675258,0.8094001718433538,0.5012257177558016,0.3081744540875522,-0.0025953553570302,9.934219513127823,4931.624,-166.15578514863716,-196.6749039358409,30.51911878720375,25328.0,25328.0,25328.0,25328.0,0.0,0.0,0.0,0.0,140.20687264272175,29382.2145,29096.874,40.0,16.0,24.0,22354.9792,25006.6572,0.0,0.0,75.39183029631502,0.0,0.0,0.0,-66.99127009009341,61.22049194702515,83.93054024255788,88.54204288692448,-16.069459757442118,1376.2000000000007,0.0,1.857109383225935,0.0956870841893406,1.7614222990365944,16.971228643275374,14.101287854657922,2.869940788617452,23862.39911051376,0.3575168827416819,0.3568793103019274,12.710902011680725,-0.3575090603206661,25494.869140625,2,1.2640306457038122,0.6718892508703078,2.205596783591247,1.2041520543285742,2.0116322407705525,3.844211102156336,1.3656603427506582,-0.1513875540499327,9.996911105541171,6.933731255054411
