Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,asx_WES.AX_2021-09-15_2023-09-15_Close_percent,asx_CBA.AX_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,ssx_600585.SS_2021-09-15_2023-09-15_Close_percent,asx_MQG.AX_2021-09-15_2023-09-15_Close_percent,ssx_600000.SS_2021-09-15_2023-09-15_Close_percent,ssx_603259.SS_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent,ssx_000725.SZ_2021-09-15_2023-09-15_Close_percent,ssx_000001.SZ_2021-09-15_2023-09-15_Close_percent
2021-09-15,20225.0,20424.0,20091.0,20352.0,19145.955078125,469711,266592.7297297297,469711,0.5675675675675675,0.0,0.0,0.0,178769.14333161165,20289.0,50.0,1000.0,20352.0,20352.0,20352.0,0.0,0.0,0.0,0.0,20289.0,20622.0,19956.0,3.282566908176845,0.5945945945945946,0.0,0.0,20091.0,20424.0,20257.5,1.6362028301886795,0.7837837837837838,0.0,0.0,0.0,0.0,0.0,20352.0,20352.0,20352.0,20352.0,0.0,0.0,0.0,35.19603857255544,1.0,-5726.74,391.56500465632746,391.56500465632746,0.0,20257.5,20257.5,20257.5,20257.5,0.0,0.0,0.0,0.0,0.0,14785.9895,15117.275,4.0,4.0,0.0,20091.0,20762.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,78.37837837837837,78.37837837837837,-21.62162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20352.0,39.156500465632746,0.0,0.0,0.0,18927.703125,2,-0.0133089841418221,-0.02611393143396798,-0.02283645084723856,0.06513625913257608,-0.014493428583670608,0.023273769468093203,0.13025650005624145,0.010498191346270686,0.04214988287247215,0.1096989980035375
2021-09-16,20400.0,20467.0,19954.0,20120.0,18927.703125,1842680,-383553.6250460987,-1372969,-0.1658688452973994,-427501760.0,-1308474.6130635813,-1308474.6130635813,162916.99682036723,20202.406559127183,0.0,1000.0,20236.0,20468.0,20004.0,2.2929432694208343,0.25,0.0,0.0,20234.666666666664,20657.666666666664,19811.666666666664,4.180943595150238,0.3644602048857396,0.0,0.0,19954.0,20467.0,20210.5,2.5350859853726035,0.3235867446393762,0.0,0.0,-18.507122507118765,-3.7014245014237535,-14.805698005695012,20236.0,20236.0,20316.30769230769,20334.81481481481,0.0595715286117615,0.0744644107647019,-0.0148928821529404,-0.0022264396619496,2.0846560846560847,-5610.74,383.63352172884447,387.599263192586,-3.965741463741496,20210.5,20210.5,20210.5,20210.5,0.0,0.0,0.0,0.0,-66.66666666666444,14785.9895,15117.275,4.0,8.0,-4.0,20091.0,20762.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,19.62174940898345,32.358674463937625,55.368526421158,-67.64132553606238,0.0,0.0,-0.091012004169497,-0.0182024008338994,-0.0728096033355976,19.167345891126825,3.833469178225365,15.33387671290146,20261.13208247945,-1.139937106918243,-1.1464841926173364,-1.139937106918243,1.1399376642973635,19367.029296875,3,-0.582525276583084,-1.4199743350752527,-0.9416850174973206,-1.0496355533121289,-1.039268734542972,0.761694781764561,-1.7145279972780116,0.0423130350401379,-0.7067034305538016,2.2541086365454674
2021-09-17,20202.0,20762.0,20202.0,20587.0,19367.029296875,1895776,327362.3749539013,522807,0.0777921539125945,-239954738.2857143,8019934.844622993,3355730.115779706,22996.96238543581,20344.130662510936,51.12362323811768,1000.0,20353.0,20734.306525864253,19971.693474135747,3.746931910423552,0.8068397524401475,0.0,0.0,20328.777777777777,20797.44444444444,19860.11111111111,4.6108691018206205,0.7754860123281203,0.0,0.0,19954.0,20762.0,20358.0,3.969930722743576,0.7834158415841584,0.0,0.0,4.457463819289842,-2.0696468372810344,6.527110656570876,20353.0,20353.0,20357.95266272189,20353.495198902605,0.1702680859508696,0.1056985161941631,0.0645695697567064,-0.0013627649618157,3.236239795063325,-5727.74,391.6333795091506,388.9439686314408,2.689410877709804,20358.0,20358.0,20358.0,20358.0,0.0,0.0,0.0,0.0,100.0,14785.9895,15117.275,12.0,8.0,4.0,20091.0,20762.0,1.0,0.0,68.4320703370316,0.0,0.0,0.0,-95.62467794069424,42.54032258064517,78.34158415841584,63.02621233357728,-21.65841584158416,0.0,0.0,0.0219002376531878,-0.0101818731364819,0.0320821107896697,29.621795351715047,8.991134412923302,20.630660938791745,20398.6809751382,2.3210735586481013,2.294546339563297,1.1546776729559838,-2.321074929026821,18954.986328125,4,-0.5264919402729618,-0.0291696193618378,0.6099710339211271,-0.9088969075258292,-0.172351340789632,0.1096437851641667,-5.715864675623521,1.5453081178421115,1.578937871536354,2.8825895632038936
2021-09-20,20544.0,20587.0,19949.0,20149.0,18954.986328125,626110,93797.8294993558,-103303,0.019402659280665,-244852087.10204083,-21806391.84807781,-5031643.872172802,30681.51318808864,20329.13320461364,43.82770126418144,978.7244377519794,20302.0,20676.510346986568,19927.489653013432,3.689393626111398,0.295733280494,0.0,0.0,20303.666666666664,20814.666666666664,19792.666666666664,5.033573574559604,0.3486627527723442,0.0,0.0,19949.0,20762.0,20355.5,4.004531573244016,0.2460024600246002,0.0,0.0,-12.541307165083708,-4.163978902841569,-8.37732826224214,20302.0,20302.0,20325.80609922621,20338.3474063913,0.2066719882398501,0.2039058239613053,0.0027661642785448,-0.0026667850304946,4.44988608794892,-5676.74,388.146262015171,388.7445419773734,-0.5982799622024118,20355.5,20355.5,20355.5,20355.5,0.0,0.0,0.0,0.0,-47.083333333332845,14785.9895,15117.275,12.0,8.0,4.0,20091.0,20762.0,0.0,1.0,40.46369911925732,0.0,0.0,0.0,-92.350485943434,39.18156161806208,24.600246002460025,45.10016820827117,-75.39975399753997,0.0,0.0,-0.0616633540301441,-0.0204781693152144,-0.0411851847149297,24.665895259479434,12.126086582234528,12.539808677244906,20304.614330033448,-2.127556224802063,-2.150514925754265,-0.9974449685534624,2.127548641734564,19180.76171875,0,0.6633901367534776,2.012052346897505,2.021664175683341,-0.9088969075258292,3.5966014881625483,0.1096437851641667,-5.715864675623521,2.9025960568031763,1.578937871536354,2.8825895632038936
2021-09-21,20600.0,20525.0,20098.0,20389.0,19180.76171875,714658,353217.00982722465,611355,0.0636549193362734,-185370657.51603505,2599075.3619213663,-3123964.0636492595,-4808.364240495836,20330.18931494662,51.73256362930309,978.7244377519794,20319.4,20661.52652630277,19977.27347369723,3.367486503565763,0.601716754839414,0.0,0.0,20310.4,20804.6,19816.2,4.866472349141315,0.5795224605422911,0.0,0.0,19949.0,20762.0,20355.5,4.00110239475575,0.5412054120541205,0.0,0.0,-6.571212555514649,-4.645425633376185,-1.925786922138464,20319.4,20319.4,20335.5282378068,20342.099450362315,0.26749838503306,0.2540299348775493,0.0134684501555107,-0.003058546897865,5.60338689318149,-5694.140000000001,389.3359844542935,388.86283047275737,0.4731539815360861,20355.5,20355.5,20355.5,20355.5,0.0,0.0,0.0,0.0,19.221619564181218,14785.9895,15117.275,12.0,8.0,4.0,20091.0,20762.0,0.0,0.0,52.03224350217307,0.0,0.0,0.0,-87.74796943667454,44.026635330983154,54.12054120541205,52.35412378876264,-45.87945879458795,0.0,0.0,-0.0323035120910177,-0.022843237870375,-0.0094602742206426,21.335419666610704,13.967953199109765,7.36746646750094,20336.6155061922,1.1911261104769366,1.1840880365207695,0.181800314465419,-1.191113444856455,19133.724609375,1,-0.861149788023809,0.4662246950412196,-0.0368443594731644,-0.9088969075258292,1.013294724046219,0.1096437851641667,-5.715864675623521,-1.3286106441003795,1.578937871536354,2.8825895632038936
2021-09-22,20500.0,20808.0,20260.0,20339.0,19133.724609375,659030,-115800.69090270234,-47675,-0.0186535669744759,-163596492.15660146,18501433.92561796,1201115.5342041836,6896.33698216033,20344.925288131188,57.3085597912759,976.324309158738,20322.666666666668,20635.325515182994,20010.00781815034,3.076947072395288,0.526120056110421,0.0,0.0,20336.83333333333,20840.0,19833.666666666668,4.948328566394303,0.5021530308049017,0.0,0.0,19949.0,20808.0,20378.5,4.226807505576695,0.4540162980209546,0.0,0.0,-5.807506379296683,-4.877841782560285,-0.929664596736398,20322.666666666668,20322.666666666668,20336.06235506729,20341.869861446587,0.3332656296327425,0.2687136530348767,0.0645519765978657,-0.0032962002046031,6.760884131432583,-5697.406666666668,389.559342306849,388.9789157784393,0.5804265284097028,20378.5,20378.5,20378.5,20378.5,0.0,0.0,0.0,0.0,84.49653702717163,14785.9895,15117.275,12.0,8.0,4.0,19949.0,20762.0,1.0,0.0,49.85863799308098,0.0,0.0,0.0,-84.19372509095518,38.79393743953563,45.40162980209546,41.37413900332252,-54.59837019790454,17.28333333333285,0.0,-0.028549520859454,-0.0239844944681908,-0.0045650263912631,17.945366181839024,14.763435795655615,3.1819303861834065,20337.49985146205,-0.2452302712246834,-0.2455314531479402,-0.0638757861635253,0.2452306642703376,19191.111328125,2,0.2787906576186145,0.6976309579242042,0.2210005030335224,0.0,-0.3780493865914565,0.8781592698958605,-0.6496125200570049,-0.0874086647238954,3.030308834685428,2.9681705937382645
2021-09-23,20112.0,20470.0,20054.0,20400.0,19191.111328125,890291,474873.1456357592,842616,0.0668999745339924,-132467314.56280126,-12709552.269988129,-1117329.0998278686,1053.9878092739368,20340.293974228785,49.62494476994375,976.324309158738,20333.714285714286,20628.19632840856,20039.23224302002,2.896490415439348,0.6125462756221978,0.0,0.0,20332.714285714286,20823.42857142857,19842.0,4.826844845393424,0.5685589519650649,0.0,0.0,19949.0,20808.0,20378.5,4.2245110161870505,0.5250291036088475,0.0,0.0,-0.2768818095573806,-3.957649787959705,3.680767978402324,20333.714285714286,20333.714285714286,20345.89891582617,20346.17579763573,0.3412099203583761,0.3402079988956599,0.0010019214627162,-0.0028284892945758,7.863573684341598,-5708.454285714286,390.314721633276,389.1697451862732,1.1449764470028183,20378.5,20378.5,20378.5,20378.5,0.0,0.0,0.0,0.0,-17.733196661297733,14785.9895,15117.275,12.0,8.0,4.0,19966.18,20762.0,0.0,0.0,52.46745579286121,0.0,0.0,0.0,-80.85859763340845,44.04321865226046,52.50291036088475,50.675027122797424,-47.49708963911525,39.285714285713766,0.0,-0.0013608543065353,-0.0194597664358597,0.0180989121293244,17.395971611154696,15.289942958755432,2.106028652399264,20360.442247686216,0.2999164167363233,0.2994675646812439,0.2358490566037652,-0.2999244523561373,18536.35546875,3,-0.4543106473202982,-1.164197614164891,-1.07051391699693,-2.1659937854828115,-2.607500895103413,0.0,2.0144705945267987,-1.310044940957468,0.5514672511058194,1.668518818306964
2021-09-27,20555.0,20408.0,19545.0,19704.0,18536.35546875,782809,-19484.797585561813,59807,-0.0024723559043811,-191376993.05382967,-31474663.679135013,-5454091.182586032,-24037.47231074464,20295.13683518661,44.489262614274494,943.0144209639104,20255.0,20754.36559753351,19755.63440246649,4.9307884229425785,-0.0516999996811209,0.0,1.0,20276.83333333333,20814.08333333333,19739.58333333333,5.2991509193578885,-0.033116178067317,0.0,1.0,19545.0,20808.0,20176.5,6.235497408047396,0.1258907363420427,0.0,0.0,-51.46198356477908,-13.45851654332358,-38.00346702145549,20255.0,20255.0,20247.1452364683,20298.60722003308,0.3472567831366662,0.4043373073024475,-0.0570805241657813,-0.008583096811544,9.088577617269497,-5629.74,384.932643932484,388.6401075295495,-3.707463597065498,20176.5,20176.5,20176.5,20176.5,0.0,0.0,0.0,0.0,-194.5497875867769,14785.9895,15117.275,12.0,32.0,-20.0,19966.18,20808.0,0.0,1.0,32.005810844802426,0.0,0.0,0.0,-78.84125025319692,40.828958369297744,12.589073634204276,36.8312045990615,-87.41092636579573,-17.349999999998545,0.0,-0.2535247024928403,-0.0662727536472559,-0.1872519488455844,15.6875238470025,15.369459136404847,0.3180647105976515,20164.63204996647,-3.4117647058823475,-3.471324003193388,-3.1839622641509413,3.4117662504278314,18567.400390625,0,-0.2092060435491021,-2.841689204940991,-1.313393900417566,4.045049698438007,-1.2206033591736087,0.0,-0.4772077564563091,-0.4957975533104246,-1.149428104206763,-1.2680116992191586
2021-09-28,19685.0,19796.0,19399.0,19737.0,18567.400390625,993369,678625.9102230025,1053176,0.0764697681252689,-159354397.33185402,-15146738.019809356,-6665672.037238947,-25043.919842731244,20222.25115629909,39.38041495974141,943.0144209639104,20197.444444444445,20769.863180927223,19625.025707961664,5.668229345126205,0.097808024879095,0.0,0.0,20206.51851851852,20728.185185185182,19684.85185185185,5.163350294001196,0.0499822506212297,0.0,0.0,19399.0,20808.0,20103.5,6.976130093466169,0.2398864442867281,0.0,0.0,-88.34533128109615,-28.435879490878094,-59.90945179021806,20197.444444444445,20197.444444444445,20168.66135393472,20257.00668521581,0.3583025635718567,0.4871743303061485,-0.1288717667342918,-0.0179268888259468,10.2130219938326,-5572.184444444445,380.99729129221936,387.7909057254017,-6.793614433182313,20103.5,20103.5,20103.5,20103.5,0.0,0.0,0.0,0.0,-185.5362814561447,14785.9895,15117.275,12.0,32.0,-20.0,19966.18,20782.74,0.0,0.0,33.33335364432483,0.0,0.0,0.0,-77.009974364293,45.684372601940126,23.988644428672817,29.69354280792062,-76.01135557132719,-74.75555555555547,0.0,-0.4361223385761791,-0.1402426706330405,-0.2958796679431386,16.215596273933606,15.5386865639106,0.6769097100230059,20041.78047635546,0.1674786845310638,0.1673385953735007,-3.021816037735847,-0.1674812609595051,18385.837890625,1,2.226869915974192,0.5641042753145484,0.5401428439743938,-0.6706675938041258,-0.1604178477833642,-0.1108593400830955,0.408985485621713,1.4586034205133274,1.515158416493108,-2.276597864833164
2021-09-29,20002.0,20035.0,19334.0,19544.0,18385.837890625,740210,381908.3495953278,312966,0.0397215278688766,-156998130.5701606,8239148.349792626,-5009580.883124328,-5574.52761392241,20177.245300120663,36.27723984035562,933.793071050244,20132.1,20801.885906092382,19462.31409390761,6.653909985469847,0.0609791168710569,0.0,0.0,20149.63333333333,20689.233333333334,19610.033333333333,5.355928726577327,-0.061187299234,0.0,1.0,19334.0,20808.0,20071.0,7.32164056407429,0.1424694708276797,547.8,0.0,-131.63176802429734,-49.07505719756195,-82.5567108267354,20132.1,20132.1,20072.559607175528,20204.191375199825,0.3934669500554655,0.4981843501398973,-0.1047174000844318,-0.0310953604483524,11.373098638072433,-5506.839999999998,376.5293745205213,386.1202801547566,-9.590905634235298,20071.0,20071.0,20071.0,20071.0,0.0,0.0,0.0,0.0,-133.16166844400522,14785.9895,15117.275,12.0,40.0,-28.0,19966.18,20727.3904,0.0,0.0,29.68316738447741,0.0,0.0,0.0,-75.76305691776712,40.893643904786224,14.246947082767978,16.941555048548363,-85.75305291723203,-147.5,0.0,-0.6515072322363382,-0.2424955829537001,-0.4090116492826381,13.96620626039252,15.224190503206986,-1.257984242814464,19910.173512423324,-0.97785884379592,-0.9826712816531468,-3.970125786163525,0.977856329805192,18478.03125,2,1.5836182262744103,1.3269253885147947,0.4706836319418244,2.87890025679269,1.7120505953568994,0.1107365782432339,0.5828482181619279,-0.5659601374119347,3.269217598310931,-1.0016817589493598
