Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek,jpx_4689.T_2021-09-15_2023-09-15_Close_percent,ssx_688235.SS_2021-09-15_2023-09-15_Close_percent,asx_QAN.AX_2021-09-15_2023-09-15_Close_percent,ssx_000001.SZ_2021-09-15_2023-09-15_Close_percent,asx_ALQ.AX_2021-09-15_2023-09-15_Close_percent,ssx_603259.SS_2021-09-15_2023-09-15_Close_percent,jpx_6594.T_2021-09-15_2023-09-15_Close_percent,asx_ANZ.AX_2021-09-15_2023-09-15_Close_percent,ssx_200725.SZ_2021-09-15_2023-09-15_Close_percent,asx_ALL.AX_2021-09-15_2023-09-15_Close_percent
2021-09-15,10394.0,10394.0,10150.0,10189.0,8856.1318359375,61264,-41679.60655737705,61264,-0.680327868852459,0.0,0.0,0.0,3076.069185913408,10244.333333333334,50.0,1000.0,10189.0,10189.0,10189.0,0.0,0.0,0.0,0.0,10244.333333333334,10488.333333333334,10000.333333333334,4.763609149773859,0.3866120218579222,0.0,0.0,10150.0,10394.0,10272.0,2.394739424869958,0.1598360655737705,0.0,0.0,0.0,0.0,0.0,10189.0,10189.0,10189.0,10189.0,0.0,0.0,0.0,4.165714947349559,1.0,-393.5040000000008,40.171932079804925,40.171932079804925,0.0,10272.0,10272.0,10272.0,10272.0,0.0,0.0,0.0,0.0,0.0,9786.426,9840.3275,4.0,4.0,0.0,9973.0,10394.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,15.98360655737705,15.98360655737705,-84.01639344262296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10189.0,4.017193207980485,0.0,0.0,0.0,9128.1875,2,0.03423239730434684,0.06989239465695375,-0.01656002419242683,0.1096989980035375,-0.005460956647689912,0.13025650005624145,0.11203144186721595,-0.02283645084723856,0.011849263016158641,0.010498191346270686
2021-09-16,10312.0,10602.0,10190.0,10502.0,9128.1875,480995,205822.67499602103,542259,0.3795652538658114,150551435.0,10621316.22989844,10621316.22989844,17236.9726266604,10410.206218799503,100.0,1000.0,10345.5,10658.5,10032.5,6.050940022231888,0.75,0.0,0.0,10337.833333333334,10665.833333333334,10009.833333333334,6.345623680010318,0.7502540650406495,0.0,0.0,10150.0,10602.0,10376.0,4.3690493451259,0.7787610619469026,0.0,0.0,24.968660968663244,4.993732193732649,19.9749287749306,10345.5,10345.5,10237.153846153848,10212.185185185184,0.4468593302646352,0.201679874721207,0.2451794555434281,0.0059998834527431,2.1072112316528395,-550.0040000000008,56.148662609836286,48.160297344820606,7.98836526501568,10376.0,10376.0,10376.0,10376.0,0.0,0.0,0.0,0.0,66.66666666666667,9786.426,9840.3275,8.0,4.0,4.0,9973.0,10394.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,47.64079147640791,77.87610619469027,46.929856376033655,-22.12389380530973,0.0,0.0,0.244498709295688,0.0488997418591376,0.1955989674365504,36.25439627204152,7.250879254408304,29.00351701763321,10198.764828633331,3.07194032780449,3.025700822351851,3.07194032780449,-3.071946862382049,8934.3583984375,3,0.5138591435211595,0.06989239465695375,-0.368323785612958,2.2541086365454674,-0.6245092379802202,-1.7145279972780116,0.0,-0.9416850174973206,1.358690238576003,0.0423130350401379
2021-09-17,10472.0,10472.0,10231.0,10279.0,8934.3583984375,584630,-145925.6652529416,-42371,-0.129494267184205,110419445.71428572,-1834408.0871662416,4393454.071366099,2361.8163441109664,10367.2117667904,45.385610208823735,1000.0,10323.333333333334,10586.475035759147,10060.19163090752,5.09799875542422,0.4157614834048725,0.0,0.0,10334.333333333334,10633.333333333334,10035.333333333334,5.7865367867625706,0.4074693422519499,0.0,0.0,10150.0,10602.0,10376.0,4.37843073942525,0.2853982300884956,0.0,0.0,26.45728524930928,9.286442804847976,17.170842444461304,10323.333333333334,10323.333333333334,10243.591715976332,10217.134430727025,0.5723179031020562,0.4483416815853983,0.1239762215166579,0.0114743282690071,3.168664623213995,-527.8373333333348,53.88571781697774,50.06877083553965,3.816946981438086,10376.0,10376.0,10376.0,10376.0,0.0,0.0,0.0,0.0,-7.216494845360824,9786.426,9840.3275,8.0,4.0,4.0,9973.0,10394.0,0.0,1.0,56.58461966346823,0.0,0.0,0.0,98.42919029338216,38.90086206896552,28.53982300884956,40.79984525363896,-71.46017699115045,0.0,0.0,0.2589501530854053,0.0909098241043911,0.1680403289810141,52.477414633871845,16.296186330301012,36.18122830357083,10204.738044879468,-2.1234050657017667,-2.1462736184881592,0.883305525566791,2.1234127975844075,8743.1376953125,4,-0.3262202529691791,0.06989239465695375,-1.4678973090459664,2.8825895632038936,-0.853370822601434,-5.715864675623521,0.5769839444433273,0.6099710339211271,3.856752419872194,1.5453081178421115
2021-09-20,10279.0,10232.0,9973.0,10059.0,8743.1376953125,282950,-240970.6459479223,-325321,-0.170920683814196,85752524.89795919,-22792366.142427992,-4668485.999898599,-18470.00232931788,10311.174893492567,36.07191938415559,978.5971397995914,10257.25,10580.261996681238,9934.238003318762,6.298218268663396,0.193122852963815,0.0,0.0,10272.75,10561.75,9983.75,5.62653622447738,0.1301903114186851,0.0,0.0,9973.0,10602.0,10287.5,6.13224792220137,0.136724960254372,0.0,0.0,9.772221249824725,9.383598493843326,0.3886227559813981,10257.25,10257.25,10215.192990441512,10205.420769191687,0.4626994958778823,0.6761078347929873,-0.2134083389151049,0.0121216478483958,4.210301494479205,-461.7540000000008,47.13941999465885,49.33643312531945,-2.1970131306606007,10287.5,10287.5,10287.5,10287.5,0.0,0.0,0.0,0.0,-115.55903049257216,9786.426,9840.3275,8.0,16.0,-8.0,9973.0,10602.0,0.0,0.0,38.723161277570775,0.0,0.0,0.0,95.6288075487269,36.223662884927066,13.6724960254372,40.02947507632568,-86.3275039745628,0.0,0.0,0.0957552017779148,0.0918788996390958,0.0038763021388189,49.55642440604576,22.948233945449964,26.6081904605958,10182.895984803685,-2.14028602004086,-2.163522287858477,-1.275885759152029,2.1402846695565927,8805.7197265625,0,-0.3262202529691791,0.06989239465695375,2.712479017656861,2.8825895632038936,1.4615318616593242,-5.715864675623521,0.5769839444433273,2.021664175683341,3.856752419872194,2.9025960568031763
2021-09-21,10042.0,10218.0,10041.0,10131.0,8805.7197265625,213234,-237356.510354702,-112087,-0.1462389617439893,75695428.19825074,2241199.808660908,-2941064.5477587217,-4529.659544227534,10287.372731027295,44.66509922647327,985.601712228816,10232.0,10538.056203988745,9925.943796011255,5.982333932539963,0.3349976267696988,0.0,0.0,10244.2,10510.8,9977.6,5.204896429198951,0.2876969242310577,0.0,0.0,9973.0,10602.0,10287.5,6.147380766223613,0.2511923688394276,0.0,0.0,2.3321030593451724,7.973299406943696,-5.641196347598524,10232.0,10232.0,10202.24022268128,10199.908119621934,0.5550822881171606,0.7165092800696002,-0.1614269919524396,0.0108646092561048,5.186874304778763,-436.5040000000008,44.561704685500445,48.38148743735565,-3.819782751855208,10287.5,10287.5,10287.5,10287.5,0.0,0.0,0.0,0.0,-70.38954635108512,9786.426,9840.3275,8.0,16.0,-8.0,9973.0,10576.84,0.0,0.0,44.85790310868463,0.0,0.0,0.0,93.38222295659116,38.058114812189935,25.119236883942765,22.44385197274317,-74.88076311605724,0.0,0.0,0.0228639614396018,0.078075911999197,-0.0552119505595952,44.373761395578725,27.23333943547572,17.140421960103012,10178.359472569531,0.7157769161944438,0.7132273919339127,-0.5692413386986006,-0.7157845779273515,9026.4921875,1,0.4877350764075743,0.06989239465695375,-2.23048109677508,2.8825895632038936,-0.5464376820530532,-5.715864675623521,3.1918855581289165,-0.0368443594731644,3.856752419872194,-1.3286106441003795
2021-09-22,10120.0,10539.0,10120.0,10385.0,9026.4921875,85436,-214723.1070134132,-26651,-0.1256786513933571,67981901.88421492,98085116.34439816,17264171.630672656,3668.293765863431,10290.40446884779,47.55068182631549,1010.3122871874696,10257.5,10559.267570601392,9955.732429398608,5.883842468464878,0.7112553044482304,0.0,0.0,10261.5,10553.5,9969.5,5.691175754032061,0.711472602739726,0.0,0.0,9973.0,10602.0,10287.5,6.132098464538143,0.6550079491255962,0.0,0.0,16.738482219976504,9.72633596955026,7.012146250426245,10257.5,10257.5,10230.357111499545,10213.618629279568,0.6765837920186915,0.6239402628697405,0.0526435291489509,0.0132321905872634,6.272093111975007,-462.0040000000008,47.164941928412894,48.17872985253186,-1.0137879241189651,10287.5,10287.5,10287.5,10287.5,0.0,0.0,0.0,0.0,53.69891360579406,9786.426,9840.3275,8.0,16.0,-8.0,9973.0,10552.6864,0.0,0.0,60.05215187921706,0.0,0.0,0.0,91.61991391228167,43.825136612021865,65.50079491255961,34.76417594064653,-34.49920508744038,-1.7000000000007276,0.0,0.1638839556040597,0.0952375207201696,0.0686464348838901,35.331212091591226,28.85291396669881,6.478298124892408,10184.25010780484,2.507156253084597,2.4762427256536768,1.9236431445676767,-2.5071483966442685,9076.0361328125,2,0.3403731978827693,0.06989239465695375,0.5454583601518124,2.9681705937382645,1.2422304606256347,-0.6496125200570049,2.8849750785527,0.2210005030335224,2.578798189543264,-0.0874086647238954
2021-09-23,10575.0,10575.0,10216.0,10442.0,9076.0361328125,103699,-187859.5777655024,77048,-0.1036633641201795,59114607.75789851,22848822.07157253,18194946.704155967,2711.185224859112,10297.30524181919,50.69070501882352,1010.3122871874696,10283.857142857143,10591.635223523675,9976.079062190607,5.985654533917899,0.7569105259224075,0.0,0.0,10282.857142857143,10584.42857142857,9981.285714285714,5.865518199499858,0.7638559924206549,0.0,0.0,9973.0,10602.0,10287.5,6.116382124550266,0.7456279809220986,0.0,0.0,32.381788032778786,14.257426382195966,18.12436165058282,10283.857142857143,10283.857142857143,10262.91755588423,10230.535767851452,0.7599752152935475,0.6628650869037357,0.0971101283898118,0.0189909282484172,7.383213983193626,-488.36114285714393,49.85568294419637,48.418294579912505,1.437388364283862,10287.5,10287.5,10287.5,10287.5,0.0,0.0,0.0,0.0,77.41338922450974,9786.426,9840.3275,8.0,16.0,-8.0,9973.0,10552.6864,1.0,0.0,62.54626911572028,0.0,0.0,0.0,90.1988663847462,46.96208314298766,74.56279809220986,55.06094329623742,-25.437201907790143,-20.65714285714239,0.0,0.316520940521372,0.1394942046804101,0.1770267358409619,28.33490808251742,28.74931278986254,-0.4144047073451204,10196.749694247414,0.5488685604236876,0.5473677660283727,2.483069977426644,-0.5488726327277931,9189.0302734375,3,0.3403731978827693,0.06989239465695375,-4.5703840875511474,1.668518818306964,-1.8081678995771284,2.0144705945267987,2.8849750785527,-1.07051391699693,0.5882314122034984,-1.310044940957468
2021-09-27,10487.0,10611.0,10329.5,10572.0,9189.0302734375,120758,-100562.05378681672,197806,-0.0520247401075946,52912312.363913015,17425036.02245814,18084959.463913426,2072.574771009673,10310.2284758242,53.9311934221067,1010.3122871874696,10319.875,10665.143645405284,9974.606354594716,6.691333866064922,0.8651142427138878,0.0,0.0,10310.520833333334,10609.583333333334,10011.458333333334,5.801113344985401,0.9371647509578532,0.0,0.0,9973.0,10611.0,10292.0,6.182245424484308,0.938871473354232,0.0,0.0,54.63928645554006,22.333798396864783,32.30548805867527,10319.875,10319.875,10310.468701132811,10255.829414677271,0.8240696296359225,0.6837158460660585,0.1403537835698639,0.0292242826778815,8.460343532127391,-524.3790000000008,53.532664400046805,49.05759080742929,4.4750735926175125,10292.0,10292.0,10292.0,10292.0,0.0,0.0,0.0,0.0,110.0504669301001,9786.426,9840.3275,32.0,16.0,16.0,9985.04,10552.6864,0.0,0.0,67.52606528649437,0.0,0.0,0.0,89.07626700983829,54.64730393991566,93.8871473354232,77.98358011339757,-6.112852664576803,-20.393749999999272,0.0,0.5327632144246175,0.2181480066292516,0.3146152077953659,23.177373936489857,27.634925019188007,-4.457551082698149,10207.701853164055,1.2449722275426067,1.2372861753682685,3.758955736578673,-1.244972353255548,9177.7314453125,0,1.742801843352666,0.06989239465695375,-2.8368852488815293,-1.2680116992191586,-0.7843181149374772,-0.4772077564563091,0.7933514358939675,-1.313393900417566,-1.219520149413427,-0.4957975533104246
2021-09-28,10590.0,10668.0,10414.0,10559.0,9177.7314453125,225634,-68582.43173957262,-27828,-0.0317717185859226,44934376.02621116,7964446.847549571,16819895.38686794,1225.9497222029577,10334.977714259245,58.987712443229775,1010.3122871874696,10346.444444444443,10704.989790854212,9987.89909803468,6.930793439910429,0.7964137698117465,0.0,0.0,10336.796296296296,10630.851851851852,10042.74074074074,5.689491156189594,0.8778260595755395,0.0,0.0,9973.0,10668.0,10320.5,6.717283446809424,0.8431654676258993,0.0,0.0,70.41779050237164,31.95059681796616,38.46719368440549,10346.444444444443,10346.444444444443,10348.704285573918,10278.286495071548,0.8660268060710539,0.6912949772069148,0.174731828864139,0.0417027114269204,9.49760395915411,-550.9484444444461,56.24507880401822,49.85620058482806,6.388878219190161,10320.5,10320.5,10320.5,10320.5,0.0,0.0,0.0,0.0,113.11034345313172,9786.426,9840.3275,32.0,16.0,16.0,10010.0784,10552.6864,0.0,0.0,66.57283416929505,0.0,0.0,0.0,88.0471694146953,52.73779277948531,84.31654676258992,84.25549739674099,-15.683453237410072,41.17777777777701,0.0,0.6851121588811235,0.311540837079626,0.3735713218014975,23.632539129841504,26.83444784131871,-3.2019087114772056,10218.262034274238,-0.1229663261445357,-0.1230419917664704,3.6313671606634568,0.1229599619196051,9116.888671875,1,-0.9540402604340272,0.06989239465695375,1.0344899593718253,-2.276597864833164,1.3229590312053006,0.408985485621713,1.5993916685559952,0.5401428439743938,0.0,1.4586034205133274
2021-09-29,10608.0,10728.0,10434.0,10489.0,9116.888671875,80963,-119253.152828008,-108791,-0.0532484028482377,37705549.45103814,14525153.4651631,16564924.062234066,-814.191220766708,10342.76308890023,60.54223300893677,1003.6145070848916,10360.7,10711.435284794672,10009.96471520533,6.770493978103243,0.6829014723669863,0.0,0.0,10358.15,10652.2,10064.1,5.677654793568354,0.7224961741200465,0.0,0.0,9973.0,10728.0,10350.5,7.287152412481782,0.6834437086092715,301.85,0.0,76.39333879544392,40.83914521346171,35.55419358198221,10360.7,10360.7,10370.28824163947,10293.894902844026,0.8836336986259131,0.7004142301639723,0.1832194684619408,0.053718148224,10.531162278409404,-565.2040000000015,57.70039618208214,51.80380770730331,5.896588474778831,10350.5,10350.5,10350.5,10350.5,0.0,0.0,0.0,0.0,98.09025562502713,9786.426,9840.3275,32.0,16.0,16.0,10049.553696,10552.6864,0.0,0.0,61.53559531917988,0.0,0.0,0.0,86.6544846234474,51.20606557395327,68.34437086092716,82.18268831964674,-31.655629139072847,106.57500000000071,0.0,0.7421227777868391,0.3976572252210686,0.3444655525657705,17.067087481301655,24.8809757693153,-7.8138882880136435,10234.795114461487,-0.6629415664362148,-0.6651487844910875,2.944351751889296,0.6629391347964884,9225.5361328125,2,1.504057947699394,0.06989239465695375,3.4843173735210087,-1.0016817589493598,-0.1577279889833107,0.5828482181619279,2.909227061053514,0.4706836319418244,0.3012067602210777,-0.5659601374119347
