Date,Open,High,Low,Close,Adj Close,Volume
2022-12-30,19161.0,19470.0,19188.0,19390.0,17988.734375,910437
2023-01-03,19394.0,19734.0,19231.0,19611.0,18193.763671875,1077049
2023-01-04,19729.0,19824.0,19443.0,19631.0,18212.318359375,1746150
2023-01-05,19395.0,19959.0,19519.0,19600.0,18183.55859375,2284353
2023-01-06,19800.0,19825.0,19332.0,19458.0,18051.8203125,2155371
2023-01-09,19848.0,20292.0,19711.0,20153.0,18696.595703125,1525167
2023-01-10,19904.0,19963.0,19615.0,19847.0,18412.708984375,1689870
2023-01-11,19949.0,19969.0,19519.0,19613.0,18195.619140625,2053543
2023-01-12,19583.0,20017.0,19500.0,19837.0,18403.431640625,1686739
2023-01-13,19977.0,20166.0,19854.0,20057.0,18607.533203125,1377974
2023-01-16,20100.0,20316.0,19858.0,19939.0,18498.060546875,1888048
2023-01-17,19932.0,19980.0,19572.0,19812.0,18380.23828125,2577801
2023-01-18,19503.0,20041.0,19450.0,19876.0,18439.61328125,2017766
2023-01-19,20119.0,20091.0,19512.0,19698.0,18274.4765625,3007230
2023-01-20,19690.0,19953.0,19602.0,19778.0,18348.6953125,2492490
2023-01-23,19778.0,20282.0,19657.0,20171.0,18713.294921875,1913088
2023-01-24,20320.0,20320.0,19837.0,20157.0,18700.3046875,1513405
2023-01-25,20166.0,20243.0,19902.0,20014.0,18567.640625,1818451
2023-01-26,19900.0,20281.0,19930.5,20205.0,18744.837890625,1998501
2023-01-27,20300.0,20466.0,20078.0,20273.0,18807.923828125,1622876
2023-01-30,20000.0,20364.0,20000.0,20304.0,18836.68359375,2031301
2023-01-31,20100.0,20248.0,19733.0,19885.0,18447.962890625,2760324
2023-02-01,20000.0,20574.0,20018.0,20574.0,19087.169921875,2955568
2023-02-02,20520.0,20775.0,20240.0,20534.0,19050.060546875,2530205
2023-02-03,20450.0,20627.0,19988.0,20452.0,18973.98828125,1420033
2023-02-06,20330.0,20448.0,20020.0,20232.0,18769.884765625,1613115
2023-02-07,20050.0,20326.0,19914.0,20294.0,18827.404296875,1891766
2023-02-08,20315.0,20404.0,19904.0,20033.0,18585.267578125,2024048
2023-02-09,20109.0,20347.0,19885.0,19913.0,18473.939453125,2481743
2023-02-10,19870.0,19952.0,18812.0,18980.0,17608.36328125,5884536
2023-02-13,19000.0,19611.0,19000.0,19456.0,18049.966796875,4381155
2023-02-14,19750.0,19751.0,19267.0,19390.0,17988.734375,2551562
2023-02-15,19380.0,19733.0,19065.0,19247.0,17856.0703125,2057833
2023-02-16,19500.0,19371.0,18900.0,19026.0,17651.041015625,1698277
2023-02-17,18700.0,19514.0,18588.0,19333.0,17935.85546875,4273841
2023-02-20,19400.0,19524.0,19236.0,19472.0,18064.80859375,1759745
2023-02-21,19358.0,19771.0,19322.0,19600.0,18183.55859375,3157372
2023-02-22,19749.0,20090.0,19655.0,19970.0,18526.8203125,3465068
