"Date","Price","Open","High","Low","Vol.","Change %"
"08/16/2023","69,342.57","70,045.37","70,045.37","68,910.44","105.21M","-1.00%"
"08/15/2023","70,045.37","70,633.37","70,880.26","69,833.11","97.52M","-0.83%"
"08/14/2023","70,633.37","71,434.25","71,494.07","70,282.95","104.34M","-1.12%"
"08/11/2023","71,434.25","72,215.94","72,215.94","71,398.13","85.00M","-1.08%"
"08/10/2023","72,215.94","71,341.31","72,622.64","71,185.11","103.05M","1.23%"
"08/08/2023","71,341.31","71,586.14","71,586.14","71,084.86","104.78M","-0.34%"
"08/07/2023","71,586.14","71,603.86","71,902.92","71,272.41","71.99M","-0.02%"
"08/04/2023","71,603.86","71,431.29","71,770.72","70,991.84","113.50M","0.24%"
"08/03/2023","71,431.29","71,164.44","71,431.29","70,338.56","124.07M","0.37%"
"08/02/2023","71,164.44","73,286.24","73,287.36","71,164.44","152.05M","-2.90%"
"08/01/2023","73,286.24","73,634.07","73,898.30","73,200.32","119.67M","-0.47%"
"07/31/2023","73,634.07","73,120.28","73,634.07","72,767.61","118.09M","0.70%"
"07/28/2023","73,120.28","72,871.47","73,259.90","72,643.48","110.24M","0.34%"
"07/27/2023","72,871.47","72,250.89","73,068.88","72,176.87","143.50M","0.86%"
"07/26/2023","72,250.89","72,212.09","72,350.40","71,880.05","106.15M","0.05%"
"07/25/2023","72,212.09","71,524.42","72,375.78","71,521.42","96.82M","0.96%"
"07/24/2023","71,524.42","71,578.77","71,934.30","71,274.78","75.26M","-0.08%"
"07/21/2023","71,578.77","71,806.48","71,845.76","71,472.59","66.91M","-0.32%"
"07/20/2023","71,806.48","71,859.33","72,130.39","71,637.79","98.66M","-0.07%"
"07/19/2023","71,859.33","71,858.37","72,022.99","71,567.78","89.27M","0.00%"
"07/18/2023","71,858.37","71,989.17","71,989.17","71,370.82","121.63M","-0.18%"
"07/17/2023","71,989.17","72,480.19","72,480.19","71,445.36","114.95M","-0.68%"
"07/14/2023","72,480.19","71,995.97","72,621.90","71,740.77","104.03M","0.67%"
"07/13/2023","71,995.97","71,206.63","72,240.69","71,183.12","109.15M","1.11%"
"07/12/2023","71,206.63","69,532.28","71,206.63","69,451.11","106.28M","2.41%"
"07/11/2023","69,532.28","69,098.37","69,805.13","69,098.37","108.93M","0.63%"
"07/10/2023","69,098.37","69,509.98","69,509.98","68,624.00","71.43M","-0.59%"
"07/07/2023","69,509.98","68,813.08","69,578.84","68,804.06","84.52M","1.01%"
"07/06/2023","68,813.08","69,825.03","69,895.12","68,677.91","106.66M","-2.51%"
"07/05/2023","70,587.40","70,887.84","70,887.84","70,215.33","74.48M","-0.42%"
"07/04/2023","70,887.84","70,932.92","71,097.22","70,744.04","72.30M","-0.06%"
"07/03/2023","70,932.92","70,705.47","71,115.20","70,600.81","85.98M","0.32%"
"06/30/2023","70,705.47","69,607.81","70,914.81","69,570.01","101.38M","1.58%"
"06/29/2023","69,607.81","69,603.16","69,766.73","69,273.67","102.32M","0.01%"
"06/28/2023","69,603.16","69,357.19","69,958.97","69,276.29","83.73M","0.35%"
"06/27/2023","69,357.19","68,980.52","69,998.27","68,956.22","106.18M","0.55%"
"06/26/2023","68,980.52","69,130.75","69,437.42","68,686.94","89.54M","-0.22%"
"06/23/2023","69,130.75","69,749.48","69,834.28","68,518.42","113.47M","-0.89%"
"06/22/2023","69,749.48","70,240.25","70,240.25","69,428.70","106.68M","-0.70%"
"06/21/2023","70,240.25","71,338.62","71,338.62","70,130.57","103.35M","-1.54%"
"06/20/2023","71,338.62","72,530.49","72,530.49","71,326.01","124.13M","-1.64%"
"06/19/2023","72,530.49","73,035.28","73,035.28","72,141.60","97.93M","-0.69%"
"06/15/2023","73,035.28","72,628.89","73,128.71","72,011.81","476.93M","0.56%"
"06/14/2023","72,628.89","72,485.80","72,799.69","72,303.88","116.27M","0.20%"
"06/13/2023","72,485.80","70,968.68","72,535.04","70,968.68","129.56M","2.14%"
"06/12/2023","70,968.68","71,602.07","71,837.26","70,863.53","129.08M","-0.88%"
"06/09/2023","71,602.07","71,696.22","72,029.35","71,371.51","148.73M","-0.13%"
"06/08/2023","71,696.22","71,833.07","72,021.31","71,364.99","143.77M","-0.19%"
"06/07/2023","71,833.07","71,631.94","72,213.47","71,431.39","122.47M","0.28%"
"06/06/2023","71,631.94","71,421.55","71,631.94","70,847.00","127.17M","0.29%"
"06/05/2023","71,421.55","71,993.27","72,011.41","71,190.82","92.70M","-0.79%"
"06/02/2023","71,993.27","70,656.08","72,330.60","70,656.08","123.18M","1.89%"
"06/01/2023","70,656.08","69,997.84","70,995.11","69,997.84","114.52M","0.94%"
"05/31/2023","69,997.84","70,921.14","71,006.04","69,762.05","359.46M","-1.30%"
"05/30/2023","70,921.14","71,444.16","72,153.04","70,888.27","102.01M","-0.73%"
"05/29/2023","71,444.16","71,404.27","71,654.15","71,235.57","56.68M","0.06%"
"05/26/2023","71,404.27","70,971.24","71,491.70","70,422.14","104.65M","0.61%"
"05/25/2023","70,971.24","70,331.94","71,306.86","70,094.41","124.07M","0.91%"
"05/24/2023","70,331.94","71,478.89","71,478.89","70,184.13","","-1.60%"
"05/23/2023","71,478.89","72,763.46","72,763.46","71,458.14","106.89M","-1.77%"
"05/22/2023","72,763.46","72,985.41","73,169.61","72,701.13","","-0.30%"
"05/19/2023","72,985.41","72,513.94","73,155.01","72,513.94","90.29M","0.65%"
"05/18/2023","72,513.94","73,189.17","73,523.73","71,955.96","94.58M","-0.92%"
"05/17/2023","73,189.17","72,652.62","73,189.17","72,248.88","90.17M","0.74%"
"05/16/2023","72,652.62","72,918.29","73,397.12","72,649.47","76.28M","-0.36%"
"05/15/2023","72,918.29","72,961.36","73,417.39","72,793.89","100.71M","-0.06%"
"05/12/2023","72,961.36","71,633.93","73,561.23","71,633.93","135.10M","1.85%"
"05/11/2023","71,633.93","72,352.66","72,588.02","71,392.81","147.42M","-0.99%"
"05/10/2023","72,352.66","72,233.40","73,007.89","72,049.90","127.99M","0.17%"
"05/09/2023","72,233.40","72,963.30","72,966.43","71,984.74","106.27M","-1.00%"
"05/08/2023","72,963.30","72,510.48","73,273.90","72,375.17","77.17M","0.62%"
"05/05/2023","72,510.48","71,700.66","72,513.26","71,700.66","114.10M","1.13%"
"05/04/2023","71,700.66","72,572.85","72,631.76","71,446.07","131.17M","-1.20%"
"05/03/2023","72,572.85","71,883.89","72,572.85","71,883.89","104.74M","0.96%"
"05/02/2023","71,883.89","72,582.82","72,796.02","71,736.25","","-0.96%"
"04/28/2023","72,582.82","72,533.14","72,692.76","71,642.95","114.74M","0.07%"
"04/26/2023","72,533.14","72,322.99","72,688.83","71,714.06","119.83M","0.29%"
"04/25/2023","72,322.99","72,510.21","72,595.07","72,064.81","103.71M","-0.26%"
"04/24/2023","72,510.21","72,344.55","72,869.56","72,068.34","91.45M","0.23%"
"04/21/2023","72,344.55","73,284.15","73,284.15","72,273.38","101.02M","-1.28%"
"04/20/2023","73,284.15","73,243.33","73,448.39","72,822.45","93.70M","0.06%"
"04/19/2023","73,243.33","73,676.51","73,742.94","72,742.95","126.00M","-0.59%"
"04/18/2023","73,676.51","73,035.70","73,850.22","72,991.65","","0.88%"
"04/17/2023","73,035.70","73,133.74","73,448.26","72,903.71","116.54M","-0.13%"
"04/14/2023","73,133.74","72,704.95","73,476.15","72,704.95","114.44M","0.59%"
"04/13/2023","72,704.95","71,964.65","72,828.98","71,964.65","120.24M","1.03%"
"04/12/2023","71,964.65","72,252.61","72,628.30","71,865.22","122.88M","-0.40%"
"04/11/2023","72,252.61","71,378.91","72,693.50","71,361.93","","1.22%"
"04/06/2023","71,378.91","70,925.80","71,628.49","70,915.00","81.45M","0.64%"
"04/05/2023","70,925.80","71,693.22","71,716.44","70,859.63","86.71M","-1.07%"
"04/04/2023","71,693.22","70,958.74","71,724.01","70,722.11","106.32M","1.04%"
"04/03/2023","70,958.74","70,497.70","71,186.69","70,467.61","113.34M","0.65%"
"03/31/2023","70,497.70","71,089.32","71,501.71","70,446.72","108.92M","-0.83%"
"03/30/2023","71,089.32","70,864.87","71,716.25","70,809.09","90.62M","0.32%"
"03/29/2023","70,864.87","70,444.91","71,085.63","70,321.23","124.83M","0.60%"
"03/28/2023","70,444.91","69,785.10","70,932.03","69,785.10","144.87M","0.95%"
"03/27/2023","69,785.10","69,180.70","70,069.51","69,180.70","105.98M","0.87%"
"03/24/2023","69,180.70","70,066.09","70,066.09","68,539.99","112.20M","-1.26%"
"03/23/2023","70,066.09","69,756.56","70,219.10","69,492.25","","0.44%"
"03/22/2023","69,756.56","68,799.28","69,760.33","68,798.64","158.16M","1.39%"
"03/20/2023","68,799.28","67,020.85","68,853.97","66,422.27","119.02M","2.68%"
"03/17/2023","67,001.16","67,445.99","68,562.32","66,967.38","320.76M","-0.66%"
"03/16/2023","67,445.99","67,306.53","68,094.35","66,742.16","377.40M","0.21%"
"03/15/2023","67,306.53","69,363.58","69,677.04","66,936.28","169.57M","-2.97%"
"03/14/2023","69,363.58","69,731.53","69,731.53","68,541.14","161.87M","-0.53%"
"03/13/2023","69,731.53","70,692.59","71,541.83","68,819.48","207.33M","-1.36%"
"03/10/2023","70,692.59","71,844.69","71,844.69","70,006.23","124.99M","-1.60%"
"03/09/2023","71,844.69","71,868.39","71,963.04","71,112.24","140.41M","-0.03%"
"03/08/2023","71,868.39","72,675.31","72,675.31","71,474.48","143.84M","-1.11%"
"03/07/2023","72,675.31","72,769.42","73,082.93","72,559.86","118.78M","-0.13%"
"03/06/2023","72,769.42","72,318.71","72,834.93","72,318.71","116.20M","0.62%"
"03/03/2023","72,318.71","71,584.49","72,526.65","71,584.49","113.93M","1.03%"
"03/02/2023","71,584.49","72,603.99","72,874.80","71,150.27","140.38M","-1.40%"
"03/01/2023","72,603.99","71,693.89","73,006.53","71,693.89","141.27M","1.27%"
"02/28/2023","71,693.89","71,518.04","72,002.32","71,005.14","195.06M","0.25%"
"02/27/2023","71,518.04","70,884.68","71,697.55","70,704.06","91.46M","0.89%"
"02/24/2023","70,884.68","72,722.04","72,728.90","70,759.90","113.37M","-2.83%"
"02/23/2023","72,948.40","72,154.82","73,135.06","72,109.17","124.97M","1.10%"
"02/22/2023","72,154.82","72,785.85","73,071.80","72,038.75","116.22M","-0.87%"
"02/21/2023","72,785.85","73,786.51","73,786.51","72,568.15","121.54M","-1.36%"
"02/20/2023","73,786.51","73,231.61","73,892.42","73,231.61","","0.76%"
"02/17/2023","73,231.61","74,196.28","74,207.19","73,139.28","81.51M","-1.30%"
"02/16/2023","74,196.28","73,462.98","74,493.16","73,462.98","85.99M","1.00%"
"02/15/2023","73,462.98","73,824.35","74,248.55","73,249.81","103.36M","-0.49%"
"02/14/2023","73,824.35","73,757.01","74,196.28","73,446.48","69.15M","0.09%"
