Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Adj Close Percent,Future Price,DayOfWeek
2021-09-15,339.75,341.70001220703125,330.19000244140625,335.010009765625,332.3016357421875,3381601,-549398.0880156963,3381601,-0.1624668575670803,0.0,0.0,0.0,179304.78164522938,335.6333414713542,50.0,1000.0,335.010009765625,335.010009765625,335.010009765625,0.0,0.0,0.0,0.0,335.6333414713542,347.1433512369792,324.1233317057292,6.858680794445067,0.4729221904054858,0.0,0.0,330.19000244140625,341.70001220703125,335.94500732421875,3.4357211516388637,0.4187665712164599,0.0,0.0,0.0,0.0,0.0,335.010009765625,335.010009765625,335.010009765625,335.010009765625,0.0,0.0,0.0,4.413309775726035,1.0,-16.62766006312421,52.22544553321264,52.22544553321264,0.0,335.94500732421875,335.94500732421875,335.94500732421875,335.94500732421875,0.0,0.0,0.0,0.0,0.0,319.7754275764387,323.3493091386618,4.0,4.0,0.0,332.0,341.70001220703125,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,41.876657121645984,41.876657121645984,-58.123342878354016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.010009765625,5.222544553321273,0.0,0.0,0.0,329.2366027832031,2
2021-09-16,335.010009765625,337.5299987792969,328.20001220703125,331.9200134277344,329.2366027832031,2810589,-1118741.7378938547,571012,-0.1806698014585881,-8684709.717315674,-1022.4325124126568,-1022.4325124126568,150681.88682015726,334.2338393969669,0.0,990.776405934699,333.4650115966797,336.5550079345703,330.37501525878906,1.853265698308357,0.25,0.0,0.0,334.0916748046875,344.5116729736328,323.6716766357422,6.237807736476476,0.3957935816425899,0.0,0.0,328.20001220703125,341.70001220703125,334.95001220703125,4.04840074086334,0.2755556459780092,0.0,0.0,-0.2464954343616909,-0.0492990868723381,-0.1971963474893527,333.4650115966797,333.4650115966797,334.5346257136418,334.7811211480035,0.2248246518646709,0.4135060373947403,-0.1886813855300693,-0.001801483215879,1.969464278367289,-15.082661894178898,47.37279534582324,49.799120439517935,-2.426325093694693,334.95001220703125,334.95001220703125,334.95001220703125,334.95001220703125,0.0,0.0,0.0,0.0,-66.66666666666667,319.7754275764387,323.3493091386618,4.0,8.0,-4.0,332.0,341.70001220703125,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,17.850296902113826,27.555564597800927,34.71611085972346,-72.44443540219908,0.0,0.0,-0.0736288335245516,-0.0147257667049103,-0.0589030668196413,-1.364081178020648,-0.2728162356041296,-1.0912649424165184,334.2279652027585,-0.9223594065300932,-0.9266394796716426,-0.9223594065300932,0.9223646919879513,343.19287109375,3
2021-09-17,333.0,350.0,332.0,345.989990234375,343.19287109375,5056052,1684552.7181608328,5627064,0.1497614221103024,2718610.8670392707,2896.131232887772,936.8493602375576,188400.5976231248,338.0228708933955,64.95700930938528,990.776405934699,337.64000447591144,349.71518187606614,325.56482707575674,7.152693543466761,0.8457500242752783,0.0,0.0,336.9488932291667,349.8955586751302,324.0022277832031,7.684646369892188,0.8491670130406879,0.0,0.0,328.20001220703125,350.0,339.1000061035156,6.456577272828477,0.8160544949058014,0.0,0.0,0.6855817390683114,0.0976770783157917,0.5879046607525197,337.64000447591144,337.64000447591144,336.2969894860623,335.611407746994,0.5744400218542093,0.3751406612156753,0.1992993606385339,0.0034740355194307,3.040754901338922,-19.25765477341065,60.4859370860388,53.36139265502489,7.124544431013909,339.1000061035156,339.1000061035156,339.1000061035156,339.1000061035156,0.0,0.0,0.0,0.0,99.99999999999952,319.7754275764387,323.3493091386618,12.0,8.0,4.0,332.0,341.70001220703125,0.0,1.0,83.06134705560565,0.0,0.0,0.0,-90.3686252554494,45.70911058314319,81.60544949058014,50.345890403342345,-18.394550509419854,0.0,0.0,0.2042784372768247,0.0290750740914366,0.175203363185388,2.8387831475290657,0.3495036410225094,2.4892795065065565,337.8353579107284,4.238966087443807,4.151582820144828,3.2775081784665705,-4.2389783494810445,332.09332275390625,4
2021-09-22,342.0,346.0,331.8999938964844,334.79998779296875,332.09332275390625,3891118,-605967.612922281,1735946,-0.0400259728893613,-3889993.531080597,-742.8470568615708,376.9505545378481,88477.85677214341,337.9056157235733,43.52312515959166,958.732732087988,336.9300003051758,347.6727514892743,326.1872491210773,6.376844551905856,0.4008628015438032,0.0,0.0,337.1033350626628,350.33833567301434,323.8683344523112,7.852192033574133,0.412982728996155,0.0,0.0,328.20001220703125,350.0,339.1000061035156,6.470183056784292,0.3027513431941563,0.0,0.0,0.5153789680643399,0.1812174562655014,0.3341615117988385,336.9300003051758,336.9300003051758,336.06668153327865,335.5513025652143,0.6654566318409117,0.5727495845757236,0.0927070472651881,0.0067330210929538,4.118807248528987,-18.54765060267499,58.25590086889577,54.58501970849261,3.6708811604031615,339.1000061035156,339.1000061035156,339.1000061035156,339.1000061035156,0.0,0.0,0.0,0.0,10.256258692335024,319.7754275764387,323.3493091386618,12.0,8.0,4.0,332.0,341.70001220703125,1.0,0.0,48.53384536279649,0.0,0.0,0.0,-83.77934281038456,39.02296531689765,30.27513431941563,46.47871613593224,-69.72486568058437,0.0,0.0,0.1535917053888283,0.053978400350915,0.0996133050379133,3.3488785116503603,0.9493786151480796,2.399499896502281,337.261977979145,-3.234198317074466,-3.2876542526138586,-0.062691252957836,3.2342013120697004,329.28619384765625,2
2021-09-23,334.989990234375,339.7799987792969,328.6000061035156,331.9700012207031,329.28619384765625,3049509,-1817044.202840009,-1313563,-0.0998986909433461,-4567147.244069537,-1745.090889162313,-153.55980638719217,-151623.26449820725,337.1585965413836,34.66742119875583,950.628786875546,335.93800048828126,346.33369096993084,325.5423100066317,6.189053019628377,0.3091517213511489,0.0,0.0,336.37266845703124,349.1966674804688,323.5486694335938,7.62487575596568,0.3283426555054431,0.0,0.0,328.20001220703125,350.0,339.1000061035156,6.489289023951672,0.1729353726926318,0.0,0.0,0.150402039512187,0.1750543729148385,-0.0246523334026515,335.93800048828126,335.93800048828126,335.4364230236516,335.28602098413944,0.6712482160165246,0.717427916148271,-0.0461797001317463,0.0068378703719637,5.1591561795244925,-17.555650785780472,55.14015083494613,54.69604593378332,0.4441049011628166,339.1000061035156,339.1000061035156,339.1000061035156,339.1000061035156,0.0,0.0,0.0,0.0,-65.08131012793744,319.7754275764387,323.3493091386618,12.0,8.0,4.0,332.0,346.0,0.0,1.0,43.59789704601126,0.0,0.0,0.0,-79.18367385139582,37.47659486477429,17.293537269263183,43.05804035975299,-82.70646273073682,0.0,0.0,0.0448578318507653,0.052154286650885,-0.0072964548001197,1.8283902004512933,1.1251809322087225,0.703209268242571,336.278800837724,-0.8452767847816123,-0.8488695089639897,-0.9074381231321094,0.8452831520283866,336.90411376953125,3
2021-09-24,333.3800048828125,347.8599853515625,331.3099975585937,339.6499938964844,336.90411376953125,4208781,-1783983.025542877,2895218,-0.0796504555407766,702931.9699357226,2121.445670836042,301.4412890574547,71591.66677335888,337.6186161635925,49.1972922472412,950.628786875546,336.5566660563151,346.44168462955497,326.6716474830753,5.874207567521966,0.656465454123846,0.0,0.0,336.9116668701172,350.3566640218099,323.4666697184245,7.981318828520041,0.6018344219590422,0.0,0.0,328.20001220703125,350.0,339.1000061035156,6.4773602758832345,0.5252288119696168,0.0,0.0,0.4753864594893571,0.2351207902297422,0.2402656692596148,336.5566660563151,336.5566660563151,336.0846646963951,335.60927823690577,0.7593104335984621,0.680657070568991,0.078653363029471,0.0092891003236451,6.244125755542658,-18.174316353814334,57.08330367809821,55.09392222450247,1.9893814535957333,339.1000061035156,339.1000061035156,339.1000061035156,339.1000061035156,0.0,0.0,0.0,0.0,59.219863902848616,319.7754275764387,323.3493091386618,12.0,8.0,4.0,328.6000061035156,346.0,1.0,0.0,56.52099446339721,0.0,0.0,0.0,-71.73689003490797,40.123808821945495,52.52288119696168,33.36385092854683,-47.47711880303832,0.2288319905598541,0.0,0.141648783367003,0.0700531859941086,0.0715955973728943,3.209210270450831,1.5419867998571442,1.667223470593687,336.9898244780422,2.3134598450283983,2.287105060228267,1.385028505299157,-2.313464719811307,357.8335266113281,4
2021-09-27,342.739990234375,370.2000122070313,342.29998779296875,360.75,357.8335266113281,7391940,600511.6620842596,10287158,0.0201584399813579,22883938.70520509,6290.015141679763,1299.5369311611728,556576.4134115323,342.6139847281043,64.00721905905924,950.628786875546,340.01285661969865,359.2596897265859,320.7660235128114,11.321238436824569,1.0387157270273413,1.0,0.0,339.8885716029576,355.39857264927457,324.3785705566406,9.12652106728381,1.1725153768444196,1.0,0.0,328.20001220703125,370.2000122070313,349.20001220703125,12.352474085112812,0.7749997093563977,0.0,0.0,2.407777743119538,0.6696521808077016,1.738125562311837,340.01285661969865,340.01285661969865,339.87933166618046,337.4715539230609,0.8867847879993338,0.5569109866973906,0.3298738013019432,0.025486380729106,7.487386889467208,-21.630506917197863,67.93877530400036,56.92890123585931,11.009874068141052,349.20001220703125,349.20001220703125,349.20001220703125,349.20001220703125,0.0,0.0,0.0,0.0,201.95914350771068,319.7754275764387,323.3493091386618,28.000000000000004,8.0,20.000000000000004,328.6000061035156,346.0,0.0,0.0,74.08754141018456,0.0,0.0,0.0,-56.58636316486862,48.06826177010747,77.49997093563978,49.10546313395488,-22.500029064360223,2.1685690743582318,0.0,0.7134757626619044,0.1987377013276678,0.5147380613342365,10.625274816316177,3.35864440314895,7.266630413167224,342.6923105248166,6.212279252961306,6.026953998668461,7.68334959674275,-6.212275833507405,350.6917419433594,0
2021-09-28,360.0,365.6300048828125,350.4200134277344,353.54998779296875,350.6917419433594,5088917,-2393968.953273655,5198241,-0.0686373689468317,14380481.1015231,530.5229793371358,1189.6777951863105,357641.040193416,344.6448749866668,53.33886836843208,931.6557061552152,341.7049980163574,361.81243698157226,321.5975590511426,11.768887831282056,0.7945424774657465,0.0,0.0,341.9691670735677,357.44166692097986,326.4966672261556,9.049061340716454,0.8742388377317706,0.0,0.0,328.20001220703125,370.2000122070313,349.20001220703125,12.291303973841645,0.6035708472842254,0.0,0.0,3.319960507304586,1.1997138461070789,2.1202466611975077,341.7049980163574,341.7049980163574,341.9825095318401,338.6625490245356,0.9579400550502404,0.6386748751325058,0.3192651799177346,0.0459396075098934,8.661815112225465,-23.322648313856632,73.253584363736,58.96948662684389,14.284097736892107,349.20001220703125,349.20001220703125,349.20001220703125,349.20001220703125,0.0,0.0,0.0,0.0,125.1250898258674,319.7754275764387,323.3493091386618,28.000000000000004,8.0,20.000000000000004,330.2640063476563,346.0,0.0,0.0,64.50970932949679,0.0,0.0,0.0,-47.073182503831866,47.323348333860906,60.357084728422535,63.45997895367466,-39.642915271577465,3.2987483978271257,0.0,0.9803152184577872,0.3550532047536917,0.6252620137040954,11.39344800762214,4.965605124043589,6.427842883578552,344.7444002700262,-1.9958453796344424,-2.016031413076025,5.53415643918056,1.9958400029201329,352.6755676269531,1
2021-09-29,349.92999267578125,359.8900146484375,342.6000061035156,355.54998779296875,352.6755676269531,4847178,19794.090501132887,10045419,0.0004982693313188,13711034.658448372,-2418.442995668879,738.6626963294116,-74146.87144438528,345.62529093161857,46.09938246477879,936.9259974199446,343.24333021375867,364.1026873131314,322.38397311438587,12.154267986144058,0.794991296246137,0.0,0.0,343.1592599374277,358.8337051956742,327.4848146791811,9.135376536891156,0.8952525161623232,0.0,0.0,328.20001220703125,370.2000122070313,349.20001220703125,12.236217372044516,0.651189894903273,0.0,0.0,4.156343464916233,1.7910397698689096,2.365303695047324,343.24333021375867,343.24333021375867,344.0698138797061,339.91347041478986,0.912358806646274,0.7157103258973638,0.1966484807489101,0.0694216975475855,9.81066663193149,-24.86098051125788,78.08529755021974,61.0934656183301,16.991831931889635,349.20001220703125,349.20001220703125,349.20001220703125,349.20001220703125,0.0,0.0,0.0,0.0,76.19528679528888,319.7754275764387,323.3493091386618,28.000000000000004,8.0,20.000000000000004,331.8614465820313,346.0,0.0,0.0,65.831109501486,0.0,0.0,0.0,-39.6364407087532,51.34401516220769,65.1189894903273,67.65868171812987,-34.881010509672706,4.741777886284751,0.0,1.2227651525090568,0.5285955943047648,0.694169558204292,11.369751310966752,6.246434361428221,5.1233169495385305,346.9444076978652,0.5656908694821272,0.5640968473494823,6.1311535263419925,-0.5656893066829554,375.1424865722656,2
2021-09-30,360.0,383.0,358.54998779296875,378.2000122070313,375.1424865722656,9448380,5758392.002925132,19493799,0.1171022164412303,42324606.51771866,5053.864635837414,1218.1295784969675,629321.4497039348,350.93314474983583,57.889999636582026,936.9259974199446,346.73899841308594,375.57492327239305,317.9030735537788,16.632640107562153,1.0455176823258885,1.0,0.0,346.1683339436849,362.7203358968099,329.61633199055984,9.562978661022028,1.4676073732367714,1.0,0.0,328.20001220703125,383.0,355.6000061035156,15.804391211767598,0.9124089623687004,17.12500000000001,0.0,6.571103074823043,2.7470524308597364,3.8240506439633055,346.73899841308594,346.73899841308594,349.3206136223715,342.7495105475485,0.9962434915370691,0.6157077854232854,0.3805357061137837,0.1069427395487007,11.011642075417267,-28.356648710585148,89.06476359974683,65.18672318127834,23.878040418468487,355.6000061035156,355.6000061035156,355.6000061035156,355.6000061035156,0.0,0.0,0.0,0.0,162.53549913497503,319.7754275764387,323.3493091386618,40.0,8.0,32.0,333.3949892070313,346.0,0.0,0.0,76.50163503968858,0.0,0.0,0.0,-27.251941522266037,55.22626083297076,91.24089623687,72.23899015187328,-8.759103763129977,9.292999267578123,0.0,1.917173583800481,0.8063111922039081,1.110862391596573,18.709597795772776,8.739067048297132,9.970530747475644,354.2331954245539,6.370419122964877,6.175733650429738,12.892152826007289,-6.3704211483901645,392.74896240234375,3
